"('date', '')","('open', 'CI')","('high', 'CI')","('low', 'CI')","('close', 'CI')","('volume', 'CI')"
1982-05-03 00:00:00+00:00,1.9616194273250813,1.9770245796610344,1.946213922387793,1.956484317779541,1687500
1982-05-04 00:00:00+00:00,1.956485100002646,1.9616202116012573,1.9513499884040346,1.9616202116012573,1632600
1982-05-05 00:00:00+00:00,1.951349208234001,1.9616194273250813,1.9410788128422527,1.956484317779541,587700
1982-05-06 00:00:00+00:00,1.956485100002646,1.9718902584977418,1.941079588906074,1.9616202116012573,1586700
1982-05-07 00:00:00+00:00,1.9410788203812837,1.9616194349438907,1.9205382058186764,1.930808424949646,2665800
1982-05-10 00:00:00+00:00,1.9410787127964948,1.9564842169397632,1.9256732086532264,1.935943603515625,1100700
1982-05-11 00:00:00+00:00,1.966754692012324,1.9821601995457865,1.9513495370802558,1.9770249128341675,941400
1982-05-12 00:00:00+00:00,1.930808999407096,1.982160462941451,1.879457712173462,1.879457712173462,2474100
1982-05-13 00:00:00+00:00,1.6997270361333625,1.7202678200253525,1.6740516733205049,1.689456820487976,15327900
1982-05-14 00:00:00+00:00,1.7305389701241078,1.7408090150144864,1.7151334620367806,1.7356739044189453,4312800
1982-05-17 00:00:00+00:00,1.7356739044189453,1.7459441256100277,1.7254038595285666,1.7356739044189453,1360800
1982-05-18 00:00:00+00:00,1.7305387765173192,1.7356737102376778,1.7202685564752342,1.7254036664962769,1487700
1982-05-19 00:00:00+00:00,1.7048626312922626,1.7151328488113502,1.6894571287129903,1.6945922374725342,2322900
1982-05-20 00:00:00+00:00,1.6740517832301893,1.689456931409084,1.6586462824500547,1.6843219995498657,2007900
1982-05-21 00:00:00+00:00,1.663781931805898,1.674052327766955,1.653511535844841,1.658646821975708,1656000
1982-05-24 00:00:00+00:00,1.6381058836022802,1.65864631666535,1.612430165972819,1.6175652742385864,3863700
1982-05-25 00:00:00+00:00,1.6381063155929998,1.6483763585322597,1.622700810432434,1.622700810432434,2444400
1982-05-26 00:00:00+00:00,1.6072950157834203,1.6227005181693148,1.5867547573037173,1.5970247983932495,2028600
1982-05-27 00:00:00+00:00,1.5867549872252635,1.5970250298029298,1.5764845920462693,1.5918900966644287,1105200
1982-05-28 00:00:00+00:00,1.5867554358866398,1.597025481368202,1.571349926912512,1.57648503780365,1545300
1982-06-01 00:00:00+00:00,1.5610793828964231,1.5713497800193141,1.5456742279638302,1.5610793828964233,1088100
1982-06-02 00:00:00+00:00,1.5713493824005127,1.5816197769245532,1.5610789878764724,1.5713493824005127,1796400
1982-06-03 00:00:00+00:00,1.5610791562867679,1.5764846615844588,1.5405388939247475,1.5662144422531128,1359000
1982-06-04 00:00:00+00:00,1.5354039782474853,1.5662146401342525,1.4994580297455633,1.5097280740737915,1927800
1982-06-07 00:00:00+00:00,1.4919908046722412,1.5076410882404556,1.4711239688680522,1.4919908046722412,1387800
1982-06-08 00:00:00+00:00,1.4502567023423676,1.481557088810777,1.4189563158739584,1.4398231506347656,1832400
1982-06-09 00:00:00+00:00,1.4241739437505363,1.4502575243740479,1.3980900049209595,1.3980900049209595,3247200
1982-06-10 00:00:00+00:00,1.424173699677643,1.4502572758309877,1.3980897653182942,1.4085233211517334,2754900
1982-06-11 00:00:00+00:00,1.4398231506347656,1.4554735229719016,1.4189563158739584,1.4398231506347656,3304800
1982-06-14 00:00:00+00:00,1.408523659617367,1.4346072420385483,1.377223253250122,1.377223253250122,4736700
1982-06-15 00:00:00+00:00,1.3980897653182942,1.4085233211517334,1.3876561199333537,1.4085233211517334,1662300
1982-06-16 00:00:00+00:00,1.4085232165666524,1.4241735939304965,1.3876560168976952,1.4137400388717651,1773000
1982-06-17 00:00:00+00:00,1.3928732773306993,1.4137404835634302,1.366789694909518,1.377223253250122,3891600
1982-06-18 00:00:00+00:00,1.3563551838012966,1.3772223767536589,1.3302716179803054,1.3354884386062622,1819800
1982-06-21 00:00:00+00:00,1.3511384527268053,1.3667888250532105,1.3354884386062622,1.3354884386062622,1149300
1982-06-22 00:00:00+00:00,1.3563557083769808,1.392872929573059,1.31462175408882,1.392872929573059,2377800
1982-06-23 00:00:00+00:00,1.392872942625824,1.4085233211517334,1.3720060996134484,1.4085233211517334,1052100
1982-06-24 00:00:00+00:00,1.429390522370113,1.4450405426900186,1.4085233211517334,1.4085233211517334,1432800
1982-06-25 00:00:00+00:00,1.4241738319396973,1.4398238537130095,1.4085234519603476,1.4241738319396973,535500
1982-06-28 00:00:00+00:00,1.4241738319396973,1.4293906551166502,1.4137402751373007,1.4241738319396973,373500
1982-06-29 00:00:00+00:00,1.4189561605453491,1.4346061729634656,1.4033057899214094,1.4189561605453491,1080000
1982-06-30 00:00:00+00:00,1.4293898006622794,1.4450398130803959,1.4137394300383397,1.4189561605453491,1343700
1982-07-01 00:00:00+00:00,1.403306738955965,1.4189571201640143,1.3876563577479155,1.3980900049209595,2231100
1982-07-02 00:00:00+00:00,1.377223253250122,1.387656453384636,1.3615728709634547,1.377223253250122,353700
1982-07-06 00:00:00+00:00,1.330272681874598,1.3667899181524024,1.2937550873906452,1.3459227085113525,1067400
1982-07-07 00:00:00+00:00,1.3250545160004399,1.3459213463162059,1.3041874170303345,1.3041874170303345,2426400
1982-07-08 00:00:00+00:00,1.3459226097009667,1.3876565781614973,1.2989718168252804,1.3667898178100586,3788100
1982-07-09 00:00:00+00:00,1.3772233770888391,1.3980902269918085,1.3563561689797472,1.3667898178100586,2414700
1982-07-12 00:00:00+00:00,1.3511391716824654,1.3667895523366063,1.3354891492343774,1.356355905532837,5817600
1982-07-13 00:00:00+00:00,1.3563562685561088,1.3824403029953054,1.3354895066727448,1.3459227085113525,2309400
1982-07-14 00:00:00+00:00,1.3511391716824654,1.3667895523366063,1.3354891492343774,1.356355905532837,5817600
1982-07-15 00:00:00+00:00,1.3667890881955056,1.372005820274353,1.3615722665651755,1.372005820274353,5258700
1982-07-16 00:00:00+00:00,1.3720062055701587,1.3824398517608643,1.361572648930961,1.3824398517608643,2407500
1982-07-19 00:00:00+00:00,1.3876562270986772,1.3980898732893827,1.3772230286655114,1.3824398517608643,729000
1982-07-20 00:00:00+00:00,1.3824394635350135,1.3928726590382599,1.372005820274353,1.372005820274353,1065600
1982-07-21 00:00:00+00:00,1.3928724366038108,1.398089257401042,1.382439242766691,1.3876556158065796,2344500
1982-07-22 00:00:00+00:00,1.4085233333722433,1.434606909751892,1.3772229342548625,1.434606909751892,2825100
1982-07-23 00:00:00+00:00,1.4450404644012451,1.4554740196694198,1.4293904449292196,1.4450404644012451,1725300
1982-07-26 00:00:00+00:00,1.424173699677643,1.4398237199975483,1.4033064984592634,1.4085233211517334,655200
1982-07-27 00:00:00+00:00,1.4033064984592634,1.4085233211517334,1.3980897653182942,1.4085233211517334,2628900
1982-07-28 00:00:00+00:00,1.3876556158065796,1.398089257401042,1.3772224219694598,1.3876556158065796,2241900
1982-07-29 00:00:00+00:00,1.4085232165666524,1.4241735939304965,1.3876560168976952,1.4137400388717651,2802600
1982-07-30 00:00:00+00:00,1.4137403861290088,1.4241739437505363,1.3980900049209595,1.3980900049209595,583200
1982-08-02 00:00:00+00:00,1.4241738319396973,1.4346070305360565,1.4085234519603476,1.4241738319396973,3060000
1982-08-03 00:00:00+00:00,1.4293904162356093,1.445040435393476,1.4137400388717651,1.4137400388717651,851400
1982-08-04 00:00:00+00:00,1.4241732517708068,1.4346064461169705,1.4085228781669874,1.4293900728225708,1365300
1982-08-05 00:00:00+00:00,1.4085233211517334,1.4189568769851728,1.3980897653182942,1.4085233211517334,1467900
1982-08-06 00:00:00+00:00,1.403306738955965,1.4137403861290088,1.3928731813344375,1.3980900049209595,827100
1982-08-09 00:00:00+00:00,1.3824400771961856,1.3980901012767628,1.366789694909518,1.377223253250122,1173600
1982-08-10 00:00:00+00:00,1.3772223997946575,1.3928724141770261,1.361572027206421,1.361572027206421,1104300
1982-08-11 00:00:00+00:00,1.392872239355935,1.4189561605453491,1.3615718563138788,1.4189561605453491,1999800
1982-08-12 00:00:00+00:00,1.4398232671687345,1.471124014376373,1.4085228781669874,1.4293900728225708,1404000
1982-08-13 00:00:00+00:00,1.455474282126468,1.4763414859771729,1.4293907026827706,1.4763414859771729,783000
1982-08-16 00:00:00+00:00,1.4763407354559765,1.491990749794145,1.45547354221344,1.45547354221344,773100
1982-08-17 00:00:00+00:00,1.5128587276666494,1.5389422178268433,1.481557876793219,1.5389422178268433,2520900
1982-08-18 00:00:00+00:00,1.585892526303331,1.6484936719792198,1.518075006544226,1.5545921325683594,2708100
1982-08-19 00:00:00+00:00,1.5285078947792954,1.5545917285492123,1.5024242401123047,1.5024242401123047,897300
1982-08-20 00:00:00+00:00,1.5441591950758318,1.575459599494934,1.5076418774838451,1.575459599494934,1468800
1982-08-23 00:00:00+00:00,1.5545929914463732,1.575459932131541,1.5285091364868415,1.5650266408920288,1809000
1982-08-24 00:00:00+00:00,1.5806763335647844,1.5963267148773694,1.5598095763884168,1.575459599494934,1518300
1982-08-25 00:00:00+00:00,1.5754583844883316,1.5963254837778866,1.5545914643016723,1.559808373451233,3152700
1982-08-26 00:00:00+00:00,1.6015423871632257,1.638059680545127,1.5598085422729557,1.6119760274887085,1206000
1982-08-27 00:00:00+00:00,1.5858930676346348,1.6015434489472198,1.5702430445281177,1.575459599494934,1261800
1982-08-30 00:00:00+00:00,1.5754593165957127,1.5858927828619156,1.55980929629941,1.5702427625656128,994500
1982-08-31 00:00:00+00:00,1.580675884667426,1.6067599058151245,1.5493754891373472,1.6067599058151245,1538100
1982-09-01 00:00:00+00:00,1.5911094695945645,1.611976578272536,1.5702425400195694,1.5858925580978394,1389600
1982-09-02 00:00:00+00:00,1.559809075232072,1.5911094695945645,1.5285083226636267,1.5858925580978394,2134800
1982-09-03 00:00:00+00:00,1.5806754440249775,1.611976189035362,1.5441583260863725,1.549375057220459,3523500
1982-09-07 00:00:00+00:00,1.531359076499939,1.5472556589918705,1.5154625849682883,1.531359076499939,1977300
1982-09-08 00:00:00+00:00,1.5101639231676447,1.526060508073806,1.4942677021026611,1.4942677021026611,1879200
1982-09-09 00:00:00+00:00,1.4995670318603516,1.5048654705612563,1.4942681383578416,1.4995670318603516,1242000
1982-09-10 00:00:00+00:00,1.4942677021026611,1.4995665940581464,1.483670009151985,1.4942677021026611,1122300
1982-09-13 00:00:00+00:00,1.520762409136885,1.5525553226470947,1.483670782828706,1.5525553226470947,516600
1982-09-14 00:00:00+00:00,1.5472556589918705,1.5578530774522223,1.531359076499939,1.531359076499939,639000
1982-09-15 00:00:00+00:00,1.5525547212624637,1.5896466970443726,1.515463018361475,1.5896466970443726,1977300
1982-09-16 00:00:00+00:00,1.5843469171360849,1.6002431305183167,1.5631513595581055,1.5631513595581055,3915000
1982-09-17 00:00:00+00:00,1.5790494523592407,1.600244666439468,1.5578540563583374,1.5578540563583374,885600
1982-09-20 00:00:00+00:00,1.5525552528382807,1.5631528598783944,1.5419578277188426,1.5578540563583374,791100
1982-09-21 00:00:00+00:00,1.579049434500999,1.594946026802063,1.5578540387398052,1.594946026802063,1564200
1982-09-22 00:00:00+00:00,1.6267389615917844,1.6532329807495767,1.5949461386024335,1.6002447605133057,2683800
1982-09-23 00:00:00+00:00,1.5949454987501843,1.6055429202411944,1.5790489117121358,1.5896466970443726,1050300
1982-09-24 00:00:00+00:00,1.5949461386024335,1.6002447605133057,1.5843485309393166,1.6002447605133057,888300
1982-09-27 00:00:00+00:00,1.6108414350762144,1.6214392185211182,1.5949452147103114,1.6214392185211182,850500
1982-09-28 00:00:00+00:00,1.6267379667828878,1.6426345504769158,1.61084138308886,1.616140365600586,637200
1982-09-29 00:00:00+00:00,1.6055428981781006,1.6161406833647045,1.5949454768327185,1.6055428981781006,1419300
1982-09-30 00:00:00+00:00,1.6002441185353826,1.6108417219470061,1.5843478953385608,1.5896466970443726,630900
1982-10-01 00:00:00+00:00,1.605543144340303,1.6320375204086304,1.5790491321132532,1.6320375204086304,1710900
1982-10-04 00:00:00+00:00,1.6373358101133118,1.6638298140436183,1.6108414423418416,1.658530831336975,859500
1982-10-05 00:00:00+00:00,1.6532320305509138,1.6638298140436183,1.6373358101133118,1.658530831336975,767700
1982-10-06 00:00:00+00:00,1.690324675775969,1.7168186902999878,1.6585314945058371,1.7168186902999878,1665900
1982-10-07 00:00:00+00:00,1.7592092252517075,1.7910020414117274,1.722117424477704,1.785703420639038,3037500
1982-10-08 00:00:00+00:00,1.7857041753722005,1.8121982000366617,1.7592099687870153,1.7963016033172607,1383300
1982-10-11 00:00:00+00:00,1.8333922624588013,1.8598862677703005,1.806898075226711,1.8333922624588013,2195100
1982-10-12 00:00:00+00:00,1.8333919538333343,1.8492881724237402,1.7962999887999578,1.843989372253418,1688400
1982-10-13 00:00:00+00:00,1.8704855116656631,1.9128759532483564,1.8227960829644,1.88638174533844,1706400
1982-10-14 00:00:00+00:00,1.8916797201947237,1.9075763107312533,1.8757834934995012,1.88108229637146,1208700
1982-10-15 00:00:00+00:00,1.84928835916224,1.8651849431989815,1.828093338261269,1.8386907577514648,2032200
1982-10-18 00:00:00+00:00,1.838692316637177,1.8916805505362764,1.8333936933600734,1.88638174533844,817200
1982-10-19 00:00:00+00:00,1.8704840463576413,1.8969778696712434,1.843989677282267,1.87578284740448,866700
1982-10-20 00:00:00+00:00,1.8598862623433734,1.87578284740448,1.843989677282267,1.87578284740448,942300
1982-10-21 00:00:00+00:00,1.9181737899780273,1.9446676181572988,1.8916794160368835,1.9181737899780273,1361700
1982-10-22 00:00:00+00:00,1.8810831220613364,1.902278342852683,1.85458891415142,1.88638174533844,2244600
1982-10-25 00:00:00+00:00,1.833393511620764,1.881082935594704,1.7804052829742434,1.7804052829742432,948600
1982-10-26 00:00:00+00:00,1.8121967295271004,1.8598861171462346,1.759208541274793,1.8545873165130615,1147500
1982-10-27 00:00:00+00:00,1.8121970891952515,1.8439898993042334,1.7751054774014392,1.8121970891952515,873900
1982-10-28 00:00:00+00:00,1.7963004791298403,1.8121970659006033,1.7751054545835803,1.7910016775131226,555300
1982-10-29 00:00:00+00:00,1.7751054545835803,1.8015992807465577,1.7486110826587717,1.7910016775131226,1212300
1982-11-01 00:00:00+00:00,1.7751064783016628,1.7857040876468238,1.7592098823632059,1.7804052829742432,1039500
1982-11-02 00:00:00+00:00,1.8280931536630123,1.8651847548552674,1.7910011886296358,1.843989372253418,1164600
1982-11-03 00:00:00+00:00,1.8969774586242831,1.9605634212493896,1.8333918598402792,1.9605634212493896,1597500
1982-11-04 00:00:00+00:00,1.9817588087529125,2.024149575802811,1.9393682236235823,1.9552648067474365,2401200
1982-11-05 00:00:00+00:00,2.0029551772581584,2.0453457832336426,1.9552657682758214,2.0453457832336426,1604700
1982-11-08 00:00:00+00:00,1.9976557817989038,2.024149970896345,1.9711617746220664,1.976460576057434,1977300
1982-11-09 00:00:00+00:00,2.0029547214508057,2.029448730455897,1.9764607124457143,2.0029547214508057,1512000
1982-11-10 00:00:00+00:00,2.0294487821149287,2.0559429737150388,1.9976559704995425,2.008253574371338,1639800
1982-11-11 00:00:00+00:00,2.0082535402514003,2.0294487476348877,1.9817593491014227,2.0294487476348877,1164600
1982-11-12 00:00:00+00:00,2.0506453898188703,2.06124318190615,2.0347487926483154,2.0347487926483154,1006200
1982-11-15 00:00:00+00:00,2.01885014230062,2.0347463565983657,2.0029535641618517,2.024148941040039,804600
1982-11-16 00:00:00+00:00,2.013552965192523,2.0453457832336426,1.9817597833100877,2.0453457832336426,633600
1982-11-17 00:00:00+00:00,2.050644586240496,2.0612423741748604,2.034747995299278,2.0453457832336426,884700
1982-11-18 00:00:00+00:00,2.0400475977315904,2.0506453898188703,2.02944998756504,2.0347487926483154,313200
1982-11-19 00:00:00+00:00,2.0188513087744773,2.0400463340579336,1.9976559196497874,2.0029547214508057,862200
1982-11-22 00:00:00+00:00,1.9870586661310439,2.0241506525102047,1.9499670435932137,1.9711624383926392,1496700
1982-11-23 00:00:00+00:00,1.9552649514958087,1.9817589554626371,1.92877094752898,1.9393683671951294,1287000
1982-11-24 00:00:00+00:00,1.9022781140415077,1.9287723187646293,1.8757840912390975,1.9075769186019897,2166300
1982-11-26 00:00:00+00:00,1.8598862623433734,1.9075756536855113,1.8121968710012357,1.87578284740448,1178100
1982-11-29 00:00:00+00:00,1.8492884837251096,1.8863802730817996,1.8121968762890108,1.8333922624588013,1032300
1982-11-30 00:00:00+00:00,1.902277632695338,1.9711624383926392,1.833393008918702,1.9711624383926392,1105200
1982-12-01 00:00:00+00:00,1.9340701774895455,1.9764609610714046,1.8863807733607534,1.8969783782958984,789300
1982-12-02 00:00:00+00:00,1.912874806037424,1.9393688161373197,1.8810819939175494,1.9181737899780273,2011500
1982-12-03 00:00:00+00:00,1.9552648067474365,1.9817588087529125,1.9287708047419605,1.9552648067474365,691200
1982-12-06 00:00:00+00:00,1.9552641935865696,2.0294475578589464,1.94466641418722,2.024148941040039,849600
1982-12-07 00:00:00+00:00,2.043458444301686,2.0702753803432627,2.016641139984131,2.016641139984131,1969200
1982-12-08 00:00:00+00:00,2.027368643846658,2.0541855871012746,2.000551700592041,2.000551700592041,931500
1982-12-09 00:00:00+00:00,1.963007259320424,2.0005513414122857,1.9200999736785889,1.9200999736785889,580500
1982-12-10 00:00:00+00:00,1.8718304729960167,1.9201011765660196,1.8235597694260137,1.8289233446121216,1918800
1982-12-13 00:00:00+00:00,1.8396501267080954,1.855740483990177,1.8235597694260137,1.8289233446121216,1178100
1982-12-14 00:00:00+00:00,1.8396487360355083,1.8557390811541798,1.8235583909168367,1.8450123071670532,3229200
1982-12-15 00:00:00+00:00,1.8664658069610596,1.8932831121582745,1.8396488700398348,1.8664658069610596,1011600
1982-12-16 00:00:00+00:00,1.8342860963520127,1.8664664314240451,1.80210576127998,1.8128323554992676,810900
1982-12-17 00:00:00+00:00,1.8289219620483816,1.8450123071670532,1.8128316169297103,1.8450123071670532,1262700
1982-12-20 00:00:00+00:00,1.818195286926161,1.8342856345493022,1.7967419197506638,1.8021053075790405,609300
1982-12-21 00:00:00+00:00,1.8128310569247428,1.845011737221093,1.7806507449042424,1.834284782409668,721800
1982-12-22 00:00:00+00:00,1.8611015478977897,1.893282225406874,1.8235576696544031,1.871828317642212,1197000
1982-12-23 00:00:00+00:00,1.9201004172347211,1.9415543412186478,1.8986470456649385,1.9308273792266846,849600
1982-12-27 00:00:00+00:00,1.9415544271469116,1.952281205475567,1.9308274646802002,1.9415544271469116,1510200
1982-12-28 00:00:00+00:00,1.9308273792266846,1.9415543412186478,1.9201004172347211,1.9308273792266846,1283400
1982-12-29 00:00:00+00:00,1.90937306437012,1.9254634104434083,1.8932830865728172,1.8986464738845825,2007900
1982-12-30 00:00:00+00:00,1.871828317642212,1.893282225406874,1.8450115774190652,1.871828317642212,725400
1982-12-31 00:00:00+00:00,1.8825561278112941,1.8986464738845823,1.866465781738006,1.8986464738845825,193500
1983-01-03 00:00:00+00:00,1.8557385078945932,1.8718284797669185,1.834284782409668,1.834284782409668,1038600
1983-01-04 00:00:00+00:00,1.8503756941606166,1.8611022840097613,1.834285349041945,1.8450123071670532,948600
1983-01-05 00:00:00+00:00,1.861102753829475,1.8825564913575252,1.8342858120919476,1.8396492004394531,1707300
1983-01-06 00:00:00+00:00,1.8611015478977897,1.8771918866523318,1.8450115774190652,1.871828317642212,2188800
1983-01-07 00:00:00+00:00,1.8557392163305646,1.8825561532517894,1.8235585237491048,1.8664658069610596,2857500
1983-01-10 00:00:00+00:00,1.904010891914368,1.9201008784218305,1.8825571469155356,1.9040108919143677,1428300
1983-01-11 00:00:00+00:00,1.9040109117183808,1.914737508122228,1.8879205567673745,1.9093741178512573,2412000
1983-01-12 00:00:00+00:00,1.9683706030551185,2.011277887738843,1.920099930803178,1.9844609498977661,1208700
1983-01-13 00:00:00+00:00,1.9576439636133676,1.9737343115713226,1.9361904118534465,1.9522807598114014,1253700
1983-01-14 00:00:00+00:00,1.9415539839314409,1.9737343115713226,1.909373288015531,1.9522807598114014,1239300
1983-01-17 00:00:00+00:00,1.9147369657697118,1.9415542778047046,1.8879200220108032,1.8879200220108032,2043000
1983-01-18 00:00:00+00:00,1.8771928769856379,1.8771928769856379,1.7591979792716976,1.8074686527252197,3400200
1983-01-19 00:00:00+00:00,1.7967419197506638,1.8074686954074175,1.7806515721275225,1.8021053075790405,917100
1983-01-20 00:00:00+00:00,1.7806516144274886,1.8181953301179905,1.7431077145989722,1.7967419624328613,1988100
1983-01-21 00:00:00+00:00,1.7806514031873206,1.802105136603405,1.7538344665897065,1.7645610570907593,716400
1983-01-24 00:00:00+00:00,1.710926960511872,1.727016936231693,1.68947322989685,1.6948366165161133,1373400
1983-01-25 00:00:00+00:00,1.6948366165161133,1.7162901629931664,1.673382885901091,1.6948366165161133,1715400
1983-01-26 00:00:00+00:00,1.673382645685358,1.7001999432079626,1.6412023305892944,1.6412023305892944,1635300
1983-01-27 00:00:00+00:00,1.6572925484675678,1.6787459061243326,1.6358388225349458,1.6733825206756592,1766700
1983-01-28 00:00:00+00:00,1.6572926722752686,1.6841096015219885,1.62511198890332,1.6412023305892944,1116000
1983-01-31 00:00:00+00:00,1.6626565722494888,1.6894735097885132,1.630475878926661,1.6894735097885132,1836900
1983-02-01 00:00:00+00:00,1.678746566589975,1.6948369134043142,1.6572932004928589,1.6572932004928589,2278800
1983-02-02 00:00:00+00:00,1.6519298129340796,1.6626565880516382,1.6412028536785197,1.6572932004928589,2288700
1983-02-03 00:00:00+00:00,1.6841101681019872,1.7109272905086514,1.6572932298333276,1.7055639028549194,1470600
1983-02-04 00:00:00+00:00,1.7216531565723774,1.7377434968948364,1.7055631845257722,1.7377434968948364,2121300
1983-02-07 00:00:00+00:00,1.7270162417451798,1.759196916795855,1.6948359349702942,1.753833532333374,1463400
1983-02-08 00:00:00+00:00,1.732381522307445,1.759198655258783,1.7055645734941838,1.710927963256836,754200
1983-02-09 00:00:00+00:00,1.6519298129340796,1.6841101382867556,1.614385915884623,1.6572932004928589,5403600
1983-02-10 00:00:00+00:00,1.6948368669496832,1.710927213322994,1.6787465205763723,1.7002004384994507,2809800
1983-02-11 00:00:00+00:00,1.7323806285858154,1.7484709737109656,1.710927080602924,1.7323806285858154,6250500
1983-02-14 00:00:00+00:00,1.748471113606166,1.7806514381552512,1.7162904207810878,1.7752878665924072,2197800
1983-02-15 00:00:00+00:00,1.796742092982951,1.8181954622268677,1.7699247829794638,1.8181954622268677,3636000
1983-02-16 00:00:00+00:00,1.8235596418380737,1.8396499979943708,1.8021062632852631,1.8235596418380737,2264400
1983-02-17 00:00:00+00:00,1.855739689500113,1.8879200220108032,1.8181955999615569,1.8879200220108032,2357100
1983-02-18 00:00:00+00:00,1.8932836567379807,1.9308273792266846,1.8503763611842714,1.9308273792266846,4657500
1983-02-22 00:00:00+00:00,1.9576437473297117,1.9737340935099792,1.9361901979400136,1.957643747329712,4330800
1983-02-23 00:00:00+00:00,1.9683706030551185,1.9844609498977661,1.946917236920258,1.9844609498977661,3110400
1983-02-24 00:00:00+00:00,1.9683700932419224,1.9844604359171276,1.9522801188426246,1.97373366355896,1982700
1983-02-25 00:00:00+00:00,1.90937357701793,1.968371037425571,1.8450129119965495,1.8879200220108032,4371300
1983-02-28 00:00:00+00:00,1.8503756941606166,1.8771926291284329,1.8235583909168367,1.8450123071670532,2099700
1983-03-01 00:00:00+00:00,1.8825551058117849,1.9308257495505485,1.834284462073021,1.9254623651504517,3824100
1983-03-02 00:00:00+00:00,1.9040099947526583,1.9200999736785889,1.8879196475507167,1.9200999736785889,2260800
1983-03-03 00:00:00+00:00,1.9254639902997268,1.936190768153642,1.9093736393808056,1.9308273792266846,2965500
1983-03-04 00:00:00+00:00,1.9469177301456055,1.9737346747803939,1.9201004172347211,1.9308273792266846,3045600
1983-03-07 00:00:00+00:00,1.9414856564010936,1.952362472661634,1.9306092135614188,1.9469239711761475,877500
1983-03-08 00:00:00+00:00,1.919733561084697,1.946924962088951,1.8871032824059035,1.9034184217453003,898200
1983-03-09 00:00:00+00:00,1.908856046498971,1.9251711799170466,1.8925409130808952,1.9142943620681763,537300
1983-03-10 00:00:00+00:00,1.9251707925425858,1.9469238637318886,1.8979788467470844,1.930609107017517,1135800
1983-03-11 00:00:00+00:00,1.9197323725038935,1.9469237566729063,1.8925404282036442,1.9088555574417114,1038600
1983-03-14 00:00:00+00:00,1.8979787691169983,1.9142938985849023,1.881664013069924,1.892540454864502,601200
1983-03-15 00:00:00+00:00,1.8762256723864013,1.9088555574417114,1.8435954139102668,1.9088555574417114,1537200
1983-03-16 00:00:00+00:00,1.925171228522849,1.9469243046384213,1.8979792765693737,1.9360476732254028,1077300
1983-03-17 00:00:00+00:00,1.936049131485118,1.9578025974066393,1.9088575324714734,1.9197343587875366,2246400
1983-03-18 00:00:00+00:00,1.9632394192451785,1.9904309975114758,1.9360476542684184,1.957801103591919,1575000
1983-03-21 00:00:00+00:00,1.990431145499282,2.0121845964401435,1.9686780679793738,2.001307964324951,1119600
1983-03-22 00:00:00+00:00,2.012183996416157,2.0448138830316527,2.006745681980241,2.028499126434326,1368000
1983-03-23 00:00:00+00:00,2.0448139717342633,2.1318273799043412,2.0448139717342633,2.120950937271118,1540800
