"('date', '')","('open', 'AFGB')","('high', 'AFGB')","('low', 'AFGB')","('close', 'AFGB')","('volume', 'AFGB')"
2024-01-02 00:00:00+00:00,21.399501696432147,21.416514754580014,21.180135372491822,21.229379653930664,9600
2024-01-03 00:00:00+00:00,21.202516667640946,21.353835862538173,21.104024702084683,21.238330841064453,9000
2024-01-04 00:00:00+00:00,21.30279855862619,21.336822962915118,21.095967478797235,21.25623893737793,7100
2024-01-05 00:00:00+00:00,21.309961051804315,21.38606894605398,21.157746971100202,21.25623893737793,7400
2024-01-08 00:00:00+00:00,21.309961180328056,21.38159123592699,21.17565503955446,21.31085777282715,8300
2024-01-09 00:00:00+00:00,21.247288004101808,21.435317993164062,21.247288004101808,21.435317993164062,1600
2024-01-10 00:00:00+00:00,21.462177276611328,21.551715281463764,21.408455156818025,21.462177276611328,2900
2024-01-11 00:00:00+00:00,21.48008526498666,21.48008526498666,21.28310302012719,21.444271087646484,2800
2024-01-12 00:00:00+00:00,21.48904103005931,21.748701095581055,21.48904103005931,21.748701095581055,8100
2024-01-16 00:00:00+00:00,21.739744797016318,21.739744797016318,21.542760848999023,21.542760848999023,9000
2024-01-17 00:00:00+00:00,21.48904037475586,21.820330498630028,21.399502364968612,21.48904037475586,6700
2024-01-18 00:00:00+00:00,21.578577349747164,21.74511643463734,21.44427119540466,21.480085372924805,4900
2024-01-19 00:00:00+00:00,21.381594623324236,21.694976806640625,21.35473441559131,21.694976806640625,5200
2024-01-22 00:00:00+00:00,21.82928219011223,21.954636083645124,21.78451404029041,21.874052047729492,6100
2024-01-23 00:00:00+00:00,21.92777442932129,21.952844866766323,21.85972561117178,21.92777442932129,2100
2024-01-24 00:00:00+00:00,21.994927176242218,22.115803225030216,21.96717037802592,22.035219192504883,2400
2024-01-25 00:00:00+00:00,22.026263659172855,22.276968002319336,21.97433131332312,22.276968002319336,5000
2024-01-26 00:00:00+00:00,22.241156760832574,22.33069476996095,22.20086474211458,22.285924911499023,8100
2024-01-29 00:00:00+00:00,22.31278441093291,22.46499849763339,22.14445386004914,22.324424743652344,8200
2024-01-30 00:00:00+00:00,22.420233288850152,22.55453945169865,22.20534137893794,22.527677536010742,13100
2024-01-31 00:00:00+00:00,22.366508320361792,22.596620092223205,21.972543823741418,22.008358001708984,48800
2024-02-01 00:00:00+00:00,22.133711273943685,22.14982944800634,21.865098948703274,21.932252883911133,8500
2024-02-02 00:00:00+00:00,22.044174362631377,22.205340728652487,21.694976300096968,22.073720932006836,6300
2024-02-05 00:00:00+00:00,22.054917883016838,22.079988320222053,21.721837997436523,21.721837997436523,5200
2024-02-06 00:00:00+00:00,21.71288127483065,21.797941432028857,21.52037518051266,21.578575134277344,3700
2024-02-07 00:00:00+00:00,21.668115618284972,21.694975824802302,21.390547627106077,21.5338077545166,4400
2024-02-08 00:00:00+00:00,21.48903827373494,21.69497448065402,21.48903827373494,21.62334442138672,3900
2024-02-09 00:00:00+00:00,21.699454591390893,21.865098800573772,21.699454591390893,21.847190856933594,3700
2024-02-12 00:00:00+00:00,22.017311973149734,22.241156135782166,21.757651924754306,22.008358001708984,9200
2024-02-13 00:00:00+00:00,21.69497623571411,21.918820402507183,21.61439219904496,21.73974609375,6100
2024-02-14 00:00:00+00:00,21.587531534807496,21.829281931899338,21.587531534807496,21.68602180480957,2200
2024-02-15 00:00:00+00:00,21.717359344778938,21.918819427490234,21.712883213072192,21.918819427490234,7100
2024-02-16 00:00:00+00:00,21.85614234640529,21.90538833192483,21.68602031673651,21.75765037536621,6600
2024-02-20 00:00:00+00:00,21.775560531914003,21.978812103448927,21.721838409426113,21.793468475341797,3700
2024-02-21 00:00:00+00:00,22.324426473107252,22.324426473107252,21.81853818873619,21.820329666137695,3200
2024-02-22 00:00:00+00:00,21.93672783084259,22.039695940215175,21.74959443969253,21.972543716430664,2400
2024-02-23 00:00:00+00:00,21.97254475461933,22.276971257524824,21.789887486639632,21.847190856933594,39900
2024-02-26 00:00:00+00:00,21.802422187204787,21.873157367444673,21.650208085473675,21.73974609375,14600
2024-02-27 00:00:00+00:00,21.766603658079706,21.78093035247087,21.596483341584108,21.63229751586914,7300
2024-02-28 00:00:00+00:00,21.694977263393117,21.88658850771324,21.60723072839991,21.748701095581055,6000
2024-02-29 00:00:00+00:00,21.74869803789227,22.09789435904202,21.74869803789227,22.06207847595215,23900
2024-03-01 00:00:00+00:00,21.93672732551261,22.071033477783203,21.62334516501764,22.071033477783203,12700
2024-03-04 00:00:00+00:00,22.071034559805906,22.071034559805906,21.851668232161856,21.92777442932129,7200
2024-03-05 00:00:00+00:00,21.93672660800771,22.211606512612136,21.93672660800771,22.0978946685791,5100
2024-03-06 00:00:00+00:00,22.10685157775879,22.151619730403176,21.98149767632251,22.10685157775879,8600
2024-03-07 00:00:00+00:00,22.07103522325661,22.22324932994647,22.062081251357736,22.187435150146484,4500
2024-03-08 00:00:00+00:00,22.160573549860313,22.191911598054652,22.088943481445312,22.088943481445312,6200
2024-03-11 00:00:00+00:00,22.21429417273318,22.21429417273318,22.02626589627618,22.160572052001953,5200
2024-03-12 00:00:00+00:00,22.044173839118397,22.204445316508586,21.972543775544953,22.160572052001953,5100
2024-03-13 00:00:00+00:00,22.06207987452549,22.366508068906708,22.06207987452549,22.294878005981445,22500
2024-03-14 00:00:00+00:00,22.383027909731823,22.383027909731823,22.093131485904625,22.16401481628418,6800
2024-03-15 00:00:00+00:00,22.273979610669823,22.279432708675962,22.15583839836776,22.160383224487305,2400
2024-03-18 00:00:00+00:00,22.14674859407313,22.40120334820478,22.101309007018898,22.283063888549805,8600
2024-03-19 00:00:00+00:00,22.283065566734848,22.528434155277893,22.19218811912522,22.519346237182617,6100
2024-03-20 00:00:00+00:00,22.319416838220203,22.501171744290044,22.24762522766497,22.392118453979492,30000
2024-03-21 00:00:00+00:00,22.39211592670958,22.610220749371198,22.39211592670958,22.501169204711914,6400
2024-03-22 00:00:00+00:00,22.523889806937284,22.737451553344727,22.455731286449705,22.737451553344727,5600
2024-03-25 00:00:00+00:00,22.555692672729492,22.724724803028856,22.473903155919203,22.555692672729492,5100
2024-03-26 00:00:00+00:00,22.51934627887932,22.53752038176038,22.342134475708008,22.342134475708008,9300
2024-03-27 00:00:00+00:00,22.292151315311656,22.610219750975553,22.219449710968057,22.546606063842773,13500
2024-03-28 00:00:00+00:00,22.537520054213193,22.707460480419115,22.337591058681994,22.36485481262207,8800
2024-04-01 00:00:00+00:00,22.528431962764103,22.610219750975553,22.283063398100836,22.546606063842773,9900
2024-04-02 00:00:00+00:00,22.346679853373043,22.632943214273684,22.297605441024228,22.52843475341797,5500
2024-04-03 00:00:00+00:00,22.355763789520484,22.557511033963095,22.346675872802734,22.346675872802734,6300
2024-04-04 00:00:00+00:00,22.437557303395504,22.555696775084474,22.437557303395504,22.52843475341797,2700
2024-04-05 00:00:00+00:00,22.519343730682383,22.573869499841948,22.455728311096117,22.510255813598633,4700
2024-04-08 00:00:00+00:00,22.5829574169257,22.5829574169257,22.455728311096117,22.510255813598633,2500
2024-04-09 00:00:00+00:00,22.455728666681384,22.455728666681384,22.43937110900879,22.43937110900879,1500
2024-04-10 00:00:00+00:00,22.34667819939727,22.34667819939727,21.89229271625921,22.17401123046875,9100
2024-04-11 00:00:00+00:00,22.246714296786106,22.246714296786106,21.628749721873742,21.65056037902832,12400
2024-04-12 00:00:00+00:00,21.928643409932505,22.055872528272815,21.556047439575195,21.556047439575195,4900
2024-04-15 00:00:00+00:00,21.615118798143328,21.615118798143328,21.028961068109307,21.056224822998047,8500
2024-04-16 00:00:00+00:00,21.543322279185336,21.543322279185336,20.880828213196164,21.03804588317871,3100
2024-04-17 00:00:00+00:00,21.31068001458541,21.31068001458541,21.19253881739891,21.2470645904541,3800
2024-04-18 00:00:00+00:00,21.3470312751052,21.3470312751052,21.056224822998047,21.056224822998047,6900
2024-04-19 00:00:00+00:00,21.45608363372436,21.45608363372436,21.010786056518555,21.010786056518555,4400
2024-04-22 00:00:00+00:00,21.056223318482147,21.219802369440114,21.019871647894572,21.18345069885254,5900
2024-04-23 00:00:00+00:00,21.21071403572321,21.442449864472554,21.21071403572321,21.356117248535156,6300
2024-04-24 00:00:00+00:00,21.328853404239457,21.547868227600787,21.156188173108543,21.265239715576172,6100
2024-04-25 00:00:00+00:00,21.147101433944513,21.187996197984184,20.94717070604251,21.031686782836914,2100
2024-04-26 00:00:00+00:00,21.038048402174226,21.17436370614605,20.988065719604492,20.988065719604492,5200
2024-04-29 00:00:00+00:00,21.35611521437694,21.35611521437694,21.010783050177018,21.083484649658203,9200
2024-04-30 00:00:00+00:00,21.15619034507492,21.15619034507492,20.697260001157844,20.729066848754883,40300
2024-05-01 00:00:00+00:00,20.829029383357316,21.128923715141738,20.747239862566747,20.9835205078125,24900
2024-05-02 00:00:00+00:00,21.101662764296723,21.20162813260621,21.028961150983424,21.14710235595703,10200
2024-05-03 00:00:00+00:00,21.356117045265464,21.356117045265464,21.185268358504732,21.292503356933594,3900
2024-05-06 00:00:00+00:00,21.410642623901367,21.46517012770434,21.274327331079913,21.410642623901367,8100
2024-05-07 00:00:00+00:00,21.45608080033168,21.524237575591716,21.219800166075892,21.3288516998291,17000
