"('date', '')","('open', 'BFZ')","('high', 'BFZ')","('low', 'BFZ')","('close', 'BFZ')","('volume', 'BFZ')"
2024-01-02 00:00:00+00:00,10.846358876880657,10.855360210456297,10.720342782064936,10.747345924377441,96600
2024-01-03 00:00:00+00:00,10.74734482197676,10.756346154629096,10.594326458958694,10.720341682434082,102600
2024-01-04 00:00:00+00:00,10.711338691071306,10.711338691071306,10.639329757832261,10.657332420349121,20500
2024-01-05 00:00:00+00:00,10.711339247404027,10.711339247404027,10.630329837113225,10.648331642150879,27100
2024-01-08 00:00:00+00:00,10.66633755393187,10.720343843906159,10.657336219464655,10.70234203338623,65100
2024-01-09 00:00:00+00:00,10.657334077192921,10.7113403563112,10.657334077192921,10.675335884094238,35600
2024-01-10 00:00:00+00:00,10.675334778914479,10.675334778914479,10.630329837113225,10.648331642150879,44900
2024-01-11 00:00:00+00:00,10.676354716860734,10.712515069632142,10.63115406036377,10.63115406036377,59400
2024-01-12 00:00:00+00:00,10.61307536611286,10.658276030758067,10.61307536611286,10.649235725402832,34800
2024-01-16 00:00:00+00:00,10.649237523031251,10.649237523031251,10.576916792243317,10.59499740600586,35700
2024-01-17 00:00:00+00:00,10.576914984955575,10.594995595628665,10.477474212646484,10.477474212646484,60900
2024-01-18 00:00:00+00:00,10.477473685008235,10.486513989889517,10.432273022732751,10.468433380126953,68600
2024-01-19 00:00:00+00:00,10.486513989889517,10.522674347283717,10.341871698181786,10.468433380126953,51300
2024-01-22 00:00:00+00:00,10.468435071615165,10.604036218221102,10.468435071615165,10.549796104431152,27100
2024-01-23 00:00:00+00:00,10.549796216809035,10.61307663761507,10.540755910370724,10.604036331176758,65500
2024-01-24 00:00:00+00:00,10.63115822124254,10.63115822124254,10.405155712434482,10.432275772094727,131200
2024-01-25 00:00:00+00:00,10.504595860882409,10.55883683900325,10.504595860882409,10.540756225585938,57400
2024-01-26 00:00:00+00:00,10.49555311880542,10.540753779729329,10.49555311880542,10.513633728027344,70000
2024-01-29 00:00:00+00:00,10.54075642684935,10.622117464518556,10.54075642684935,10.59499740600586,36300
2024-01-30 00:00:00+00:00,10.567876912667025,10.594997834407454,10.540756853057747,10.585957527160645,74100
2024-01-31 00:00:00+00:00,10.613075466255331,10.703476796398752,10.585955412064695,10.667316436767578,55500
2024-02-01 00:00:00+00:00,10.748679167143095,10.775799225637321,10.730598553392866,10.766758918762207,51000
2024-02-02 00:00:00+00:00,10.721556126434725,10.730596431522207,10.667316020171722,10.694436073303223,72100
2024-02-05 00:00:00+00:00,10.658278465270996,10.676359080111355,10.622118097721447,10.658278465270996,76600
2024-02-06 00:00:00+00:00,10.658275705454164,10.685395758561162,10.64019595742648,10.676356315612793,106100
2024-02-07 00:00:00+00:00,10.658276030758067,10.73059674933801,10.622115671468096,10.649235725402832,101400
2024-02-08 00:00:00+00:00,10.676356742208116,10.676356742208116,10.649235825886503,10.667316436767578,35700
2024-02-09 00:00:00+00:00,10.721558790494027,10.730599097827819,10.613077688882031,10.62211799621582,76800
2024-02-12 00:00:00+00:00,10.667316436767578,10.703476796398752,10.640196382576944,10.667316436767578,49500
2024-02-13 00:00:00+00:00,10.613078973570875,10.613078973570875,10.576918601989746,10.576918601989746,38200
2024-02-14 00:00:00+00:00,10.577822948018895,10.659540176391602,10.577822948018895,10.659540176391602,45400
2024-02-15 00:00:00+00:00,10.695860052096947,10.723099708557129,10.695860052096947,10.723099708557129,25500
2024-02-16 00:00:00+00:00,10.686780937317966,10.73217863253612,10.668621166506279,10.704939842224121,41900
2024-02-20 00:00:00+00:00,10.704939842224121,10.73217863253612,10.668621166506279,10.704939842224121,47700
2024-02-21 00:00:00+00:00,10.732177667025104,10.732177667025104,10.686779975891113,10.686779975891113,36600
2024-02-22 00:00:00+00:00,10.723098648341578,10.732177667025104,10.677700091302134,10.686779975891113,24200
2024-02-23 00:00:00+00:00,10.723098648341578,10.759417320792043,10.686779975891113,10.686779975891113,26700
2024-02-26 00:00:00+00:00,10.66862181477275,10.695860606739883,10.59598445892334,10.59598445892334,43800
2024-02-27 00:00:00+00:00,10.595984310009392,10.63230298742368,10.541505860935171,10.550585746765137,50700
2024-02-28 00:00:00+00:00,10.53242598496143,10.605063333886227,10.53242598496143,10.568744659423828,37100
2024-02-29 00:00:00+00:00,10.57782394186398,10.695859853280746,10.57782394186398,10.668621063232422,52500
2024-03-01 00:00:00+00:00,10.6232225025482,10.704939738598695,10.6232225025482,10.668621063232422,57600
2024-03-04 00:00:00+00:00,10.668620206713154,10.714018763752598,10.641381418851669,10.686779975891113,65600
