"('date', '')","('open', 'BEPI')","('high', 'BEPI')","('low', 'BEPI')","('close', 'BEPI')","('volume', 'BEPI')"
2024-01-02 00:00:00+00:00,14.104095219590048,14.279738426208496,14.104095219590048,14.279738426208496,6000
2024-01-03 00:00:00+00:00,14.314865531968048,14.464161749543269,14.227045606971316,14.411469459533691,12200
2024-01-04 00:00:00+00:00,14.49050854769994,14.49050854769994,14.279737715285771,14.349994659423828,7100
2024-01-05 00:00:00+00:00,14.402687542940749,14.446599181749642,14.165569718545967,14.227046012878418,10300
2024-01-08 00:00:00+00:00,14.165570493245083,14.349996036212964,14.130442855334623,14.200699806213379,12800
2024-01-09 00:00:00+00:00,14.253391855223011,14.446599723106718,14.253391855223011,14.3763427734375,6100
2024-01-10 00:00:00+00:00,14.455379118322663,14.481726100302748,14.323647558537564,14.332429885864258,13400
2024-01-11 00:00:00+00:00,14.533790819575607,14.533790819575607,14.372701729689219,14.426399230957031,5800
2024-01-12 00:00:00+00:00,14.497995376586914,14.497995376586914,14.497995376586914,14.497995376586914,800
2024-01-16 00:00:00+00:00,14.578538651292689,14.578538651292689,14.345854601380463,14.372701644897461,36100
2024-01-17 00:00:00+00:00,14.372701968718472,14.378966506608048,14.122119599656136,14.13106918334961,30400
2024-01-18 00:00:00+00:00,14.229511885940319,14.229511885940319,13.835739596060751,13.97892951965332,86500
2024-01-19 00:00:00+00:00,14.041575414147772,14.19371492692869,13.943132551428066,14.095272064208984,15700
2024-01-22 00:00:00+00:00,14.24741227937881,14.520368628144563,14.238462695014183,14.51589298248291,20700
2024-01-23 00:00:00+00:00,14.587486497429209,14.587486497429209,14.453246159248403,14.480094909667969,16500
2024-01-24 00:00:00+00:00,14.632235871554816,14.659082917688716,14.578540072328336,14.650135040283203,8500
2024-01-25 00:00:00+00:00,14.739626389286334,14.927564233237279,14.694880177704876,14.882816314697266,15000
2024-01-26 00:00:00+00:00,14.945464172529734,14.945464172529734,14.659082599958795,14.8380708694458,9100
2024-01-29 00:00:00+00:00,14.918614185461351,14.918614185461351,14.632234343547804,14.739625930786133,15300
2024-01-30 00:00:00+00:00,14.820170972935854,14.936513854473647,14.560639872585922,14.596436500549316,30800
2024-01-31 00:00:00+00:00,14.650134505216476,14.650134505216476,14.327956307707147,14.4532470703125,33200
2024-02-01 00:00:00+00:00,14.596436165979872,14.945463095634539,14.542740371786278,14.891765594482422,11800
2024-02-02 00:00:00+00:00,14.69487995025552,14.873868207728057,14.69487995025552,14.8112211227417,2900
2024-02-05 00:00:00+00:00,14.864919660619023,14.873869244812514,14.68593139066648,14.730677604675293,5600
2024-02-06 00:00:00+00:00,14.811221509998726,14.900715641074925,14.77542488174339,14.855969429016113,3400
2024-02-07 00:00:00+00:00,14.900717106587827,15.085969924926758,14.829122136077086,15.085969924926758,11800
2024-02-08 00:00:00+00:00,15.061803817749023,15.09760215078137,14.990208858642799,15.061803817749023,10500
2024-02-09 00:00:00+00:00,15.061802868299148,15.061802868299148,14.775423049926758,14.775423049926758,8700
2024-02-12 00:00:00+00:00,14.873868791297676,14.882816668259693,14.685930942882003,14.721729278564453,11700
2024-02-13 00:00:00+00:00,14.66803169974511,14.66803169974511,14.363752675840624,14.489045143127441,12600
2024-02-14 00:00:00+00:00,14.614335978475697,14.811221703853388,14.614335978475697,14.721729278564453,7400
2024-02-15 00:00:00+00:00,14.811221509998726,14.91861480868188,14.811221509998726,14.855969429016113,2700
2024-02-16 00:00:00+00:00,14.855970302423083,14.936514854431152,14.847020718093447,14.936514854431152,6800
2024-02-20 00:00:00+00:00,14.972310431671085,15.017058350171803,14.802273462244015,14.925773620605469,9900
2024-02-21 00:00:00+00:00,14.99020946557035,14.99020946557035,14.86491870880127,14.86491870880127,3600
2024-02-22 00:00:00+00:00,14.981258570520716,14.981258570520716,14.766473703307613,14.847018241882324,3900
2024-02-23 00:00:00+00:00,14.963361820481063,15.088654293467625,14.891766853185313,15.017059326171875,18300
2024-02-26 00:00:00+00:00,15.088652567523283,15.160247526629506,14.918613899536576,15.061803817749023,15600
2024-02-27 00:00:00+00:00,15.061804425417026,15.231843100263939,15.043905258178711,15.043905258178711,17700
2024-02-28 00:00:00+00:00,15.043906133294533,15.187096065613444,14.9902103354146,15.12445068359375,23300
2024-02-29 00:00:00+00:00,15.222893678037659,15.634564287132191,15.164722237375672,15.509273529052734,52600
2024-03-01 00:00:00+00:00,15.428728669089455,15.428728669089455,15.142348823893316,15.204994201660156,11500
2024-03-04 00:00:00+00:00,15.2407920251461,15.2407920251461,14.963360065818993,15.034955024719238,9900
2024-03-05 00:00:00+00:00,15.07970594318613,15.240795059523455,14.936515996877132,15.187097549438477,10600
2024-03-06 00:00:00+00:00,15.276589622120358,15.39293250457723,15.276589622120358,15.348184585571289,16600
2024-03-07 00:00:00+00:00,15.419779024559805,15.607716864075405,15.410829441063013,15.598767280578613,12100
2024-03-08 00:00:00+00:00,15.65246295928955,15.65246295928955,15.536121788605369,15.65246295928955,7000
2024-03-11 00:00:00+00:00,15.643513333072532,15.643513333072532,15.545071329519317,15.625614166259766,6700
2024-03-12 00:00:00+00:00,15.652462916478914,15.652462916478914,15.561179896867406,15.625614166259766,9800
2024-03-13 00:00:00+00:00,15.625614857539768,15.661413192749023,15.616666980696028,15.661413192749023,18200
2024-03-14 00:00:00+00:00,15.661411813460214,15.661411813460214,15.509272316136835,15.54507064819336,14200
2024-03-15 00:00:00+00:00,15.49137424554637,15.562969207763672,15.419779283329069,15.562969207763672,9500
2024-03-18 00:00:00+00:00,15.56296818525767,15.786702640856928,15.515536931307654,15.643512725830078,16200
2024-03-19 00:00:00+00:00,15.670364012873664,15.983592642832711,15.670364012873664,15.965693473815918,21600
2024-03-20 00:00:00+00:00,16.03728584859641,16.198374929770992,15.876196767421833,16.06413459777832,13000
2024-03-21 00:00:00+00:00,16.180477870903513,16.269972006206647,15.79565428397109,16.108882904052734,66500
2024-03-22 00:00:00+00:00,16.10888175145189,16.10888175145189,15.759856526397162,15.929893493652344,30000
2024-03-25 00:00:00+00:00,15.992540580239181,15.992540580239181,15.706159026341592,15.750906944274902,17300
2024-03-26 00:00:00+00:00,15.733007619113462,15.86545906512406,15.58086811358503,15.598767280578613,25500
2024-03-27 00:00:00+00:00,15.715107840867622,15.813551548544767,15.562968341256783,15.616665840148926,25900
2024-03-28 00:00:00+00:00,15.688261247945919,15.777753668080438,15.366083073194458,15.446627616882324,65000
2024-04-01 00:00:00+00:00,15.527173155418769,15.527173155418769,15.258690756937662,15.339235305786133,24200
2024-04-02 00:00:00+00:00,15.339236342009285,15.39293384950814,15.169199355805747,15.258691787719727,19100
2024-04-03 00:00:00+00:00,15.276589089911479,15.375032801336372,15.124449584508696,15.285538673400879,22500
2024-04-04 00:00:00+00:00,15.357133101671513,15.473475976039675,15.357133101671513,15.40187931060791,31800
2024-04-05 00:00:00+00:00,15.43767814857225,15.53612185980436,15.281064705210717,15.392931938171387,13300
2024-04-08 00:00:00+00:00,15.482425930924478,15.482425930924478,15.312388948570307,15.37503433227539,9800
2024-04-09 00:00:00+00:00,15.428730335421713,15.428730335421713,15.231844597324963,15.24079418182373,13700
2024-04-10 00:00:00+00:00,15.24079457060977,15.24079457060977,14.954412980219882,15.151300430297852,20100
2024-04-11 00:00:00+00:00,15.231841941093416,15.231841941093416,14.91861336609432,14.999157905578613,19300
2024-04-12 00:00:00+00:00,15.076639626113103,15.268059235735718,15.076639626113103,15.22248363494873,9900
2024-04-15 00:00:00+00:00,15.322751176632012,15.322751176632012,14.712028702893905,14.803181648254395,25800
2024-04-16 00:00:00+00:00,14.87610380237551,14.935353478229219,14.712028846840834,14.858785629272461,11600
2024-04-17 00:00:00+00:00,14.985486822116465,15.012831487398051,14.857872009277344,14.857872009277344,8500
2024-04-18 00:00:00+00:00,14.949024960390156,14.949024960390156,14.60264587067306,14.666452407836914,11300
2024-04-19 00:00:00+00:00,14.739374409614259,14.81229641472747,14.72114347368652,14.73025894165039,3200
2024-04-22 00:00:00+00:00,14.803180197807142,15.158674737423329,14.794977494073091,14.8214111328125,8500
2024-04-23 00:00:00+00:00,14.82141088835548,15.167789954755984,14.82141088835548,15.085752487182617,21300
2024-04-24 00:00:00+00:00,15.085751739722973,15.103982673524342,15.040176143817089,15.049291610717773,4700
2024-04-25 00:00:00+00:00,15.003716468811035,15.094869412541152,14.812296851715802,15.003716468811035,9400
2024-04-26 00:00:00+00:00,15.076639471292872,15.076639471292872,14.839642524719238,14.839642524719238,10600
2024-04-29 00:00:00+00:00,14.949025355479424,15.093958344352194,14.949025355479424,15.040178298950195,6500
2024-04-30 00:00:00+00:00,15.058409088507533,15.058409088507533,14.675568120542163,14.72114372253418,29700
2024-05-01 00:00:00+00:00,14.949025295613641,14.949025295613641,14.7393747434889,14.836908340454102,10000
2024-05-02 00:00:00+00:00,14.994601498056907,15.140445500514314,14.882482812811773,14.985486030578613,11300
2024-05-03 00:00:00+00:00,15.222482722651012,15.559746320896728,15.134975627154928,15.313633918762207,19200
2024-05-06 00:00:00+00:00,15.204252444262478,15.486824989318848,15.204252444262478,15.486824989318848,13200
2024-05-07 00:00:00+00:00,15.568861748485523,15.623552813732157,15.277173749039981,15.350095748901367,17000
2024-05-08 00:00:00+00:00,15.368327937573007,15.368327937573007,15.085753643779135,15.17690658569336,9800
2024-05-09 00:00:00+00:00,15.213367253123236,15.213367253123236,15.031061383731931,15.186020851135254,6900
2024-05-10 00:00:00+00:00,15.18601989232654,15.268057354513218,15.108541032815518,15.122213363647461,5600
2024-05-13 00:00:00+00:00,15.158675308729862,15.514171600341797,15.158675308729862,15.514171600341797,12100
2024-05-14 00:00:00+00:00,15.550630853566085,15.550630853566085,15.304520190029185,15.313633918762207,5800
2024-05-15 00:00:00+00:00,15.35009640888283,15.596208820970782,15.35009640888283,15.587093353271484,11600
2024-05-16 00:00:00+00:00,15.623552815008756,15.623552815008756,15.386555880790484,15.413902282714844,7300
2024-05-17 00:00:00+00:00,15.450367258750857,15.468596458435059,15.258945883984017,15.468596458435059,10000
2024-05-20 00:00:00+00:00,15.468595023372263,15.468595023372263,15.277175404961898,15.295406341552734,5000
2024-05-21 00:00:00+00:00,15.395672798156738,15.41390373449008,15.295406125518927,15.395672798156738,5400
2024-05-22 00:00:00+00:00,15.468594604934498,15.468594604934498,15.140446448165141,15.240713119506836,5000
2024-05-23 00:00:00+00:00,15.240713686684307,15.240713686684307,14.857872707374641,14.930794715881348,13700
2024-05-24 00:00:00+00:00,15.031060676916402,15.049291610717773,14.949023213407779,15.049291610717773,8000
2024-05-28 00:00:00+00:00,15.085753492478517,15.085753492478517,14.831438369212414,14.857872009277344,25100
2024-05-29 00:00:00+00:00,14.857871515759228,14.857871515759228,14.62087631106804,14.684682846069336,7600
2024-05-30 00:00:00+00:00,14.775834536237102,14.857872009277344,14.743931267676759,14.857872009277344,16200
2024-05-31 00:00:00+00:00,14.876103098280106,15.304521403809522,14.876103098280106,15.113100051879883,24100
2024-06-03 00:00:00+00:00,15.094869625887643,15.094869625887643,14.949025609297255,14.967256546020508,11800
2024-06-04 00:00:00+00:00,15.040177849169112,15.058408785037622,14.894333839416504,14.894333839416504,17500
2024-06-05 00:00:00+00:00,15.021946161894139,15.040177096850728,14.903448561871615,14.985486030578613,28800
2024-06-06 00:00:00+00:00,15.012831027457317,15.058408365859867,14.775834083557129,14.775834083557129,27900
2024-06-07 00:00:00+00:00,14.80318089867169,15.012831445366347,14.784949962803179,14.894333839416504,24100
2024-06-10 00:00:00+00:00,14.794065472156655,14.912564817036,14.775834536237102,14.857872009277344,12900
2024-06-11 00:00:00+00:00,14.857872464705709,14.949025408499777,14.766721259509437,14.876103401184082,22400
2024-06-12 00:00:00+00:00,15.003714520337521,15.331864379711293,14.976369857788086,14.976369857788086,46200
2024-06-13 00:00:00+00:00,15.06752420802793,15.304521157818431,14.962698934993279,14.99460220336914,36900
2024-06-14 00:00:00+00:00,15.021947661164187,15.067525003104517,14.930794715881348,14.930794715881348,15300
2024-06-17 00:00:00+00:00,14.894334284836077,15.322750858971576,14.894334284836077,15.040178298950195,25700
2024-06-18 00:00:00+00:00,15.012829962032852,15.295404224281974,15.012829962032852,15.268057823181152,12300
