"('date', '')","('open', 'AIRJ')","('high', 'AIRJ')","('low', 'AIRJ')","('close', 'AIRJ')","('volume', 'AIRJ')"
2025-09-26 00:00:00+00:00,5.380000114440918,5.429999828338623,5.130000114440918,5.190000057220459,321033
