"('date', '')","('open', 'BSRR')","('high', 'BSRR')","('low', 'BSRR')","('close', 'BSRR')","('volume', 'BSRR')"
1994-04-18 00:00:00+00:00,1.1725813150405884,1.1725813150405884,1.1725813150405884,1.1725813150405884,12000
1994-04-19 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,6000
1994-04-20 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,0
1994-04-21 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,0
1994-04-22 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,0
1994-04-25 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,0
1994-04-26 00:00:00+00:00,1.2116680145263672,1.2116680145263672,1.2116680145263672,1.2116680145263672,0
1994-04-28 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-04-29 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-02 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-03 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-04 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-05 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-06 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-09 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-10 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-11 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-12 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-13 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-16 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-17 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-18 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-19 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-20 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-23 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-24 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-25 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-26 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-27 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-05-31 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-01 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-02 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-03 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-06 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-07 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-08 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-09 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-10 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-13 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-14 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-15 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-16 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-17 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-20 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-21 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-22 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-23 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
1994-06-24 00:00:00+00:00,1.227105736732483,1.227105736732483,1.227105736732483,1.227105736732483,0
