"('date', '')","('open', 'AIV')","('high', 'AIV')","('low', 'AIV')","('close', 'AIV')","('volume', 'AIV')"
2024-01-02 00:00:00+00:00,7.223999943495707,7.36400003555025,7.223999943495707,7.308000087738037,740000
2024-01-03 00:00:00+00:00,7.261333723384473,7.261333723384473,7.1213336306300725,7.130666732788086,946600
2024-01-04 00:00:00+00:00,7.177333576241828,7.252000173672231,7.130666730323814,7.223999977111816,772600
2024-01-05 00:00:00+00:00,7.149333190917969,7.261333529154459,7.111999893188477,7.186666488647461,611000
2024-01-08 00:00:00+00:00,7.177333262490799,7.3639997479068375,7.14933306715439,7.345333099365234,485700
2024-01-09 00:00:00+00:00,7.223999849385395,7.317333539571206,7.177333449340509,7.289333343505859,460500
2024-01-10 00:00:00+00:00,7.261333687085206,7.354666933438892,7.223999943495707,7.308000087738037,571100
2024-01-11 00:00:00+00:00,7.25200020273526,7.326666800464896,7.2053333566302245,7.317333698272705,820200
2024-01-12 00:00:00+00:00,7.4480001797925794,7.4946665804454105,7.308000087738037,7.308000087738037,586800
2024-01-16 00:00:00+00:00,7.252000141966286,7.308000089794254,7.177333544862328,7.214666843414307,959200
2024-01-17 00:00:00+00:00,7.102666726683209,7.17733332146312,6.906666692861937,6.990666389465332,1250400
2024-01-18 00:00:00+00:00,6.9906664530436196,7.037333297729492,6.925333404541016,7.0,533000
2024-01-19 00:00:00+00:00,7.046666813475464,7.345333193988577,7.037333266560423,7.177333354949951,2745200
2024-01-22 00:00:00+00:00,7.233333492690296,7.280000338404282,7.177333544862328,7.214666843414307,938400
2024-01-23 00:00:00+00:00,7.289333440518265,7.298666987680272,7.12133359703436,7.214666843414307,781600
2024-01-24 00:00:00+00:00,7.2799999837983185,7.2799999837983185,7.1306663518163615,7.1493330001831055,1113900
2024-01-25 00:00:00+00:00,7.2799999837983185,7.2799999837983185,7.1306663518163615,7.1493330001831055,772700
2024-01-26 00:00:00+00:00,7.2146664919907115,7.2146664919907115,7.102666601790246,7.1493330001831055,661100
2024-01-29 00:00:00+00:00,7.1213334401448565,7.205333137512207,7.1213334401448565,7.186666488647461,661900
2024-01-30 00:00:00+00:00,7.1213336306300725,7.18666668088024,7.056000135331879,7.130666732788086,749600
2024-01-31 00:00:00+00:00,7.149333322010751,7.1679999712177755,6.934666633605957,6.934666633605957,890600
2024-02-01 00:00:00+00:00,6.925333466531934,7.102666854858398,6.804000025300982,7.102666854858398,813100
2024-02-02 00:00:00+00:00,6.990666357548695,7.0373332015970815,6.859999817280422,6.981333255767822,618100
2024-02-05 00:00:00+00:00,6.869333299216718,6.9439998929503775,6.832000002349888,6.878666400909424,549800
2024-02-06 00:00:00+00:00,6.8693334579467775,7.0,6.822666613260905,7.0,599500
2024-02-07 00:00:00+00:00,7.018666745517452,7.018666745517452,6.8973333037017355,6.925333499908447,571600
2024-02-08 00:00:00+00:00,6.925333467357379,7.046666908602793,6.925333467357379,7.009333610534668,1011000
2024-02-09 00:00:00+00:00,7.000000063493628,7.074666659629877,6.925333467357379,7.009333610534668,859000
2024-02-12 00:00:00+00:00,7.0466668130642605,7.1400000569691615,7.018666617368783,7.084000110626221,1190600
2024-02-13 00:00:00+00:00,6.869333649201353,6.888000298585813,6.738666658462113,6.8506669998168945,1095000
2024-02-14 00:00:00+00:00,6.906666566475465,7.018666456595823,6.8786663714213745,6.9626665115356445,557400
2024-02-15 00:00:00+00:00,7.018666555484135,7.167999744415283,7.018666555484135,7.167999744415283,1163900
2024-02-16 00:00:00+00:00,7.093333055082873,7.195999843623968,7.03733310998264,7.1493330001831055,490200
2024-02-20 00:00:00+00:00,7.084000016585063,7.167999712460359,7.028000070985529,7.158666610717773,1113100
2024-02-21 00:00:00+00:00,7.168000057765407,7.382666748762122,7.158666955573216,7.317333698272705,1838400
2024-02-22 00:00:00+00:00,7.289333539559685,7.438666735796617,7.1213336937931375,7.140000343322754,1652700
2024-02-23 00:00:00+00:00,7.0093335469563804,7.0093335469563804,6.589333279927572,6.813333511352539,3260500
2024-02-26 00:00:00+00:00,6.785333154368879,6.8319999979463395,6.589333123420353,6.691999912261963,1673100
2024-02-27 00:00:00+00:00,6.73866628116157,6.813333319566796,6.691999882837305,6.776000022888184,1182400
2024-02-28 00:00:00+00:00,6.691999914448284,6.9066665938883265,6.691999914448284,6.785333156585693,693000
2024-02-29 00:00:00+00:00,6.888000011444092,6.953333059042131,6.794666768412601,6.888000011444092,1276600
2024-03-01 00:00:00+00:00,6.878666652093722,7.130666637670962,6.804000055633506,7.111999988555908,916600
2024-03-04 00:00:00+00:00,7.102666791280111,7.25199998219808,7.0559999465942385,7.186666488647461,1408700
2024-03-05 00:00:00+00:00,7.186666391770256,7.242666782657616,7.055999851478435,7.074666500091553,1166700
2024-03-06 00:00:00+00:00,7.149333254913983,7.1679999039458195,7.074666658786633,7.102666854858398,681000
2024-03-07 00:00:00+00:00,7.1866666469763105,7.2239999455282895,7.130666699148342,7.214666843414307,870500
2024-03-08 00:00:00+00:00,7.261333369799087,7.307999768412816,7.186666330930712,7.242666721343994,653800
2024-03-11 00:00:00+00:00,7.2426670715174435,7.270666823029831,7.177333576241828,7.223999977111816,1061000
2024-03-12 00:00:00+00:00,7.186666391770256,7.233333235827053,7.028000101082764,7.074666500091553,1099800
2024-03-13 00:00:00+00:00,7.0466668130642605,7.1493331588356455,7.02800016428328,7.084000110626221,1058200
2024-03-14 00:00:00+00:00,7.055999979026888,7.065333526026169,6.8413332935715925,6.915999889373779,665500
2024-03-15 00:00:00+00:00,6.822666800663033,7.009333739485796,6.822666800663033,6.944000244140625,1987000
2024-03-18 00:00:00+00:00,6.934666601945337,7.028000292602362,6.906666850786646,6.925333499908447,756000
2024-03-19 00:00:00+00:00,6.925333561164816,7.037333456886289,6.916000013997348,7.028000354766846,713400
2024-03-20 00:00:00+00:00,6.971999804178874,7.242666880289714,6.971999804178874,7.186666488647461,867400
2024-03-21 00:00:00+00:00,7.196000098368067,7.3360001885987645,7.186666551330278,7.289333343505859,983300
2024-03-22 00:00:00+00:00,7.317333444556344,7.606666278202533,7.298666795771171,7.457333087921143,2663400
2024-03-25 00:00:00+00:00,7.494666513045325,7.522667154271655,7.363999969325258,7.4760003089904785,882600
2024-03-26 00:00:00+00:00,7.522667219860318,7.522667219860318,7.392000229952971,7.401333332061768,1017800
2024-03-27 00:00:00+00:00,7.429333493588204,7.588000234124699,7.392000195232326,7.578666687011719,818800
2024-03-28 00:00:00+00:00,7.5786665283377,7.662666670403732,7.531999683845902,7.6439995765686035,1373700
2024-04-01 00:00:00+00:00,7.681332873343228,7.681332873343228,7.447999986052562,7.457333087921143,857400
2024-04-02 00:00:00+00:00,7.345333481482892,7.382666780508246,7.270666883432184,7.326666831970215,865400
2024-04-03 00:00:00+00:00,7.280000427534008,7.438666725798472,7.280000427534008,7.420000076293945,412900
2024-04-04 00:00:00+00:00,7.5133333812876755,7.578666428659286,7.317333349076831,7.345333099365234,682100
2024-04-05 00:00:00+00:00,7.326666800464896,7.364000099329713,7.270666852167669,7.317333698272705,553500
2024-04-08 00:00:00+00:00,7.447999956527192,7.784000078376361,7.419999760936423,7.727999687194824,1960000
2024-04-09 00:00:00+00:00,7.727999782145472,7.8773329736696684,7.690666484264422,7.830667018890381,1881400
2024-04-10 00:00:00+00:00,7.625333436213859,7.709333578978129,7.541333293449588,7.6533331871032715,663700
2024-04-11 00:00:00+00:00,7.653333313680464,7.690666612182474,7.522667213971451,7.681333065032959,746700
2024-04-12 00:00:00+00:00,7.653333219597971,7.690666517641043,7.504000027425684,7.569333076477051,491000
2024-04-15 00:00:00+00:00,7.560000226807754,7.6439994776912075,7.419999695143306,7.438666343688965,890800
2024-04-16 00:00:00+00:00,7.3826665886436516,7.40133323767121,7.280000241516089,7.289333343505859,442200
2024-04-17 00:00:00+00:00,7.298666666709272,7.382666362233186,7.223999627840897,7.242666721343994,631800
2024-04-18 00:00:00+00:00,7.261333369799087,7.307999768412816,7.205332979385805,7.242666721343994,769200
2024-04-19 00:00:00+00:00,7.252000139925825,7.3733335827096305,7.20533329422497,7.308000087738037,868000
2024-04-22 00:00:00+00:00,7.336000124613444,7.569333012898763,7.307999928792317,7.550666809082031,637700
2024-04-23 00:00:00+00:00,7.569332884953386,7.634666822447672,7.503999837555115,7.522666931152344,799200
2024-04-24 00:00:00+00:00,7.457333340850433,7.560000580223058,7.364000093758993,7.504000186920166,666900
2024-04-25 00:00:00+00:00,7.457333056052328,7.494666353463133,7.401333109936122,7.447999954223633,926400
2024-04-26 00:00:00+00:00,7.438666282006189,7.606666117524028,7.438666282006189,7.513333320617676,750300
2024-04-29 00:00:00+00:00,7.569332884953386,7.625333275649058,7.4760000872552865,7.522666931152344,794800
2024-04-30 00:00:00+00:00,7.476000245451928,7.522667090336483,7.326666608850161,7.4666666984558105,5302100
2024-05-01 00:00:00+00:00,7.485333825041868,7.522667123092869,7.34533328977859,7.38266658782959,877200
2024-05-02 00:00:00+00:00,7.4386665333263,7.606666374520122,7.373333484274934,7.569333076477051,1268000
2024-05-03 00:00:00+00:00,7.727999782872393,7.784000174747251,7.57866659133415,7.6533331871032715,756800
2024-05-06 00:00:00+00:00,7.672000186109308,7.737333234074417,7.653333092350122,7.727999687194824,746300
2024-05-07 00:00:00+00:00,7.793333625255954,7.811999828919119,7.68133284289288,7.727999687194824,976000
2024-05-08 00:00:00+00:00,7.700000222794067,7.709333770020507,7.643999829531483,7.690666675567627,458400
2024-05-09 00:00:00+00:00,7.756000359347902,7.765333016169395,7.531999683807612,7.634666919708252,978100
2024-05-10 00:00:00+00:00,7.615999664243465,7.662666507744645,7.503999773898239,7.513333320617676,1048900
2024-05-13 00:00:00+00:00,7.588000234124699,7.625333532480578,7.560000482881801,7.578666687011719,1212100
2024-05-14 00:00:00+00:00,7.67200015327581,7.709333450538388,7.578666465071358,7.625333309173584,721600
2024-05-15 00:00:00+00:00,7.672000249226888,7.765333048502605,7.672000249226888,7.737333297729492,559000
2024-05-16 00:00:00+00:00,7.756000233647151,7.802666187286377,7.709333389911914,7.802666187286377,683000
2024-05-17 00:00:00+00:00,7.811999828841411,7.821333375720911,7.699999936575472,7.718667030334473,546800
2024-05-20 00:00:00+00:00,7.709333673195969,7.821333568218433,7.709333673195969,7.76533317565918,1011300
2024-05-21 00:00:00+00:00,7.77466662698322,7.849333222744957,7.756000423090801,7.839999675750732,770100
2024-05-22 00:00:00+00:00,7.830667213676061,7.914666468425856,7.681333128341187,7.690666675567627,634400
2024-05-23 00:00:00+00:00,7.672000119706799,7.672000119706799,7.466666540613056,7.531999588012695,902300
2024-05-24 00:00:00+00:00,7.597333558750655,7.67200015327581,7.560000261488078,7.625333309173584,578800
2024-05-28 00:00:00+00:00,7.681332741750156,7.718666928776936,7.429333209991455,7.429333209991455,700100
2024-05-29 00:00:00+00:00,7.280000050371675,7.363999746266175,7.167999714098999,7.251999855041504,1474900
