"('date', '')","('open', 'ATRO')","('high', 'ATRO')","('low', 'ATRO')","('close', 'ATRO')","('volume', 'ATRO')"
2024-02-23 00:00:00+00:00,18.739999771118164,18.950000762939453,18.549999237060547,18.940000534057617,87600
2024-02-26 00:00:00+00:00,18.780000686645508,19.280000686645508,18.780000686645508,19.219999313354492,90200
2024-02-27 00:00:00+00:00,19.3799991607666,19.600000381469727,19.229999542236328,19.360000610351562,135200
2024-02-28 00:00:00+00:00,19.170000076293945,19.670000076293945,19.06999969482422,19.510000228881836,208800
2024-02-29 00:00:00+00:00,20.110000610351562,20.360000610351562,18.530000686645508,19.170000076293945,308900
2024-03-01 00:00:00+00:00,19.25,19.290000915527344,18.530000686645508,19.110000610351562,225900
2024-03-04 00:00:00+00:00,19.06999969482422,19.25,18.43000030517578,18.899999618530273,188200
2024-03-05 00:00:00+00:00,18.950000762939453,18.950000762939453,18.110000610351562,18.209999084472656,155900
2024-03-06 00:00:00+00:00,18.280000686645508,18.610000610351562,18.239999771118164,18.5,99600
2024-03-07 00:00:00+00:00,18.610000610351562,18.889999389648438,18.450000762939453,18.5,92300
2024-03-08 00:00:00+00:00,18.600000381469727,18.780000686645508,17.989999771118164,18.149999618530273,92500
2024-03-11 00:00:00+00:00,18.100000381469727,18.270000457763672,17.969999313354492,18.079999923706055,87300
2024-03-12 00:00:00+00:00,18.0,18.0,17.639999389648438,17.90999984741211,95200
2024-03-13 00:00:00+00:00,17.850000381469727,18.059999465942383,17.600000381469727,17.739999771118164,115200
2024-03-14 00:00:00+00:00,17.780000686645508,17.93000030517578,17.350000381469727,17.40999984741211,97200
2024-03-15 00:00:00+00:00,17.389999389648438,17.770000457763672,17.389999389648438,17.649999618530273,503100
2024-03-18 00:00:00+00:00,17.6299991607666,17.700000762939453,17.459999084472656,17.5,93600
2024-03-19 00:00:00+00:00,17.43000030517578,17.8799991607666,17.43000030517578,17.649999618530273,82800
2024-03-20 00:00:00+00:00,17.559999465942383,18.170000076293945,17.540000915527344,18.079999923706055,97300
2024-03-21 00:00:00+00:00,18.260000228881836,19.040000915527344,18.239999771118164,18.989999771118164,158900
2024-03-22 00:00:00+00:00,19.09000015258789,19.309999465942383,18.34000015258789,18.40999984741211,90400
2024-03-25 00:00:00+00:00,18.489999771118164,18.649999618530273,18.34000015258789,18.459999084472656,55000
2024-03-26 00:00:00+00:00,18.6299991607666,18.6299991607666,18.15999984741211,18.190000534057617,101600
2024-03-27 00:00:00+00:00,18.3799991607666,19.030000686645508,18.299999237060547,18.920000076293945,141400
2024-03-28 00:00:00+00:00,18.969999313354492,19.350000381469727,18.829999923706055,19.040000915527344,119400
2024-04-01 00:00:00+00:00,19.200000762939453,19.200000762939453,18.399999618530273,18.40999984741211,61700
2024-04-02 00:00:00+00:00,18.110000610351562,18.34000015258789,17.670000076293945,17.700000762939453,90800
2024-04-03 00:00:00+00:00,17.549999237060547,18.149999618530273,17.5,18.09000015258789,108200
2024-04-04 00:00:00+00:00,18.329999923706055,18.329999923706055,17.65999984741211,17.700000762939453,70000
2024-04-05 00:00:00+00:00,17.65999984741211,17.790000915527344,17.639999389648438,17.700000762939453,49800
2024-04-08 00:00:00+00:00,17.920000076293945,17.969999313354492,17.700000762939453,17.719999313354492,95400
2024-04-09 00:00:00+00:00,17.81999969482422,17.989999771118164,17.459999084472656,17.489999771118164,101900
2024-04-10 00:00:00+00:00,17.040000915527344,17.200000762939453,16.719999313354492,17.079999923706055,134300
2024-04-11 00:00:00+00:00,17.18000030517578,17.18000030517578,16.790000915527344,17.0,67400
2024-04-12 00:00:00+00:00,16.950000762939453,17.270000457763672,16.81999969482422,17.010000228881836,111900
2024-04-15 00:00:00+00:00,17.030000686645508,17.15999984741211,16.670000076293945,16.770000457763672,53500
2024-04-16 00:00:00+00:00,16.6200008392334,16.829999923706055,16.540000915527344,16.65999984741211,49700
2024-04-17 00:00:00+00:00,16.860000610351562,16.93000030517578,16.1200008392334,16.1200008392334,100300
2024-04-18 00:00:00+00:00,16.25,16.450000762939453,15.960000038146973,16.0,108300
2024-04-19 00:00:00+00:00,15.920000076293945,16.219999313354492,15.829999923706055,16.020000457763672,118500
2024-04-22 00:00:00+00:00,16.15999984741211,16.399999618530273,15.979999542236328,16.31999969482422,146900
2024-04-23 00:00:00+00:00,16.399999618530273,16.950000762939453,16.200000762939453,16.790000915527344,115300
2024-04-24 00:00:00+00:00,16.68000030517578,16.979999542236328,16.350000381469727,16.459999084472656,115100
2024-04-25 00:00:00+00:00,16.299999237060547,16.299999237060547,16.049999237060547,16.1200008392334,138300
2024-04-26 00:00:00+00:00,16.229999542236328,16.68000030517578,16.049999237060547,16.579999923706055,94300
2024-04-29 00:00:00+00:00,16.649999618530273,16.790000915527344,16.40999984741211,16.65999984741211,75700
2024-04-30 00:00:00+00:00,16.530000686645508,16.899999618530273,16.530000686645508,16.770000457763672,94100
2024-05-01 00:00:00+00:00,16.860000610351562,17.40999984741211,16.860000610351562,17.030000686645508,97500
2024-05-02 00:00:00+00:00,17.260000228881836,17.309999465942383,17.040000915527344,17.219999313354492,127500
2024-05-03 00:00:00+00:00,17.489999771118164,18.3799991607666,17.0,18.3700008392334,183100
2024-05-06 00:00:00+00:00,18.459999084472656,19.15999984741211,18.219999313354492,18.770000457763672,156800
2024-05-07 00:00:00+00:00,18.790000915527344,19.020000457763672,18.639999389648438,18.690000534057617,145300
2024-05-08 00:00:00+00:00,18.520000457763672,18.719999313354492,18.209999084472656,18.270000457763672,79800
2024-05-09 00:00:00+00:00,18.360000610351562,18.75,18.34000015258789,18.610000610351562,83100
2024-05-10 00:00:00+00:00,18.6299991607666,18.780000686645508,18.09000015258789,18.469999313354492,273900
2024-05-13 00:00:00+00:00,18.700000762939453,18.93000030517578,18.299999237060547,18.889999389648438,100400
2024-05-14 00:00:00+00:00,19.030000686645508,19.200000762939453,18.6299991607666,18.920000076293945,93100
2024-05-15 00:00:00+00:00,19.18000030517578,20.709999084472656,19.030000686645508,20.639999389648438,327900
2024-05-16 00:00:00+00:00,20.56999969482422,20.899999618530273,20.3799991607666,20.8799991607666,151900
2024-05-17 00:00:00+00:00,20.959999084472656,21.079999923706055,20.309999465942383,20.360000610351562,158600
2024-05-20 00:00:00+00:00,20.3799991607666,21.350000381469727,20.25,21.270000457763672,156100
2024-05-21 00:00:00+00:00,21.1299991607666,21.829999923706055,21.079999923706055,21.75,146000
2024-05-22 00:00:00+00:00,21.829999923706055,21.84000015258789,21.079999923706055,21.260000228881836,122800
2024-05-23 00:00:00+00:00,21.3700008392334,21.459999084472656,20.389999389648438,20.530000686645508,144600
2024-05-24 00:00:00+00:00,20.739999771118164,21.049999237060547,20.530000686645508,20.920000076293945,78900
2024-05-28 00:00:00+00:00,21.1200008392334,21.610000610351562,21.100000381469727,21.280000686645508,172500
2024-05-29 00:00:00+00:00,20.889999389648438,21.15999984741211,20.68000030517578,20.700000762939453,131800
2024-05-30 00:00:00+00:00,20.75,20.920000076293945,20.3700008392334,20.43000030517578,89200
2024-05-31 00:00:00+00:00,20.520000457763672,20.790000915527344,20.270000457763672,20.559999465942383,82400
2024-06-03 00:00:00+00:00,20.790000915527344,20.940000534057617,20.170000076293945,20.190000534057617,97900
2024-06-04 00:00:00+00:00,20.010000228881836,20.06999969482422,19.68000030517578,19.959999084472656,115300
2024-06-05 00:00:00+00:00,20.190000534057617,20.239999771118164,19.799999237060547,20.200000762939453,102700
2024-06-06 00:00:00+00:00,20.079999923706055,20.190000534057617,19.260000228881836,19.350000381469727,84500
2024-06-07 00:00:00+00:00,19.110000610351562,19.270000457763672,18.56999969482422,18.709999084472656,139700
2024-06-10 00:00:00+00:00,18.56999969482422,18.90999984741211,18.420000076293945,18.6299991607666,83300
2024-06-11 00:00:00+00:00,18.479999542236328,18.5,18.110000610351562,18.360000610351562,72700
2024-06-12 00:00:00+00:00,18.90999984741211,19.280000686645508,18.579999923706055,18.799999237060547,102400
2024-06-13 00:00:00+00:00,18.770000457763672,19.06999969482422,18.360000610351562,18.780000686645508,104300
2024-06-14 00:00:00+00:00,18.469999313354492,18.489999771118164,17.719999313354492,18.420000076293945,603000
2024-06-17 00:00:00+00:00,18.299999237060547,18.420000076293945,17.90999984741211,18.219999313354492,186800
2024-06-18 00:00:00+00:00,18.6200008392334,19.260000228881836,18.5,18.59000015258789,289400
2024-06-20 00:00:00+00:00,18.540000915527344,19.079999923706055,18.030000686645508,19.030000686645508,232900
2024-06-21 00:00:00+00:00,19.209999084472656,19.649999618530273,18.690000534057617,19.530000686645508,603500
2024-06-24 00:00:00+00:00,19.6299991607666,20.09000015258789,19.469999313354492,20.0,140300
2024-06-25 00:00:00+00:00,19.90999984741211,19.90999984741211,19.200000762939453,19.440000534057617,115800
2024-06-26 00:00:00+00:00,19.34000015258789,19.940000534057617,19.290000915527344,19.8799991607666,115600
2024-06-27 00:00:00+00:00,20.010000228881836,20.299999237060547,19.719999313354492,20.010000228881836,130800
2024-06-28 00:00:00+00:00,20.170000076293945,20.309999465942383,19.649999618530273,20.030000686645508,659600
2024-07-01 00:00:00+00:00,19.93000030517578,20.200000762939453,19.450000762939453,19.690000534057617,112600
2024-07-02 00:00:00+00:00,19.719999313354492,20.989999771118164,19.719999313354492,20.350000381469727,165800
2024-07-03 00:00:00+00:00,20.3700008392334,20.579999923706055,20.18000030517578,20.399999618530273,71700
2024-07-05 00:00:00+00:00,20.299999237060547,20.299999237060547,19.540000915527344,19.6200008392334,101100
2024-07-08 00:00:00+00:00,19.8700008392334,20.40999984741211,19.729999542236328,20.399999618530273,147100
2024-07-09 00:00:00+00:00,20.40999984741211,20.450000762939453,20.09000015258789,20.329999923706055,70900
2024-07-10 00:00:00+00:00,20.479999542236328,20.479999542236328,20.010000228881836,20.420000076293945,61000
2024-07-11 00:00:00+00:00,20.670000076293945,21.3700008392334,20.670000076293945,21.299999237060547,136700
2024-07-12 00:00:00+00:00,21.65999984741211,21.65999984741211,20.739999771118164,20.84000015258789,121600
2024-07-15 00:00:00+00:00,21.0,21.549999237060547,21.0,21.329999923706055,176300
2024-07-16 00:00:00+00:00,21.600000381469727,22.719999313354492,21.530000686645508,22.65999984741211,187600
2024-07-17 00:00:00+00:00,22.260000228881836,22.8799991607666,22.25,22.3799991607666,140100
2024-07-18 00:00:00+00:00,22.190000534057617,22.65999984741211,21.06999969482422,21.139999389648438,168200
2024-07-19 00:00:00+00:00,21.219999313354492,21.440000534057617,20.920000076293945,21.25,133200
2024-07-22 00:00:00+00:00,21.280000686645508,22.3700008392334,21.149999618530273,22.260000228881836,135800
2024-07-23 00:00:00+00:00,22.100000381469727,23.739999771118164,22.100000381469727,23.389999389648438,284600
2024-07-24 00:00:00+00:00,22.690000534057617,23.510000228881836,22.020000457763672,22.350000381469727,187300
2024-07-25 00:00:00+00:00,22.510000228881836,23.110000610351562,21.940000534057617,22.219999313354492,182200
2024-07-26 00:00:00+00:00,22.68000030517578,22.68000030517578,22.170000076293945,22.479999542236328,209000
2024-07-29 00:00:00+00:00,22.59000015258789,22.639999389648438,22.100000381469727,22.31999969482422,117100
2024-07-30 00:00:00+00:00,22.299999237060547,22.59000015258789,22.06999969482422,22.229999542236328,77400
2024-07-31 00:00:00+00:00,22.440000534057617,23.649999618530273,22.329999923706055,23.030000686645508,200600
2024-08-01 00:00:00+00:00,23.040000915527344,23.360000610351562,21.5,21.81999969482422,299600
2024-08-02 00:00:00+00:00,20.299999237060547,21.860000610351562,18.75,20.139999389648438,570100
2024-08-05 00:00:00+00:00,18.780000686645508,19.3799991607666,18.149999618530273,18.299999237060547,341300
2024-08-06 00:00:00+00:00,18.510000228881836,18.690000534057617,18.0,18.40999984741211,376200
2024-08-07 00:00:00+00:00,18.790000915527344,19.149999618530273,18.209999084472656,18.3700008392334,281900
2024-08-08 00:00:00+00:00,18.690000534057617,19.270000457763672,18.610000610351562,19.020000457763672,184900
2024-08-09 00:00:00+00:00,19.139999389648438,19.5,18.700000762939453,18.969999313354492,132400
2024-08-12 00:00:00+00:00,19.1200008392334,19.34000015258789,18.25,18.809999465942383,171400
2024-08-13 00:00:00+00:00,18.979999542236328,19.149999618530273,18.6200008392334,19.020000457763672,171300
2024-08-14 00:00:00+00:00,19.020000457763672,19.149999618530273,18.5,18.530000686645508,93500
2024-08-15 00:00:00+00:00,19.200000762939453,19.360000610351562,18.790000915527344,19.25,238000
2024-08-16 00:00:00+00:00,19.149999618530273,19.610000610351562,18.90999984741211,19.06999969482422,121100
2024-08-19 00:00:00+00:00,19.049999237060547,19.100000381469727,18.729999542236328,19.010000228881836,136500
2024-08-20 00:00:00+00:00,19.049999237060547,19.079999923706055,18.420000076293945,19.040000915527344,158400
2024-08-21 00:00:00+00:00,19.260000228881836,19.3799991607666,18.8799991607666,19.329999923706055,143000
2024-08-22 00:00:00+00:00,19.489999771118164,20.15999984741211,19.100000381469727,19.90999984741211,137800
2024-08-23 00:00:00+00:00,20.030000686645508,20.899999618530273,19.93000030517578,20.719999313354492,133900
2024-08-26 00:00:00+00:00,20.969999313354492,21.219999313354492,20.790000915527344,20.989999771118164,128300
2024-08-27 00:00:00+00:00,20.899999618530273,21.200000762939453,20.68000030517578,21.049999237060547,126800
2024-08-28 00:00:00+00:00,21.049999237060547,21.81999969482422,21.0,21.719999313354492,128400
2024-08-29 00:00:00+00:00,21.739999771118164,22.360000610351562,21.600000381469727,22.270000457763672,225600
2024-08-30 00:00:00+00:00,22.3799991607666,22.450000762939453,22.06999969482422,22.420000076293945,120200
2024-09-03 00:00:00+00:00,22.06999969482422,22.200000762939453,20.90999984741211,20.920000076293945,158600
2024-09-04 00:00:00+00:00,20.770000457763672,21.15999984741211,20.420000076293945,20.829999923706055,85100
2024-09-05 00:00:00+00:00,20.8700008392334,21.010000228881836,20.40999984741211,20.610000610351562,77300
2024-09-06 00:00:00+00:00,20.559999465942383,20.56999969482422,18.959999084472656,19.100000381469727,210200
2024-09-09 00:00:00+00:00,19.0,19.280000686645508,18.670000076293945,18.940000534057617,257100
2024-09-10 00:00:00+00:00,18.93000030517578,18.950000762939453,18.3799991607666,18.700000762939453,131200
2024-09-11 00:00:00+00:00,18.59000015258789,18.8799991607666,18.190000534057617,18.790000915527344,86900
2024-09-12 00:00:00+00:00,18.8799991607666,19.059999465942383,18.510000228881836,18.90999984741211,90900
2024-09-13 00:00:00+00:00,19.020000457763672,19.43000030517578,18.809999465942383,19.0,103900
2024-09-16 00:00:00+00:00,19.100000381469727,19.549999237060547,18.889999389648438,19.229999542236328,119800
2024-09-17 00:00:00+00:00,19.520000457763672,19.950000762939453,19.329999923706055,19.860000610351562,196100
2024-09-18 00:00:00+00:00,19.8700008392334,20.469999313354492,19.729999542236328,19.979999542236328,165900
2024-09-19 00:00:00+00:00,20.68000030517578,20.709999084472656,20.1299991607666,20.700000762939453,125300
2024-09-20 00:00:00+00:00,20.709999084472656,20.760000228881836,20.420000076293945,20.43000030517578,310900
2024-09-23 00:00:00+00:00,20.440000534057617,20.6200008392334,20.010000228881836,20.15999984741211,104700
2024-09-24 00:00:00+00:00,20.209999084472656,20.209999084472656,19.90999984741211,20.1200008392334,73600
2024-09-25 00:00:00+00:00,20.110000610351562,20.34000015258789,19.84000015258789,19.889999389648438,71400
2024-09-26 00:00:00+00:00,20.25,20.270000457763672,19.899999618530273,19.920000076293945,75400
2024-09-27 00:00:00+00:00,20.149999618530273,20.229999542236328,19.790000915527344,20.049999237060547,78800
2024-09-30 00:00:00+00:00,19.93000030517578,20.110000610351562,19.3799991607666,19.479999542236328,104600
2024-10-01 00:00:00+00:00,19.389999389648438,19.799999237060547,19.190000534057617,19.559999465942383,84000
2024-10-02 00:00:00+00:00,19.5,19.93000030517578,19.5,19.709999084472656,62100
2024-10-03 00:00:00+00:00,19.649999618530273,19.649999618530273,19.200000762939453,19.31999969482422,71500
2024-10-04 00:00:00+00:00,19.739999771118164,20.059999465942383,19.649999618530273,19.979999542236328,68600
2024-10-07 00:00:00+00:00,19.790000915527344,19.940000534057617,19.670000076293945,19.81999969482422,52200
2024-10-08 00:00:00+00:00,19.860000610351562,20.09000015258789,19.719999313354492,19.950000762939453,83900
2024-10-09 00:00:00+00:00,19.8799991607666,20.190000534057617,19.770000457763672,19.989999771118164,96800
2024-10-10 00:00:00+00:00,19.65999984741211,19.780000686645508,19.329999923706055,19.350000381469727,97600
2024-10-11 00:00:00+00:00,19.34000015258789,20.549999237060547,19.030000686645508,20.399999618530273,156700
2024-10-14 00:00:00+00:00,20.399999618530273,20.489999771118164,20.18000030517578,20.34000015258789,69300
2024-10-15 00:00:00+00:00,20.329999923706055,20.65999984741211,20.100000381469727,20.280000686645508,76200
2024-10-16 00:00:00+00:00,20.56999969482422,20.600000381469727,20.3799991607666,20.489999771118164,64700
2024-10-17 00:00:00+00:00,20.549999237060547,21.059999465942383,20.450000762939453,21.040000915527344,70200
2024-10-18 00:00:00+00:00,20.979999542236328,21.110000610351562,18.760000228881836,19.010000228881836,215400
2024-10-21 00:00:00+00:00,19.06999969482422,19.40999984741211,18.670000076293945,18.81999969482422,152600
2024-10-22 00:00:00+00:00,18.75,18.899999618530273,18.350000381469727,18.6200008392334,148700
2024-10-23 00:00:00+00:00,18.469999313354492,18.559999465942383,18.229999542236328,18.459999084472656,98200
2024-10-24 00:00:00+00:00,18.5,18.549999237060547,17.989999771118164,18.049999237060547,107200
2024-10-25 00:00:00+00:00,18.15999984741211,18.219999313354492,17.770000457763672,18.1299991607666,115300
2024-10-28 00:00:00+00:00,18.399999618530273,18.5,18.270000457763672,18.3799991607666,91500
2024-10-29 00:00:00+00:00,18.190000534057617,18.450000762939453,18.18000030517578,18.40999984741211,75100
2024-10-30 00:00:00+00:00,18.309999465942383,18.75,18.309999465942383,18.329999923706055,98100
2024-10-31 00:00:00+00:00,18.299999237060547,18.309999465942383,17.389999389648438,17.389999389648438,80500
2024-11-01 00:00:00+00:00,17.649999618530273,18.110000610351562,17.479999542236328,17.709999084472656,170300
2024-11-04 00:00:00+00:00,17.670000076293945,18.309999465942383,17.610000610351562,18.190000534057617,189100
2024-11-05 00:00:00+00:00,18.1299991607666,18.579999923706055,18.079999923706055,18.579999923706055,217800
2024-11-06 00:00:00+00:00,19.989999771118164,20.729999542236328,19.68000030517578,20.56999969482422,322300
2024-11-07 00:00:00+00:00,19.950000762939453,19.950000762939453,17.8700008392334,18.1299991607666,465400
2024-11-08 00:00:00+00:00,18.030000686645508,18.670000076293945,18.0,18.09000015258789,264100
2024-11-11 00:00:00+00:00,18.260000228881836,18.299999237060547,17.030000686645508,17.360000610351562,311500
2024-11-12 00:00:00+00:00,17.34000015258789,17.56999969482422,16.670000076293945,16.8700008392334,291100
2024-11-13 00:00:00+00:00,16.90999984741211,17.209999084472656,16.479999542236328,16.5,301600
2024-11-14 00:00:00+00:00,16.579999923706055,17.239999771118164,16.18000030517578,16.280000686645508,251600
2024-11-15 00:00:00+00:00,16.399999618530273,16.610000610351562,15.880000114440918,16.540000915527344,307600
2024-11-18 00:00:00+00:00,16.729999542236328,16.799999237060547,15.979999542236328,16.09000015258789,222600
2024-11-19 00:00:00+00:00,15.920000076293945,16.579999923706055,15.920000076293945,16.31999969482422,251800
2024-11-20 00:00:00+00:00,16.520000457763672,17.350000381469727,16.5,17.18000030517578,589300
2024-11-21 00:00:00+00:00,17.3700008392334,17.5,17.049999237060547,17.139999389648438,301500
2024-11-22 00:00:00+00:00,17.219999313354492,17.299999237060547,16.799999237060547,17.219999313354492,396000
2024-11-25 00:00:00+00:00,17.40999984741211,17.809999465942383,17.34000015258789,17.610000610351562,261700
2024-11-26 00:00:00+00:00,14.130000114440918,15.84000015258789,14.130000114440918,15.65999984741211,3259400
2024-11-27 00:00:00+00:00,15.739999771118164,16.549999237060547,15.649999618530273,16.040000915527344,1810700
2024-11-29 00:00:00+00:00,16.149999618530273,16.5,16.059999465942383,16.149999618530273,406900
2024-12-02 00:00:00+00:00,16.170000076293945,16.670000076293945,16.100000381469727,16.56999969482422,692200
2024-12-03 00:00:00+00:00,16.56999969482422,16.760000228881836,16.100000381469727,16.40999984741211,376100
2024-12-04 00:00:00+00:00,16.59000015258789,16.719999313354492,16.229999542236328,16.549999237060547,426100
2024-12-05 00:00:00+00:00,16.450000762939453,16.75,16.389999389648438,16.40999984741211,276400
2024-12-06 00:00:00+00:00,16.479999542236328,16.600000381469727,16.170000076293945,16.440000534057617,450900
2024-12-09 00:00:00+00:00,16.649999618530273,16.780000686645508,15.989999771118164,16.229999542236328,409000
2024-12-10 00:00:00+00:00,16.270000457763672,16.489999771118164,15.960000038146973,16.479999542236328,262100
2024-12-11 00:00:00+00:00,16.479999542236328,16.729999542236328,16.229999542236328,16.309999465942383,231200
2024-12-12 00:00:00+00:00,16.260000228881836,16.3700008392334,16.079999923706055,16.209999084472656,207000
2024-12-13 00:00:00+00:00,16.209999084472656,16.350000381469727,15.899999618530273,16.309999465942383,397600
2024-12-16 00:00:00+00:00,16.459999084472656,16.809999465942383,16.110000610351562,16.600000381469727,286500
2024-12-17 00:00:00+00:00,16.540000915527344,16.739999771118164,16.219999313354492,16.360000610351562,245700
2024-12-18 00:00:00+00:00,16.43000030517578,16.540000915527344,15.40999984741211,15.699999809265137,716400
2024-12-19 00:00:00+00:00,15.960000038146973,16.229999542236328,15.600000381469727,15.859999656677246,394900
2024-12-20 00:00:00+00:00,15.609999656677246,16.18000030517578,15.569999694824219,15.890000343322754,315400
2024-12-23 00:00:00+00:00,15.819999694824219,16.020000457763672,15.569999694824219,15.760000228881836,191400
2024-12-24 00:00:00+00:00,15.710000038146973,16.170000076293945,15.569999694824219,16.110000610351562,139000
2024-12-26 00:00:00+00:00,16.040000915527344,16.170000076293945,15.880000114440918,16.139999389648438,249800
2024-12-27 00:00:00+00:00,16.030000686645508,16.200000762939453,15.789999961853027,16.030000686645508,303200
2024-12-30 00:00:00+00:00,15.779999732971191,16.06999969482422,15.430000305175781,15.800000190734863,208400
2024-12-31 00:00:00+00:00,15.859999656677246,16.110000610351562,15.779999732971191,15.960000038146973,372500
2025-01-02 00:00:00+00:00,16.229999542236328,16.299999237060547,15.65999984741211,15.789999961853027,159100
2025-01-03 00:00:00+00:00,15.770000457763672,16.030000686645508,15.699999809265137,15.960000038146973,113500
2025-01-06 00:00:00+00:00,16.040000915527344,16.40999984741211,15.739999771118164,15.770000457763672,196800
2025-01-07 00:00:00+00:00,15.789999961853027,16.049999237060547,15.6899995803833,15.8100004196167,224400
2025-01-08 00:00:00+00:00,15.630000114440918,15.789999961853027,15.489999771118164,15.600000381469727,207900
2025-01-10 00:00:00+00:00,15.779999732971191,16.59000015258789,15.569999694824219,16.040000915527344,418800
2025-01-13 00:00:00+00:00,15.819999694824219,16.299999237060547,15.760000228881836,16.18000030517578,232500
2025-01-14 00:00:00+00:00,16.239999771118164,16.440000534057617,15.5600004196167,16.06999969482422,332700
2025-01-15 00:00:00+00:00,16.540000915527344,17.100000381469727,16.200000762939453,16.90999984741211,455500
2025-01-16 00:00:00+00:00,16.790000915527344,17.079999923706055,16.709999084472656,16.719999313354492,260100
2025-01-17 00:00:00+00:00,16.940000534057617,16.979999542236328,16.690000534057617,16.90999984741211,165700
2025-01-21 00:00:00+00:00,17.059999465942383,17.5,17.049999237060547,17.350000381469727,310500
2025-01-22 00:00:00+00:00,17.209999084472656,17.329999923706055,16.8799991607666,17.170000076293945,208700
2025-01-23 00:00:00+00:00,17.18000030517578,17.200000762939453,16.920000076293945,17.15999984741211,174900
2025-01-24 00:00:00+00:00,17.100000381469727,17.270000457763672,16.889999389648438,17.1200008392334,163500
2025-01-27 00:00:00+00:00,16.989999771118164,17.209999084472656,16.770000457763672,17.1200008392334,200600
2025-01-28 00:00:00+00:00,17.18000030517578,17.350000381469727,16.940000534057617,17.040000915527344,149800
2025-01-29 00:00:00+00:00,16.959999084472656,17.260000228881836,16.770000457763672,17.09000015258789,252300
