"('date', '')","('open', 'CRBD')","('high', 'CRBD')","('low', 'CRBD')","('close', 'CRBD')","('volume', 'CRBD')"
2024-12-06 00:00:00+00:00,23.98152154652152,24.142662282311804,23.962565195448793,24.104747772216797,1929700
2024-12-09 00:00:00+00:00,24.104747480272696,24.265888214111328,24.076310242083693,24.265888214111328,1301700
2024-12-10 00:00:00+00:00,24.21849485779323,24.275369338963518,24.171101264767678,24.22797393798828,937800
2024-12-11 00:00:00+00:00,24.256411178573423,24.30854521567134,24.199538505352823,24.22797393798828,856100
2024-12-12 00:00:00+00:00,24.180579325431758,24.246931076049805,24.171100245636378,24.246931076049805,675200
2024-12-13 00:00:00+00:00,24.303804564747633,24.303804564747633,24.171101059045785,24.180580139160156,344400
2024-12-16 00:00:00+00:00,24.209016936218283,24.209016936218283,24.104748864819104,24.171100616455078,155900
2024-12-17 00:00:00+00:00,24.17110232007033,24.23745407638287,24.09527148314888,24.123708724975586,296200
2024-12-18 00:00:00+00:00,24.171101571613242,24.218495165240444,24.03839806309731,24.06683349609375,218200
2024-12-19 00:00:00+00:00,24.12370797798604,24.1426643306671,23.858299153004474,24.06683349609375,924400
2024-12-20 00:00:00+00:00,24.076311996686073,24.11422831703463,24.03839748428718,24.09527015686035,370700
2024-12-23 00:00:00+00:00,24.06683373365678,24.14266456897865,24.019440139561755,24.028919219970703,272200
2024-12-24 00:00:00+00:00,23.981521606445312,24.028917004119446,23.943607096255565,23.981521606445312,57800
2024-12-26 00:00:00+00:00,24.079156481298718,24.085791656724513,23.953088148208582,24.06683349609375,69900
2024-12-27 00:00:00+00:00,24.000478812299903,24.123705033408974,23.981520653983203,24.05640411376953,75100
2024-12-30 00:00:00+00:00,24.047876122453125,24.265889536601964,23.962566211186253,24.085790634155273,270800
2024-12-31 00:00:00+00:00,24.038398570298096,24.218495676241208,23.99100316772116,24.161623001098633,2836100
2025-01-02 00:00:00+00:00,24.152142829433522,24.218494582093836,24.057353836511798,24.09527015686035,235200
2025-01-03 00:00:00+00:00,24.09527148314888,24.17110232007033,24.019440646227437,24.123708724975586,288000
2025-01-06 00:00:00+00:00,24.063039376005587,24.123705121250037,23.820380010926787,23.877254486083984,233100
2025-01-07 00:00:00+00:00,23.839339576495913,23.84881865624831,23.38435459607852,23.488622665405273,178800
2025-01-08 00:00:00+00:00,23.44122712092159,23.526537030213223,23.280086382031786,23.318002700805664,52300
2025-01-10 00:00:00+00:00,23.071552882189888,23.232693626873697,22.531257975882305,22.749271392822266,113400
2025-01-13 00:00:00+00:00,22.720834082603105,22.73031316260815,22.3227217621393,22.66396141052246,93000
2025-01-14 00:00:00+00:00,22.654481959418842,22.758750029816735,22.616567447969366,22.739791870117188,57500
2025-01-15 00:00:00+00:00,22.967285088032224,23.15686307511585,22.900933334937857,23.090511322021484,70500
2025-01-16 00:00:00+00:00,22.97676409935941,23.204256598408556,22.97676409935941,23.00520133972168,39300
2025-01-17 00:00:00+00:00,23.11894822171813,23.156864544721014,22.95970400418553,23.08103370666504,59900
2025-01-21 00:00:00+00:00,23.185297974233556,23.564453939678287,23.033636311235515,23.49810218811035,78200
2025-01-22 00:00:00+00:00,23.507579460091797,23.507579460091797,23.374875956955922,23.49810218811035,49100
2025-01-23 00:00:00+00:00,23.431749176814833,23.81090515113051,23.29714913136371,23.76350975036621,112400
2025-01-24 00:00:00+00:00,23.820381103114453,23.97204456920474,23.79194567218155,23.943607330322266,58300
2025-01-27 00:00:00+00:00,23.79194668771073,24.07631185687494,23.79194668771073,23.924650192260742,73500
2025-01-28 00:00:00+00:00,23.92464939547281,23.92464939547281,23.668719666978724,23.69715690612793,93600
2025-01-29 00:00:00+00:00,23.763508956452714,23.77298803628889,23.464924269436903,23.5360164642334,33200
2025-01-30 00:00:00+00:00,23.649763315495512,23.69715690612793,23.469664416783054,23.69715690612793,55000
2025-01-31 00:00:00+00:00,23.62132578183002,23.677251085894788,23.35591697692871,23.35591697692871,28900
