"('date', '')","('open', 'BBDC')","('high', 'BBDC')","('low', 'BBDC')","('close', 'BBDC')","('volume', 'BBDC')"
2024-01-02 00:00:00+00:00,6.996625416498232,7.192792287554799,6.988451601996412,7.1846184730529785,714300
2024-01-03 00:00:00+00:00,7.135576515505615,7.143750330179222,7.062014521936769,7.111055850982666,401100
2024-01-04 00:00:00+00:00,7.111056892922024,7.307223796844483,7.111056892922024,7.307223796844482,406600
2024-01-05 00:00:00+00:00,7.290876595631082,7.339917929515401,7.266355928688923,7.315397262573242,333800
2024-01-08 00:00:00+00:00,7.348090915639433,7.356264730196916,7.299049587290255,7.323570251464844,281800
2024-01-09 00:00:00+00:00,7.323570180037849,7.323570180037849,7.2500074087336825,7.266355037689209,347600
2024-01-10 00:00:00+00:00,7.2663557223041,7.299050203797681,7.2581819070562235,7.290876388549805,310400
2024-01-11 00:00:00+00:00,7.274528212113508,7.315396505787872,7.200966218897094,7.233660697937012,352000
2024-01-12 00:00:00+00:00,7.282701887146884,7.307222551082322,7.2500074087336825,7.266355037689209,338900
2024-01-16 00:00:00+00:00,7.274527337176487,7.274527337176487,7.225486014263943,7.250006675720215,341000
2024-01-17 00:00:00+00:00,7.209139682681873,7.250007978786225,7.200966647059333,7.2418341636657715,266000
2024-01-18 00:00:00+00:00,7.2091398708578485,7.241834352695152,7.127404056013557,7.200966835021973,555800
2024-01-19 00:00:00+00:00,7.225486755371094,7.241833604852689,7.184618462420327,7.225486755371094,347500
2024-01-22 00:00:00+00:00,7.241833594255919,7.282701887146884,7.241833594255919,7.266355037689209,365700
2024-01-23 00:00:00+00:00,7.28270194732562,7.372612348328265,7.28270194732562,7.364438533782959,306500
2024-01-24 00:00:00+00:00,7.372612348328265,7.397133012466323,7.364438533782959,7.364438533782959,411500
2024-01-25 00:00:00+00:00,7.3807859281505985,7.421654224395752,7.3562652622026725,7.421654224395752,223100
2024-01-26 00:00:00+00:00,7.446173780867546,7.536084175109863,7.446173780867546,7.536084175109863,444400
2024-01-29 00:00:00+00:00,7.527911611933364,7.544258463013016,7.388959870015649,7.42982816696167,397000
2024-01-30 00:00:00+00:00,7.40530735977618,7.4788693574826715,7.372612878740657,7.462522506713867,278800
2024-01-31 00:00:00+00:00,7.438001882919274,7.470696364139886,7.3399176597595215,7.3399176597595215,341200
2024-02-01 00:00:00+00:00,7.315396505787872,7.323570320422318,7.160097925222731,7.233660697937012,557600
2024-02-02 00:00:00+00:00,7.209139682681873,7.299050090011029,7.200966647059333,7.2418341636657715,385700
2024-02-05 00:00:00+00:00,7.209139966432124,7.225487597316469,7.08653585279131,7.176445484161377,454700
2024-02-06 00:00:00+00:00,7.176445148312707,7.176445148312707,7.102882371771687,7.1437506675720215,325600
2024-02-07 00:00:00+00:00,7.184619204354354,7.26635579869658,7.135577091849432,7.200966835021973,493000
2024-02-08 00:00:00+00:00,7.160098632774976,7.233661412758642,7.143751001890631,7.176445484161377,366300
2024-02-09 00:00:00+00:00,7.200966439370813,7.217313289642334,7.168271959329881,7.217313289642334,286600
2024-02-12 00:00:00+00:00,7.2336611143498315,7.299050076193846,7.217313484139871,7.282702445983887,240700
2024-02-13 00:00:00+00:00,7.266355399452678,7.266355399452678,7.192792624486107,7.217313289642334,321200
2024-02-14 00:00:00+00:00,7.233660919411745,7.266355399452678,7.184618809601401,7.217313289642334,341400
2024-02-15 00:00:00+00:00,7.241834216097688,7.356265290118787,7.241834216097688,7.3399176597595215,351400
2024-02-16 00:00:00+00:00,7.339918389743414,7.372613653713618,7.290877052784102,7.356266021728516,179600
2024-02-20 00:00:00+00:00,7.323570516769749,7.44617462158203,7.323570516769749,7.446174621582031,404500
2024-02-21 00:00:00+00:00,7.462523254724755,7.462523254724755,7.40530810205207,7.438002586364746,321000
2024-02-22 00:00:00+00:00,7.46252249293854,7.527911454888882,7.421654196845097,7.503390789031982,348100
2024-02-23 00:00:00+00:00,7.462521593052453,7.944765713907099,7.462521593052453,7.8712029457092285,1374200
2024-02-26 00:00:00+00:00,7.993808061511654,8.010155691866506,7.854856321487088,7.969287395477295,934800
2024-02-27 00:00:00+00:00,7.9692871023947935,8.075544357299805,7.952939472641151,8.075544357299805,668500
2024-02-28 00:00:00+00:00,8.083718483814218,8.083718483814218,7.920245297967248,7.92841911315918,516000
2024-02-29 00:00:00+00:00,7.936592900323639,8.018329492958477,7.887550788843153,8.01015567779541,544800
2024-03-01 00:00:00+00:00,8.018329700567381,8.04285036719355,7.944766921190937,8.034676551818848,516200
2024-03-04 00:00:00+00:00,8.05919709073571,8.067370905980887,7.985635092022898,8.02650260925293,1264600
2024-03-05 00:00:00+00:00,8.009709330639645,8.102064181790373,7.8921661376953125,7.8921661376953125,821000
2024-03-06 00:00:00+00:00,8.034898812744686,8.060087160623098,7.9593353705048315,8.009711265563965,810500
2024-03-07 00:00:00+00:00,8.01810644241677,8.093669875806391,8.01810644241677,8.051690101623535,540600
2024-03-08 00:00:00+00:00,8.076877524859963,8.144044842267306,8.043293866156292,8.135648727416992,570200
2024-03-11 00:00:00+00:00,8.0936708354473,8.211213256258814,7.925751718806241,7.934147834777832,1832200
2024-03-12 00:00:00+00:00,7.976126719768501,8.02650260925293,7.917355515951333,8.02650260925293,622200
2024-03-13 00:00:00+00:00,8.009709330639645,8.026501558502048,7.8921661376953125,7.8921661376953125,590400
2024-03-14 00:00:00+00:00,7.883772466003941,7.892167780985702,7.640290716184317,7.673874378204346,947000
2024-03-15 00:00:00+00:00,7.657081986865081,7.808208863146528,7.657081986865081,7.749436855316162,834300
2024-03-18 00:00:00+00:00,7.77462434673046,7.783020461311008,7.657081144695448,7.699060916900635,703500
2024-03-19 00:00:00+00:00,7.640290140972559,7.741041119447443,7.640290140972559,7.648685455322266,451000
