"('date', '')","('open', 'BHRB')","('high', 'BHRB')","('low', 'BHRB')","('close', 'BHRB')","('volume', 'BHRB')"
2024-01-02 00:00:00+00:00,58.86027590397072,60.303662135617046,58.24168078315533,58.822784423828125,13600
2024-01-03 00:00:00+00:00,58.81341801255852,58.81341801255852,56.19844605876839,56.41401672363281,21000
2024-01-04 00:00:00+00:00,56.94825469915701,57.22943723164522,54.83003607523173,55.242431640625,32200
2024-01-05 00:00:00+00:00,55.439257528710776,56.573347961899266,54.33328391729885,56.42338562011719,31400
2024-01-08 00:00:00+00:00,56.42338669029581,56.42338669029581,54.42701007245703,56.05785369873047,32000
2024-01-09 00:00:00+00:00,55.09246650356847,55.767298826771686,54.314537975772964,54.77379608154297,28400
2024-01-10 00:00:00+00:00,54.97062187524179,54.97062187524179,53.93962770120322,54.61445999145508,13300
2024-01-11 00:00:00+00:00,52.90864049051691,54.65195496837678,52.880520093033034,54.633209228515625,12400
2024-01-12 00:00:00+00:00,56.02036124062665,56.02036124062665,53.517860412597656,53.517860412597656,7800
2024-01-16 00:00:00+00:00,53.424137121100664,53.611590948883155,52.505617297889266,52.8055419921875,10200
2024-01-17 00:00:00+00:00,52.06509930524536,54.370771643372635,52.06509930524536,54.25830078125,12400
2024-01-18 00:00:00+00:00,54.05210272441671,54.05210272441671,53.002366306181976,53.564727783203125,6200
2024-01-19 00:00:00+00:00,54.2208113255902,54.45512771606445,53.902140891529825,54.45512771606445,8300
2024-01-22 00:00:00+00:00,54.92376067292159,56.826412200927734,54.92376067292159,56.826412200927734,7600
2024-01-23 00:00:00+00:00,57.304419168800784,57.304419168800784,55.87040392097882,56.55460739135742,8600
2024-01-24 00:00:00+00:00,57.17319978902402,57.17319978902402,55.70169312966514,56.18907165527344,11300
2024-01-25 00:00:00+00:00,57.17319634800301,57.951128440725824,56.35777635201611,56.9951171875,16500
2024-01-26 00:00:00+00:00,57.65120263670079,57.65120263670079,54.895643195875934,55.52361297607422,11600
2024-01-29 00:00:00+00:00,56.23593154510621,57.16382598876953,55.4954909216701,57.16382598876953,5900
2024-01-30 00:00:00+00:00,56.25467713453863,57.37002182006836,56.23593139502752,57.37002182006836,8100
2024-01-31 00:00:00+00:00,57.63245971764552,57.63245971764552,54.73630905151367,54.73630905151367,15500
2024-02-01 00:00:00+00:00,55.68294461715311,55.720436096191406,52.233807204082815,55.720436096191406,23700
2024-02-02 00:00:00+00:00,55.18619737583351,55.18619737583351,53.424137115478516,53.424137115478516,6300
2024-02-05 00:00:00+00:00,53.0679733821951,53.43350636734817,51.4839959214037,51.765174865722656,11300
2024-02-06 00:00:00+00:00,52.06510235331705,53.09609663851592,52.06510235331705,52.95550537109375,3500
2024-02-07 00:00:00+00:00,52.88990188163915,53.30229748803364,52.018244525186326,52.17757797241211,15300
2024-02-08 00:00:00+00:00,51.5589732609083,53.04922553964777,51.5589732609083,52.59933853149414,11700
2024-02-09 00:00:00+00:00,52.78679805674143,53.424138947763055,52.299419517996405,53.330413818359375,18400
2024-02-12 00:00:00+00:00,54.23955437178022,56.1703226205247,53.90213821419534,55.3267822265625,19400
2024-02-13 00:00:00+00:00,54.36140353387019,54.36140353387019,49.72193820685093,49.984375,16800
2024-02-14 00:00:00+00:00,50.26836669872691,53.24092483520508,50.26836669872691,53.24092483520508,13400
2024-02-15 00:00:00+00:00,54.26333879012895,56.02415253413996,54.26333879012895,55.730682373046875,12600
2024-02-16 00:00:00+00:00,55.76854427938843,55.76854427938843,53.39239501953125,53.39239501953125,7500
2024-02-20 00:00:00+00:00,52.540392583365794,53.77106772342412,52.21852336723296,52.237457275390625,6800
2024-02-21 00:00:00+00:00,52.398388507937455,52.63505693590695,51.40438183272028,52.25638961791992,17900
2024-02-22 00:00:00+00:00,51.95345687866211,52.54039359778703,51.44225218235631,51.95345687866211,9100
2024-02-23 00:00:00+00:00,51.54638591657103,52.56879167892654,51.53691715684832,51.78305435180664,12200
2024-02-26 00:00:00+00:00,51.5937187636552,52.05759048461914,51.5937187636552,52.05759048461914,5400
2024-02-27 00:00:00+00:00,52.019719919608235,52.49305676398816,51.89665132891287,52.40785598754883,6000
2024-02-28 00:00:00+00:00,52.16172143439053,52.63505830262011,51.19611740112305,51.19611740112305,7800
2024-02-29 00:00:00+00:00,52.351054877306446,52.351054877306446,51.33811430741031,51.76411819458008,12400
2024-03-01 00:00:00+00:00,52.44572782025639,52.54039375187637,51.773586705168796,52.31319046020508,9300
2024-03-04 00:00:00+00:00,52.90960000728683,53.01373470683626,52.26586151123047,52.26586151123047,5200
