"('date', '')","('open', 'BK')","('high', 'BK')","('low', 'BK')","('close', 'BK')","('volume', 'BK')"
2025-09-26 00:00:00+00:00,109.2699966430664,110.2750015258789,108.87999725341797,109.52999877929688,1389997
