"('date', '')","('open', 'AMN')","('high', 'AMN')","('low', 'AMN')","('close', 'AMN')","('volume', 'AMN')"
2024-01-02 00:00:00+00:00,74.69000244140625,78.05000305175781,74.41999816894531,77.44000244140625,458200
2024-01-03 00:00:00+00:00,77.4000015258789,77.4000015258789,75.55000305175781,75.81999969482422,415100
2024-01-04 00:00:00+00:00,75.88999938964844,76.0,74.3499984741211,74.44999694824219,425900
2024-01-05 00:00:00+00:00,73.83000183105469,75.66000366210938,72.94999694824219,74.13999938964844,613800
2024-01-08 00:00:00+00:00,73.94999694824219,75.5,73.26000213623047,75.16999816894531,622900
2024-01-09 00:00:00+00:00,75.4000015258789,78.5999984741211,74.73999786376953,78.5,941300
2024-01-10 00:00:00+00:00,77.83000183105469,80.22000122070312,77.66000366210938,78.41000366210938,1092400
2024-01-11 00:00:00+00:00,76.81999969482422,77.37999725341797,74.72000122070312,76.44000244140625,523800
2024-01-12 00:00:00+00:00,76.83999633789062,77.56999969482422,75.75,77.05999755859375,501200
2024-01-16 00:00:00+00:00,76.69000244140625,76.69000244140625,74.73999786376953,74.7699966430664,401000
2024-01-17 00:00:00+00:00,73.97000122070312,74.7699966430664,73.23999786376953,73.33999633789062,425100
2024-01-18 00:00:00+00:00,73.69999694824219,74.48999786376953,72.9000015258789,73.25,560700
2024-01-19 00:00:00+00:00,73.12999725341797,74.27999877929688,71.31999969482422,74.19000244140625,527300
2024-01-22 00:00:00+00:00,74.68000030517578,75.80000305175781,73.7699966430664,75.52999877929688,468900
2024-01-23 00:00:00+00:00,76.51000213623047,76.7699966430664,72.77999877929688,73.06999969482422,395600
2024-01-24 00:00:00+00:00,73.7300033569336,75.95999908447266,72.9000015258789,75.16999816894531,606400
2024-01-25 00:00:00+00:00,76.61000061035156,76.83999633789062,73.58999633789062,75.1500015258789,372900
2024-01-26 00:00:00+00:00,75.73999786376953,76.83000183105469,73.55999755859375,73.86000061035156,352800
2024-01-29 00:00:00+00:00,73.81999969482422,76.37999725341797,73.12000274658203,76.11000061035156,462800
2024-01-30 00:00:00+00:00,76.04000091552734,76.75,75.0199966430664,75.06999969482422,333600
2024-01-31 00:00:00+00:00,75.22000122070312,76.62000274658203,73.91000366210938,74.01000213623047,372300
2024-02-01 00:00:00+00:00,74.30999755859375,76.80000305175781,73.43000030517578,75.98999786376953,470300
2024-02-02 00:00:00+00:00,75.27999877929688,77.05999755859375,74.12000274658203,76.58999633789062,429700
2024-02-05 00:00:00+00:00,75.6500015258789,75.6500015258789,73.25,73.7300033569336,282700
2024-02-06 00:00:00+00:00,73.55999755859375,76.38999938964844,73.55999755859375,74.77999877929688,407400
2024-02-07 00:00:00+00:00,74.94000244140625,74.94000244140625,73.12999725341797,74.16000366210938,377400
2024-02-08 00:00:00+00:00,74.0,75.72000122070312,73.54000091552734,74.95999908447266,495000
2024-02-09 00:00:00+00:00,74.66000366210938,75.80000305175781,73.37000274658203,75.7300033569336,401200
2024-02-12 00:00:00+00:00,75.68000030517578,79.73999786376953,75.68000030517578,79.12999725341797,448900
2024-02-13 00:00:00+00:00,77.36000061035156,78.4800033569336,75.88999938964844,76.41999816894531,464400
2024-02-14 00:00:00+00:00,77.31999969482422,78.08999633789062,75.95999908447266,77.94999694824219,424600
2024-02-15 00:00:00+00:00,77.9000015258789,79.48999786376953,77.0199966430664,77.62999725341797,1010600
2024-02-16 00:00:00+00:00,67.05000305175781,67.05000305175781,61.18000030517578,61.689998626708984,3297000
2024-02-20 00:00:00+00:00,61.709999084472656,61.7400016784668,56.869998931884766,58.11000061035156,2019900
2024-02-21 00:00:00+00:00,58.11000061035156,60.9900016784668,56.2599983215332,59.15999984741211,1671300
2024-02-22 00:00:00+00:00,58.060001373291016,58.81999969482422,55.79999923706055,57.15999984741211,1321800
2024-02-23 00:00:00+00:00,56.68000030517578,56.68000030517578,54.689998626708984,54.849998474121094,976100
2024-02-26 00:00:00+00:00,54.72999954223633,58.09000015258789,53.77000045776367,55.83000183105469,1070100
2024-02-27 00:00:00+00:00,55.970001220703125,57.59000015258789,54.790000915527344,54.88999938964844,940300
2024-02-28 00:00:00+00:00,58.0099983215332,58.20000076293945,55.59000015258789,55.869998931884766,940500
2024-02-29 00:00:00+00:00,57.029998779296875,57.13999938964844,55.86000061035156,56.27000045776367,997500
2024-03-01 00:00:00+00:00,56.650001525878906,57.16999816894531,55.15999984741211,56.810001373291016,646200
2024-03-04 00:00:00+00:00,57.45000076293945,58.470001220703125,55.790000915527344,57.93000030517578,660600
2024-03-05 00:00:00+00:00,57.880001068115234,58.970001220703125,56.720001220703125,56.79999923706055,675600
2024-03-06 00:00:00+00:00,56.560001373291016,58.310001373291016,56.040000915527344,58.290000915527344,629000
2024-03-07 00:00:00+00:00,58.709999084472656,60.58000183105469,58.41999816894531,60.349998474121094,855700
2024-03-08 00:00:00+00:00,60.7400016784668,61.63999938964844,59.84000015258789,60.88999938964844,985500
2024-03-11 00:00:00+00:00,60.529998779296875,61.4900016784668,59.18000030517578,59.38999938964844,698800
2024-03-12 00:00:00+00:00,59.15999984741211,59.34000015258789,58.27000045776367,59.099998474121094,520700
2024-03-13 00:00:00+00:00,59.099998474121094,60.029998779296875,59.04999923706055,59.41999816894531,667600
