"('date', '')","('open', 'AMWL')","('high', 'AMWL')","('low', 'AMWL')","('close', 'AMWL')","('volume', 'AMWL')"
2024-01-02 00:00:00+00:00,29.600000381469727,31.200000762939453,28.600000381469727,29.0,81245
2024-01-03 00:00:00+00:00,29.0,29.0,26.600000381469727,26.600000381469727,68700
2024-01-04 00:00:00+00:00,26.799999237060547,26.799999237060547,25.200000762939453,25.399999618530273,50975
2024-01-05 00:00:00+00:00,24.799999237060547,25.0,23.600000381469727,23.799999237060547,90525
2024-01-08 00:00:00+00:00,24.200000762939453,25.799999237060547,23.700000762939453,25.0,41050
2024-01-09 00:00:00+00:00,24.399999618530273,26.200000762939453,24.399999618530273,25.0,31625
2024-01-10 00:00:00+00:00,24.799999237060547,25.600000381469727,23.799999237060547,24.600000381469727,32545
2024-01-11 00:00:00+00:00,24.399999618530273,24.600000381469727,22.399999618530273,23.0,111175
2024-01-12 00:00:00+00:00,23.399999618530273,23.799999237060547,22.0,22.0,45975
2024-01-16 00:00:00+00:00,21.399999618530273,22.0,21.0,22.0,71110
2024-01-17 00:00:00+00:00,21.600000381469727,21.799999237060547,20.799999237060547,21.200000762939453,43190
2024-01-18 00:00:00+00:00,21.399999618530273,21.799999237060547,20.399999618530273,21.399999618530273,44650
2024-01-19 00:00:00+00:00,21.799999237060547,22.0,20.600000381469727,21.799999237060547,49825
2024-01-22 00:00:00+00:00,21.799999237060547,23.799999237060547,21.799999237060547,23.200000762939453,49460
2024-01-23 00:00:00+00:00,23.399999618530273,24.200000762939453,22.600000381469727,24.0,40225
2024-01-24 00:00:00+00:00,24.799999237060547,24.799999237060547,22.200000762939453,22.200000762939453,57355
2024-01-25 00:00:00+00:00,22.399999618530273,23.399999618530273,21.799999237060547,23.0,42595
2024-01-26 00:00:00+00:00,23.200000762939453,23.799999237060547,22.0,22.399999618530273,32290
2024-01-29 00:00:00+00:00,22.0,23.399999618530273,21.399999618530273,23.0,41905
2024-01-30 00:00:00+00:00,22.200000762939453,22.5,21.600000381469727,22.0,52695
2024-01-31 00:00:00+00:00,21.600000381469727,22.600000381469727,21.0,21.0,71540
2024-02-01 00:00:00+00:00,21.799999237060547,22.600000381469727,21.399999618530273,21.799999237060547,45060
2024-02-02 00:00:00+00:00,21.600000381469727,21.799999237060547,20.600000381469727,21.0,47270
2024-02-05 00:00:00+00:00,21.200000762939453,21.399999618530273,20.200000762939453,20.600000381469727,73495
2024-02-06 00:00:00+00:00,20.399999618530273,21.700000762939453,20.399999618530273,21.399999618530273,61225
2024-02-07 00:00:00+00:00,21.200000762939453,22.0,20.700000762939453,21.200000762939453,47835
2024-02-08 00:00:00+00:00,20.799999237060547,21.799999237060547,20.799999237060547,21.600000381469727,43890
2024-02-09 00:00:00+00:00,22.0,22.200000762939453,21.0,22.0,43755
2024-02-12 00:00:00+00:00,22.0,23.799999237060547,22.0,23.200000762939453,56475
2024-02-13 00:00:00+00:00,23.0,23.0,21.200000762939453,21.200000762939453,62810
2024-02-14 00:00:00+00:00,22.0,22.360000610351562,21.399999618530273,22.200000762939453,54240
2024-02-15 00:00:00+00:00,24.600000381469727,29.0,24.200000762939453,26.200000762939453,198110
2024-02-16 00:00:00+00:00,26.399999618530273,27.100000381469727,25.0,25.600000381469727,101900
2024-02-20 00:00:00+00:00,26.399999618530273,26.399999618530273,24.899999618530273,25.200000762939453,55290
2024-02-21 00:00:00+00:00,24.0,24.799999237060547,23.0,23.0,54650
2024-02-22 00:00:00+00:00,23.399999618530273,23.799999237060547,21.399999618530273,21.600000381469727,138730
2024-02-23 00:00:00+00:00,21.799999237060547,22.100000381469727,21.0,21.200000762939453,129450
2024-02-26 00:00:00+00:00,21.200000762939453,22.399999618530273,20.799999237060547,21.399999618530273,49370
2024-02-27 00:00:00+00:00,22.0,22.600000381469727,21.600000381469727,21.799999237060547,37875
2024-02-28 00:00:00+00:00,21.200000762939453,22.0,21.0,21.0,49485
2024-02-29 00:00:00+00:00,21.799999237060547,22.399999618530273,21.200000762939453,21.600000381469727,63115
2024-03-01 00:00:00+00:00,21.200000762939453,21.799999237060547,21.200000762939453,21.200000762939453,47570
2024-03-04 00:00:00+00:00,21.200000762939453,21.200000762939453,20.200000762939453,20.600000381469727,64585
2024-03-05 00:00:00+00:00,20.399999618530273,20.799999237060547,20.0,20.600000381469727,60725
2024-03-06 00:00:00+00:00,20.399999618530273,20.600000381469727,19.81999969482422,20.200000762939453,52510
2024-03-07 00:00:00+00:00,20.200000762939453,21.600000381469727,20.200000762939453,21.0,49085
2024-03-08 00:00:00+00:00,21.0,21.600000381469727,20.399999618530273,20.600000381469727,36110
2024-03-11 00:00:00+00:00,20.600000381469727,21.200000762939453,20.0,20.0,33160
2024-03-12 00:00:00+00:00,20.399999618530273,20.399999618530273,18.0,18.200000762939453,241030
2024-03-13 00:00:00+00:00,18.399999618530273,19.299999237060547,18.200000762939453,18.860000610351562,109860
2024-03-14 00:00:00+00:00,18.700000762939453,18.799999237060547,17.600000381469727,17.600000381469727,95675
2024-03-15 00:00:00+00:00,17.68000030517578,18.440000534057617,17.020000457763672,17.799999237060547,158470
2024-03-18 00:00:00+00:00,17.719999313354492,18.200000762939453,16.780000686645508,17.360000610351562,99925
2024-03-19 00:00:00+00:00,17.360000610351562,18.0,16.639999389648438,17.239999771118164,159080
2024-03-20 00:00:00+00:00,17.31999969482422,18.399999618530273,16.739999771118164,17.959999084472656,58150
2024-03-21 00:00:00+00:00,18.15999984741211,18.799999237060547,17.65999984741211,18.239999771118164,118195
2024-03-22 00:00:00+00:00,18.139999389648438,18.399999618530273,17.600000381469727,17.6200008392334,59355
2024-03-25 00:00:00+00:00,17.899999618530273,18.040000915527344,16.600000381469727,16.600000381469727,71885
2024-03-26 00:00:00+00:00,17.0,17.200000762939453,16.420000076293945,16.760000228881836,76605
2024-03-27 00:00:00+00:00,17.200000762939453,17.540000915527344,16.5,17.260000228881836,67340
2024-03-28 00:00:00+00:00,17.15999984741211,17.31999969482422,15.800000190734863,16.219999313354492,126620
