"('date', '')","('open', 'BVN')","('high', 'BVN')","('low', 'BVN')","('close', 'BVN')","('volume', 'BVN')"
1996-05-15 00:00:00+00:00,3.3001281486617193,3.3944175243377686,3.2529834608236947,3.3944175243377686,1799200
1996-05-16 00:00:00+00:00,3.394418613330738,3.488708019256592,3.394418613330738,3.488708019256592,460400
1996-05-17 00:00:00+00:00,3.5358530910391557,3.5829977989196777,3.5358530910391557,3.5829977989196777,428400
1996-05-20 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5594254449794165,3.5829977989196777,907200
1996-05-21 00:00:00+00:00,3.5829974673441702,3.5829974673441702,3.559425115585327,3.559425115585327,144800
1996-05-22 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5594254449794165,3.5829977989196777,59200
1996-05-23 00:00:00+00:00,3.606569776663909,3.606569776663909,3.488708019256592,3.488708019256592,94800
1996-05-24 00:00:00+00:00,3.4887069650247793,3.512279309383055,3.465134620666504,3.465134620666504,262000
1996-05-28 00:00:00+00:00,3.4887080603087974,3.559425115585327,3.4887080603087974,3.559425115585327,252000
1996-05-29 00:00:00+00:00,3.6301425068002,3.6301425068002,3.5829977989196777,3.5829977989196777,472000
1996-05-30 00:00:00+00:00,3.6301426887512207,3.6301426887512207,3.6301426887512207,3.6301426887512207,60400
1996-05-31 00:00:00+00:00,3.630142159951039,3.6772868633270264,3.630142159951039,3.6772868633270264,72000
1996-06-03 00:00:00+00:00,3.6772868633270264,3.70085921501502,3.6772868633270264,3.6772868633270264,67200
1996-06-04 00:00:00+00:00,3.6772856057858934,3.6772856057858934,3.582996231278563,3.6065685749053955,231600
1996-06-05 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5829977989196777,3.5829977989196777,230000
1996-06-06 00:00:00+00:00,3.4887065569559734,3.535851240158081,3.4887065569559734,3.535851240158081,201200
1996-06-07 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,5200
1996-06-10 00:00:00+00:00,3.535851240158081,3.559423581759135,3.535851240158081,3.535851240158081,362000
1996-06-11 00:00:00+00:00,3.5358527222195186,3.5358527222195186,3.488708019256592,3.488708019256592,144000
1996-06-12 00:00:00+00:00,3.4887081120638244,3.5122804641723637,3.4887081120638244,3.5122804641723633,64000
1996-06-13 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,2400
1996-06-14 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,0
1996-06-17 00:00:00+00:00,3.5358528162809026,3.5358528162809026,3.5122804641723637,3.5122804641723633,68000
1996-06-18 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,32000
1996-06-19 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,400
1996-06-20 00:00:00+00:00,3.5358530910391557,3.5829977989196777,3.5358530910391557,3.5829977989196777,93200
1996-06-21 00:00:00+00:00,3.6301426887512207,3.6301426887512207,3.6301426887512207,3.6301426887512207,85200
1996-06-24 00:00:00+00:00,3.6301426887512207,3.677287398994743,3.6301426887512207,3.6301426887512207,327600
1996-06-25 00:00:00+00:00,3.630142159951039,3.6772868633270264,3.630142159951039,3.6772868633270264,638000
1996-06-26 00:00:00+00:00,3.7244305815433436,3.865864654260179,3.7244305815433436,3.842292308807373,408000
1996-06-27 00:00:00+00:00,3.8187203854322433,3.8187203854322433,3.7244309931993484,3.771575689315796,233600
1996-06-28 00:00:00+00:00,3.7480037212371826,3.7715760716852156,3.72443137078915,3.7480037212371826,179200
1996-07-01 00:00:00+00:00,3.6772868633270264,3.6772868633270264,3.6772868633270264,3.6772868633270264,108400
1996-07-02 00:00:00+00:00,3.6301409185322284,3.6301409185322284,3.6065685749053955,3.6065685749053955,72800
1996-07-03 00:00:00+00:00,3.6301426887512207,3.6301426887512207,3.6301426887512207,3.6301426887512207,20000
1996-07-05 00:00:00+00:00,3.6065701528599385,3.6065701528599385,3.5829977989196777,3.5829977989196777,20400
1996-07-08 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5829977989196777,3.5829977989196777,12800
1996-07-09 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5829977989196777,3.5829977989196777,154800
1996-07-10 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5829977989196777,3.5829977989196777,5200
1996-07-11 00:00:00+00:00,3.582996231278563,3.6065685749053955,3.582996231278563,3.6065685749053955,214800
1996-07-12 00:00:00+00:00,3.6301425068002,3.6301425068002,3.5829977989196777,3.5829977989196777,86000
1996-07-15 00:00:00+00:00,3.5829977989196777,3.5829977989196777,3.5829977989196777,3.5829977989196777,0
1996-07-16 00:00:00+00:00,3.5358528162809026,3.5358528162809026,3.5122804641723637,3.5122804641723633,16800
1996-07-17 00:00:00+00:00,3.488708019256592,3.488708019256592,3.488708019256592,3.488708019256592,6400
1996-07-18 00:00:00+00:00,3.465135667775128,3.512280370738055,3.465135667775128,3.488708019256592,89600
1996-07-19 00:00:00+00:00,3.512280370738055,3.512280370738055,3.488708019256592,3.488708019256592,102000
1996-07-22 00:00:00+00:00,3.488708019256592,3.488708019256592,3.488708019256592,3.488708019256592,0
1996-07-23 00:00:00+00:00,3.5122804641723637,3.5122804641723637,3.5122804641723637,3.5122804641723633,100000
1996-07-24 00:00:00+00:00,3.512280370738055,3.512280370738055,3.465135667775128,3.488708019256592,136400
1996-07-25 00:00:00+00:00,3.465134279368675,3.4887066214051963,3.4415619373321533,3.4415619373321533,21600
1996-07-26 00:00:00+00:00,3.4415619373321533,3.4415619373321533,3.4415619373321533,3.4415619373321533,30800
1996-07-29 00:00:00+00:00,3.465134620666504,3.465134620666504,3.465134620666504,3.465134620666504,4000
1996-07-30 00:00:00+00:00,3.4415619373321533,3.4415619373321533,3.4415619373321533,3.4415619373321533,2000
1996-07-31 00:00:00+00:00,3.394417422634738,3.394417422634738,3.370845079421997,3.370845079421997,9600
1996-08-01 00:00:00+00:00,3.3472727362092556,3.370845079421997,3.3472727362092556,3.370845079421997,285200
