"('date', '')","('open', 'AREN')","('high', 'AREN')","('low', 'AREN')","('close', 'AREN')","('volume', 'AREN')"
2025-09-26 00:00:00+00:00,6.539999961853027,6.570000171661377,6.134500026702881,6.309999942779541,112625
