"('date', '')","('open', 'AVIR')","('high', 'AVIR')","('low', 'AVIR')","('close', 'AVIR')","('volume', 'AVIR')"
2024-01-02 00:00:00+00:00,3.049999952316284,3.234999895095825,3.0399999618530273,3.2100000381469727,417300
2024-01-03 00:00:00+00:00,3.2100000381469727,3.259999990463257,3.1500000953674316,3.1600000858306885,298200
2024-01-04 00:00:00+00:00,3.190000057220459,3.200000047683716,3.0899999141693115,3.0999999046325684,215400
2024-01-05 00:00:00+00:00,3.069999933242798,3.1500000953674316,3.009999990463257,3.0899999141693115,285900
2024-01-08 00:00:00+00:00,3.0799999237060547,3.1449999809265137,3.0250000953674316,3.0999999046325684,739600
2024-01-09 00:00:00+00:00,3.1500000953674316,3.509999990463257,3.1500000953674316,3.450000047683716,1402300
2024-01-10 00:00:00+00:00,3.4600000381469727,3.5199999809265137,3.3299999237060547,3.3499999046325684,487700
2024-01-11 00:00:00+00:00,3.4600000381469727,3.619999885559082,3.319999933242798,3.5799999237060547,770900
2024-01-12 00:00:00+00:00,3.5999999046325684,3.680000066757202,3.549999952316284,3.559999942779541,399000
2024-01-16 00:00:00+00:00,3.5999999046325684,3.5999999046325684,3.4100000858306885,3.4200000762939453,588800
2024-01-17 00:00:00+00:00,3.450000047683716,3.565000057220459,3.3399999141693115,3.559999942779541,384400
2024-01-18 00:00:00+00:00,3.549999952316284,3.615000009536743,3.4600000381469727,3.569999933242798,367000
2024-01-19 00:00:00+00:00,3.5799999237060547,3.609999895095825,3.494999885559082,3.569999933242798,379300
2024-01-22 00:00:00+00:00,3.5999999046325684,3.630000114440918,3.494999885559082,3.619999885559082,390800
2024-01-23 00:00:00+00:00,3.630000114440918,3.890000104904175,3.609999895095825,3.7899999618530273,994200
2024-01-24 00:00:00+00:00,3.799999952316284,3.809999942779541,3.568000078201294,3.5999999046325684,479300
2024-01-25 00:00:00+00:00,3.6600000858306885,3.7799999713897705,3.575000047683716,3.7699999809265137,343200
2024-01-26 00:00:00+00:00,3.799999952316284,3.880000114440918,3.740000009536743,3.8399999141693115,427400
2024-01-29 00:00:00+00:00,3.819999933242798,3.944999933242798,3.7209999561309814,3.930000066757202,354100
2024-01-30 00:00:00+00:00,3.9000000953674316,4.090000152587891,3.8399999141693115,4.070000171661377,891900
2024-01-31 00:00:00+00:00,4.059999942779541,4.327000141143799,4.050000190734863,4.159999847412109,782000
2024-02-01 00:00:00+00:00,3.8299999237060547,4.264999866485596,3.8299999237060547,4.21999979019165,1040800
2024-02-02 00:00:00+00:00,4.159999847412109,4.210000038146973,3.9049999713897705,4.119999885559082,532000
2024-02-05 00:00:00+00:00,4.059999942779541,4.114999771118164,3.9800000190734863,4.090000152587891,389000
2024-02-06 00:00:00+00:00,4.050000190734863,4.289999961853027,4.050000190734863,4.28000020980835,782400
2024-02-07 00:00:00+00:00,4.309999942779541,4.309999942779541,4.070000171661377,4.150000095367432,335600
2024-02-08 00:00:00+00:00,4.139999866485596,4.340000152587891,4.099999904632568,4.260000228881836,858200
2024-02-09 00:00:00+00:00,4.25,4.300000190734863,4.195000171661377,4.260000228881836,351900
2024-02-12 00:00:00+00:00,4.260000228881836,4.300000190734863,4.09499979019165,4.139999866485596,1086800
2024-02-13 00:00:00+00:00,4.050000190734863,4.09499979019165,3.8299999237060547,3.9000000953674316,362300
2024-02-14 00:00:00+00:00,3.890000104904175,4.034999847412109,3.880000114440918,4.019999980926514,247600
2024-02-15 00:00:00+00:00,4.050000190734863,4.21999979019165,4.03000020980835,4.210000038146973,299500
2024-02-16 00:00:00+00:00,4.230000019073486,4.264999866485596,4.09499979019165,4.119999885559082,412400
2024-02-20 00:00:00+00:00,4.119999885559082,4.349999904632568,4.110000133514404,4.329999923706055,483800
2024-02-21 00:00:00+00:00,4.329999923706055,4.329999923706055,4.195000171661377,4.210000038146973,210600
2024-02-22 00:00:00+00:00,4.190000057220459,4.230000019073486,4.0,4.03000020980835,322300
2024-02-23 00:00:00+00:00,4.050000190734863,4.204999923706055,4.0,4.199999809265137,225100
2024-02-26 00:00:00+00:00,4.25,4.360000133514404,4.199999809265137,4.320000171661377,384400
2024-02-27 00:00:00+00:00,4.369999885559082,4.590000152587891,4.329999923706055,4.559999942779541,373400
2024-02-28 00:00:00+00:00,4.550000190734863,4.550000190734863,4.260000228881836,4.369999885559082,839100
2024-02-29 00:00:00+00:00,4.5,4.599999904632568,4.159999847412109,4.309999942779541,598000
2024-03-01 00:00:00+00:00,4.320000171661377,4.559999942779541,4.320000171661377,4.449999809265137,429700
2024-03-04 00:00:00+00:00,4.480000019073486,4.480000019073486,4.03000020980835,4.039999961853027,330800
2024-03-05 00:00:00+00:00,4.0,4.019999980926514,3.8499999046325684,3.990000009536743,519100
2024-03-06 00:00:00+00:00,4.039999961853027,4.099999904632568,3.990000009536743,4.03000020980835,302700
2024-03-07 00:00:00+00:00,4.050000190734863,4.170000076293945,4.050000190734863,4.079999923706055,332000
2024-03-08 00:00:00+00:00,4.090000152587891,4.114999771118164,3.9600000381469727,4.0,186300
2024-03-11 00:00:00+00:00,4.010000228881836,4.179999828338623,3.996999979019165,4.03000020980835,268600
2024-03-12 00:00:00+00:00,4.050000190734863,4.059999942779541,3.9600000381469727,4.0,208500
