"('date', '')","('open', 'CFR')","('high', 'CFR')","('low', 'CFR')","('close', 'CFR')","('volume', 'CFR')"
1980-03-17 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,3556
1980-03-18 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,1422
1980-03-19 00:00:00+00:00,1.3794409036636353,1.4375226217769268,1.3794409036636353,1.3794409036636353,39822
1980-03-20 00:00:00+00:00,1.37944130910086,1.4230027089621022,1.364920973777771,1.364920973777771,2844
1980-03-21 00:00:00+00:00,1.3649219021932206,1.4084829377925623,1.3504011631011963,1.3504011631011963,7822
1980-03-24 00:00:00+00:00,1.3504001845456208,1.3794412477930755,1.3213595151901245,1.3213595151901245,29867
1980-03-25 00:00:00+00:00,1.3213595151901245,1.3794412477930755,1.3213595151901245,1.3213595151901245,1422
1980-03-26 00:00:00+00:00,1.3213595151901245,1.3794412477930755,1.3213595151901245,1.3213595151901245,35556
1980-03-27 00:00:00+00:00,1.3213601920991491,1.335880534215407,1.2777987718582153,1.2777987718582153,18489
1980-03-28 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,6400
1980-03-31 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,1422
1980-04-01 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,17778
1980-04-02 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,2844
1980-04-03 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,14222
1980-04-07 00:00:00+00:00,1.2777987718582153,1.335880534215407,1.2777987718582153,1.2777987718582153,711
1980-04-08 00:00:00+00:00,1.3068395853042603,1.364921335897959,1.3068395853042603,1.3068395853042603,11378
1980-04-09 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,16356
1980-04-10 00:00:00+00:00,1.335880160331726,1.335880160331726,1.335880160331726,1.335880160331726,0
1980-04-11 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,21333
1980-04-14 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,711
1980-04-15 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,1422
1980-04-16 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,711
1980-04-17 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,31289
1980-04-18 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,12800
1980-04-21 00:00:00+00:00,1.3358798498678728,1.3794412477930755,1.3213595151901245,1.3213595151901245,4267
1980-04-22 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,4267
1980-04-23 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,18489
1980-04-24 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,21333
1980-04-25 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,16356
1980-04-28 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,4978
1980-04-29 00:00:00+00:00,1.335880160331726,1.3939619064331055,1.335880160331726,1.335880160331726,7111
1980-04-30 00:00:00+00:00,1.335880160331726,1.335880160331726,1.335880160331726,1.335880160331726,0
1980-05-01 00:00:00+00:00,1.3504011631011963,1.4084829377925623,1.3504011631011963,1.3504011631011963,7111
1980-05-02 00:00:00+00:00,1.364920973777771,1.4230027089621022,1.364920973777771,1.364920973777771,107378
1980-05-05 00:00:00+00:00,1.3794409036636353,1.4375226217769268,1.3794409036636353,1.3794409036636353,4267
1980-05-06 00:00:00+00:00,1.4665640592575073,1.5246458080785181,1.4665640592575073,1.4665640592575073,84622
1980-05-07 00:00:00+00:00,1.4665640592575073,1.5246458080785181,1.4665640592575073,1.4665640592575073,33422
1980-05-08 00:00:00+00:00,1.4665636293826942,1.510125026702881,1.4520432949066162,1.4520432949066162,6400
1980-05-09 00:00:00+00:00,1.4520432949066162,1.510125026702881,1.4520432949066162,1.4520432949066162,88889
1980-05-12 00:00:00+00:00,1.4520433423433252,1.4956047410866162,1.4375230073928833,1.4375230073928833,21333
1980-05-13 00:00:00+00:00,1.4375230073928833,1.4375230073928833,1.4375230073928833,1.4375230073928833,0
1980-05-14 00:00:00+00:00,1.4375230073928833,1.4375230073928833,1.4375230073928833,1.4375230073928833,0
1980-05-15 00:00:00+00:00,1.4375230073928833,1.4956047410866162,1.4375230073928833,1.4375230073928833,14222
1980-05-16 00:00:00+00:00,1.4375230073928833,1.4956047410866162,1.4375230073928833,1.4375230073928833,6400
1980-05-19 00:00:00+00:00,1.4375230073928833,1.4375230073928833,1.4375230073928833,1.4375230073928833,0
1980-05-20 00:00:00+00:00,1.4375230073928833,1.4375230073928833,1.4375230073928833,1.4375230073928833,0
1980-05-21 00:00:00+00:00,1.4375235370164468,1.4810849518089721,1.4230031967163086,1.4230031967163086,3556
1980-05-22 00:00:00+00:00,1.4230031967163086,1.4810849518089721,1.4230031967163086,1.4230031967163086,15644
1980-05-23 00:00:00+00:00,1.4230031967163086,1.4810849518089721,1.4230031967163086,1.4230031967163086,14222
1980-05-27 00:00:00+00:00,1.4230031967163086,1.4810849518089721,1.4230031967163086,1.4230031967163086,711
1980-05-28 00:00:00+00:00,1.4230031967163086,1.4810849518089721,1.4230031967163086,1.4230031967163086,711
1980-05-29 00:00:00+00:00,1.4230027089621022,1.4230027089621022,1.364920973777771,1.364920973777771,26311
1980-05-30 00:00:00+00:00,1.364920973777771,1.4230027089621022,1.364920973777771,1.364920973777771,8533
1980-06-02 00:00:00+00:00,1.364920973777771,1.4230027089621022,1.364920973777771,1.364920973777771,14222
1980-06-03 00:00:00+00:00,1.364920973777771,1.364920973777771,1.364920973777771,1.364920973777771,0
1980-06-04 00:00:00+00:00,1.364920973777771,1.364920973777771,1.364920973777771,1.364920973777771,0
1980-06-05 00:00:00+00:00,1.3794409036636353,1.4375226217769268,1.3794409036636353,1.3794409036636353,12800
1980-06-06 00:00:00+00:00,1.37944130910086,1.4230027089621022,1.364920973777771,1.364920973777771,7822
1980-06-09 00:00:00+00:00,1.364920973777771,1.4230027089621022,1.364920973777771,1.364920973777771,6400
