"('date', '')","('open', 'AG')","('high', 'AG')","('low', 'AG')","('close', 'AG')","('volume', 'AG')"
2024-01-02 00:00:00+00:00,6.098478511335124,6.158169923226025,5.909455469821348,5.949249744415283,6999200
2024-01-03 00:00:00+00:00,5.680638027207397,5.720432300915124,5.481666658668762,5.53140926361084,8559300
2024-01-04 00:00:00+00:00,5.561255698853434,5.630895446819982,5.471718337884781,5.591101169586182,5894200
2024-01-05 00:00:00+00:00,5.591101560582146,5.760227487845685,5.491615860540429,5.541358947753906,6071600
2024-01-08 00:00:00+00:00,5.481667439595708,5.59110147068952,5.421975546145155,5.4916157722473145,5217100
2024-01-09 00:00:00+00:00,5.531410041366853,5.531410041366853,5.412027203457587,5.431924343109131,4270000
2024-01-10 00:00:00+00:00,5.4319245840695745,5.5015648131318375,5.322490073938945,5.461770057678223,4940700
2024-01-11 00:00:00+00:00,5.451821209169948,5.481667154342109,5.163312461508279,5.282695293426514,8109400
2024-01-12 00:00:00+00:00,5.561255377108392,5.78012388923171,5.531409433717169,5.571203708648682,9180700
2024-01-16 00:00:00+00:00,5.4219754563555345,5.451821402586553,5.004135529817829,5.0140838623046875,13448700
2024-01-17 00:00:00+00:00,4.97428926460372,4.98423807083782,4.665883387124512,4.6857805252075195,9428000
2024-01-18 00:00:00+00:00,4.6957288419431285,4.705677648145207,4.556448875810354,4.626089096069336,8010700
2024-01-19 00:00:00+00:00,4.725574801373534,4.725574801373534,4.516654614309362,4.6857805252075195,6803600
2024-01-22 00:00:00+00:00,4.5564490058057805,4.9444434454377255,4.516654728632514,4.8549065589904785,8114500
2024-01-23 00:00:00+00:00,4.934494648001786,5.004134863680357,4.775317554319522,4.914597511291504,5768500
2024-01-24 00:00:00+00:00,5.063826817627951,5.103621095322122,4.7454721216893745,4.785266399383545,7885100
2024-01-25 00:00:00+00:00,4.864855446215966,4.904649727930126,4.795215690408815,4.844958305358887,5907700
2024-01-26 00:00:00+00:00,4.844957907308716,4.91459813177965,4.79521529644538,4.835009574890137,4308000
2024-01-29 00:00:00+00:00,4.884752384263895,4.884752384263895,4.516655056498256,4.5663981437683105,20878200
2024-01-30 00:00:00+00:00,4.626089096069336,4.735523592366254,4.5465005439934645,4.626089096069336,8127200
2024-01-31 00:00:00+00:00,4.645986466225679,4.735523828977376,4.596243381500244,4.596243381500244,7931200
2024-02-01 00:00:00+00:00,4.655934931196493,4.904649413139611,4.645986598599086,4.88475227355957,9137600
2024-02-02 00:00:00+00:00,4.695729114668406,4.7952152849265355,4.596243418795495,4.775318145751953,7117900
2024-02-05 00:00:00+00:00,4.645986139402449,4.705677552242833,4.526603313721681,4.576345920562744,5206600
2024-02-06 00:00:00+00:00,4.616140621435772,4.745472265041302,4.586295149456173,4.7056779861450195,4319300
2024-02-07 00:00:00+00:00,4.685780835810666,4.765369393418328,4.645986557006836,4.645986557006836,6088600
2024-02-08 00:00:00+00:00,4.645986234088304,4.6957288419431285,4.596243151848289,4.626089096069336,3845500
2024-02-09 00:00:00+00:00,4.636037974763881,4.636037974763881,4.516655132567401,4.5564494132995605,4428200
2024-02-12 00:00:00+00:00,4.596243616622153,4.655935036715075,4.536552196529231,4.5663981437683105,4694300
2024-02-13 00:00:00+00:00,4.506706830423221,4.506706830423221,4.148557826997176,4.188352108001709,10600700
2024-02-14 00:00:00+00:00,4.238095048719804,4.307734800857631,4.158506015099778,4.267940521240234,5780900
2024-02-15 00:00:00+00:00,4.367425871697668,4.526603451847729,4.367425871697668,4.496757507324219,8011800
2024-02-16 00:00:00+00:00,4.486809420118857,4.606192255953693,4.437066334661731,4.526603698730469,6682100
2024-02-20 00:00:00+00:00,4.576346951611616,4.596244093707894,4.427118148696884,4.506707191467285,5786700
2024-02-21 00:00:00+00:00,4.476860431150819,4.486809237591607,4.377374738668952,4.427117347717285,5843100
2024-02-22 00:00:00+00:00,4.456963062286377,4.685780380360338,4.407219981423925,4.456963062286377,10161600
2024-02-23 00:00:00+00:00,4.437066047696546,4.645986234088304,4.267940137342724,4.626089096069336,7578000
2024-02-26 00:00:00+00:00,4.586294726562065,4.606191864175527,4.437065957268515,4.576345920562744,6561400
2024-02-27 00:00:00+00:00,4.6161407566531265,4.6459867038922065,4.546501003737336,4.5663981437683105,4169200
2024-02-28 00:00:00+00:00,4.526603673162683,4.526603673162683,4.347528946036682,4.407220363616943,5100200
2024-02-29 00:00:00+00:00,4.506706545630153,4.61614057428451,4.447014653510224,4.466911792755127,4828600
2024-03-01 00:00:00+00:00,4.506706665034193,4.745472342299068,4.41716929886725,4.6957292556762695,8393100
2024-03-04 00:00:00+00:00,4.795215242503016,4.9742894934899775,4.7554209645059125,4.964340686798096,10941800
2024-03-05 00:00:00+00:00,5.0638270041651605,5.083724143745201,4.825060854819449,4.88475227355957,9060600
2024-03-06 00:00:00+00:00,5.004135070435012,5.153363364735187,4.984237932902644,5.073774814605713,6765300
2024-03-07 00:00:00+00:00,5.173260793642196,5.302592432079552,5.073775100377001,5.282695293426514,7395000
2024-03-08 00:00:00+00:00,5.3423867093856305,5.382180986691709,5.173260793642196,5.282695293426514,8176300
2024-03-11 00:00:00+00:00,5.292643974808915,5.511512494817523,5.223003753977216,5.421975135803223,8787600
2024-03-12 00:00:00+00:00,5.2329525460226325,5.372232512921866,5.163312325380419,5.362283706665039,7534900
2024-03-13 00:00:00+00:00,5.357305361002885,5.576377113854644,5.287600474955389,5.456883430480957,9846700
2024-03-14 00:00:00+00:00,5.397136721869577,5.446925520423395,5.307516219716724,5.37722110748291,8866100
2024-03-15 00:00:00+00:00,5.387177832686594,5.636123210904283,5.357304653202822,5.616207599639893,10325100
2024-03-18 00:00:00+00:00,5.5962928188274,5.626166477569846,5.496714747728739,5.546504020690918,7563300
2024-03-19 00:00:00+00:00,5.476798927025787,5.476798927025787,5.217895477104606,5.23781156539917,6647700
2024-03-20 00:00:00+00:00,5.217894985493109,5.6361233037613845,5.178063762308095,5.556460857391357,9708800
2024-03-21 00:00:00+00:00,5.685913063061279,5.78549112965613,5.4070940017700195,5.4070940017700195,8951900
2024-03-22 00:00:00+00:00,5.36726242598166,5.466840486098773,5.277642409289081,5.3274312019348145,6609100
2024-03-25 00:00:00+00:00,5.367262716084413,5.526588095709042,5.277642694547835,5.297558307647705,6793500
2024-03-26 00:00:00+00:00,5.4469255338164135,5.486757237513388,5.227853775024414,5.227853775024414,5908200
2024-03-27 00:00:00+00:00,5.267684251887193,5.586334512192935,5.247768640294686,5.556460857391357,7286100
2024-03-28 00:00:00+00:00,5.636123778355168,5.904984794906458,5.546503756055188,5.855195999145508,8719700
2024-04-01 00:00:00+00:00,6.064310101473835,6.253508662625433,5.95477399242277,6.193761348724365,11796300
2024-04-02 00:00:00+00:00,6.243550739248389,6.4227912599353,6.173845854901751,6.4128336906433105,12234100
2024-04-03 00:00:00+00:00,6.492496080593426,7.50819330417374,6.462622423359149,7.478320121765137,24336500
2024-04-04 00:00:00+00:00,7.338910135116142,7.687433593363494,7.259247684639679,7.468361854553223,19209000
2024-04-05 00:00:00+00:00,7.38869919196865,7.846758743884406,7.328952355826461,7.757138252258301,15528200
2024-04-08 00:00:00+00:00,7.966253157242318,8.155451251880216,7.617729676578104,7.896548271179199,15870200
2024-04-09 00:00:00+00:00,8.095704651226386,8.304818828551472,7.966252927201204,8.035957336425781,15138900
2024-04-10 00:00:00+00:00,7.56794043626643,8.264987875354226,7.478320410751737,7.8766326904296875,13864000
2024-04-11 00:00:00+00:00,8.02600066584986,8.095705078755485,7.667518657417732,7.926422119140625,9153300
2024-04-12 00:00:00+00:00,8.31477707200947,8.404396621882364,7.3687842293246595,7.488277912139893,21925900
2024-04-15 00:00:00+00:00,7.557983088685695,7.79697046351217,7.309037669161931,7.458404541015625,10948700
2024-04-16 00:00:00+00:00,7.169627291505153,7.169627291505153,6.681694538046006,6.811146259307861,19135800
2024-04-17 00:00:00+00:00,6.880850667044502,7.089964839905755,6.741441376745555,6.811146259307861,9169500
2024-04-18 00:00:00+00:00,6.900766150047141,7.060091525072528,6.711567593647134,6.741441249847412,7097100
2024-04-19 00:00:00+00:00,6.711568134838136,6.960513548886892,6.691652520707263,6.701610565185547,10379500
2024-04-22 00:00:00+00:00,6.243550340032583,6.641863057583079,6.163887891487614,6.522369384765625,9964000
2024-04-23 00:00:00+00:00,6.432749169838306,6.860935086624977,6.392917943850042,6.79123067855835,8429900
2024-04-24 00:00:00+00:00,6.71156778371626,6.841019506207394,6.681694601495642,6.771315097808838,5679400
2024-04-25 00:00:00+00:00,6.761357298899051,6.980429525643074,6.621948002223746,6.910724639892578,9079300
2024-04-26 00:00:00+00:00,7.020261065238043,7.080007909325407,6.711568325214766,7.010303020477295,8119600
2024-04-29 00:00:00+00:00,7.010303105846618,7.119839225420203,6.761357681704832,6.821104526519775,6113300
2024-04-30 00:00:00+00:00,6.532327237179543,6.801188250110728,6.452664785174106,6.6418633460998535,6584400
2024-05-01 00:00:00+00:00,6.701610565185547,6.98042963784346,6.6020324945311835,6.701610565185547,7161500
2024-05-02 00:00:00+00:00,6.621947888248558,6.79123084013919,6.552243003697804,6.691652297973633,5528800
2024-05-03 00:00:00+00:00,6.781272829247996,6.900766510641851,6.58211669359157,6.671736717224121,5127200
2024-05-06 00:00:00+00:00,6.900766555031151,7.239332462650586,6.880850941337401,7.080007553100586,10028100
2024-05-07 00:00:00+00:00,7.050133669944851,7.388699566749485,7.050133669944851,7.219416618347168,9323300
2024-05-08 00:00:00+00:00,7.020260712019335,7.209458804697119,6.910724599290868,7.080007553100586,7658300
2024-05-09 00:00:00+00:00,7.1895432940843715,7.6276872764545045,7.1895432940843715,7.448446750640869,11504300
2024-05-10 00:00:00+00:00,7.567940514018054,7.607771742395068,7.229375072813438,7.25924825668335,9608600
2024-05-13 00:00:00+00:00,7.219417039849629,7.338910725171732,6.990387238902751,7.1098809242248535,5648700
2024-05-14 00:00:00+00:00,7.199501194940235,7.289121693473008,7.010302628496428,7.249290466308594,6736700
2024-05-15 00:00:00+00:00,7.408615080264202,7.548024369794187,7.129796026378567,7.428530693054199,8756600
