"('date', '')","('open', 'AG')","('high', 'AG')","('low', 'AG')","('close', 'AG')","('volume', 'AG')"
2024-05-16 00:00:00+00:00,7.312958411958979,7.4424791099975,7.243216132184073,7.4026265144348145,5071000
2024-05-17 00:00:00+00:00,7.661669039299235,7.9306743031592415,7.372737477193318,7.91074800491333,17777500
2024-05-20 00:00:00+00:00,8.010379518992726,8.060195502289817,7.721447956062623,7.950600624084473,12223800
2024-05-21 00:00:00+00:00,7.84100530089114,7.870894984189198,7.5122211600144935,7.611852645874023,10496100
2024-05-22 00:00:00+00:00,7.502258093812203,7.522184390572007,7.143584277055344,7.183436870574951,9185700
2024-05-23 00:00:00+00:00,7.163511313821007,7.283069106730403,6.9742112375075775,7.014063835144043,8457100
2024-05-24 00:00:00+00:00,7.103731658027305,7.233252824041134,7.024026471274299,7.143584251403809,5313500
2024-05-28 00:00:00+00:00,7.522184646807814,7.6317790451797665,7.322921197341673,7.581963539123535,6658900
2024-05-29 00:00:00+00:00,7.382699993468713,7.472368568314211,7.233253002166748,7.233253002166748,5088800
2024-05-30 00:00:00+00:00,7.193399906158447,7.432515946503095,7.133621014842384,7.193399906158447,5060200
2024-05-31 00:00:00+00:00,7.253179961730058,7.422553265678707,7.0838061827009655,7.133621692657471,4906200
2024-06-03 00:00:00+00:00,7.133621294965848,7.193400188629312,7.01406350763892,7.063879489898682,3844100
2024-06-04 00:00:00+00:00,6.894505450684608,6.934358044901712,6.595610518975929,6.625500202178955,8225800
2024-06-05 00:00:00+00:00,6.6753159828486615,6.735095351721346,6.4860163900466885,6.685279369354248,6902300
2024-06-06 00:00:00+00:00,6.715168893573731,6.914432357304854,6.655389996978526,6.824763774871826,6791400
2024-06-07 00:00:00+00:00,6.525869495067251,6.5457957945526895,6.246900827190657,6.306679725646973,8696500
2024-06-10 00:00:00+00:00,6.37642155259876,6.37642155259876,6.1173792028458625,6.346531867980957,5804800
2024-06-11 00:00:00+00:00,6.256863393778028,6.356494878136832,6.13730513746707,6.3166422843933105,5318800
2024-06-12 00:00:00+00:00,6.575684168225454,6.635463059063457,6.087489655508232,6.167194843292236,8443700
2024-06-13 00:00:00+00:00,6.12734290788233,6.246900702406755,5.938042829011768,6.067564010620117,5162800
2024-06-14 00:00:00+00:00,6.137305590100266,6.147268976811153,5.977895203369483,6.087490081787109,4484600
2024-06-17 00:00:00+00:00,6.067563382291182,6.117378887310805,5.938042214095448,6.017747402191162,3804600
2024-06-18 00:00:00+00:00,6.037673650693831,6.207047411576264,5.957968463238662,6.127342224121094,3701800
2024-06-20 00:00:00+00:00,6.217010937189498,6.376421802942353,6.147269128810535,6.366458415985107,6383000
2024-06-21 00:00:00+00:00,6.316642281867319,6.326605192759018,6.077526244421416,6.127342224121094,6541800
2024-06-24 00:00:00+00:00,6.167194892988642,6.2369371704018395,6.057600021362305,6.057600021362305,3188700
2024-06-25 00:00:00+00:00,6.027710481438251,6.027710481438251,5.888225934289994,5.918115615844727,3580000
2024-06-26 00:00:00+00:00,5.8682996382802965,5.9579682078641225,5.808520750251203,5.918115615844727,2991100
2024-06-27 00:00:00+00:00,5.997821408921362,6.057600303020594,5.918116216789052,5.928079128265381,2787000
2024-06-28 00:00:00+00:00,6.037673622062841,6.067563304756987,5.808520971675686,5.898189544677734,3173500
2024-07-01 00:00:00+00:00,5.908152840876413,5.9878585082327405,5.738779544830322,5.738779544830322,2782200
2024-07-02 00:00:00+00:00,5.7985581339284025,5.918115916051365,5.708889559795983,5.828447341918945,4804000
2024-07-03 00:00:00+00:00,6.037673700192373,6.336568630680077,6.027710789218994,6.207047462463379,4690700
2024-07-05 00:00:00+00:00,6.336568382239655,6.4860158416240585,6.246899811592937,6.376420974731445,6218800
2024-07-08 00:00:00+00:00,6.2867531842800135,6.615537350680073,6.2767902724608415,6.515905857086182,5394500
2024-07-09 00:00:00+00:00,6.535831784258508,6.555758081844524,6.2469002317210744,6.296716213226318,5146600
2024-07-10 00:00:00+00:00,6.386384432794273,6.565721589461591,6.346531836886072,6.495979309082031,5039500
2024-07-11 00:00:00+00:00,6.695242611343338,6.735095684252931,6.505943009195084,6.635463714599609,6271200
2024-07-12 00:00:00+00:00,6.515905056785032,6.655389130684668,6.476052464242279,6.565721035003662,4965100
2024-07-15 00:00:00+00:00,6.555757924554322,6.625500201972278,6.376421250582947,6.436200141906738,4293600
2024-07-16 00:00:00+00:00,6.505942419719315,6.824763173465543,6.416273845187991,6.814800262451172,6377700
2024-07-17 00:00:00+00:00,6.82476346286489,6.854653147336249,6.495979309082031,6.495979309082031,5186800
2024-07-18 00:00:00+00:00,6.615537383225549,6.615537383225549,6.0675639282231435,6.137305736541748,8066500
2024-07-19 00:00:00+00:00,5.918116308345439,6.19708448512431,5.898190010004091,6.087490081787109,4237700
2024-07-22 00:00:00+00:00,6.007784467724228,6.187121140238237,5.987858170778227,6.167194843292236,4068800
2024-07-23 00:00:00+00:00,6.157231178687788,6.236936837945808,6.07752599451014,6.107415676116943,3061100
2024-07-24 00:00:00+00:00,6.177157829866505,6.23693719651692,5.9081525802612305,5.9081525802612305,5285800
2024-07-25 00:00:00+00:00,5.669036965754996,5.918115916051365,5.649110668734502,5.828447341918945,6263700
2024-07-26 00:00:00+00:00,5.89818997607956,5.9380425725330355,5.76866880006555,5.818484783172607,3218100
2024-07-29 00:00:00+00:00,5.868299887315075,5.948005074736339,5.698926126504693,5.938042163848877,4098100
2024-07-30 00:00:00+00:00,5.9778948329360215,6.077526318468875,5.888226258416253,6.057600021362305,4023700
2024-07-31 00:00:00+00:00,6.187121492369066,6.2568637731895445,6.077526615388433,6.15723180770874,6029400
2024-08-01 00:00:00+00:00,5.728815773559566,5.7885946637522805,5.111100099821132,5.330289363861084,16500300
2024-08-02 00:00:00+00:00,5.40003233319886,5.409995245303126,4.862021777315917,5.041358470916748,11456900
2024-08-05 00:00:00+00:00,4.48342150038884,4.8819479509950465,4.4136792171316115,4.802242755889893,10079100
2024-08-06 00:00:00+00:00,4.812205409659658,5.071247754939427,4.742463605223114,4.971615791320801,5699200
2024-08-07 00:00:00+00:00,5.081210938757931,5.091174325686294,4.7922793689615295,4.802242755889893,5772900
2024-08-08 00:00:00+00:00,4.901873713387766,5.011468582205241,4.802242230408418,4.911836624145508,5017300
2024-08-09 00:00:00+00:00,4.981579203075268,5.011468887329102,4.901874011838929,5.011468887329102,3783400
2024-08-12 00:00:00+00:00,5.13102616852798,5.230657647754857,4.9915420976103535,5.160915374755859,7736100
2024-08-13 00:00:00+00:00,5.170878990013846,5.429920847515607,5.121063010646391,5.330289363861084,6992500
2024-08-14 00:00:00+00:00,5.300400281875788,5.360179173484713,5.200768320780512,5.340252876281738,6200500
2024-08-15 00:00:00+00:00,5.449847596681386,5.5395161769547485,5.310363507985378,5.479737281799316,6973200
2024-08-16 00:00:00+00:00,5.514640093224426,5.6043897860710725,5.424889924865084,5.5345845222473145,7671600
2024-08-19 00:00:00+00:00,5.5345842968837085,5.763945459063871,5.5146398686729405,5.753973007202148,7360800
2024-08-20 00:00:00+00:00,5.853695026840283,5.933472738028626,5.694139604463599,5.7440009117126465,6136900
2024-08-21 00:00:00+00:00,5.744001035527332,5.863667604889315,5.674195298976503,5.8337507247924805,4858800
2024-08-22 00:00:00+00:00,5.7340284522360685,5.773917307775828,5.61436188561679,5.664222717285156,4164300
2024-08-23 00:00:00+00:00,5.753973127458665,5.823778865411611,5.634306555693062,5.763945579528809,4958800
2024-08-26 00:00:00+00:00,5.883612030738875,5.903556458957813,5.744001033206308,5.7938618659973145,5190300
2024-08-27 00:00:00+00:00,5.704111935627496,5.783890127293868,5.664223077550657,5.7739176750183105,4096600
2024-08-28 00:00:00+00:00,5.584444753687587,5.624333607423647,5.434861314421037,5.524611473083496,6572800
2024-08-29 00:00:00+00:00,5.594417810068049,5.664223073901192,5.554528952016912,5.5744733810424805,5170800
2024-08-30 00:00:00+00:00,5.554528952016912,5.604389786824485,5.524612070722211,5.5744733810424805,4038200
2024-09-03 00:00:00+00:00,5.464778405799185,5.5345841403185085,5.185555943234557,5.265334129333496,7786700
2024-09-04 00:00:00+00:00,5.2354178418584425,5.414917710966154,5.195528982056729,5.275306701660156,7073400
2024-09-05 00:00:00+00:00,5.085834139847961,5.125722997767341,4.6969175373776535,4.856472969055176,16735700
2024-09-06 00:00:00+00:00,4.936250679276047,4.946223131500891,4.577250958410197,4.61713981628418,14683100
2024-09-09 00:00:00+00:00,4.657028552756538,4.766723146806769,4.587222815540449,4.6071672439575195,6605600
2024-09-10 00:00:00+00:00,4.696917535655336,4.786667703697379,4.607167367613293,4.776695251464844,7441000
2024-09-11 00:00:00+00:00,4.786667934136343,5.165612102474569,4.716862191686101,5.155640125274658,13647100
2024-09-12 00:00:00+00:00,5.2852789258206965,5.8536953911719865,5.235417615468301,5.7739176750183105,14922200
2024-09-13 00:00:00+00:00,5.963389763303557,6.182778474436217,5.923500906733982,6.112973213195801,15914100
2024-09-16 00:00:00+00:00,6.132917762220656,6.252584334285282,6.013251190156031,6.162834167480469,13968600
2024-09-17 00:00:00+00:00,6.112973690924682,6.282501582350318,6.063112378559713,6.073084831237793,11671600
2024-09-18 00:00:00+00:00,6.083056564363101,6.322390188395564,5.843723415843334,5.853695392608643,19438900
2024-09-19 00:00:00+00:00,6.112973691828197,6.152862551520981,5.93347334769795,6.033195972442627,14308500
2024-09-20 00:00:00+00:00,6.132917881675313,6.182778716583734,6.0331957363457756,6.172806739807129,15928900
2024-09-23 00:00:00+00:00,6.142890098841427,6.322390442971674,6.023223519763073,6.033195972442627,7091200
2024-09-24 00:00:00+00:00,6.162834406426376,6.521834612052126,6.053140282203744,6.462001323699951,12011100
2024-09-25 00:00:00+00:00,6.412139533458037,6.531806576738353,6.352306249574214,6.382223129272461,10601800
2024-09-26 00:00:00+00:00,6.511862872977969,6.581668140849315,6.462001559773244,6.521834850311279,10796000
2024-09-27 00:00:00+00:00,6.491917467029009,6.551750748573785,6.232639438155661,6.282500743865967,8326000
2024-09-30 00:00:00+00:00,6.132917511198267,6.192750794781583,5.9334727570745445,5.983334064483643,11344900
2024-10-01 00:00:00+00:00,6.07308459447759,6.242612479294154,5.99330687821396,6.172806739807129,12340100
2024-10-02 00:00:00+00:00,6.1728069743893395,6.412140132275494,6.1628345217210585,6.352306842803955,10698600
2024-10-03 00:00:00+00:00,6.252584458690733,6.342334627281274,6.182778719174458,6.332362174987793,7386800
2024-10-04 00:00:00+00:00,6.3423348656483896,6.731251484969748,6.332362412980109,6.352306842803955,12400400
2024-10-07 00:00:00+00:00,6.312417864470523,6.322390316951302,6.093029140533149,6.182778835296631,6576500
2024-10-08 00:00:00+00:00,6.103001118592078,6.2725290066939765,6.013251423812555,6.262557029724121,10309900
2024-10-09 00:00:00+00:00,6.162834405746226,6.242612599053026,6.093029140432748,6.222667694091797,7082200
2024-10-10 00:00:00+00:00,6.232640373469302,6.621556999630223,6.1927515131201165,6.561723709106445,10800000
2024-10-11 00:00:00+00:00,6.60161232974711,6.691362500030257,6.491918205526271,6.501890182495117,7223700
2024-10-14 00:00:00+00:00,6.4121396606868934,6.521834254406784,6.40216768426473,6.511862277984619,5012900
2024-10-15 00:00:00+00:00,6.462001558233481,6.6016125694556305,6.362279407360517,6.561723709106445,7547300
2024-10-16 00:00:00+00:00,6.701334723541829,6.840946210343645,6.481945991516113,6.481945991516113,7618500
2024-10-17 00:00:00+00:00,6.541779164770354,6.551751617439982,6.2326402647026296,6.312417984008789,9684000
2024-10-18 00:00:00+00:00,6.4719735130507985,7.349529388705636,6.432084652840372,7.27972412109375,19245900
2024-10-21 00:00:00+00:00,7.698556779787181,7.7783349718501045,7.389417890398709,7.568918228149414,16864900
2024-10-22 00:00:00+00:00,7.7583906646797285,7.987751841123688,7.658668041911541,7.898001670837402,15951700
2024-10-23 00:00:00+00:00,7.648695947259851,7.798279403597942,7.568918230682923,7.768362522125244,12199400
2024-10-24 00:00:00+00:00,7.868084548621614,7.927917835147659,7.529029258307361,7.798279285430908,12514700
2024-10-25 00:00:00+00:00,7.728473180490137,7.8182233437824635,7.5090844736243785,7.648695468902588,9485500
2024-10-28 00:00:00+00:00,7.558946129962417,7.748418453402367,7.558946129962417,7.638723850250244,7330900
2024-10-29 00:00:00+00:00,7.768362407681975,8.037612910431568,7.7384460021627035,7.917945861816406,9235500
2024-10-30 00:00:00+00:00,7.7484178508022055,7.788306707843933,7.509084708551839,7.66864013671875,9467700
2024-10-31 00:00:00+00:00,7.439279559074253,7.439279559074253,7.150085084903523,7.359501838684082,13918000
2024-11-01 00:00:00+00:00,7.4492515422710435,7.509085308123819,7.15008509057078,7.160057067871094,9330400
2024-11-04 00:00:00+00:00,7.249807495442643,7.249807495442643,6.920724149272571,6.980557441711426,7339200
2024-11-05 00:00:00+00:00,7.030418520129267,7.13014067084125,6.8409461960201385,6.880835056304932,7196000
2024-11-06 00:00:00+00:00,6.442056894039901,6.731251358822364,6.352306723758203,6.541779041290283,14078500
2024-11-07 00:00:00+00:00,6.8309735068829065,6.860890388817923,6.571695924001162,6.7412238121032715,10053200
2024-11-08 00:00:00+00:00,6.621556636311862,6.671417946768864,6.392195464132507,6.452028751373291,7863700
2024-11-11 00:00:00+00:00,6.142889622281986,6.272528643982625,5.963389767589881,6.192750930786133,13933500
2024-11-12 00:00:00+00:00,6.132917302247701,6.282500743865967,6.103000423718986,6.282500743865967,11439900
2024-11-13 00:00:00+00:00,6.362278929767533,6.412139763704783,6.112973333543219,6.162834167480469,9788300
2024-11-14 00:00:00+00:00,6.103001230631702,6.571696044636917,6.093029253478781,6.432084560394287,14944800
2024-11-15 00:00:00+00:00,6.4969542235663384,6.61671363000256,6.247455222216754,6.327294826507568,26871700
2024-11-18 00:00:00+00:00,6.63667387833084,6.776393193150402,6.546854080863177,6.59675407409668,9043200
2024-11-19 00:00:00+00:00,6.6266942252968875,6.656634318834858,6.437074901907459,6.64665412902832,7862600
2024-11-20 00:00:00+00:00,6.536874758993654,6.636674275552305,6.407135149526591,6.526894569396973,8375900
2024-11-21 00:00:00+00:00,6.576794446436889,6.596754349386919,6.367215227520759,6.42709493637085,7769100
2024-11-22 00:00:00+00:00,6.476994297168813,6.486974486340203,6.287375461728534,6.2973551750183105,9315700
2024-11-25 00:00:00+00:00,6.0877756821859,6.157635575538577,5.997956363168562,6.067815780639648,8714500
2024-11-26 00:00:00+00:00,6.077796043918301,6.157635651082812,6.007936149708557,6.127695560455322,6773300
2024-11-27 00:00:00+00:00,6.187575265828705,6.2873752506659395,6.107735658664195,6.127695560455322,8581700
2024-11-29 00:00:00+00:00,6.217515318991193,6.287375212779982,6.07779600729521,6.0977559089660645,5139300
2024-12-02 00:00:00+00:00,6.027895799181261,6.107735403003809,5.878196304073196,5.928096294403076,7648300
2024-12-03 00:00:00+00:00,5.987976032390028,6.367214628652976,5.987976032390028,6.327294826507568,11258100
2024-12-04 00:00:00+00:00,6.297355126422137,6.447054631666476,6.227495230406349,6.257435321807861,8191100
2024-12-05 00:00:00+00:00,6.237475333289956,6.297355039383748,6.087775830114677,6.187575340270996,6752400
2024-12-06 00:00:00+00:00,6.1975558781276066,6.1975558781276066,5.977996467541695,6.077796459197998,7471000
2024-12-09 00:00:00+00:00,6.407134619754244,6.836272743414077,6.33727472599872,6.476994037628174,11025000
2024-12-10 00:00:00+00:00,6.556834005416636,6.616713709352848,6.357234516414343,6.387174606323242,7364600
2024-12-11 00:00:00+00:00,6.467014555073768,6.766413566539306,6.417114561202308,6.666613578796387,10183700
2024-12-12 00:00:00+00:00,6.387174836465236,6.496954535577988,6.167615438239732,6.187575340270996,9610300
2024-12-13 00:00:00+00:00,6.087776101667108,6.117716193990319,5.948056781215917,6.017916679382324,8988000
2024-12-16 00:00:00+00:00,6.027895773011749,6.067815574749715,5.838276476815624,5.908136367797852,9280300
2024-12-17 00:00:00+00:00,5.778397180612195,5.878196691976163,5.728497186989408,5.858236789703369,9310200
2024-12-18 00:00:00+00:00,5.818317012939753,5.848257104432708,5.459038294432338,5.488978385925293,14105000
2024-12-19 00:00:00+00:00,5.4889783242944254,5.578798121883175,5.4091387157184725,5.439078330993652,7216300
2024-12-20 00:00:00+00:00,5.518918428322533,5.648657554620235,5.4290986305243045,5.449058532714844,13564000
2024-12-23 00:00:00+00:00,5.40913878884348,5.538878392474128,5.399158599695763,5.498958587646484,9379600
2024-12-24 00:00:00+00:00,5.538878001940082,5.578797803953069,5.449058209470072,5.568817615509033,5144000
2024-12-26 00:00:00+00:00,5.538878127004313,5.798356845947588,5.528897938334931,5.668617248535156,5208100
2024-12-27 00:00:00+00:00,5.548857663120249,5.58877746476358,5.449058159011923,5.528897762298584,8582600
2024-12-30 00:00:00+00:00,5.4390782567930565,5.528898053156474,5.339278747434593,5.3791985511779785,13619600
2024-12-31 00:00:00+00:00,5.3692189593727395,5.528898177950436,5.359238770270829,5.478998184204102,10343300
2025-01-02 00:00:00+00:00,5.5887779626843015,5.977996301324172,5.56881806008435,5.938076496124268,13726400
2025-01-03 00:00:00+00:00,5.928096585747729,5.977996102648414,5.718517377472687,5.778397083282471,12647000
2025-01-06 00:00:00+00:00,5.848256965980711,5.968016377354121,5.688577274934565,5.7684173583984375,11555900
2025-01-07 00:00:00+00:00,5.898156667000053,6.147655686428233,5.848257148643385,5.918116569519043,17359400
2025-01-08 00:00:00+00:00,5.938076411589057,5.977996216220657,5.728497199332351,5.8682169914245605,14409900
2025-01-10 00:00:00+00:00,6.037876360875807,6.037876360875807,5.788377345564933,5.8382768630981445,14494800
2025-01-13 00:00:00+00:00,5.738477466738677,5.738477466738677,5.528898251622039,5.538878440856934,12186300
