"('date', '')","('open', 'ATHM')","('high', 'ATHM')","('low', 'ATHM')","('close', 'ATHM')","('volume', 'ATHM')"
2024-01-02 00:00:00+00:00,25.874611461690307,26.11809336927649,25.425107225917845,25.902706146240234,379200
2024-01-03 00:00:00+00:00,25.397012487710995,25.79032911206175,25.031788759703986,25.284635543823242,479200
2024-01-04 00:00:00+00:00,25.275272148554386,25.593671424585686,25.265907253827464,25.574941635131836,334200
2024-01-05 00:00:00+00:00,25.659223207300823,25.79032994375968,25.322095937107584,25.331459045410156,221300
2024-01-08 00:00:00+00:00,25.31273104263402,25.574940943209768,25.144166514451907,25.331459045410156,316900
2024-01-09 00:00:00+00:00,24.994333428798235,25.18162597214743,24.77894441399856,24.900686264038086,271700
2024-01-10 00:00:00+00:00,24.807038689332128,24.956873436003846,24.039135166096788,24.048500061035156,512500
2024-01-11 00:00:00+00:00,24.067229070963258,24.469908823236914,23.78628759042997,24.3200740814209,431400
2024-01-12 00:00:00+00:00,24.376263449230166,24.778943201503818,24.3200740814209,24.3200740814209,287600
2024-01-16 00:00:00+00:00,23.87993329305248,24.11405028612162,22.93410042671264,23.102664947509766,572900
2024-01-17 00:00:00+00:00,22.68125570154017,23.233771998161824,22.68125570154017,23.112031936645508,617400
2024-01-18 00:00:00+00:00,23.20567781546045,23.36487744781587,22.924736342154493,23.14948844909668,505700
2024-01-19 00:00:00+00:00,23.074571121862515,23.74882923007991,22.84981901451371,23.664546966552734,478200
2024-01-22 00:00:00+00:00,23.102665113562338,23.299322531791876,22.63443112405858,22.699983596801758,459800
2024-01-23 00:00:00+00:00,23.374240556038863,23.711369609537627,23.1120306576918,23.14948844909668,439600
2024-01-24 00:00:00+00:00,23.655181769986367,23.79565161201373,22.90600630222217,23.130760192871094,641400
2024-01-25 00:00:00+00:00,23.33678192874664,23.580263815755607,22.793630576548455,23.411699295043945,685000
2024-01-26 00:00:00+00:00,23.261866144390194,23.711370372742895,23.093301612215175,23.598995208740234,360600
2024-01-29 00:00:00+00:00,23.514713634534175,23.514713634534175,23.027749813071797,23.430431365966797,282900
2024-01-30 00:00:00+00:00,23.1588522911116,23.486616435322222,23.055842029800925,23.2993221282959,448200
2024-01-31 00:00:00+00:00,23.037114030213843,23.739465056829076,22.85918460334343,23.598995208740234,601700
2024-02-01 00:00:00+00:00,23.748829411914432,24.029769101708734,23.24313582687951,23.261865615844727,362600
2024-02-02 00:00:00+00:00,23.430431690980843,23.645818919786947,22.503328510050522,22.512693405151367,529200
2024-02-05 00:00:00+00:00,22.54078464844122,23.00901865206043,22.29730275221872,22.53141975402832,607400
2024-02-06 00:00:00+00:00,23.37424173866357,25.425107274260068,23.35551373509907,25.181625366210938,924700
2024-02-07 00:00:00+00:00,24.67593299352715,24.984967372553808,24.2638865594346,24.526098251342773,638200
2024-02-08 00:00:00+00:00,24.29198051219572,24.469908146826985,23.580264615157766,23.76755714416504,717700
2024-02-09 00:00:00+00:00,23.776922540840303,24.00167465209961,23.486617953735074,24.00167465209961,235100
2024-02-12 00:00:00+00:00,24.07659315183365,24.863226471223815,24.07659315183365,24.78830909729004,230400
2024-02-13 00:00:00+00:00,24.45118227263585,24.619746813735027,24.1889705657959,24.1889705657959,220400
2024-02-14 00:00:00+00:00,24.479273072939804,25.01305954986757,24.366897912623944,25.00369644165039,206400
2024-02-15 00:00:00+00:00,25.013060830933,25.340825006621095,24.891320769993964,25.181625366210938,131100
2024-02-16 00:00:00+00:00,25.378283736449436,25.68731811205577,25.284636577077908,25.443836212158203,484100
2024-02-20 00:00:00+00:00,25.3408234845301,25.3408234845301,24.760214326970317,24.891319274902344,500800
2024-02-21 00:00:00+00:00,25.20971883552144,25.69668262814448,25.01305962512057,25.425106048583984,456000
2024-02-22 00:00:00+00:00,25.528118760882137,25.57494144800313,25.125437221425923,25.565576553344727,300300
