"('date', '')","('open', 'BLW')","('high', 'BLW')","('low', 'BLW')","('close', 'BLW')","('volume', 'BLW')"
2024-01-02 00:00:00+00:00,11.807029911277814,11.866277206039934,11.79010268932639,11.840885162353516,86500
2024-01-03 00:00:00+00:00,11.781639439633437,11.832421915957383,11.781639439633437,11.80703067779541,48100
2024-01-04 00:00:00+00:00,11.790102314474746,11.815493550181024,11.764710271595636,11.773174285888672,79000
2024-01-05 00:00:00+00:00,11.756247623539851,11.933987896281849,11.756247623539851,11.874740600585938,121600
2024-01-08 00:00:00+00:00,11.832421147791376,11.883204427991357,11.815493925839954,11.840885162353516,94100
2024-01-09 00:00:00+00:00,11.815494320589057,11.874740810157714,11.722392578813613,11.739319801330566,137800
2024-01-10 00:00:00+00:00,11.722389762762177,11.832418700622492,11.722389762762177,11.781636238098145,75000
2024-01-11 00:00:00+00:00,11.737280594245803,11.779930758392537,11.68610023457288,11.754340171813965,75100
2024-01-12 00:00:00+00:00,11.728749337697383,11.788459074010735,11.728749337697383,11.77139949798584,58300
2024-01-16 00:00:00+00:00,11.77993388212148,11.831113441881659,11.728753508876865,11.737283706665039,57800
2024-01-17 00:00:00+00:00,11.728752517586726,11.822582244873047,11.711692123452284,11.822582244873047,80000
2024-01-18 00:00:00+00:00,11.822583783073323,11.822583783073323,11.686103866178282,11.728754043579102,71000
2024-01-19 00:00:00+00:00,11.694631553120274,11.711691132326647,11.524031693635065,11.566681861877441,117600
2024-01-22 00:00:00+00:00,11.60080091098172,11.703160818530565,11.56668094179877,11.69463062286377,62300
2024-01-23 00:00:00+00:00,11.711693113300514,11.771403684333304,11.711693113300514,11.737283706665039,69100
2024-01-24 00:00:00+00:00,11.737283081819395,11.814053230857166,11.737283081819395,11.78846263885498,79100
2024-01-25 00:00:00+00:00,11.779932354834317,11.856701684521319,11.779932354834317,11.831111907958984,70400
2024-01-26 00:00:00+00:00,11.831112656996334,11.916413002250321,11.814053076036165,11.890822410583496,68200
2024-01-29 00:00:00+00:00,11.941999796285328,12.01023973004251,11.882290057618839,11.907879829406738,79600
2024-01-30 00:00:00+00:00,11.916414422563905,11.967593985028868,11.87376424485345,11.942004203796387,87200
2024-01-31 00:00:00+00:00,11.976121849085306,11.976121849085306,11.890821510289694,11.9334716796875,93700
2024-02-01 00:00:00+00:00,12.010242410869182,12.010242410869182,11.933472264885314,11.967592239379883,116400
2024-02-02 00:00:00+00:00,11.959060549919638,11.993180517835183,11.839640255473126,11.873760223388672,84400
2024-02-05 00:00:00+00:00,11.839642270771625,11.899352021416345,11.78846190344448,11.856701850891113,70600
2024-02-06 00:00:00+00:00,11.873762244494943,11.907882218218258,11.84817246757354,11.856701850891113,106300
2024-02-07 00:00:00+00:00,11.89934999595428,11.907880191304217,11.865230028038734,11.873760223388672,52100
2024-02-08 00:00:00+00:00,11.907882588576514,11.907882588576514,11.814052861290193,11.822582244873047,74300
2024-02-09 00:00:00+00:00,11.873759862528146,11.933469601194636,11.839639895649556,11.907879829406738,99900
2024-02-12 00:00:00+00:00,11.942003458147596,11.959063853560332,11.865233305759139,11.882293701171875,97500
2024-02-13 00:00:00+00:00,11.839641770215035,11.865231546054552,11.754341432770904,11.779932022094727,134500
2024-02-14 00:00:00+00:00,11.812601193825364,11.907171307566685,11.812601193825364,11.898573875427246,88600
2024-02-15 00:00:00+00:00,11.941559542403013,11.984545060882159,11.872781728960927,11.95875358581543,56900
2024-02-16 00:00:00+00:00,11.993142917515941,12.001740349474906,11.915767669677734,11.915767669677734,63600
2024-02-20 00:00:00+00:00,11.82119820558183,11.975948699003512,11.82119820558183,11.941559791564941,56300
2024-02-21 00:00:00+00:00,11.958756906260472,12.044729606882195,11.958756906260472,12.010340690612793,75300
2024-02-22 00:00:00+00:00,12.053327040923655,12.070521089110137,11.993145822529874,12.010340690612793,41400
2024-02-23 00:00:00+00:00,11.993142434720227,12.06192024783075,11.967350959777832,11.967350959777832,94700
2024-02-26 00:00:00+00:00,12.001741468099645,12.010338900859937,11.915768780289374,11.993144035339355,77200
2024-02-27 00:00:00+00:00,11.993144035339355,12.070519290389338,11.993144035339355,11.993144035339355,85400
2024-02-28 00:00:00+00:00,12.001740148292015,12.053323919284875,11.993142716477166,12.027531623840332,65600
2024-02-29 00:00:00+00:00,12.104906446135951,12.1736842584518,12.061920108464498,12.070517539978027,134900
2024-03-01 00:00:00+00:00,12.113503151230875,12.156489486324539,12.087711678133136,12.139294624328613,81500
2024-03-04 00:00:00+00:00,12.096308175728543,12.18228084510914,12.087711564707396,12.156489372253418,81000
2024-03-05 00:00:00+00:00,12.190881576550334,12.208075623143836,12.096311450648809,12.113506317138672,138400
2024-03-06 00:00:00+00:00,12.147894391551521,12.147894391551521,12.087714002784475,12.09631061553955,103700
2024-03-07 00:00:00+00:00,12.165085983274565,12.190878276026428,12.139294510418843,12.156489372253418,70400
2024-03-08 00:00:00+00:00,12.122102428613466,12.17368538266583,12.122102428613466,12.147893905639648,78200
2024-03-11 00:00:00+00:00,12.14789194133613,12.199474887047577,12.130697079501555,12.156489372253418,83500
2024-03-12 00:00:00+00:00,12.156491498053784,12.242463362572105,12.13929663321235,12.225269317626953,100000
2024-03-13 00:00:00+00:00,12.208074511202694,12.259658286077547,12.208074511202694,12.21667194366455,65900
2024-03-14 00:00:00+00:00,12.206274968873036,12.240927241962813,12.145633697509766,12.145633697509766,53200
2024-03-15 00:00:00+00:00,12.136972526195677,12.188950531751159,12.12830924987793,12.12830924987793,43900
2024-03-18 00:00:00+00:00,12.13697123495344,12.188949234979027,12.05034013334358,12.084992408752441,67100
2024-03-19 00:00:00+00:00,12.059002892214863,12.119644165039062,12.059002892214863,12.119644165039062,59900
2024-03-20 00:00:00+00:00,12.084991891114466,12.145633990114044,12.067666167239858,12.119644165039062,69600
2024-03-21 00:00:00+00:00,12.162959518501431,12.171622793387185,12.119643970248022,12.136970520019531,77400
2024-03-22 00:00:00+00:00,12.171622989013647,12.206275262938243,12.084991891114466,12.119644165039062,103800
2024-03-25 00:00:00+00:00,12.119645973560182,12.180288081608914,12.119645973560182,12.12830924987793,83900
2024-03-26 00:00:00+00:00,12.180287321263284,12.34488543014806,12.067667214689301,12.110981941223145,217500
2024-03-27 00:00:00+00:00,12.180288517807277,12.223603248596191,12.119646407586842,12.223603248596191,120700
2024-03-28 00:00:00+00:00,12.266917938349975,12.275581214365518,12.128308826803156,12.154297828674316,282200
2024-04-01 00:00:00+00:00,12.18028765672095,12.197613382576565,12.145635378834246,12.154297828674316,103600
2024-04-02 00:00:00+00:00,12.119645217000093,12.14563504433094,12.0763296642908,12.110981941223145,80700
2024-04-03 00:00:00+00:00,12.10231695285365,12.136969222516802,12.067664683190499,12.093653678894043,56100
2024-04-04 00:00:00+00:00,12.110981054987434,12.15429660452706,11.981035232543945,11.981035232543945,87300
2024-04-05 00:00:00+00:00,12.024354409315068,12.033017687071409,11.946386561859267,11.99836540222168,78200
2024-04-08 00:00:00+00:00,11.96371311737195,12.033017687071409,11.955049839615608,11.99836540222168,90400
2024-04-09 00:00:00+00:00,12.015688364817638,12.033014916340697,11.963710362599356,11.989699363708496,123900
2024-04-10 00:00:00+00:00,11.963710125536688,11.998362401720719,11.911731298172924,11.93772029876709,96600
2024-04-11 00:00:00+00:00,11.972373196999134,11.972373196999134,11.86841636304576,11.894405364990234,120200
