"('date', '')","('open', 'AEO')","('high', 'AEO')","('low', 'AEO')","('close', 'AEO')","('volume', 'AEO')"
2025-09-26 00:00:00+00:00,17.809999465942383,18.334999084472656,17.770000457763672,17.950000762939453,6854266
