"('date', '')","('open', 'ANDE')","('high', 'ANDE')","('low', 'ANDE')","('close', 'ANDE')","('volume', 'ANDE')"
2024-01-02 00:00:00+00:00,55.605178720551095,56.87225480959639,55.039869451691914,56.18023681640625,395500
2024-01-03 00:00:00+00:00,56.14124488218872,56.28744753184423,54.19189604991706,54.952144622802734,304300
2024-01-04 00:00:00+00:00,55.16657448271351,55.16657448271351,54.40632957256248,54.72797393798828,203700
2024-01-05 00:00:00+00:00,54.66949795664419,55.03987534228037,53.334194808069974,53.538875579833984,279300
2024-01-08 00:00:00+00:00,53.792281493628586,53.792281493628586,52.79811310962902,53.76304244995117,177300
2024-01-09 00:00:00+00:00,53.10026465277963,53.10026465277963,50.90724709638025,52.018375396728516,186300
2024-01-10 00:00:00+00:00,52.02812748840311,52.60318561022385,51.41408149301424,52.340023040771484,155600
2024-01-11 00:00:00+00:00,52.291287294526896,52.33027144794663,50.8292755757769,51.17041015625,284400
2024-01-12 00:00:00+00:00,51.901416015625,51.901416015625,50.712311961253484,51.17041015625,196500
2024-01-16 00:00:00+00:00,51.092436237845995,51.482307530670965,50.42966098898468,50.731807708740234,203600
2024-01-17 00:00:00+00:00,50.176241424979374,51.043701111074476,50.00079972238845,50.34193801879883,218100
2024-01-18 00:00:00+00:00,50.488138473911846,50.71231316326312,50.05928303142527,50.70256805419922,168000
2024-01-19 00:00:00+00:00,50.90724789668265,51.67724163204225,50.010549155318124,51.47256088256836,181500
2024-01-22 00:00:00+00:00,51.23863790649926,52.232806337604686,50.848766621250334,51.150917053222656,233400
2024-01-23 00:00:00+00:00,51.81369616327666,52.24255160387102,50.47839314212463,50.75130081176758,172400
2024-01-24 00:00:00+00:00,51.27762550597837,51.60901498125139,50.10801537453902,50.497886657714844,109200
2024-01-25 00:00:00+00:00,51.150917207211094,51.38484072268229,49.73763844153929,50.75130081176758,152300
2024-01-26 00:00:00+00:00,51.15091599802049,51.58952025535544,50.41016503303439,51.21914291381836,129700
2024-01-29 00:00:00+00:00,51.37508773803711,51.560278257240945,50.60509405461276,51.37508773803711,129400
2024-01-30 00:00:00+00:00,51.28737101386696,53.03203925661342,51.11192930688194,52.95406723022461,135900
2024-01-31 00:00:00+00:00,52.856593301228614,52.97355319045514,51.29711571791537,51.37508773803711,160900
2024-02-01 00:00:00+00:00,51.6967356051709,52.18407284793891,50.7025671837536,51.64800262451172,160600
2024-02-02 00:00:00+00:00,51.47255607602409,51.74546371650497,50.85851016685437,50.96572494506836,130300
2024-02-05 00:00:00+00:00,50.45889712122941,50.67332669171127,49.5329556427981,49.96181106567383,134600
2024-02-06 00:00:00+00:00,49.61093247017439,50.361428547114706,49.56219577175212,50.069026947021484,136500
2024-02-07 00:00:00+00:00,50.059280826093406,50.62459007909917,49.610931467142635,50.31269454956055,156400
2024-02-08 00:00:00+00:00,50.10801629988894,51.0924359168595,49.84485373659862,51.00471878051758,155700
2024-02-09 00:00:00+00:00,50.88775468142436,51.17041117836985,50.17624274359094,50.92674255371094,157600
2024-02-12 00:00:00+00:00,50.88775204263889,53.02229146354071,50.868258107506456,52.661659240722656,167800
2024-02-13 00:00:00+00:00,51.36534560039273,51.74546805092828,49.883839951522006,50.2932014465332,228800
2024-02-14 00:00:00+00:00,50.95597344261896,51.50179241300018,50.11775291306792,51.4238166809082,129100
2024-02-15 00:00:00+00:00,51.50179960384666,53.314694729144406,51.433572687783894,53.19773483276367,177900
2024-02-16 00:00:00+00:00,53.217226425769375,53.314696107012395,52.34976671219143,52.856597900390625,154300
2024-02-20 00:00:00+00:00,52.067101787213026,53.100257932654706,51.784449052573024,51.95014190673828,185800
2024-02-21 00:00:00+00:00,53.11001400575042,55.13733498901129,49.17232821757595,54.825439453125,249900
2024-02-22 00:00:00+00:00,54.630500102520976,54.84492966315922,50.000796640983815,50.7220573425293,322600
2024-02-23 00:00:00+00:00,51.170409143818496,52.04761764494773,50.52712414901973,51.41407775878906,199300
2024-02-26 00:00:00+00:00,51.01445951032195,51.6382505469033,50.731803034968564,51.50179672241211,169600
2024-02-27 00:00:00+00:00,51.940400158837505,52.84684765684452,51.501795931078014,52.79811096191406,186200
2024-02-28 00:00:00+00:00,52.622672751452754,53.65582524097129,52.417988300696706,53.246463775634766,158900
2024-02-29 00:00:00+00:00,53.75329606978526,54.162657543936646,53.27570396518743,53.880001068115234,140000
2024-03-01 00:00:00+00:00,54.00670983234332,54.54278002338712,52.8078607337257,54.055442810058594,156200
2024-03-04 00:00:00+00:00,54.00670862159562,54.133417335285024,52.632417859542194,53.246463775634766,143700
2024-03-05 00:00:00+00:00,53.13925884501008,53.62659613773605,51.98914253672972,52.008636474609375,142600
2024-03-06 00:00:00+00:00,52.63241788503096,52.856592552074446,51.33609914132862,51.74546432495117,178700
2024-03-07 00:00:00+00:00,52.184068928324265,53.33418503231705,51.8526794794096,52.573936462402344,175100
2024-03-08 00:00:00+00:00,53.568104228086824,54.26987098713816,53.119754895620815,53.470638275146484,203100
2024-03-11 00:00:00+00:00,53.11976046261452,53.324441216092616,52.164579894961946,52.856597900390625,162700
2024-03-12 00:00:00+00:00,52.95406287740844,53.119755743669835,52.427737799717235,52.700645446777344,194100
2024-03-13 00:00:00+00:00,52.59343137002379,53.35367995400636,52.115842981275335,53.08076858520508,200500
2024-03-14 00:00:00+00:00,53.226974684610624,53.226974684610624,51.61876028310999,51.90141677856445,161800
2024-03-15 00:00:00+00:00,51.64800330347741,52.56419599341383,51.64800330347741,52.02812576293945,990500
2024-03-18 00:00:00+00:00,51.881920081735345,52.33026943254353,51.3945828609209,51.833187103271484,202700
2024-03-19 00:00:00+00:00,51.85268898361375,53.88001019944066,51.85268898361375,53.538875579833984,189600
2024-03-20 00:00:00+00:00,53.499879640101646,54.757210565292894,53.0125424180667,54.56227493286133,122800
2024-03-21 00:00:00+00:00,54.82543888293763,55.2835370731699,54.27961984176914,54.971641540527344,158300
2024-03-22 00:00:00+00:00,54.92290559941947,54.92290559941947,54.3965842046377,54.60126495361328,83700
2024-03-25 00:00:00+00:00,54.94239706417212,55.634418741341996,53.65582710263543,55.186065673828125,100100
2024-03-26 00:00:00+00:00,55.67340803707757,55.67340803707757,54.71822744514278,55.06911087036133,112600
2024-03-27 00:00:00+00:00,55.68315273038589,56.15099602324692,55.56618911860465,55.86833953857422,122200
2024-03-28 00:00:00+00:00,56.22038756881668,56.54309788078218,55.77054341297978,56.10303497314453,144300
2024-04-01 00:00:00+00:00,56.06392599997735,56.06392599997735,54.929539860171325,55.17401885986328,131200
2024-04-02 00:00:00+00:00,54.870868337699,55.16424239685242,54.33301527417549,54.968658447265625,168000
2024-04-03 00:00:00+00:00,54.929535809660074,55.00777087441011,54.3330102279805,54.90998077392578,116800
2024-04-04 00:00:00+00:00,55.51629243749215,56.807141274630744,54.8024141965332,55.79010772705078,234900
2024-04-05 00:00:00+00:00,55.92701453099925,56.23994735163393,55.14468247941256,56.17149353027344,109800
2024-04-08 00:00:00+00:00,56.445306148429516,56.96360037440011,56.01502077098701,56.77779769897461,102100
2024-04-09 00:00:00+00:00,57.08095217207651,57.46233879045969,55.711872099174144,56.073699951171875,103800
2024-04-10 00:00:00+00:00,55.20335320927663,56.04436147875036,54.6655002112618,56.03458023071289,173500
2024-04-11 00:00:00+00:00,56.425752881698216,57.198307402433905,55.7020934139495,57.18852615356445,174000
2024-04-12 00:00:00+00:00,57.16896923125274,57.462343289095806,55.52607003078732,56.23994827270508,231100
2024-04-15 00:00:00+00:00,56.5822150452143,56.8853665892657,55.20335376387311,56.112815856933594,153800
2024-04-16 00:00:00+00:00,55.88790096261479,56.02480860591478,55.056670123295135,55.98569107055664,115100
2024-04-17 00:00:00+00:00,56.16171302077463,56.826696161822596,55.369599762347505,55.42827606201172,143400
2024-04-18 00:00:00+00:00,55.46738987526795,56.249721832724916,54.949091922459615,55.154457092285156,141000
2024-04-19 00:00:00+00:00,54.87086522556191,57.06139489142274,54.87086522556191,56.94404602050781,175000
2024-04-22 00:00:00+00:00,57.208084647322345,58.85098378691249,56.67023160613051,57.64814758300781,238500
2024-04-23 00:00:00+00:00,57.64814839514536,60.10271589028744,57.33521557657235,59.075904846191406,299600
2024-04-24 00:00:00+00:00,58.792303356342615,58.792303356342615,55.633635420517145,56.112815856933594,287100
2024-04-25 00:00:00+00:00,55.64342203560729,55.74121214367795,54.24500185356645,55.35004425048828,183200
2024-04-26 00:00:00+00:00,55.34026542719467,56.12259746467673,54.71439979720903,55.6531982421875,152500
2024-04-29 00:00:00+00:00,55.917232626686456,56.50398068674286,55.73142994477434,56.005245208740234,100200
2024-04-30 00:00:00+00:00,55.809665766261794,55.809665766261794,53.51156466072039,53.72670364379883,208800
2024-05-01 00:00:00+00:00,53.44310623588511,54.499253484031165,53.29641735648416,53.74625778198242,121300
2024-05-02 00:00:00+00:00,54.41124685474693,55.095788816080876,54.186326617392865,54.78285598754883,108000
2024-05-03 00:00:00+00:00,55.262027740478516,55.49672920583212,54.47969574005523,55.262027740478516,106700
2024-05-06 00:00:00+00:00,55.74120782142519,56.122594435962434,55.0762246928386,55.27180862426758,128800
2024-05-07 00:00:00+00:00,55.20335517237621,55.88789707167146,54.83174607325252,54.90019989013672,196200
2024-05-08 00:00:00+00:00,50.98853860690784,52.905253032646385,47.47782008903662,50.313777923583984,376500
