"('date', '')","('open', 'ACR')","('high', 'ACR')","('low', 'ACR')","('close', 'ACR')","('volume', 'ACR')"
2024-01-02 00:00:00+00:00,9.579999923706055,9.979999542236328,9.430000305175781,9.829999923706055,36200
2024-01-03 00:00:00+00:00,9.880000114440918,9.989999771118164,9.859999656677246,9.970000267028809,31000
2024-01-04 00:00:00+00:00,9.970000267028809,9.970000267028809,9.819999694824219,9.890000343322754,10000
2024-01-05 00:00:00+00:00,9.850000381469727,9.859999656677246,9.40999984741211,9.40999984741211,25000
2024-01-08 00:00:00+00:00,9.550000190734863,10.119999885559082,9.420000076293945,10.010000228881836,36000
2024-01-09 00:00:00+00:00,9.869999885559082,10.020000457763672,9.680000305175781,9.699999809265137,20400
2024-01-10 00:00:00+00:00,9.649999618530273,9.920000076293945,9.649999618530273,9.899999618530273,26300
2024-01-11 00:00:00+00:00,9.960000038146973,9.989999771118164,9.899999618530273,9.949999809265137,12100
2024-01-12 00:00:00+00:00,9.9399995803833,9.979999542236328,9.6899995803833,9.8100004196167,35900
2024-01-16 00:00:00+00:00,9.699999809265137,9.850000381469727,9.649999618530273,9.65999984741211,29300
2024-01-17 00:00:00+00:00,9.65999984741211,9.9399995803833,9.649999618530273,9.779999732971191,51200
2024-01-18 00:00:00+00:00,9.819999694824219,9.859999656677246,9.550000190734863,9.729999542236328,14700
2024-01-19 00:00:00+00:00,9.770000457763672,9.84000015258789,9.75,9.819999694824219,19300
2024-01-22 00:00:00+00:00,9.800000190734863,10.069999694824219,9.710000038146973,9.960000038146973,40700
2024-01-23 00:00:00+00:00,9.90999984741211,10.0,9.819999694824219,9.819999694824219,27500
2024-01-24 00:00:00+00:00,9.859999656677246,9.930000305175781,9.5600004196167,9.5600004196167,41900
2024-01-25 00:00:00+00:00,9.59000015258789,9.84000015258789,9.59000015258789,9.75,9100
2024-01-26 00:00:00+00:00,9.770000457763672,9.949999809265137,9.670000076293945,9.760000228881836,52200
2024-01-29 00:00:00+00:00,9.819999694824219,9.949999809265137,9.819999694824219,9.899999618530273,67800
2024-01-30 00:00:00+00:00,9.930000305175781,10.0,9.84000015258789,10.0,29100
2024-01-31 00:00:00+00:00,9.970000267028809,10.039999961853027,9.960000038146973,9.989999771118164,30300
2024-02-01 00:00:00+00:00,9.920000076293945,10.039999961853027,9.920000076293945,10.029999732971191,18500
2024-02-02 00:00:00+00:00,10.0,10.119999885559082,9.930000305175781,10.119999885559082,14500
2024-02-05 00:00:00+00:00,10.100000381469727,10.100000381469727,9.930000305175781,10.010000228881836,21400
2024-02-06 00:00:00+00:00,9.979999542236328,10.079999923706055,9.9399995803833,10.0600004196167,15100
2024-02-07 00:00:00+00:00,10.0,10.0,9.84000015258789,9.930000305175781,22400
2024-02-08 00:00:00+00:00,9.850000381469727,9.880000114440918,9.819999694824219,9.859999656677246,11700
2024-02-09 00:00:00+00:00,9.869999885559082,9.890000343322754,9.699999809265137,9.829999923706055,15900
2024-02-12 00:00:00+00:00,9.779999732971191,9.880000114440918,9.739999771118164,9.739999771118164,14600
2024-02-13 00:00:00+00:00,9.699999809265137,9.84000015258789,9.630000114440918,9.630000114440918,16500
2024-02-14 00:00:00+00:00,9.59000015258789,9.90999984741211,9.470000267028809,9.899999618530273,20700
2024-02-15 00:00:00+00:00,9.890000343322754,10.09000015258789,9.859999656677246,10.039999961853027,62800
2024-02-16 00:00:00+00:00,9.970000267028809,10.109999656677246,9.970000267028809,10.069999694824219,40600
2024-02-20 00:00:00+00:00,10.029999732971191,10.25,10.020000457763672,10.239999771118164,26100
2024-02-21 00:00:00+00:00,10.399999618530273,10.630000114440918,10.239999771118164,10.430000305175781,55500
2024-02-22 00:00:00+00:00,10.369999885559082,10.59000015258789,10.350000381469727,10.430000305175781,19500
2024-02-23 00:00:00+00:00,10.520000457763672,10.680000305175781,10.420000076293945,10.670000076293945,23400
2024-02-26 00:00:00+00:00,10.600000381469727,10.640000343322754,10.34000015258789,10.569999694824219,20800
2024-02-27 00:00:00+00:00,10.569999694824219,10.59000015258789,10.380000114440918,10.550000190734863,37600
2024-02-28 00:00:00+00:00,10.619999885559082,10.930000305175781,10.40999984741211,10.930000305175781,97500
2024-02-29 00:00:00+00:00,10.800000190734863,11.100000381469727,10.800000190734863,11.050000190734863,82900
2024-03-01 00:00:00+00:00,11.050000190734863,11.210000038146973,10.850000381469727,11.039999961853027,42200
2024-03-04 00:00:00+00:00,11.039999961853027,11.239999771118164,10.800000190734863,10.890000343322754,43500
2024-03-05 00:00:00+00:00,10.920000076293945,11.0,10.819999694824219,10.970000267028809,17900
2024-03-06 00:00:00+00:00,10.920000076293945,10.970000267028809,10.6899995803833,10.760000228881836,11900
2024-03-07 00:00:00+00:00,10.75,10.779999732971191,10.59000015258789,10.59000015258789,13700
2024-03-08 00:00:00+00:00,10.6899995803833,11.199999809265137,10.539999961853027,11.15999984741211,48000
2024-03-11 00:00:00+00:00,11.109999656677246,11.199999809265137,11.0,11.170000076293945,16500
2024-03-12 00:00:00+00:00,11.109999656677246,11.180000305175781,11.0600004196167,11.09000015258789,13000
2024-03-13 00:00:00+00:00,11.100000381469727,11.109999656677246,11.050000190734863,11.100000381469727,16700
2024-03-14 00:00:00+00:00,11.020000457763672,11.239999771118164,11.020000457763672,11.210000038146973,30800
2024-03-15 00:00:00+00:00,11.130000114440918,11.779999732971191,11.130000114440918,11.449999809265137,84400
2024-03-18 00:00:00+00:00,11.420000076293945,11.819999694824219,11.40999984741211,11.550000190734863,53600
2024-03-19 00:00:00+00:00,11.59000015258789,12.25,11.59000015258789,12.180000305175781,35500
2024-03-20 00:00:00+00:00,12.199999809265137,13.630000114440918,12.149999618530273,13.359999656677246,90700
2024-03-21 00:00:00+00:00,13.319999694824219,13.920000076293945,13.270000457763672,13.800000190734863,35700
2024-03-22 00:00:00+00:00,13.859999656677246,13.859999656677246,13.270000457763672,13.329999923706055,28700
2024-03-25 00:00:00+00:00,13.5,13.5,12.300000190734863,12.800000190734863,69000
2024-03-26 00:00:00+00:00,12.739999771118164,13.100000381469727,12.640000343322754,12.9399995803833,42700
2024-03-27 00:00:00+00:00,13.100000381469727,13.770000457763672,12.949999809265137,13.65999984741211,24700
2024-03-28 00:00:00+00:00,13.600000381469727,14.350000381469727,13.600000381469727,14.0600004196167,22900
2024-04-01 00:00:00+00:00,14.180000305175781,14.180000305175781,13.890000343322754,14.100000381469727,22800
2024-04-02 00:00:00+00:00,14.020000457763672,14.119999885559082,13.479999542236328,14.069999694824219,29700
2024-04-03 00:00:00+00:00,14.130000114440918,14.300000190734863,14.029999732971191,14.069999694824219,19700
2024-04-04 00:00:00+00:00,14.109999656677246,14.180000305175781,13.8100004196167,14.010000228881836,24900
2024-04-05 00:00:00+00:00,13.920000076293945,14.170000076293945,13.920000076293945,14.09000015258789,31800
2024-04-08 00:00:00+00:00,14.170000076293945,14.289999961853027,13.90999984741211,14.119999885559082,30700
2024-04-09 00:00:00+00:00,14.010000228881836,14.300000190734863,14.010000228881836,14.229999542236328,14700
2024-04-10 00:00:00+00:00,13.930000305175781,14.289999961853027,13.770000457763672,14.149999618530273,19200
2024-04-11 00:00:00+00:00,14.09000015258789,14.140000343322754,13.460000038146973,13.619999885559082,20700
2024-04-12 00:00:00+00:00,13.6899995803833,13.6899995803833,13.170000076293945,13.430000305175781,21000
2024-04-15 00:00:00+00:00,13.359999656677246,13.609999656677246,13.270000457763672,13.399999618530273,19700
2024-04-16 00:00:00+00:00,13.319999694824219,13.720000267028809,13.319999694824219,13.640000343322754,14600
2024-04-17 00:00:00+00:00,13.680000305175781,13.9399995803833,13.59000015258789,13.65999984741211,24600
2024-04-18 00:00:00+00:00,13.619999885559082,13.760000228881836,13.449999809265137,13.65999984741211,14600
2024-04-19 00:00:00+00:00,13.649999618530273,13.9399995803833,13.5,13.800000190734863,12300
2024-04-22 00:00:00+00:00,13.5600004196167,14.050000190734863,13.5600004196167,13.819999694824219,19600
2024-04-23 00:00:00+00:00,13.739999771118164,14.0,13.739999771118164,13.970000267028809,12300
2024-04-24 00:00:00+00:00,13.869999885559082,13.970000267028809,13.59000015258789,13.59000015258789,17700
2024-04-25 00:00:00+00:00,13.520000457763672,13.760000228881836,13.520000457763672,13.65999984741211,12200
2024-04-26 00:00:00+00:00,13.75,13.850000381469727,13.640000343322754,13.739999771118164,5700
2024-04-29 00:00:00+00:00,13.680000305175781,13.970000267028809,13.680000305175781,13.829999923706055,11900
2024-04-30 00:00:00+00:00,13.899999618530273,13.899999618530273,13.300000190734863,13.300000190734863,12300
2024-05-01 00:00:00+00:00,13.510000228881836,13.600000381469727,13.319999694824219,13.5,9800
2024-05-02 00:00:00+00:00,13.449999809265137,13.449999809265137,12.960000038146973,13.0,24700
2024-05-03 00:00:00+00:00,13.229999542236328,13.739999771118164,13.220000267028809,13.649999618530273,7900
2024-05-06 00:00:00+00:00,13.420000076293945,13.609999656677246,13.199999809265137,13.350000381469727,16800
2024-05-07 00:00:00+00:00,13.5,14.119999885559082,13.260000228881836,13.920000076293945,41500
2024-05-08 00:00:00+00:00,14.109999656677246,14.109999656677246,13.5,13.59000015258789,22000
2024-05-09 00:00:00+00:00,13.710000038146973,13.779999732971191,13.5600004196167,13.600000381469727,16400
2024-05-10 00:00:00+00:00,13.510000228881836,13.75,13.510000228881836,13.550000190734863,15600
2024-05-13 00:00:00+00:00,13.359999656677246,13.59000015258789,13.100000381469727,13.100000381469727,20600
2024-05-14 00:00:00+00:00,13.170000076293945,13.390000343322754,13.149999618530273,13.149999618530273,8100
2024-05-15 00:00:00+00:00,13.220000267028809,13.510000228881836,13.220000267028809,13.350000381469727,10300
2024-05-16 00:00:00+00:00,13.350000381469727,13.649999618530273,13.279999732971191,13.550000190734863,9900
2024-05-17 00:00:00+00:00,13.380000114440918,13.5600004196167,13.100000381469727,13.140000343322754,21900
2024-05-20 00:00:00+00:00,13.09000015258789,13.140000343322754,12.859999656677246,13.079999923706055,8800
2024-05-21 00:00:00+00:00,13.079999923706055,13.239999771118164,13.010000228881836,13.020000457763672,7500
2024-05-22 00:00:00+00:00,12.979999542236328,13.4399995803833,12.979999542236328,13.220000267028809,15800
2024-05-23 00:00:00+00:00,13.109999656677246,13.130000114440918,12.989999771118164,12.989999771118164,11800
2024-05-24 00:00:00+00:00,12.880000114440918,13.029999732971191,12.800000190734863,12.8100004196167,15000
2024-05-28 00:00:00+00:00,12.930000305175781,13.0600004196167,12.569999694824219,12.569999694824219,20100
2024-05-29 00:00:00+00:00,12.449999809265137,12.989999771118164,12.449999809265137,12.699999809265137,21500
2024-05-30 00:00:00+00:00,12.850000381469727,12.930000305175781,12.470000267028809,12.470000267028809,10900
2024-05-31 00:00:00+00:00,12.550000190734863,12.75,12.40999984741211,12.40999984741211,16200
2024-06-03 00:00:00+00:00,12.600000381469727,13.170000076293945,12.5600004196167,12.600000381469727,19800
2024-06-04 00:00:00+00:00,12.710000038146973,12.899999618530273,12.329999923706055,12.65999984741211,9200
2024-06-05 00:00:00+00:00,12.720000267028809,13.010000228881836,12.670000076293945,12.899999618530273,10000
2024-06-06 00:00:00+00:00,12.789999961853027,12.789999961853027,12.510000228881836,12.600000381469727,6000
2024-06-07 00:00:00+00:00,12.649999618530273,12.770000457763672,12.449999809265137,12.609999656677246,6500
2024-06-10 00:00:00+00:00,12.510000228881836,12.789999961853027,12.5,12.609999656677246,12400
2024-06-11 00:00:00+00:00,12.600000381469727,12.739999771118164,12.5,12.739999771118164,8700
2024-06-12 00:00:00+00:00,12.869999885559082,13.0,12.609999656677246,12.949999809265137,8400
2024-06-13 00:00:00+00:00,12.930000305175781,13.0,12.699999809265137,12.8100004196167,9100
