"('date', '')","('open', 'CUBB')","('high', 'CUBB')","('low', 'CUBB')","('close', 'CUBB')","('volume', 'CUBB')"
2019-12-23 00:00:00+00:00,17.227005133064893,17.35819179508908,17.19248128757165,17.33057403564453,121700
2019-12-24 00:00:00+00:00,17.351283851986175,17.461758820405745,17.351283851986175,17.41342544555664,33400
2019-12-26 00:00:00+00:00,17.482473691189114,17.565329597196385,17.475568922609344,17.523900985717773,32300
2019-12-27 00:00:00+00:00,17.56532924940329,17.627470848440858,17.558424480960237,17.592947006225586,53400
2019-12-30 00:00:00+00:00,17.606758640086685,17.641281169463685,17.503189735005602,17.530807495117188,40600
2019-12-31 00:00:00+00:00,17.523901760675415,17.523901760675415,17.461761474609375,17.461761474609375,19800
2020-01-02 00:00:00+00:00,17.537712264382606,17.627472947882932,17.523902725851773,17.530807495117188,21700
2020-01-03 00:00:00+00:00,17.558424175471046,17.570162149925025,17.46176005284994,17.49628257751465,30500
2020-01-06 00:00:00+00:00,17.558424843766936,17.565329612352663,17.503188012031078,17.52873420715332,22900
2020-01-07 00:00:00+00:00,17.54461462560318,17.586733317256293,17.532186569411248,17.5515193939209,17600
2020-01-08 00:00:00+00:00,17.572239090504645,17.572239090504645,17.551524779195788,17.56533432006836,3200
2020-01-09 00:00:00+00:00,17.60676162573577,17.620571166608343,17.56533432006836,17.56533432006836,28200
2020-01-10 00:00:00+00:00,17.606759617946516,17.627473926893213,17.57914053935092,17.596403121948242,10700
2020-01-13 00:00:00+00:00,17.634377341626163,17.67580463938639,17.634377341626163,17.65509033203125,8800
2020-01-14 00:00:00+00:00,17.679258007262625,17.68271105061751,17.54461828932597,17.628164291381836,48700
2020-01-15 00:00:00+00:00,17.675802304674054,17.703420060549625,17.6398983001709,17.6398983001709,9300
2020-01-16 00:00:00+00:00,17.668901275864556,17.675806045532227,17.634378744476372,17.675806045532227,17100
2020-01-17 00:00:00+00:00,17.703422167999463,17.71032693702778,17.6205675735597,17.70273208618164,17200
2020-01-21 00:00:00+00:00,17.690303888003502,17.779373168945312,17.690303888003502,17.779373168945312,5300
2020-01-22 00:00:00+00:00,17.713088959842963,17.779373690371546,17.675804786633183,17.70342254638672,15300
2020-01-23 00:00:00+00:00,17.7034205780589,17.779371713599218,17.641278979334988,17.6840877532959,14000
2020-01-24 00:00:00+00:00,17.710324433204196,17.73380038119153,17.634374618530273,17.634374618530273,18800
2020-01-27 00:00:00+00:00,17.61366131155475,17.70963535409833,17.592947006225586,17.592947006225586,3400
2020-01-28 00:00:00+00:00,17.658541346954035,17.710325133969356,17.641278767665693,17.67649269104004,69300
2020-01-29 00:00:00+00:00,17.710330458083863,17.73104476928711,17.67580792302875,17.73104476928711,2400
2020-01-30 00:00:00+00:00,17.731042694396173,17.74485223358234,17.69306712010928,17.737947463989258,4100
2020-01-31 00:00:00+00:00,17.744850158691406,17.806991760812853,17.744850158691406,17.744850158691406,15000
2020-02-03 00:00:00+00:00,17.80699777081802,17.841520309448242,17.79733003769509,17.841520309448242,9100
2020-02-04 00:00:00+00:00,17.848416281722947,17.848416281722947,17.82770197858621,17.838058471679688,8400
2020-02-05 00:00:00+00:00,17.848419541729278,17.869132531699453,17.74485064102834,17.779373168945312,7100
2020-02-06 00:00:00+00:00,17.759348495782735,17.8829402923584,17.759348495782735,17.8829402923584,6300
2020-02-07 00:00:00+00:00,17.882938899382633,17.882938899382633,17.71722842424806,17.751750946044922,41100
2020-02-10 00:00:00+00:00,17.779377352164307,17.800091663958266,17.675808427095163,17.710330963134766,17200
2020-02-11 00:00:00+00:00,17.75865837931285,17.75865837931285,17.689613325355673,17.744850158691406,10600
2020-02-12 00:00:00+00:00,17.744852569058562,17.75866079155564,17.675806188772505,17.724138259887695,7300
2020-02-13 00:00:00+00:00,17.724137948246167,17.779374788113756,17.64128202996971,17.682710647583008,28100
2020-02-14 00:00:00+00:00,17.744851979131795,17.744851979131795,17.66199606215303,17.715852737426758,13300
2020-02-18 00:00:00+00:00,17.74485223358234,17.74485223358234,17.731042694396173,17.737947463989258,9000
2020-02-19 00:00:00+00:00,17.744851161442114,17.744851161442114,17.70342254638672,17.70342254638672,7900
2020-02-20 00:00:00+00:00,17.772470474243164,17.78628001380171,17.731043172517705,17.772470474243164,21900
2020-02-21 00:00:00+00:00,17.772465829925245,17.820797888799795,17.772465829925245,17.806989669799805,11700
2020-02-24 00:00:00+00:00,17.668897946141513,17.668897946141513,17.606756347793308,17.65025520324707,14600
2020-02-25 00:00:00+00:00,17.655093671646696,17.67580798292013,17.613666366050133,17.62057113647461,32200
2020-02-26 00:00:00+00:00,17.620567208117052,17.675804042247982,17.38581033382309,17.461761474609375,53700
2020-02-27 00:00:00+00:00,17.39962076603784,17.39962076603784,17.19938640892622,17.26152801513672,9000
2020-02-28 00:00:00+00:00,17.192481869955152,17.192481869955152,17.088912963867188,17.088912963867188,5900
2020-03-02 00:00:00+00:00,17.192483013317858,17.35819353746897,17.151055711517625,17.337480545043945,22800
2020-03-03 00:00:00+00:00,17.35819123799998,17.63851853304815,17.318835504045804,17.577068328857422,20700
2020-03-04 00:00:00+00:00,17.579142229750058,17.84842300415039,17.579142229750058,17.84842300415039,13500
2020-03-05 00:00:00+00:00,17.77937351145621,17.77937351145621,17.27533721923828,17.27533721923828,40000
2020-03-06 00:00:00+00:00,17.4893823773527,17.517001457858388,17.25462546085533,17.30295753479004,37600
2020-03-09 00:00:00+00:00,16.985340093175218,17.159335498722136,15.928934336976894,17.151050567626953,18600
2020-03-10 00:00:00+00:00,17.330573626535536,17.330573626535536,16.363928363694313,16.7782039642334,4500
2020-03-11 00:00:00+00:00,16.640112627773725,16.874869505075388,16.43297350941636,16.50201988220215,11900
2020-03-12 00:00:00+00:00,16.011797101687705,16.011797101687705,14.879439731731788,15.670018196105957,6800
2020-03-13 00:00:00+00:00,15.75632175795349,16.239645044508507,15.45251851163462,15.707989692687988,13300
2020-03-16 00:00:00+00:00,14.603253625653949,14.751012802124022,14.603253625653949,14.751012802124023,1900
2020-03-17 00:00:00+00:00,14.755150970335944,14.907051904095207,13.843741416931152,13.843741416931152,2900
2020-03-18 00:00:00+00:00,11.192371304561863,11.192371304561863,9.645739601749115,9.946089744567871,4100
2020-03-19 00:00:00+00:00,9.977162241321293,11.047377022024957,8.699809668234646,10.840238571166992,12900
2020-03-20 00:00:00+00:00,10.840238934878826,11.51412949841612,10.840238934878826,11.289729118347168,3500
2020-03-23 00:00:00+00:00,11.192373992685374,12.083069459245808,10.018590892528675,10.068994522094727,9200
2020-03-24 00:00:00+00:00,10.425964388735236,11.20618496567714,10.425964388735236,10.695243835449219,3400
2020-03-25 00:00:00+00:00,11.09571061043971,14.016360995894502,11.047378540039062,12.428300857543945,11400
2020-03-26 00:00:00+00:00,13.90109422810452,14.367526359971546,13.90109422810452,13.992966651916504,2800
2020-03-27 00:00:00+00:00,13.992970660524715,14.063642501831055,12.25445064333638,14.063642501831055,3700
2020-03-30 00:00:00+00:00,13.12370911482565,14.018411636352539,13.12370911482565,14.018411636352539,3300
2020-03-31 00:00:00+00:00,13.992970660524715,14.063642501831055,13.992970660524715,14.063642501831055,900
2020-04-01 00:00:00+00:00,13.816289901733398,13.816289901733398,13.816289901733398,13.816289901733398,900
2020-04-02 00:00:00+00:00,14.31946721924714,14.31946721924714,14.240315437316895,14.240315437316895,2200
2020-04-03 00:00:00+00:00,13.44173044764087,13.44173044764087,12.54420135138516,12.607099533081055,4300
2020-04-06 00:00:00+00:00,12.621941704292515,12.720881462097168,12.621941704292515,12.720881462097168,1300
2020-04-07 00:00:00+00:00,13.74561618194207,13.77388409929509,13.110278867289216,13.361868858337402,2300
2020-04-08 00:00:00+00:00,13.34985740858172,13.780954360961914,13.10957399393896,13.780954360961914,6900
2020-04-09 00:00:00+00:00,14.240320763483803,14.841029364494455,14.240320763483803,14.824068069458008,4100
2020-04-13 00:00:00+00:00,14.699682235717772,14.699682235717772,14.699682235717772,14.699682235717773,100
2020-04-14 00:00:00+00:00,14.862225839665427,15.1025091914625,14.862225839665427,14.982367515563965,1100
2020-04-15 00:00:00+00:00,14.961167705878477,14.961167705878477,14.34632460653426,14.558340072631836,1600
2020-04-16 00:00:00+00:00,14.558340072631838,14.558340072631838,14.558340072631838,14.558340072631836,0
2020-04-17 00:00:00+00:00,14.614874839782715,14.614874839782715,14.614874839782715,14.614874839782715,500
2020-04-20 00:00:00+00:00,14.699680190529822,14.911695625210728,14.134308393952786,14.240315437316895,5600
2020-04-21 00:00:00+00:00,14.310991489944806,14.381663322448732,14.310991489944806,14.38166332244873,600
2020-04-22 00:00:00+00:00,14.381660637907924,14.381660637907924,14.169645179971837,14.23961067199707,2900
2020-04-23 00:00:00+00:00,14.489084108090772,15.236788279689765,14.487670105328885,14.964702606201172,4600
2020-04-24 00:00:00+00:00,14.982369559067168,15.07494831085205,14.982369559067168,15.07494831085205,1400
2020-04-27 00:00:00+00:00,15.081309397686818,15.875658035278322,15.003570258662252,15.87565803527832,4900
2020-04-28 00:00:00+00:00,15.875658035278322,15.875658035278322,15.875658035278322,15.87565803527832,0
2020-04-29 00:00:00+00:00,16.03537072264832,16.03537072264832,15.7950874099917,15.901094436645508,7400
2020-04-30 00:00:00+00:00,16.007111420946266,16.007111420946266,15.265060424804688,15.265060424804688,500
2020-05-01 00:00:00+00:00,15.10958211036609,15.47707462310791,15.017709656157292,15.47707462310791,1600
2020-05-04 00:00:00+00:00,14.3533914202734,15.194383242272487,14.3533914202734,15.190850257873535,4800
2020-05-05 00:00:00+00:00,15.190850257873535,15.190850257873535,15.190850257873535,15.190850257873535,0
2020-05-06 00:00:00+00:00,15.47707462310791,15.47707462310791,15.47707462310791,15.47707462310791,2000
2020-05-07 00:00:00+00:00,15.120183750397873,15.477074610001335,15.120183750397873,15.265060424804688,2300
2020-05-08 00:00:00+00:00,15.406398857059886,15.533607875086645,14.83395962389244,15.212052345275879,5400
2020-05-11 00:00:00+00:00,14.976008069839525,14.989435028034167,14.97530174255371,14.975301742553711,1100
2020-05-12 00:00:00+00:00,14.975299154826255,14.975299154826255,14.848090171813965,14.848090171813965,6100
2020-05-13 00:00:00+00:00,14.876361993385915,15.43537425994873,14.777422246366996,15.43537425994873,5300
2020-05-14 00:00:00+00:00,14.625475874494619,15.229717254638672,14.625475874494619,15.229717254638672,500
2020-05-15 00:00:00+00:00,14.94703197479248,14.94703197479248,14.94703197479248,14.94703197479248,300
2020-05-18 00:00:00+00:00,15.053040428487641,15.053040428487641,14.841026306152344,14.841026306152344,1900
2020-05-19 00:00:00+00:00,14.841026306152344,14.841026306152344,14.841026306152344,14.841026306152344,0
2020-05-20 00:00:00+00:00,15.18378487497918,15.406399315192818,14.968236404463392,15.024773597717285,2900
2020-05-21 00:00:00+00:00,15.017703799314276,15.286255085920432,15.017703799314276,15.194382667541504,700
2020-05-22 00:00:00+00:00,15.194385177478967,15.194385177478967,15.024773597717285,15.024773597717285,400
2020-05-26 00:00:00+00:00,15.194387547536536,15.3533988496014,15.194387547536536,15.340678215026855,12900
2020-05-27 00:00:00+00:00,15.339258633546299,15.339258633546299,15.141377824280088,15.229717254638672,1600
2020-05-28 00:00:00+00:00,15.236786977850116,15.540674881962712,15.194384422006225,15.257988929748535,24600
2020-05-29 00:00:00+00:00,15.250925190219428,15.349864959716797,15.15198542072206,15.349864959716797,800
2020-06-01 00:00:00+00:00,15.314528567866558,15.498274803161621,15.314528567866558,15.498274803161621,3300
2020-06-02 00:00:00+00:00,15.470000098766517,15.477067414714586,15.342791107606647,15.371060371398926,7500
2020-06-03 00:00:00+00:00,15.455874013342282,15.47707462310791,15.335732282174892,15.47707462310791,3400
2020-06-04 00:00:00+00:00,15.462937529836589,15.70322095402559,15.455871559672003,15.618415832519531,6000
2020-06-05 00:00:00+00:00,15.738553574053537,15.901097805894013,15.547740076874145,15.844560623168945,1800
2020-06-08 00:00:00+00:00,15.830427955051716,15.982371905222687,15.689085654674882,15.978838920593262,6800
2020-06-09 00:00:00+00:00,15.872832391428515,16.019829371766864,15.830429831085711,16.01629638671875,1800
2020-06-10 00:00:00+00:00,16.04243803748557,16.04243803748557,15.689080383337892,15.901094436645508,3600
2020-06-11 00:00:00+00:00,15.759756240795115,15.90463287476467,15.547742114774817,15.696151733398438,23600
2020-06-12 00:00:00+00:00,15.80710453125638,15.80710453125638,15.40639593098643,15.41275691986084,700
2020-06-15 00:00:00+00:00,15.689084037758855,15.689084037758855,14.710989273288188,15.194382667541504,7300
2020-06-16 00:00:00+00:00,15.010639012535327,15.54774302421719,15.010639012535327,15.159049987792969,1000
2020-06-17 00:00:00+00:00,15.173182390251636,15.533607482910158,15.173182390251636,15.533607482910156,900
2020-06-18 00:00:00+00:00,15.363996505737306,15.363996505737306,15.363996505737306,15.363996505737305,100
2020-06-19 00:00:00+00:00,15.184489715128828,15.519472181661552,15.184489715128828,15.491204261779785,2000
2020-06-22 00:00:00+00:00,15.5406709076496,15.5406709076496,15.208515167236328,15.208515167236328,1400
2020-06-23 00:00:00+00:00,15.34986602598462,15.384494947714172,15.236791610717773,15.236791610717773,3300
2020-06-24 00:00:00+00:00,15.236789087643045,15.519475078999912,15.236789087643045,15.450217247009277,900
2020-06-25 00:00:00+00:00,15.20145405866959,15.20145405866959,15.017707824707031,15.017707824707031,4400
2020-06-26 00:00:00+00:00,15.481576771273915,15.481576771273915,15.18716840990322,15.332937240600586,1000
2020-06-29 00:00:00+00:00,15.201529751564607,15.460035182321256,15.197220962489666,15.327191352844238,3600
2020-06-30 00:00:00+00:00,15.223075911900377,15.395412449781896,15.223075911900377,15.258978843688965,2200
2020-07-01 00:00:00+00:00,15.007652620219542,15.007652620219542,14.993290901184082,14.993290901184082,600
2020-07-02 00:00:00+00:00,14.993292491782631,15.258978843688965,14.864041115578285,15.258978843688965,5000
2020-07-06 00:00:00+00:00,15.144083697569341,15.144083697569341,14.978928064907945,15.01770305633545,2500
2020-07-07 00:00:00+00:00,14.943029220753091,15.086643700401124,14.943029220753091,14.989704132080078,3600
2020-07-08 00:00:00+00:00,14.899938104440624,14.899938104440624,14.684517860412598,14.684517860412598,3400
2020-07-09 00:00:00+00:00,14.569627777846662,15.043553439568601,14.454735421736302,14.469097137451172,11700
2020-07-10 00:00:00+00:00,14.469096399623291,14.728319465741073,14.469096399623291,14.656512260437012,1400
2020-07-13 00:00:00+00:00,14.648616790771484,14.655797649764096,14.648616790771484,14.648616790771484,1800
2020-07-14 00:00:00+00:00,14.627075152377481,14.627075152377481,14.49064157475583,14.60696792602539,4900
2020-07-15 00:00:00+00:00,14.540907316796012,14.68021297454834,14.469100093161664,14.68021297454834,1500
2020-07-16 00:00:00+00:00,14.770690170533218,14.770690170533218,14.548806672439339,14.569631576538086,2100
2020-07-17 00:00:00+00:00,14.685238335020475,14.685238335020475,14.66728687286377,14.66728687286377,200
2020-07-20 00:00:00+00:00,14.583989788120197,14.583989788120197,14.505003081892493,14.57680892944336,1200
2020-07-21 00:00:00+00:00,14.540907859802246,14.540907859802246,14.52295639562551,14.540907859802246,1600
2020-07-22 00:00:00+00:00,14.536600650536252,14.64143874668833,14.469102206559262,14.612716674804688,3700
2020-07-23 00:00:00+00:00,14.648616790771484,14.648616790771484,14.648616790771484,14.648616790771484,800
2020-07-24 00:00:00+00:00,14.573937193591679,14.641435623168945,14.469099119805152,14.641435623168945,1200
2020-07-27 00:00:00+00:00,14.612713115609154,14.612713115609154,14.375750259447221,14.42601490020752,9600
2020-07-28 00:00:00+00:00,14.455456993567473,14.648617036151801,14.318305734611402,14.404473304748535,4800
2020-07-29 00:00:00+00:00,14.41165444372733,14.433197021484375,14.318306012664527,14.433197021484375,5100
2020-07-30 00:00:00+00:00,14.48346271178241,15.072279516875934,14.48346271178241,14.720425605773926,51200
2020-07-31 00:00:00+00:00,14.79941369364075,14.79941369364075,14.583992009351855,14.720425605773926,13600
2020-08-03 00:00:00+00:00,14.734785909799506,15.244614578048882,14.734785909799506,15.187169075012207,20000
2020-08-04 00:00:00+00:00,15.079457093918439,15.31641993632424,15.079457093918439,15.302058219909668,12000
2020-08-05 00:00:00+00:00,15.208713594495133,16.034493319707487,15.208713594495133,15.438495635986328,26200
2020-08-06 00:00:00+00:00,15.768808299241261,15.862158117422958,15.079462117018506,15.424135208129883,30000
2020-08-07 00:00:00+00:00,15.201529190283306,15.258974687262771,15.079457338000855,15.115360260009766,13900
2020-08-10 00:00:00+00:00,15.086636193975218,15.646730742393883,15.086636193975218,15.553380966186523,7600
