"('date', '')","('open', 'AQN')","('high', 'AQN')","('low', 'AQN')","('close', 'AQN')","('volume', 'AQN')"
2025-09-26 00:00:00+00:00,5.400000095367432,5.449999809265137,5.363500118255615,5.389999866485596,3765683
