"('date', '')","('open', 'AMZN')","('high', 'AMZN')","('low', 'AMZN')","('close', 'AMZN')","('volume', 'AMZN')"
2025-09-26 00:00:00+00:00,219.0,221.02999877929688,218.02000427246094,219.77999877929688,39542108
