"('date', '')","('open', 'ATRC')","('high', 'ATRC')","('low', 'ATRC')","('close', 'ATRC')","('volume', 'ATRC')"
2024-01-02 00:00:00+00:00,35.40999984741211,36.34000015258789,34.939998626708984,35.31999969482422,406200
2024-01-03 00:00:00+00:00,35.06999969482422,35.099998474121094,33.13999938964844,33.70000076293945,599300
2024-01-04 00:00:00+00:00,33.77000045776367,33.77000045776367,32.40999984741211,32.880001068115234,561100
2024-01-05 00:00:00+00:00,32.52000045776367,33.310001373291016,32.16999816894531,33.029998779296875,356000
2024-01-08 00:00:00+00:00,35.790000915527344,36.130001068115234,33.599998474121094,35.029998779296875,953900
2024-01-09 00:00:00+00:00,34.22999954223633,35.61000061035156,33.880001068115234,34.13999938964844,547400
2024-01-10 00:00:00+00:00,34.189998626708984,35.4900016784668,34.130001068115234,35.349998474121094,479800
2024-01-11 00:00:00+00:00,35.13999938964844,35.52000045776367,34.369998931884766,34.97999954223633,543300
2024-01-12 00:00:00+00:00,35.459999084472656,35.810001373291016,34.650001525878906,34.9900016784668,400700
2024-01-16 00:00:00+00:00,34.47999954223633,34.939998626708984,33.72999954223633,33.90999984741211,698500
2024-01-17 00:00:00+00:00,33.34000015258789,33.59000015258789,32.599998474121094,33.40999984741211,518800
2024-01-18 00:00:00+00:00,33.61000061035156,33.61000061035156,32.439998626708984,33.0,353200
2024-01-19 00:00:00+00:00,33.119998931884766,33.619998931884766,32.29999923706055,33.52000045776367,352800
2024-01-22 00:00:00+00:00,34.279998779296875,34.970001220703125,33.84000015258789,34.279998779296875,492900
2024-01-23 00:00:00+00:00,34.77000045776367,35.47999954223633,33.619998931884766,34.0,853500
2024-01-24 00:00:00+00:00,34.40999984741211,34.439998626708984,33.5,33.58000183105469,356800
2024-01-25 00:00:00+00:00,34.22999954223633,34.22999954223633,33.11000061035156,33.5,325400
2024-01-26 00:00:00+00:00,33.790000915527344,34.06999969482422,32.869998931884766,33.25,441200
2024-01-29 00:00:00+00:00,33.130001068115234,34.59000015258789,33.060001373291016,34.20000076293945,526500
2024-01-30 00:00:00+00:00,33.9900016784668,34.4900016784668,33.54999923706055,33.91999816894531,413300
2024-01-31 00:00:00+00:00,34.04999923706055,35.84000015258789,33.91999816894531,34.060001373291016,541700
2024-02-01 00:00:00+00:00,34.150001525878906,34.470001220703125,33.45000076293945,33.68000030517578,606700
2024-02-02 00:00:00+00:00,33.09000015258789,33.779998779296875,32.56999969482422,33.29999923706055,530800
2024-02-05 00:00:00+00:00,32.970001220703125,33.7400016784668,32.86000061035156,33.08000183105469,521700
2024-02-06 00:00:00+00:00,32.90999984741211,33.400001525878906,32.84000015258789,33.16999816894531,513700
2024-02-07 00:00:00+00:00,33.16999816894531,33.529998779296875,32.849998474121094,33.0099983215332,432800
2024-02-08 00:00:00+00:00,32.83000183105469,32.83000183105469,30.739999771118164,32.38999938964844,656900
2024-02-09 00:00:00+00:00,32.369998931884766,32.95000076293945,32.150001525878906,32.91999816894531,532800
2024-02-12 00:00:00+00:00,32.880001068115234,33.650001525878906,32.40999984741211,33.52000045776367,483300
2024-02-13 00:00:00+00:00,32.040000915527344,32.529998779296875,31.479999542236328,31.709999084472656,460600
2024-02-14 00:00:00+00:00,32.09000015258789,32.56999969482422,31.760000228881836,32.540000915527344,567100
2024-02-15 00:00:00+00:00,32.93000030517578,34.31999969482422,32.5,34.209999084472656,1105400
2024-02-16 00:00:00+00:00,34.150001525878906,34.380001068115234,29.68000030517578,32.720001220703125,1650200
2024-02-20 00:00:00+00:00,32.369998931884766,33.459999084472656,32.279998779296875,33.0099983215332,639400
2024-02-21 00:00:00+00:00,32.83000183105469,33.099998474121094,32.15999984741211,33.029998779296875,379400
2024-02-22 00:00:00+00:00,32.88999938964844,34.5099983215332,32.88999938964844,34.0,511500
2024-02-23 00:00:00+00:00,33.83000183105469,34.0,32.90999984741211,33.560001373291016,418300
2024-02-26 00:00:00+00:00,33.31999969482422,33.72999954223633,33.0,33.13999938964844,708700
2024-02-27 00:00:00+00:00,33.119998931884766,35.099998474121094,33.08000183105469,34.189998626708984,713800
2024-02-28 00:00:00+00:00,33.79999923706055,34.150001525878906,33.5099983215332,33.959999084472656,1076500
2024-02-29 00:00:00+00:00,34.720001220703125,35.2599983215332,34.4900016784668,34.970001220703125,987900
2024-03-01 00:00:00+00:00,35.0099983215332,36.31999969482422,34.63999938964844,36.279998779296875,948200
2024-03-04 00:00:00+00:00,36.279998779296875,37.560001373291016,35.849998474121094,37.52000045776367,526100
2024-03-05 00:00:00+00:00,37.36000061035156,37.86000061035156,36.56999969482422,37.779998779296875,950400
2024-03-06 00:00:00+00:00,38.0,38.650001525878906,37.54999923706055,37.7599983215332,889200
2024-03-07 00:00:00+00:00,38.060001373291016,39.04999923706055,37.09000015258789,37.16999816894531,680400
2024-03-08 00:00:00+00:00,37.45000076293945,38.119998931884766,36.13999938964844,36.150001525878906,474000
2024-03-11 00:00:00+00:00,36.0,37.310001373291016,35.59000015258789,36.91999816894531,1186500
2024-03-12 00:00:00+00:00,36.720001220703125,36.83000183105469,34.61000061035156,34.95000076293945,623900
2024-03-13 00:00:00+00:00,34.630001068115234,35.040000915527344,33.68000030517578,33.9900016784668,636900
2024-03-14 00:00:00+00:00,33.81999969482422,33.880001068115234,32.41999816894531,32.52000045776367,1164900
2024-03-15 00:00:00+00:00,32.2599983215332,32.65999984741211,31.3799991607666,32.13999938964844,674700
2024-03-18 00:00:00+00:00,32.15999984741211,32.529998779296875,31.489999771118164,31.940000534057617,606100
2024-03-19 00:00:00+00:00,31.690000534057617,32.08000183105469,31.469999313354492,31.510000228881836,706600
2024-03-20 00:00:00+00:00,31.260000228881836,31.260000228881836,28.65999984741211,30.469999313354492,1233400
2024-03-21 00:00:00+00:00,30.670000076293945,31.030000686645508,29.65999984741211,29.729999542236328,664400
2024-03-22 00:00:00+00:00,29.90999984741211,29.90999984741211,28.209999084472656,28.469999313354492,965600
2024-03-25 00:00:00+00:00,28.6200008392334,29.1299991607666,27.920000076293945,28.209999084472656,746400
2024-03-26 00:00:00+00:00,28.540000915527344,29.149999618530273,28.06999969482422,29.09000015258789,602300
2024-03-27 00:00:00+00:00,29.540000915527344,30.469999313354492,29.09000015258789,30.139999389648438,841400
2024-03-28 00:00:00+00:00,30.0,30.579999923706055,29.610000610351562,30.420000076293945,542200
2024-04-01 00:00:00+00:00,30.389999389648438,30.389999389648438,28.770000457763672,29.09000015258789,569700
2024-04-02 00:00:00+00:00,28.649999618530273,29.059999465942383,26.920000076293945,27.209999084472656,549500
2024-04-03 00:00:00+00:00,26.850000381469727,26.959999084472656,26.149999618530273,26.479999542236328,989500
2024-04-04 00:00:00+00:00,26.799999237060547,27.059999465942383,25.829999923706055,26.149999618530273,784200
2024-04-05 00:00:00+00:00,26.06999969482422,26.549999237060547,25.950000762939453,26.260000228881836,510700
2024-04-08 00:00:00+00:00,26.40999984741211,26.68000030517578,26.1200008392334,26.540000915527344,751100
2024-04-09 00:00:00+00:00,26.6299991607666,27.6299991607666,26.5,27.610000610351562,1011100
2024-04-10 00:00:00+00:00,26.59000015258789,27.25,25.760000228881836,25.899999618530273,740500
2024-04-11 00:00:00+00:00,26.09000015258789,26.270000457763672,25.200000762939453,25.309999465942383,582100
2024-04-12 00:00:00+00:00,24.959999084472656,24.969999313354492,23.709999084472656,24.09000015258789,561600
2024-04-15 00:00:00+00:00,24.350000381469727,24.520000457763672,22.479999542236328,22.899999618530273,1315400
2024-04-16 00:00:00+00:00,22.75,23.350000381469727,22.420000076293945,23.100000381469727,1111400
2024-04-17 00:00:00+00:00,23.190000534057617,24.010000228881836,23.139999389648438,23.450000762939453,1057600
2024-04-18 00:00:00+00:00,23.3700008392334,23.690000534057617,22.8700008392334,23.389999389648438,976100
2024-04-19 00:00:00+00:00,23.299999237060547,23.43000030517578,22.8700008392334,23.200000762939453,470000
2024-04-22 00:00:00+00:00,23.209999084472656,23.209999084472656,22.270000457763672,22.709999084472656,684100
2024-04-23 00:00:00+00:00,23.920000076293945,24.170000076293945,23.1200008392334,23.170000076293945,947800
2024-04-24 00:00:00+00:00,23.079999923706055,23.579999923706055,22.899999618530273,23.049999237060547,420000
2024-04-25 00:00:00+00:00,22.6200008392334,22.8799991607666,22.06999969482422,22.610000610351562,326800
2024-04-26 00:00:00+00:00,22.700000762939453,23.200000762939453,22.56999969482422,23.170000076293945,380600
2024-04-29 00:00:00+00:00,23.209999084472656,24.079999923706055,23.010000228881836,23.3700008392334,708100
2024-04-30 00:00:00+00:00,23.09000015258789,24.34000015258789,22.6299991607666,24.1200008392334,965400
2024-05-01 00:00:00+00:00,24.09000015258789,25.459999084472656,23.709999084472656,24.760000228881836,1360900
2024-05-02 00:00:00+00:00,22.690000534057617,23.559999465942383,20.190000534057617,22.219999313354492,2753200
2024-05-03 00:00:00+00:00,22.829999923706055,23.030000686645508,20.780000686645508,20.889999389648438,961900
2024-05-06 00:00:00+00:00,21.18000030517578,22.520000457763672,20.940000534057617,22.100000381469727,1234900
2024-05-07 00:00:00+00:00,22.110000610351562,22.110000610351562,21.540000915527344,21.8700008392334,448400
2024-05-08 00:00:00+00:00,21.459999084472656,21.770000457763672,20.520000457763672,20.690000534057617,555100
2024-05-09 00:00:00+00:00,20.6200008392334,22.049999237060547,20.399999618530273,22.0,569500
2024-05-10 00:00:00+00:00,22.040000915527344,22.31999969482422,21.450000762939453,22.299999237060547,899400
2024-05-13 00:00:00+00:00,22.3700008392334,23.510000228881836,22.290000915527344,22.469999313354492,944900
2024-05-14 00:00:00+00:00,22.850000381469727,23.239999771118164,21.829999923706055,21.889999389648438,622700
2024-05-15 00:00:00+00:00,22.280000686645508,22.989999771118164,21.510000228881836,22.1200008392334,500500
2024-05-16 00:00:00+00:00,22.170000076293945,22.670000076293945,22.0,22.6299991607666,536200
2024-05-17 00:00:00+00:00,22.670000076293945,23.15999984741211,22.09000015258789,23.139999389648438,533700
2024-05-20 00:00:00+00:00,23.020000457763672,24.020000457763672,22.260000228881836,22.309999465942383,623800
2024-05-21 00:00:00+00:00,22.260000228881836,22.510000228881836,21.940000534057617,22.450000762939453,324100
2024-05-22 00:00:00+00:00,22.34000015258789,22.850000381469727,22.34000015258789,22.739999771118164,363200
2024-05-23 00:00:00+00:00,22.700000762939453,22.700000762939453,21.40999984741211,22.459999084472656,790100
2024-05-24 00:00:00+00:00,22.450000762939453,23.520000457763672,22.059999465942383,23.190000534057617,955800
2024-05-28 00:00:00+00:00,23.479999542236328,23.479999542236328,22.600000381469727,22.670000076293945,507000
2024-05-29 00:00:00+00:00,22.219999313354492,22.440000534057617,21.260000228881836,21.610000610351562,438900
2024-05-30 00:00:00+00:00,21.940000534057617,22.889999389648438,21.93000030517578,22.260000228881836,640100
2024-05-31 00:00:00+00:00,22.389999389648438,23.549999237060547,22.200000762939453,22.540000915527344,704100
2024-06-03 00:00:00+00:00,23.270000457763672,23.489999771118164,22.360000610351562,22.420000076293945,589300
2024-06-04 00:00:00+00:00,22.15999984741211,22.639999389648438,21.860000610351562,22.510000228881836,479700
2024-06-05 00:00:00+00:00,22.59000015258789,22.68000030517578,21.989999771118164,22.200000762939453,554600
2024-06-06 00:00:00+00:00,22.0,22.690000534057617,21.969999313354492,22.579999923706055,704400
2024-06-07 00:00:00+00:00,22.219999313354492,22.940000534057617,22.030000686645508,22.420000076293945,305600
2024-06-10 00:00:00+00:00,22.059999465942383,22.459999084472656,21.540000915527344,21.850000381469727,721000
2024-06-11 00:00:00+00:00,21.760000228881836,22.270000457763672,21.540000915527344,21.920000076293945,435500
2024-06-12 00:00:00+00:00,22.719999313354492,22.90999984741211,21.8700008392334,22.059999465942383,463700
2024-06-13 00:00:00+00:00,21.889999389648438,22.059999465942383,20.860000610351562,20.969999313354492,598700
2024-06-14 00:00:00+00:00,20.739999771118164,21.260000228881836,20.549999237060547,20.760000228881836,625700
2024-06-17 00:00:00+00:00,20.6200008392334,20.899999618530273,19.760000228881836,19.860000610351562,576800
2024-06-18 00:00:00+00:00,19.770000457763672,23.260000228881836,18.940000534057617,21.200000762939453,3498000
2024-06-20 00:00:00+00:00,21.40999984741211,24.639999389648438,21.139999389648438,23.770000457763672,2048800
2024-06-21 00:00:00+00:00,23.850000381469727,24.030000686645508,22.229999542236328,22.940000534057617,1382600
2024-06-24 00:00:00+00:00,22.799999237060547,23.049999237060547,21.860000610351562,22.030000686645508,764000
2024-06-25 00:00:00+00:00,21.959999084472656,21.959999084472656,21.06999969482422,21.280000686645508,693800
2024-06-26 00:00:00+00:00,21.100000381469727,23.049999237060547,21.079999923706055,23.0,883300
2024-06-27 00:00:00+00:00,22.989999771118164,23.31999969482422,22.690000534057617,23.290000915527344,857600
2024-06-28 00:00:00+00:00,23.479999542236328,23.920000076293945,22.399999618530273,22.770000457763672,2108600
2024-07-01 00:00:00+00:00,22.719999313354492,23.030000686645508,22.1200008392334,22.5,915000
2024-07-02 00:00:00+00:00,22.690000534057617,22.690000534057617,21.959999084472656,22.389999389648438,881100
2024-07-03 00:00:00+00:00,22.510000228881836,22.540000915527344,22.020000457763672,22.450000762939453,408300
2024-07-05 00:00:00+00:00,22.43000030517578,23.809999465942383,22.200000762939453,23.670000076293945,714900
2024-07-08 00:00:00+00:00,23.81999969482422,23.84000015258789,21.709999084472656,21.84000015258789,1178400
2024-07-09 00:00:00+00:00,21.770000457763672,22.389999389648438,21.510000228881836,22.239999771118164,932700
2024-07-10 00:00:00+00:00,22.350000381469727,22.729999542236328,21.790000915527344,22.190000534057617,792600
2024-07-11 00:00:00+00:00,22.68000030517578,24.3700008392334,22.530000686645508,23.389999389648438,1258500
2024-07-12 00:00:00+00:00,23.6299991607666,23.950000762939453,22.34000015258789,23.190000534057617,726300
2024-07-15 00:00:00+00:00,23.299999237060547,24.270000457763672,22.81999969482422,23.780000686645508,701400
2024-07-16 00:00:00+00:00,23.969999313354492,25.739999771118164,23.559999465942383,25.299999237060547,1343600
2024-07-17 00:00:00+00:00,25.030000686645508,25.6299991607666,24.81999969482422,25.06999969482422,1273200
2024-07-18 00:00:00+00:00,25.059999465942383,26.799999237060547,24.3700008392334,24.670000076293945,1719400
2024-07-19 00:00:00+00:00,24.889999389648438,25.360000610351562,23.709999084472656,24.170000076293945,865700
2024-07-22 00:00:00+00:00,24.200000762939453,24.260000228881836,23.389999389648438,23.81999969482422,848300
2024-07-23 00:00:00+00:00,23.5,24.739999771118164,23.450000762939453,24.729999542236328,592700
2024-07-24 00:00:00+00:00,24.75,25.479999542236328,23.989999771118164,23.989999771118164,494800
2024-07-25 00:00:00+00:00,23.829999923706055,25.139999389648438,23.489999771118164,23.530000686645508,1037500
2024-07-26 00:00:00+00:00,23.940000534057617,24.100000381469727,22.0,22.100000381469727,693900
2024-07-29 00:00:00+00:00,21.920000076293945,22.790000915527344,21.270000457763672,21.959999084472656,1512700
2024-07-30 00:00:00+00:00,22.040000915527344,22.729999542236328,21.649999618530273,22.0,1713200
2024-07-31 00:00:00+00:00,22.0,23.93000030517578,20.5,21.56999969482422,2043300
2024-08-01 00:00:00+00:00,21.34000015258789,22.579999923706055,20.75,21.040000915527344,1279300
2024-08-02 00:00:00+00:00,20.420000076293945,22.139999389648438,20.309999465942383,22.049999237060547,967200
2024-08-05 00:00:00+00:00,21.329999923706055,22.020000457763672,20.780000686645508,21.43000030517578,924700
2024-08-06 00:00:00+00:00,21.530000686645508,21.889999389648438,21.1200008392334,21.559999465942383,949800
2024-08-07 00:00:00+00:00,21.799999237060547,21.799999237060547,20.31999969482422,20.34000015258789,642300
2024-08-08 00:00:00+00:00,20.40999984741211,21.65999984741211,20.200000762939453,21.489999771118164,664800
2024-08-09 00:00:00+00:00,21.56999969482422,21.84000015258789,20.440000534057617,20.90999984741211,951400
2024-08-12 00:00:00+00:00,21.1200008392334,21.549999237060547,20.700000762939453,21.110000610351562,352900
2024-08-13 00:00:00+00:00,21.299999237060547,22.6299991607666,21.270000457763672,22.489999771118164,551800
2024-08-14 00:00:00+00:00,22.5,23.40999984741211,22.360000610351562,22.530000686645508,1142900
2024-08-15 00:00:00+00:00,22.809999465942383,25.0,22.809999465942383,23.90999984741211,695800
2024-08-16 00:00:00+00:00,23.790000915527344,24.43000030517578,23.469999313354492,23.8700008392334,709400
2024-08-19 00:00:00+00:00,23.579999923706055,24.139999389648438,23.360000610351562,23.950000762939453,488900
2024-08-20 00:00:00+00:00,23.809999465942383,24.1299991607666,23.440000534057617,23.6200008392334,534000
2024-08-21 00:00:00+00:00,23.81999969482422,24.139999389648438,23.270000457763672,23.989999771118164,386800
2024-08-22 00:00:00+00:00,23.969999313354492,24.8700008392334,23.969999313354492,24.350000381469727,476300
2024-08-23 00:00:00+00:00,24.59000015258789,25.600000381469727,24.479999542236328,25.440000534057617,494000
2024-08-26 00:00:00+00:00,25.440000534057617,26.31999969482422,25.239999771118164,26.149999618530273,556200
2024-08-27 00:00:00+00:00,26.139999389648438,26.5,25.530000686645508,25.600000381469727,547200
2024-08-28 00:00:00+00:00,25.540000915527344,25.860000610351562,25.239999771118164,25.600000381469727,304000
2024-08-29 00:00:00+00:00,25.790000915527344,26.450000762939453,25.260000228881836,25.81999969482422,347800
2024-08-30 00:00:00+00:00,25.989999771118164,26.979999542236328,25.690000534057617,26.209999084472656,488000
2024-09-03 00:00:00+00:00,25.829999923706055,26.729999542236328,25.5,25.940000534057617,585700
2024-09-04 00:00:00+00:00,25.739999771118164,27.030000686645508,25.739999771118164,26.209999084472656,444000
2024-09-05 00:00:00+00:00,26.299999237060547,26.56999969482422,25.579999923706055,26.139999389648438,458800
2024-09-06 00:00:00+00:00,26.15999984741211,26.5,25.5,26.239999771118164,430800
2024-09-09 00:00:00+00:00,26.450000762939453,27.190000534057617,25.940000534057617,26.25,804800
2024-09-10 00:00:00+00:00,26.229999542236328,27.270000457763672,26.1299991607666,26.8700008392334,547300
2024-09-11 00:00:00+00:00,26.579999923706055,27.229999542236328,25.950000762939453,26.899999618530273,625300
2024-09-12 00:00:00+00:00,26.959999084472656,27.850000381469727,26.850000381469727,27.709999084472656,637100
2024-09-13 00:00:00+00:00,27.989999771118164,28.770000457763672,27.559999465942383,28.209999084472656,794900
2024-09-16 00:00:00+00:00,28.270000457763672,28.40999984741211,27.280000686645508,27.299999237060547,526400
2024-09-17 00:00:00+00:00,27.399999618530273,28.190000534057617,27.290000915527344,28.06999969482422,885500
2024-09-18 00:00:00+00:00,27.8700008392334,29.200000762939453,27.600000381469727,27.989999771118164,794100
2024-09-19 00:00:00+00:00,28.600000381469727,28.950000762939453,28.209999084472656,28.809999465942383,473500
2024-09-20 00:00:00+00:00,28.68000030517578,29.65999984741211,28.25,29.020000457763672,924600
2024-09-23 00:00:00+00:00,28.940000534057617,29.6299991607666,28.829999923706055,29.049999237060547,610500
2024-09-24 00:00:00+00:00,29.09000015258789,29.670000076293945,28.81999969482422,29.5,527300
2024-09-25 00:00:00+00:00,29.670000076293945,30.149999618530273,28.280000686645508,28.579999923706055,780500
