"('date', '')","('open', 'ATRC')","('high', 'ATRC')","('low', 'ATRC')","('close', 'ATRC')","('volume', 'ATRC')"
2024-09-26 00:00:00+00:00,28.860000610351562,29.389999389648438,28.200000762939453,28.420000076293945,379900
2024-09-27 00:00:00+00:00,28.5,29.309999465942383,27.959999084472656,28.18000030517578,357700
2024-09-30 00:00:00+00:00,28.18000030517578,29.049999237060547,27.93000030517578,28.040000915527344,410900
2024-10-01 00:00:00+00:00,28.270000457763672,28.270000457763672,27.1200008392334,27.799999237060547,565300
2024-10-02 00:00:00+00:00,27.719999313354492,28.280000686645508,27.1200008392334,27.700000762939453,363200
2024-10-03 00:00:00+00:00,27.489999771118164,27.850000381469727,27.239999771118164,27.440000534057617,317200
2024-10-04 00:00:00+00:00,27.729999542236328,28.219999313354492,27.510000228881836,27.6299991607666,431000
2024-10-07 00:00:00+00:00,27.770000457763672,27.860000610351562,26.950000762939453,27.06999969482422,500600
2024-10-08 00:00:00+00:00,27.079999923706055,27.459999084472656,26.739999771118164,27.31999969482422,422800
2024-10-09 00:00:00+00:00,27.25,27.780000686645508,27.020000457763672,27.020000457763672,552400
2024-10-10 00:00:00+00:00,26.68000030517578,27.290000915527344,25.56999969482422,27.049999237060547,336900
2024-10-11 00:00:00+00:00,27.010000228881836,27.93000030517578,26.920000076293945,27.84000015258789,489300
2024-10-14 00:00:00+00:00,27.93000030517578,28.190000534057617,27.549999237060547,27.600000381469727,217600
2024-10-15 00:00:00+00:00,27.559999465942383,28.739999771118164,27.31999969482422,28.610000610351562,363600
2024-10-16 00:00:00+00:00,28.899999618530273,29.600000381469727,28.790000915527344,29.15999984741211,359500
2024-10-17 00:00:00+00:00,29.170000076293945,29.290000915527344,28.110000610351562,28.56999969482422,425100
2024-10-18 00:00:00+00:00,28.68000030517578,29.1299991607666,28.469999313354492,28.790000915527344,342900
2024-10-21 00:00:00+00:00,28.809999465942383,28.84000015258789,28.15999984741211,28.540000915527344,323400
2024-10-22 00:00:00+00:00,28.649999618530273,28.719999313354492,28.190000534057617,28.6299991607666,273200
2024-10-23 00:00:00+00:00,28.3799991607666,28.850000381469727,28.06999969482422,28.850000381469727,354800
2024-10-24 00:00:00+00:00,28.920000076293945,29.15999984741211,28.65999984741211,28.68000030517578,393600
2024-10-25 00:00:00+00:00,28.670000076293945,28.899999618530273,27.639999389648438,27.93000030517578,571600
2024-10-28 00:00:00+00:00,28.25,29.459999084472656,27.709999084472656,28.75,1221800
2024-10-29 00:00:00+00:00,28.75,29.59000015258789,28.270000457763672,29.43000030517578,1168000
2024-10-30 00:00:00+00:00,34.400001525878906,36.61000061035156,33.720001220703125,34.83000183105469,2740600
2024-10-31 00:00:00+00:00,35.060001373291016,35.189998626708984,33.08000183105469,33.18000030517578,844400
2024-11-01 00:00:00+00:00,33.31999969482422,34.29999923706055,33.189998626708984,33.5099983215332,844200
2024-11-04 00:00:00+00:00,33.5,34.08000183105469,33.27000045776367,33.65999984741211,708500
2024-11-05 00:00:00+00:00,33.33000183105469,35.7599983215332,33.29999923706055,35.470001220703125,1077300
2024-11-06 00:00:00+00:00,36.88999938964844,37.7400016784668,35.849998474121094,37.619998931884766,785200
2024-11-07 00:00:00+00:00,37.439998626708984,37.77000045776367,36.95000076293945,37.36000061035156,414100
2024-11-08 00:00:00+00:00,37.31999969482422,38.27000045776367,37.06999969482422,37.45000076293945,366500
2024-11-11 00:00:00+00:00,37.65999984741211,38.34000015258789,37.41999816894531,38.20000076293945,277900
2024-11-12 00:00:00+00:00,38.02000045776367,38.209999084472656,36.369998931884766,36.630001068115234,366900
2024-11-13 00:00:00+00:00,37.099998474121094,37.400001525878906,36.15999984741211,36.20000076293945,754400
2024-11-14 00:00:00+00:00,36.18000030517578,36.380001068115234,35.18000030517578,35.310001373291016,485300
2024-11-15 00:00:00+00:00,35.439998626708984,35.439998626708984,34.68000030517578,35.029998779296875,601600
2024-11-18 00:00:00+00:00,34.90999984741211,36.0,34.65999984741211,34.720001220703125,514800
2024-11-19 00:00:00+00:00,34.25,36.380001068115234,34.150001525878906,36.34000015258789,424400
2024-11-20 00:00:00+00:00,36.209999084472656,36.279998779296875,35.25,36.029998779296875,353700
2024-11-21 00:00:00+00:00,36.33000183105469,36.45000076293945,35.66999816894531,35.68000030517578,311400
2024-11-22 00:00:00+00:00,35.779998779296875,36.130001068115234,34.93000030517578,35.7400016784668,459800
2024-11-25 00:00:00+00:00,36.150001525878906,36.31999969482422,35.43000030517578,36.0099983215332,551800
2024-11-26 00:00:00+00:00,35.95000076293945,36.709999084472656,35.560001373291016,35.790000915527344,333100
2024-11-27 00:00:00+00:00,36.13999938964844,36.470001220703125,35.91999816894531,36.16999816894531,294300
2024-11-29 00:00:00+00:00,36.22999954223633,37.25,35.869998931884766,36.15999984741211,333200
2024-12-02 00:00:00+00:00,36.52000045776367,37.33000183105469,36.0,37.060001373291016,476300
2024-12-03 00:00:00+00:00,36.66999816894531,37.040000915527344,35.7599983215332,36.119998931884766,484800
2024-12-04 00:00:00+00:00,36.119998931884766,36.93000030517578,35.66999816894531,36.310001373291016,263300
2024-12-05 00:00:00+00:00,36.150001525878906,36.36000061035156,34.029998779296875,34.11000061035156,393100
2024-12-06 00:00:00+00:00,34.209999084472656,34.790000915527344,33.939998626708984,34.25,353400
2024-12-09 00:00:00+00:00,34.560001373291016,34.619998931884766,33.79999923706055,33.939998626708984,279700
2024-12-10 00:00:00+00:00,34.20000076293945,34.400001525878906,33.4900016784668,33.97999954223633,386400
2024-12-11 00:00:00+00:00,34.4900016784668,34.630001068115234,33.290000915527344,33.310001373291016,323700
2024-12-12 00:00:00+00:00,33.20000076293945,33.880001068115234,32.599998474121094,32.790000915527344,270800
2024-12-13 00:00:00+00:00,32.72999954223633,32.72999954223633,31.229999542236328,31.670000076293945,494300
2024-12-16 00:00:00+00:00,31.649999618530273,32.150001525878906,31.239999771118164,31.540000915527344,362300
2024-12-17 00:00:00+00:00,31.670000076293945,32.15999984741211,31.360000610351562,31.5,442400
2024-12-18 00:00:00+00:00,31.6200008392334,31.8799991607666,30.100000381469727,30.25,512900
2024-12-19 00:00:00+00:00,30.479999542236328,30.600000381469727,29.920000076293945,30.049999237060547,463100
2024-12-20 00:00:00+00:00,30.0,31.020000457763672,29.559999465942383,30.719999313354492,768300
2024-12-23 00:00:00+00:00,30.829999923706055,31.1200008392334,30.299999237060547,30.510000228881836,333700
2024-12-24 00:00:00+00:00,30.479999542236328,30.799999237060547,30.139999389648438,30.5,122200
2024-12-26 00:00:00+00:00,30.280000686645508,30.889999389648438,30.030000686645508,30.75,265000
2024-12-27 00:00:00+00:00,30.479999542236328,30.790000915527344,30.06999969482422,30.649999618530273,235800
2024-12-30 00:00:00+00:00,30.34000015258789,30.670000076293945,29.799999237060547,30.25,305300
2024-12-31 00:00:00+00:00,30.540000915527344,30.8700008392334,30.299999237060547,30.559999465942383,231400
2025-01-02 00:00:00+00:00,30.75,30.969999313354492,29.920000076293945,30.399999618530273,338700
2025-01-03 00:00:00+00:00,30.579999923706055,32.040000915527344,30.389999389648438,32.029998779296875,440500
2025-01-06 00:00:00+00:00,32.119998931884766,34.459999084472656,32.119998931884766,33.4900016784668,746900
2025-01-07 00:00:00+00:00,33.68000030517578,33.97999954223633,32.029998779296875,32.70000076293945,487800
2025-01-08 00:00:00+00:00,32.61000061035156,34.11000061035156,32.08000183105469,33.65999984741211,527700
2025-01-10 00:00:00+00:00,32.91999816894531,33.93000030517578,31.0,31.40999984741211,1086400
2025-01-13 00:00:00+00:00,33.06999969482422,34.650001525878906,32.529998779296875,34.38999938964844,1003300
2025-01-14 00:00:00+00:00,34.650001525878906,36.150001525878906,33.869998931884766,34.689998626708984,609400
2025-01-15 00:00:00+00:00,35.380001068115234,36.9900016784668,34.779998779296875,36.970001220703125,610500
2025-01-16 00:00:00+00:00,36.7400016784668,37.7599983215332,35.810001373291016,37.63999938964844,726100
2025-01-17 00:00:00+00:00,37.97999954223633,39.119998931884766,37.220001220703125,38.470001220703125,903200
2025-01-21 00:00:00+00:00,38.970001220703125,39.66999816894531,38.540000915527344,39.630001068115234,538900
2025-01-22 00:00:00+00:00,39.81999969482422,41.04999923706055,39.45000076293945,39.5,782500
2025-01-23 00:00:00+00:00,39.2400016784668,40.47999954223633,38.9900016784668,40.369998931884766,565600
2025-01-24 00:00:00+00:00,40.130001068115234,40.97999954223633,39.540000915527344,40.58000183105469,576300
2025-01-27 00:00:00+00:00,40.52000045776367,41.29999923706055,39.400001525878906,40.84000015258789,423200
2025-01-28 00:00:00+00:00,40.95000076293945,42.25,39.29999923706055,42.099998474121094,489800
2025-01-29 00:00:00+00:00,42.099998474121094,43.11000061035156,41.77000045776367,42.400001525878906,640900
