"('date', '')","('open', 'CRBG')","('high', 'CRBG')","('low', 'CRBG')","('close', 'CRBG')","('volume', 'CRBG')"
2022-09-16 00:00:00+00:00,16.38662266042919,16.585876345814416,15.940294830818079,16.514144897460938,4981700
2022-09-19 00:00:00+00:00,16.418505113916623,17.53432552511414,16.322862669443655,17.231460571289062,6419400
2022-09-20 00:00:00+00:00,16.968444317217852,17.4307127994244,16.48226484586469,17.17566680908203,3881600
2022-09-21 00:00:00+00:00,17.25536654192408,17.39882941943877,16.761218319578784,16.88874053955078,8229100
2022-09-22 00:00:00+00:00,16.73730778431501,16.864830007723576,16.39459123883518,16.617755889892578,1974500
2022-09-23 00:00:00+00:00,16.546023063824073,16.601813841870925,16.09969531926456,16.139545440673828,2401200
2022-09-26 00:00:00+00:00,16.019994142273234,16.267068248455,15.892471924877176,15.972173690795898,1132300
2022-09-27 00:00:00+00:00,16.19533945895384,16.57790617368858,15.940294982464014,16.09172821044922,2115200
2022-09-28 00:00:00+00:00,16.107670050365314,16.402566225858404,15.988118121992262,16.28301429748535,2707400
2022-09-29 00:00:00+00:00,16.29895335565565,16.29895335565565,15.52584802258295,15.589609146118164,2786100
2022-09-30 00:00:00+00:00,15.67727662131446,16.12360435396901,15.254858352793857,15.693217277526855,4030500
2022-10-03 00:00:00+00:00,15.788861387832329,16.30692065869512,15.667716328442367,16.123607635498047,1484700
2022-10-04 00:00:00+00:00,16.18736863587229,16.745279551335084,16.14751850770421,16.609786987304688,2019100
2022-10-05 00:00:00+00:00,16.625724134503372,16.66557425425321,16.2590966480294,16.298948287963867,1677100
2022-10-06 00:00:00+00:00,16.20221953502774,16.556895411298033,16.016821375547885,16.032941818237305,1268100
2022-10-07 00:00:00+00:00,16.032942956269842,16.13773429731083,15.783058395865327,16.0732479095459,1709400
2022-10-10 00:00:00+00:00,16.11355151603143,16.403741033146073,15.61378238930818,15.87172794342041,1774200
2022-10-11 00:00:00+00:00,15.78305912505784,15.93621487962928,15.460627171336517,15.7024507522583,2478800
2022-10-12 00:00:00+00:00,15.766934234870856,16.01682029820688,15.533171688093036,15.968454360961914,1897600
2022-10-13 00:00:00+00:00,15.710509855741101,16.444043038880313,15.654084462803723,16.37955665588379,3049300
2022-10-14 00:00:00+00:00,16.34731459319685,16.661685525044795,16.08130806529243,16.137733459472656,1401200
2022-10-17 00:00:00+00:00,16.266705593089913,16.689897570392613,16.21834119103502,16.677806854248047,1373900
2022-10-18 00:00:00+00:00,16.822903666393128,17.225943987186213,16.822903666393128,17.153396606445312,2124800
2022-10-19 00:00:00+00:00,17.01636176901815,17.274307312157273,16.685868849686564,16.847084045410156,1400100
2022-10-20 00:00:00+00:00,16.67781068126497,16.935756268050035,16.492410945470848,16.59720230102539,949400
2022-10-21 00:00:00+00:00,16.484345988947272,17.483885572846493,16.352954788131967,17.443580627441406,2576400
2022-10-24 00:00:00+00:00,17.411338203255013,17.800674904637646,17.379094246940834,17.79019546508789,1769100
2022-10-25 00:00:00+00:00,17.774077290264795,18.20130057798707,17.733773873724317,18.032024383544922,1216800
2022-10-26 00:00:00+00:00,17.88692872775886,18.306089466197605,17.827277706297657,18.120691299438477,1577200
2022-10-27 00:00:00+00:00,18.201299434807446,18.418941560400736,18.1045690887182,18.233543395996094,947500
2022-10-28 00:00:00+00:00,18.209362469250806,18.555977403555588,18.056206711365164,18.547916412353516,1420300
2022-10-31 00:00:00+00:00,18.53985412106355,18.749435265190176,18.241603617408842,18.273847579956055,1135000
2022-11-01 00:00:00+00:00,18.136811627680512,18.414908852480046,17.9594744674792,18.330270767211914,1026900
2022-11-02 00:00:00+00:00,18.354455645711617,18.644643616460122,18.184372282280638,18.249664306640625,1194900
2022-11-03 00:00:00+00:00,18.048143002095586,18.132782628232103,17.24206245300724,17.2581844329834,1636800
2022-11-04 00:00:00+00:00,17.34685592128882,17.596740491780963,17.113091795281107,17.548376083374023,986900
2022-11-07 00:00:00+00:00,17.524193114855912,17.721683550239067,17.387159343104305,17.4677677154541,666900
2022-11-08 00:00:00+00:00,17.37103948163883,17.903052651623295,17.306553083382443,17.51613426208496,967700
2022-11-09 00:00:00+00:00,17.73377257724979,18.2093602375469,17.33879328161734,17.67734718322754,1191800
2022-11-10 00:00:00+00:00,18.015903074786902,18.9428955271298,17.653166162468146,18.418943405151367,2726300
2022-11-11 00:00:00+00:00,18.475365864550348,18.749433368571054,18.112629009971005,18.169055938720703,1200300
2022-11-14 00:00:00+00:00,18.233541253101137,18.418939395716883,17.757953643798828,17.757953643798828,1085200
2022-11-15 00:00:00+00:00,17.790200336786572,18.4028218372292,17.790200336786572,17.93529510498047,1078300
2022-11-16 00:00:00+00:00,17.822442939856646,18.079582853563153,17.77407699583711,17.84662437438965,763000
2022-11-17 00:00:00+00:00,17.733774496171193,17.854686287513356,17.59674072265625,17.59674072265625,1831200
2022-11-18 00:00:00+00:00,17.620921789205283,17.8466233652943,17.45970505987598,17.67734718322754,634900
2022-11-21 00:00:00+00:00,17.62092422476088,17.72571403707525,17.411343062655245,17.669288635253906,447700
