"('date', '')","('open', 'AKO-A')","('high', 'AKO-A')","('low', 'AKO-A')","('close', 'AKO-A')","('volume', 'AKO-A')"
2024-04-23 00:00:00+00:00,12.115063582085298,12.39162284682972,11.347835998893016,12.293488502502441,3800
2024-04-24 00:00:00+00:00,12.11506211547621,12.11506211547621,11.776054382324219,11.776054382324219,1800
2024-04-25 00:00:00+00:00,12.311331828347175,13.203457310824547,11.463812790153103,11.95448112487793,9600
2024-04-26 00:00:00+00:00,12.891212386515235,12.891212386515235,12.275646209716797,12.275646209716797,800
2024-04-29 00:00:00+00:00,12.008008003234863,12.008008003234863,12.008008003234863,12.008008003234863,400
2024-04-30 00:00:00+00:00,11.776055652265384,11.776055652265384,11.553024291992188,11.553024291992188,4500
2024-05-01 00:00:00+00:00,11.553024291992188,11.553024291992188,11.553024291992188,11.553024291992188,0
2024-05-02 00:00:00+00:00,11.151568094889324,12.32025280558446,11.151568094889324,12.043693542480469,6100
2024-05-03 00:00:00+00:00,12.10614251694665,12.69494519886429,12.10614251694665,12.257803916931152,1400
2024-05-06 00:00:00+00:00,12.498677160181122,12.498677160181122,12.373779296875,12.373779296875,2100
2024-05-07 00:00:00+00:00,12.641417425801004,12.641417425801004,12.391622543334961,12.391622543334961,500
2024-05-08 00:00:00+00:00,12.391622543334961,12.391622543334961,12.391622543334961,12.391622543334961,0
2024-05-09 00:00:00+00:00,12.873370718518927,12.873370718518927,12.471913579058018,12.668181419372559,8700
2024-05-10 00:00:00+00:00,13.114244554607335,13.114244554607335,12.694945335388184,12.694945335388184,2600
2024-05-13 00:00:00+00:00,11.784976742810743,12.766315037683459,11.784976742810743,12.623574256896973,14900
2024-05-14 00:00:00+00:00,13.096400590241185,13.176692008972168,13.096400590241185,13.176692008972168,700
2024-05-15 00:00:00+00:00,13.275329482720185,13.275329482720185,13.1395902633667,13.1395902633667,700
2024-05-16 00:00:00+00:00,13.202935699325897,13.311527252197266,13.202935699325897,13.311527252197266,1100
2024-05-17 00:00:00+00:00,13.492513124179144,13.492513124179144,11.854589462280273,11.854589462280273,800
2024-05-20 00:00:00+00:00,11.655504636281673,13.347724523107829,11.655504636281673,12.940505981445312,3300
2024-05-21 00:00:00+00:00,12.985753059387207,12.985753059387207,12.985753059387207,12.985753059387207,300
2024-05-22 00:00:00+00:00,13.266281031948655,13.266281031948655,12.669027038227917,12.985753059387207,600
2024-05-23 00:00:00+00:00,12.845371597709285,12.918773651123047,12.386608326362525,12.918773651123047,4300
2024-05-24 00:00:00+00:00,13.533515135557844,13.533515135557844,12.891246795654297,12.891246795654297,500
2024-05-28 00:00:00+00:00,13.331659913937063,13.395887364500593,13.212381362915039,13.212381362915039,1000
2024-05-29 00:00:00+00:00,13.239907264709473,13.239907264709473,13.239907264709473,13.239907264709473,500
2024-05-30 00:00:00+00:00,13.148154617027238,13.267433166503906,13.148154617027238,13.267433166503906,500
2024-05-31 00:00:00+00:00,12.845371117275656,13.395887372310343,12.845371117275656,13.350010871887207,2300
2024-06-03 00:00:00+00:00,13.028875482983445,13.340834617614746,13.028875482983445,13.340834617614746,2400
2024-06-04 00:00:00+00:00,13.39588585425203,13.39588585425203,13.148153305053711,13.148153305053711,700
2024-06-05 00:00:00+00:00,12.790319141763602,13.350010871887207,12.790319141763602,13.350010871887207,600
2024-06-06 00:00:00+00:00,13.07475226989936,13.597742080688477,13.07475226989936,13.597742080688477,3300
2024-06-07 00:00:00+00:00,12.716915917447126,12.771967887878418,12.716915917447126,12.771967887878418,1100
2024-06-10 00:00:00+00:00,12.891247617698792,13.386711897221423,12.891247617698792,13.350010871887207,900
2024-06-11 00:00:00+00:00,13.359186055435108,13.414237154724303,13.093103408813477,13.093103408813477,1700
2024-06-12 00:00:00+00:00,13.120628478470797,13.39588658991144,13.120628478470797,13.340834617614746,1300
2024-06-13 00:00:00+00:00,13.212380893748758,13.212380893748758,12.964649200439453,12.964649200439453,500
2024-06-14 00:00:00+00:00,13.285782394982547,13.294957869362678,12.900422096252441,12.900422096252441,1400
2024-06-17 00:00:00+00:00,12.900422096252441,12.900422096252441,12.900422096252441,12.900422096252441,0
2024-06-18 00:00:00+00:00,12.909597396850586,12.909597396850586,12.909597396850586,12.909597396850586,200
2024-06-20 00:00:00+00:00,13.249082210161582,13.249082210161582,13.175680160522461,13.175680160522461,300
2024-06-21 00:00:00+00:00,13.001351001160067,13.001351001160067,12.671041765340913,12.836195945739746,700
2024-06-24 00:00:00+00:00,12.671040534973145,12.671040534973145,12.671040534973145,12.671040534973145,500
2024-06-25 00:00:00+00:00,12.671041349276257,12.946298599243164,12.671041349276257,12.946298599243164,900
2024-06-26 00:00:00+00:00,12.72609168834328,13.405061047701944,12.72609168834328,12.982998847961426,1400
2024-06-27 00:00:00+00:00,12.726091384887695,12.726091384887695,12.726091384887695,12.726091384887695,100
2024-06-28 00:00:00+00:00,13.350009549715345,13.350009549715345,13.230731010437012,13.230731010437012,800
2024-07-01 00:00:00+00:00,13.267431642134339,13.294957188844403,13.019699096679688,13.019699096679688,1000
2024-07-02 00:00:00+00:00,12.661865885801864,13.129804611206055,12.661865885801864,13.129804611206055,2500
2024-07-03 00:00:00+00:00,12.707741680684913,12.891246795654297,12.707741680684913,12.891246795654297,600
2024-07-05 00:00:00+00:00,12.891246795654297,12.891246795654297,12.891246795654297,12.891246795654297,0
2024-07-08 00:00:00+00:00,12.7444429397583,12.7444429397583,12.7444429397583,12.7444429397583,200
2024-07-09 00:00:00+00:00,13.29495906829834,13.29495906829834,13.29495906829834,13.29495906829834,200
2024-07-10 00:00:00+00:00,13.111454360817255,13.395887976246845,13.028876831337003,13.184856414794922,1900
2024-07-11 00:00:00+00:00,13.377535630209568,13.377535630209568,12.955473426340593,13.2490816116333,1400
2024-07-12 00:00:00+00:00,13.414237374099589,13.441762924194336,13.24908232348818,13.441762924194336,800
2024-07-15 00:00:00+00:00,13.634442329406738,13.634442329406738,13.634442329406738,13.634442329406738,500
2024-07-16 00:00:00+00:00,13.717020507823912,13.717020507823912,13.157329677913554,13.377535820007324,1500
2024-07-17 00:00:00+00:00,13.377535820007324,13.377535820007324,13.377535820007324,13.377535820007324,0
2024-07-18 00:00:00+00:00,13.203206240847676,13.239907264709473,13.203206240847676,13.239907264709473,600
2024-07-19 00:00:00+00:00,12.95547325636549,13.304133409336888,12.95547325636549,13.258256912231445,500
2024-07-22 00:00:00+00:00,13.36836083639318,13.36836083639318,12.918773061014937,13.129804611206055,800
2024-07-23 00:00:00+00:00,13.129804611206055,13.129804611206055,13.129804611206055,13.129804611206055,0
2024-07-24 00:00:00+00:00,13.129804611206055,13.129804611206055,13.129804611206055,13.129804611206055,0
2024-07-25 00:00:00+00:00,13.056401083818665,13.12980400551485,13.028875535070982,13.11145305633545,4400
2024-07-26 00:00:00+00:00,13.11145305633545,13.11145305633545,13.11145305633545,13.11145305633545,0
2024-07-29 00:00:00+00:00,12.90959680235624,12.982998847961426,12.891246728465648,12.982998847961426,1400
2024-07-30 00:00:00+00:00,12.982998847961426,12.982998847961426,12.982998847961426,12.982998847961426,300
2024-07-31 00:00:00+00:00,13.0564016174232,13.487639315527852,13.019700592585874,13.267433166503906,3500
2024-08-01 00:00:00+00:00,13.450937550878354,13.450937550878354,13.028875350952148,13.028875350952148,400
2024-08-02 00:00:00+00:00,13.028875350952148,13.028875350952148,13.028875350952148,13.028875350952148,0
2024-08-05 00:00:00+00:00,12.891247922553681,12.891247922553681,12.836195945739746,12.836195945739746,1600
2024-08-06 00:00:00+00:00,12.83619524092054,13.542691050295577,12.753617717744609,12.781144142150879,9600
2024-08-07 00:00:00+00:00,12.781144142150879,12.781144142150879,12.781144142150879,12.781144142150879,0
2024-08-08 00:00:00+00:00,12.808668823383435,13.230731010437012,12.808668823383435,13.230731010437012,600
2024-08-09 00:00:00+00:00,13.230731537563214,13.2490816116333,12.98299897495643,13.2490816116333,7100
2024-08-12 00:00:00+00:00,13.2490816116333,13.2490816116333,13.2490816116333,13.2490816116333,200
2024-08-13 00:00:00+00:00,13.2490816116333,13.2490816116333,13.2490816116333,13.2490816116333,0
2024-08-14 00:00:00+00:00,12.918772403179004,13.2490816116333,12.918772403179004,13.2490816116333,3100
2024-08-15 00:00:00+00:00,12.946297718110298,12.946297718110298,12.89124662187231,12.900422096252441,500
2024-08-16 00:00:00+00:00,13.221555939505881,13.221555939505881,13.028875350952148,13.028875350952148,600
2024-08-19 00:00:00+00:00,13.629349708557129,13.629349708557129,13.629349708557129,13.629349708557129,400
2024-08-20 00:00:00+00:00,13.629349256634395,13.629349256634395,13.592110633850098,13.592110633850098,300
2024-08-21 00:00:00+00:00,13.592109888439069,13.862090110778809,13.592109888439069,13.862090110778809,300
2024-08-22 00:00:00+00:00,13.40591651970825,13.499013519807958,13.098697662353516,13.098697662353516,1100
2024-08-23 00:00:00+00:00,13.815542540749407,13.815542540749407,13.5176335548051,13.647968292236328,900
2024-08-26 00:00:00+00:00,13.824852001558853,13.964496612548828,13.768993624459593,13.964496612548828,4100
2024-08-27 00:00:00+00:00,13.964496612548828,14.06690260141889,13.94587685756948,13.964496612548828,5900
2024-08-28 00:00:00+00:00,13.964496612548828,15.118894786104889,13.964496612548828,13.964496612548828,15400
2024-08-29 00:00:00+00:00,13.983117097780932,15.826430320739746,13.880710215724,15.826430320739746,9500
2024-08-30 00:00:00+00:00,15.29577895353292,15.342326565445168,14.485838254084571,14.886153221130371,1600
2024-09-03 00:00:00+00:00,14.253096848253735,14.253096848253735,14.15999984741211,14.15999984741211,900
2024-09-04 00:00:00+00:00,13.675896937106529,13.79692268371582,13.675896937106529,13.79692268371582,700
2024-09-05 00:00:00+00:00,13.424537141548612,13.424537141548612,13.154556889236144,13.247653007507324,3300
2024-09-06 00:00:00+00:00,13.266271591186523,13.266271591186523,13.266271591186523,13.266271591186523,300
2024-09-09 00:00:00+00:00,13.247652732046143,13.247652732046143,12.800789242822962,13.201105117797852,9200
2024-09-10 00:00:00+00:00,13.080079078674316,13.080079078674316,13.080079078674316,13.080079078674316,400
2024-09-11 00:00:00+00:00,13.080079078674316,13.080079078674316,13.080079078674316,13.080079078674316,0
2024-09-12 00:00:00+00:00,12.97767179047297,13.396607398986816,12.97767179047297,13.396607398986816,600
2024-09-13 00:00:00+00:00,13.368677974315071,13.368677974315071,13.238343238830566,13.238343238830566,600
2024-09-16 00:00:00+00:00,13.238343238830566,13.238343238830566,13.238343238830566,13.238343238830566,0
2024-09-17 00:00:00+00:00,13.266272111372515,13.284891866814261,12.754240378628973,12.800788879394531,3200
2024-09-18 00:00:00+00:00,13.815543174743652,13.815543174743652,13.768994671594045,13.815543174743652,1000
2024-09-19 00:00:00+00:00,13.536251664910287,13.778303146362305,13.536251664910287,13.778303146362305,1200
2024-09-20 00:00:00+00:00,13.778304021098878,13.778304021098878,13.499013900756836,13.499013900756836,300
2024-09-23 00:00:00+00:00,13.443155514960692,13.759684258670534,13.359369277954102,13.359369277954102,2300
2024-09-24 00:00:00+00:00,13.396607726098626,13.396607726098626,13.368678092956543,13.368678092956543,400
2024-09-25 00:00:00+00:00,13.489703711801269,14.37412166595459,13.489703711801269,14.37412166595459,1500
2024-09-26 00:00:00+00:00,13.377987644013409,13.396607398986816,13.377987644013409,13.396607398986816,700
2024-09-27 00:00:00+00:00,13.815541909942326,13.815541909942326,13.554871559143066,13.554871559143066,1400
2024-09-30 00:00:00+00:00,13.499013907240881,13.741065404176172,13.359369290922194,13.63865852355957,5700
2024-10-01 00:00:00+00:00,13.62003890620186,13.666587405026146,13.46177454290255,13.480393409729004,13500
2024-10-02 00:00:00+00:00,13.452465669963283,13.452465669963283,13.3966081774747,13.405917167663574,3200
2024-10-03 00:00:00+00:00,13.359369019488547,13.592110633850098,13.256962140952632,13.592110633850098,2300
2024-10-04 00:00:00+00:00,13.368678937005798,13.387298693609438,13.368678937005798,13.377988815307617,4500
2024-10-07 00:00:00+00:00,13.229032969602008,13.266271591186523,13.173174593305847,13.266271591186523,1000
2024-10-08 00:00:00+00:00,13.06145849544628,13.219722856315645,13.06145849544628,13.210412979125977,8700
2024-10-09 00:00:00+00:00,12.931124819996292,13.275582313537598,12.931124819996292,13.275582313537598,1200
2024-10-10 00:00:00+00:00,13.17317538565355,13.499014009995877,13.135936761829184,13.489704132080078,41100
2024-10-11 00:00:00+00:00,13.312820703648104,13.340749449163894,13.21972370147705,13.21972370147705,8200
2024-10-14 00:00:00+00:00,13.145246454875736,13.266272202562577,13.145246454875736,13.21972370147705,6000
2024-10-15 00:00:00+00:00,13.201104479566961,13.201104479566961,13.033530235290527,13.033530235290527,2000
2024-10-16 00:00:00+00:00,13.154555990846141,13.201104490722127,12.959053001638027,13.173174858093262,9100
2024-10-17 00:00:00+00:00,13.126627125406197,13.126627125406197,13.014910371595127,13.042840003967285,1600
2024-10-18 00:00:00+00:00,13.230772328094105,13.240216350178532,13.10800274289109,13.20244026184082,4800
2024-10-21 00:00:00+00:00,13.041896389563126,13.249659471631444,13.041896389563126,13.20244026184082,6500
2024-10-22 00:00:00+00:00,13.155221711904847,13.381872833993679,13.155221711904847,13.27799129486084,3300
2024-10-23 00:00:00+00:00,13.287434211306072,13.287434211306072,13.05133907094523,13.136333465576172,700
2024-10-24 00:00:00+00:00,13.136333465576172,13.136333465576172,13.136333465576172,13.136333465576172,0
2024-10-25 00:00:00+00:00,13.136333465576172,13.136333465576172,13.136333465576172,13.136333465576172,0
2024-10-28 00:00:00+00:00,12.985233078207132,13.37242897498354,12.985233078207132,13.108002662658691,2800
2024-10-29 00:00:00+00:00,13.164664694367604,13.164664694367604,13.004120826721191,13.004120826721191,800
2024-10-30 00:00:00+00:00,12.928569890613327,12.928569890613327,12.352498054504395,12.352498054504395,6900
2024-10-31 00:00:00+00:00,12.352498054504395,12.352498054504395,12.352498054504395,12.352498054504395,0
2024-11-01 00:00:00+00:00,12.399717039026484,12.654699325561523,12.399717039026484,12.654699325561523,300
2024-11-04 00:00:00+00:00,13.032452384995102,13.032452384995102,12.711362838745117,12.711362838745117,1100
2024-11-05 00:00:00+00:00,12.805801391601562,12.805801391601562,12.805801391601562,12.805801391601562,300
2024-11-06 00:00:00+00:00,12.701918749875281,12.862463522156306,12.664143562316895,12.664143562316895,3300
2024-11-07 00:00:00+00:00,12.824688614020834,12.900238990783691,12.786913425639405,12.900238990783691,1700
2024-11-08 00:00:00+00:00,12.985232805407312,12.985232805407312,12.739693641662598,12.739693641662598,5100
2024-11-11 00:00:00+00:00,12.418603897094727,12.418603897094727,12.418603897094727,12.418603897094727,500
2024-11-12 00:00:00+00:00,12.380829152872945,12.390273174880418,12.305278778076172,12.305278778076172,1200
2024-11-13 00:00:00+00:00,12.352498054504395,12.352498054504395,12.352498054504395,12.352498054504395,100
2024-11-14 00:00:00+00:00,12.701918682602772,12.701918682602772,12.352497974380428,12.616924285888672,1000
2024-11-15 00:00:00+00:00,12.626368522644043,12.626368522644043,12.626368522644043,12.626368522644043,600
2024-11-18 00:00:00+00:00,12.409160776055755,12.428047918765177,12.32416638228466,12.418603897094727,900
2024-11-19 00:00:00+00:00,12.418604540880743,12.44693660736084,12.418604540880743,12.44693660736084,1400
2024-11-20 00:00:00+00:00,12.47526741027832,12.47526741027832,12.465823388393034,12.47526741027832,1100
2024-11-21 00:00:00+00:00,12.44693660736084,12.44693660736084,12.44693660736084,12.44693660736084,900
2024-11-22 00:00:00+00:00,12.418603881370327,12.484711132348295,12.37138557434082,12.37138557434082,2400
2024-11-25 00:00:00+00:00,12.380828857421875,12.380828857421875,12.380828857421875,12.380828857421875,400
2024-11-26 00:00:00+00:00,12.51304252909214,12.51304252909214,12.428048133850098,12.428048133850098,900
2024-11-27 00:00:00+00:00,12.399716968979915,12.531930572759924,12.399716968979915,12.428048133850098,500
2024-11-29 00:00:00+00:00,12.513042517883724,12.560261726379395,12.513042517883724,12.560261726379395,600
2024-12-02 00:00:00+00:00,12.815244396806845,12.815244396806845,12.399717330932617,12.399717330932617,1800
2024-12-03 00:00:00+00:00,12.673587899782085,12.673587899782085,12.456379890441895,12.456379890441895,500
2024-12-04 00:00:00+00:00,12.55081778669636,12.654699325561523,12.55081778669636,12.654699325561523,1400
2024-12-05 00:00:00+00:00,12.777468749545275,12.824687957763672,12.777468749545275,12.824687957763672,1100
2024-12-06 00:00:00+00:00,12.824687957763672,12.824687957763672,12.824687957763672,12.824687957763672,0
2024-12-09 00:00:00+00:00,12.824687957763672,12.824687957763672,12.824687957763672,12.824687957763672,200
2024-12-10 00:00:00+00:00,12.805801391601562,12.805801391601562,12.805801391601562,12.805801391601562,700
2024-12-11 00:00:00+00:00,12.796357369406246,12.805801391601562,12.796357369406246,12.805801391601562,500
2024-12-12 00:00:00+00:00,13.07022762298584,13.07022762298584,13.07022762298584,13.07022762298584,400
2024-12-13 00:00:00+00:00,13.39131730162352,13.39131730162352,13.344098091125488,13.344098091125488,500
2024-12-16 00:00:00+00:00,13.362984657287598,13.551861491114913,13.362984657287598,13.362984657287598,3000
2024-12-17 00:00:00+00:00,13.41020400121022,13.457423210144043,12.796356986965021,13.457423210144043,1700
2024-12-18 00:00:00+00:00,13.136333465576172,13.136333465576172,13.136333465576172,13.136333465576172,500
2024-12-19 00:00:00+00:00,13.145777498716203,13.155221520490365,12.513042449951172,12.513042449951172,1000
2024-12-20 00:00:00+00:00,12.871907489222378,13.551861763000488,12.84357632383248,13.551861763000488,1800
2024-12-23 00:00:00+00:00,12.749137687683106,14.165708541870117,12.749137687683106,14.165708541870117,3800
2024-12-24 00:00:00+00:00,13.693518257141115,14.165708541870117,13.693518257141115,14.165708541870117,1800
2024-12-26 00:00:00+00:00,14.788999573611363,14.788999573611363,13.277991202857448,14.165708541870117,9500
2024-12-27 00:00:00+00:00,14.165708852001293,14.165708852001293,13.957944869995117,13.957944869995117,8500
2024-12-30 00:00:00+00:00,13.957944708226004,13.957944708226004,13.410204044347319,13.948501586914062,1700
2024-12-31 00:00:00+00:00,13.948501586914062,13.948501586914062,13.948501586914062,13.948501586914062,0
2025-01-02 00:00:00+00:00,13.72184944152832,13.72184944152832,13.72184944152832,13.72184944152832,400
2025-01-03 00:00:00+00:00,13.957945081274325,14.146821022033691,13.55186203379957,14.146821022033691,3500
2025-01-06 00:00:00+00:00,14.505684989774252,14.600123405456543,14.175152336149198,14.600123405456543,6000
2025-01-07 00:00:00+00:00,13.901282023560402,14.156264305114746,13.901282023560402,14.156264305114746,900
2025-01-08 00:00:00+00:00,14.175152416929423,14.203483581542969,14.175152416929423,14.203483581542969,1000
2025-01-10 00:00:00+00:00,14.203483581542969,14.203483581542969,14.203483581542969,14.203483581542969,0
2025-01-13 00:00:00+00:00,13.740738001231177,13.967389130582372,12.98523333609567,13.476311683654785,7500
2025-01-14 00:00:00+00:00,13.636855550985043,13.835175514221191,13.636855550985043,13.835175514221191,1600
2025-01-15 00:00:00+00:00,14.165709176318057,14.165709176318057,13.570749282836914,13.570749282836914,3000
2025-01-16 00:00:00+00:00,13.712406443587716,14.552904582751273,13.712406443587716,14.127933502197266,1200
2025-01-17 00:00:00+00:00,14.118489642946523,14.118489642946523,13.778512954711914,13.778512954711914,1300
2025-01-21 00:00:00+00:00,13.825732231140137,13.825732231140137,13.825732231140137,13.825732231140137,500
2025-01-22 00:00:00+00:00,13.787956805505571,14.49624223933706,13.787956805505571,14.260147094726562,3800
2025-01-23 00:00:00+00:00,14.29792213024048,14.788999557495117,14.175152548268947,14.788999557495117,1600
2025-01-24 00:00:00+00:00,15.619999885559082,15.619999885559082,14.510000228881836,14.90999984741211,2600
2025-01-27 00:00:00+00:00,14.399999618530273,14.399999618530273,14.300000190734863,14.300000190734863,500
2025-01-28 00:00:00+00:00,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
