"('date', '')","('open', 'AKO-A')","('high', 'AKO-A')","('low', 'AKO-A')","('close', 'AKO-A')","('volume', 'AKO-A')"
2024-01-02 00:00:00+00:00,11.396799538155818,11.396799538155818,9.914075382916053,10.440485954284668,10600
2024-01-03 00:00:00+00:00,10.66859692940887,10.66859692940887,10.335203170776367,10.335203170776367,2200
2024-01-04 00:00:00+00:00,10.449260200607924,10.519448280334473,10.449260200607924,10.519448280334473,600
2024-01-05 00:00:00+00:00,10.47557999237591,10.47557999237591,10.440485954284668,10.440485954284668,400
2024-01-08 00:00:00+00:00,10.0807720387329,10.607183456420898,10.0807720387329,10.607183456420898,7600
2024-01-09 00:00:00+00:00,10.624730110168457,10.624730110168457,10.624730110168457,10.624730110168457,300
2024-01-10 00:00:00+00:00,10.67737102508545,10.67737102508545,10.67737102508545,10.67737102508545,500
2024-01-11 00:00:00+00:00,10.67737102508545,10.67737102508545,10.67737102508545,10.67737102508545,0
2024-01-12 00:00:00+00:00,10.67737102508545,10.67737102508545,10.67737102508545,10.67737102508545,0
2024-01-16 00:00:00+00:00,10.984445571899414,10.984445571899414,10.984445571899414,10.984445571899414,200
2024-01-17 00:00:00+00:00,10.756332789005683,10.966897010803223,10.756332789005683,10.966897010803223,1200
2024-01-18 00:00:00+00:00,11.151567459106445,11.151567459106445,11.151567459106445,11.151567459106445,0
2024-01-19 00:00:00+00:00,11.062355217135362,11.321071563076197,10.883930297658429,11.312150955200195,1600
2024-01-22 00:00:00+00:00,11.035590730273766,11.07127571105957,11.035590730273766,11.07127571105957,600
2024-01-23 00:00:00+00:00,11.07127571105957,11.07127571105957,11.07127571105957,11.07127571105957,0
2024-01-24 00:00:00+00:00,11.06235479430399,11.06235479430399,10.803638458251953,10.803638458251953,1200
2024-01-25 00:00:00+00:00,10.705505695748837,10.705505695748837,10.482474327087402,10.482474327087402,4600
2024-01-26 00:00:00+00:00,10.420024706584002,10.446788229750368,10.411103248596191,10.411103248596191,11400
2024-01-29 00:00:00+00:00,10.785795567315024,10.785795567315024,10.509236335754395,10.509236335754395,2400
2024-01-30 00:00:00+00:00,10.393261207201968,10.527080535888672,10.393261207201968,10.527080535888672,2200
2024-01-31 00:00:00+00:00,10.527080535888672,10.527080535888672,10.527080535888672,10.527080535888672,6500
2024-02-01 00:00:00+00:00,10.527080535888672,10.527080535888672,10.527080535888672,10.527080535888672,0
2024-02-02 00:00:00+00:00,10.384340746835234,10.384340746835234,10.357576370239258,10.357576370239258,700
2024-02-05 00:00:00+00:00,10.37541715535408,11.16940896442689,10.34865363505636,10.464629173278809,5100
2024-02-06 00:00:00+00:00,10.767953633901962,10.875008583068848,10.767953633901962,10.875008583068848,1200
2024-02-07 00:00:00+00:00,10.509237210769562,10.687662124633789,10.402182262451028,10.687662124633789,1200
2024-02-08 00:00:00+00:00,10.66982038722199,10.70550537109375,10.66982038722199,10.70550537109375,600
2024-02-09 00:00:00+00:00,10.562765121459961,10.669820069891326,10.562765121459961,10.562765121459961,3100
2024-02-12 00:00:00+00:00,10.562765121459961,10.562765121459961,10.562765121459961,10.562765121459961,0
2024-02-13 00:00:00+00:00,10.634135081444034,10.634135081444034,10.625213623046875,10.625213623046875,700
2024-02-14 00:00:00+00:00,10.330812697626454,10.527080535888672,10.330812697626454,10.527080535888672,900
2024-02-15 00:00:00+00:00,10.660897543866922,10.660897543866922,10.4378662109375,10.4378662109375,300
2024-02-16 00:00:00+00:00,10.803638623013748,10.812560081481934,10.803638623013748,10.812560081481934,600
2024-02-20 00:00:00+00:00,11.026670147821607,11.026670147821607,10.821481704711914,10.821481704711914,600
2024-02-21 00:00:00+00:00,10.750112049326418,10.750112049326418,10.464631321296107,10.66089916229248,4100
2024-02-22 00:00:00+00:00,10.946378772769437,11.321070647985815,10.892850875854492,10.892850875854492,1600
2024-02-23 00:00:00+00:00,10.892850875854492,10.892850875854492,10.892850875854492,10.892850875854492,0
2024-02-26 00:00:00+00:00,11.303230285644531,11.303230285644531,11.303230285644531,11.303230285644531,900
2024-02-27 00:00:00+00:00,10.91069342071635,11.178331215465278,10.91069342071635,11.106961250305176,2000
2024-02-28 00:00:00+00:00,11.106961250305176,11.106961250305176,11.106961250305176,11.106961250305176,0
2024-02-29 00:00:00+00:00,10.634134797067674,11.151567459106445,10.634134797067674,11.151567459106445,400
2024-03-01 00:00:00+00:00,10.928537309021145,10.928537309021145,10.634135963862308,10.678742408752441,1500
2024-03-04 00:00:00+00:00,11.285385902472466,11.285385902472466,10.76795324161774,10.910693168640137,1800
2024-03-05 00:00:00+00:00,10.910693168640137,10.910693168640137,10.910693168640137,10.910693168640137,0
2024-03-06 00:00:00+00:00,10.491395950317383,10.491395950317383,10.491395950317383,10.491395950317383,200
2024-03-07 00:00:00+00:00,10.946378917910009,10.946378917910009,10.536001205444336,10.536001205444336,400
2024-03-08 00:00:00+00:00,11.151567459106445,11.276465320935387,11.133724542789277,11.151567459106445,800
2024-03-11 00:00:00+00:00,10.901773452758789,10.901773452758789,10.901773452758789,10.901773452758789,200
2024-03-12 00:00:00+00:00,10.928535461425781,10.928535461425781,10.928535461425781,10.928535461425781,300
2024-03-13 00:00:00+00:00,11.169411876699337,11.428128242492676,11.169411876699337,11.428128242492676,4900
2024-03-14 00:00:00+00:00,11.445968462617174,11.445968462617174,11.437047004699707,11.437047004699707,500
2024-03-15 00:00:00+00:00,11.40136298199165,11.40136298199165,11.37459945678711,11.37459945678711,500
2024-03-18 00:00:00+00:00,11.383520126342773,11.383520126342773,11.383520126342773,11.383520126342773,300
2024-03-19 00:00:00+00:00,11.383520126342773,11.383520126342773,11.383520126342773,11.383520126342773,0
2024-03-20 00:00:00+00:00,11.383520126342773,11.383520126342773,11.383520126342773,11.383520126342773,0
2024-03-21 00:00:00+00:00,11.240781135091433,11.240781135091433,10.839323997497559,10.839323997497559,1500
2024-03-22 00:00:00+00:00,10.839323997497559,10.839323997497559,10.839323997497559,10.839323997497559,0
2024-03-25 00:00:00+00:00,10.87500944035921,11.29430866241455,10.87500944035921,11.29430866241455,400
2024-03-26 00:00:00+00:00,10.866087913513184,10.866087913513184,10.866087913513184,10.866087913513184,100
2024-03-27 00:00:00+00:00,10.866087913513184,10.866087913513184,10.866087913513184,10.866087913513184,0
2024-03-28 00:00:00+00:00,11.17833137512207,11.17833137512207,11.17833137512207,11.17833137512207,300
2024-04-01 00:00:00+00:00,11.17833137512207,11.17833137512207,11.17833137512207,11.17833137512207,0
2024-04-02 00:00:00+00:00,11.044513702392578,11.044513702392578,11.044513702392578,11.044513702392578,400
2024-04-03 00:00:00+00:00,10.955300186387475,11.124804496765137,10.955300186387475,11.124804496765137,2000
2024-04-04 00:00:00+00:00,11.124804496765137,11.124804496765137,11.124804496765137,11.124804496765137,0
2024-04-05 00:00:00+00:00,11.445968627929688,11.445968627929688,11.445968627929688,11.445968627929688,300
2024-04-08 00:00:00+00:00,11.553024695848608,12.471913694072377,11.544103236934506,11.758213996887207,14300
2024-04-09 00:00:00+00:00,11.776054748389956,11.793897664224891,11.437047004699707,11.437047004699707,3400
2024-04-10 00:00:00+00:00,11.437047004699707,11.437047004699707,11.437047004699707,11.437047004699707,0
2024-04-11 00:00:00+00:00,11.651159286499023,11.651159286499023,11.651159286499023,11.651159286499023,200
2024-04-12 00:00:00+00:00,11.776054748389956,11.776054748389956,11.437047004699707,11.437047004699707,2900
2024-04-15 00:00:00+00:00,11.553024291992188,11.553024291992188,11.553024291992188,11.553024291992188,400
2024-04-16 00:00:00+00:00,11.553024041332439,11.553024041332439,11.249701261814382,11.356756210327148,3400
2024-04-17 00:00:00+00:00,11.329992225718751,11.445968627929688,11.329992225718751,11.445968627929688,1100
2024-04-18 00:00:00+00:00,11.445968627929688,11.445968627929688,11.445968627929688,11.445968627929688,0
2024-04-19 00:00:00+00:00,11.445968627929688,11.445968627929688,11.445968627929688,11.445968627929688,0
2024-04-22 00:00:00+00:00,12.320252983013917,12.320252983013917,11.686843872070312,11.686843872070312,1900
