"('date', '')","('open', 'AXON')","('high', 'AXON')","('low', 'AXON')","('close', 'AXON')","('volume', 'AXON')"
2024-04-05 00:00:00+00:00,306.82000732421875,312.25,306.55999755859375,309.8999938964844,183800
2024-04-08 00:00:00+00:00,311.19000244140625,314.20001220703125,309.1499938964844,311.2099914550781,286500
2024-04-09 00:00:00+00:00,310.5899963378906,311.44000244140625,306.2699890136719,311.2699890136719,305500
2024-04-10 00:00:00+00:00,308.80999755859375,320.3399963378906,307.8599853515625,318.260009765625,502800
2024-04-11 00:00:00+00:00,319.3900146484375,329.8699951171875,315.3999938964844,324.0899963378906,705100
2024-04-12 00:00:00+00:00,322.2300109863281,323.5,310.25,310.80999755859375,548100
2024-04-15 00:00:00+00:00,317.1700134277344,317.1700134277344,301.54998779296875,303.30999755859375,354900
2024-04-16 00:00:00+00:00,302.0,303.44000244140625,295.1000061035156,300.30999755859375,524300
2024-04-17 00:00:00+00:00,301.3699951171875,302.54998779296875,296.7300109863281,299.82000732421875,603300
2024-04-18 00:00:00+00:00,300.0,303.510009765625,297.29998779296875,297.5899963378906,593700
2024-04-19 00:00:00+00:00,299.17999267578125,299.5299987792969,291.3500061035156,293.6099853515625,551400
2024-04-22 00:00:00+00:00,294.8599853515625,296.8800048828125,291.3999938964844,293.79998779296875,513500
2024-04-23 00:00:00+00:00,296.7099914550781,302.57000732421875,295.3500061035156,301.55999755859375,486700
2024-04-24 00:00:00+00:00,304.07000732421875,308.1199951171875,302.2900085449219,302.4100036621094,524700
2024-04-25 00:00:00+00:00,300.989990234375,308.8299865722656,297.92999267578125,306.239990234375,305900
2024-04-26 00:00:00+00:00,306.57000732421875,311.8699951171875,306.57000732421875,308.2300109863281,300700
2024-04-29 00:00:00+00:00,308.239990234375,313.5899963378906,307.25,313.29998779296875,340600
2024-04-30 00:00:00+00:00,311.30999755859375,314.7799987792969,309.20001220703125,313.6600036621094,596100
2024-05-01 00:00:00+00:00,312.17999267578125,316.0,309.1099853515625,311.57000732421875,693700
2024-05-02 00:00:00+00:00,313.2200012207031,318.19000244140625,310.92999267578125,316.75,456700
2024-05-03 00:00:00+00:00,319.239990234375,321.0,316.6400146484375,318.54998779296875,279000
2024-05-06 00:00:00+00:00,322.0,329.17999267578125,321.4599914550781,327.6400146484375,773700
2024-05-07 00:00:00+00:00,312.82000732421875,317.5,304.8599853515625,312.7300109863281,1021700
2024-05-08 00:00:00+00:00,312.54998779296875,316.32000732421875,309.5299987792969,311.8599853515625,480400
2024-05-09 00:00:00+00:00,310.6400146484375,313.6300048828125,307.79998779296875,309.0899963378906,699200
2024-05-10 00:00:00+00:00,309.3800048828125,309.70001220703125,303.32000732421875,303.42999267578125,473900
2024-05-13 00:00:00+00:00,303.8800048828125,305.1099853515625,300.0299987792969,300.2300109863281,506800
2024-05-14 00:00:00+00:00,299.010009765625,299.010009765625,290.6600036621094,296.4599914550781,998300
2024-05-15 00:00:00+00:00,299.239990234375,300.0,292.7900085449219,293.95001220703125,683000
2024-05-16 00:00:00+00:00,293.6000061035156,294.1600036621094,288.3800048828125,290.44000244140625,536200
2024-05-17 00:00:00+00:00,292.45001220703125,292.6000061035156,286.67999267578125,288.7900085449219,513400
2024-05-20 00:00:00+00:00,289.9200134277344,292.8900146484375,288.19000244140625,292.0299987792969,524500
2024-05-21 00:00:00+00:00,291.8699951171875,291.989990234375,285.05999755859375,287.95001220703125,661700
2024-05-22 00:00:00+00:00,288.4800109863281,289.67999267578125,282.1000061035156,284.8699951171875,972100
2024-05-23 00:00:00+00:00,285.0,286.2699890136719,279.19000244140625,279.989990234375,818100
2024-05-24 00:00:00+00:00,280.4800109863281,285.7799987792969,279.0,285.6300048828125,410800
2024-05-28 00:00:00+00:00,286.0400085449219,288.20001220703125,284.2300109863281,288.20001220703125,522100
2024-05-29 00:00:00+00:00,285.20001220703125,288.3999938964844,283.5,284.19000244140625,471500
2024-05-30 00:00:00+00:00,284.4599914550781,286.1600036621094,280.260009765625,281.7300109863281,340300
2024-05-31 00:00:00+00:00,281.7200012207031,283.0,275.19000244140625,281.6700134277344,731100
2024-06-03 00:00:00+00:00,281.3500061035156,283.0,275.7900085449219,278.5299987792969,401300
2024-06-04 00:00:00+00:00,277.7300109863281,278.54998779296875,273.5199890136719,276.2200012207031,399000
2024-06-05 00:00:00+00:00,278.55999755859375,282.2799987792969,276.2300109863281,282.1300048828125,476700
2024-06-06 00:00:00+00:00,282.1300048828125,283.4800109863281,276.9200134277344,279.1499938964844,381600
2024-06-07 00:00:00+00:00,279.57000732421875,282.6000061035156,278.239990234375,280.5,331300
2024-06-10 00:00:00+00:00,280.0799865722656,286.80999755859375,280.0799865722656,285.3999938964844,421900
2024-06-11 00:00:00+00:00,285.3299865722656,287.05999755859375,283.3299865722656,287.010009765625,407300
2024-06-12 00:00:00+00:00,290.010009765625,297.239990234375,288.8999938964844,295.8399963378906,546100
2024-06-13 00:00:00+00:00,295.6199951171875,297.7799987792969,292.2900085449219,293.4800109863281,383600
2024-06-14 00:00:00+00:00,292.0,294.3599853515625,287.2300109863281,292.3299865722656,401100
2024-06-17 00:00:00+00:00,292.510009765625,297.3800048828125,290.19000244140625,297.1700134277344,413500
2024-06-18 00:00:00+00:00,297.4800109863281,300.8500061035156,292.0400085449219,293.5199890136719,362300
2024-06-20 00:00:00+00:00,294.6099853515625,296.79998779296875,290.3800048828125,293.1400146484375,366200
2024-06-21 00:00:00+00:00,293.2200012207031,293.2200012207031,282.8900146484375,291.1499938964844,909800
2024-06-24 00:00:00+00:00,291.92999267578125,296.6199951171875,290.3800048828125,292.70001220703125,705100
2024-06-25 00:00:00+00:00,293.19000244140625,294.489990234375,290.6300048828125,292.6300048828125,473100
2024-06-26 00:00:00+00:00,292.0400085449219,293.32000732421875,288.69000244140625,292.8800048828125,350300
2024-06-27 00:00:00+00:00,292.6700134277344,298.3999938964844,290.79998779296875,298.3500061035156,438400
2024-06-28 00:00:00+00:00,300.0,304.55999755859375,293.5799865722656,294.239990234375,1083400
2024-07-01 00:00:00+00:00,296.55999755859375,296.55999755859375,287.19000244140625,289.2099914550781,332200
2024-07-02 00:00:00+00:00,288.25,293.6000061035156,286.510009765625,293.17999267578125,347600
2024-07-03 00:00:00+00:00,294.04998779296875,297.32000732421875,292.79998779296875,296.55999755859375,175300
2024-07-05 00:00:00+00:00,296.9100036621094,298.69000244140625,294.1400146484375,298.3800048828125,174400
2024-07-08 00:00:00+00:00,299.7699890136719,303.5299987792969,299.19000244140625,302.4800109863281,372100
2024-07-09 00:00:00+00:00,304.3699951171875,306.3500061035156,298.3599853515625,298.510009765625,398500
2024-07-10 00:00:00+00:00,299.0,299.7200012207031,292.989990234375,293.2900085449219,365700
2024-07-11 00:00:00+00:00,293.7300109863281,295.0,290.0199890136719,291.1600036621094,528300
2024-07-12 00:00:00+00:00,292.239990234375,296.9800109863281,290.0799865722656,292.6600036621094,289600
2024-07-15 00:00:00+00:00,294.7699890136719,308.8999938964844,293.0199890136719,308.6400146484375,642300
2024-07-16 00:00:00+00:00,311.0199890136719,319.79998779296875,311.0199890136719,319.42999267578125,698600
2024-07-17 00:00:00+00:00,321.20001220703125,326.32000732421875,315.3500061035156,317.7799987792969,680600
2024-07-18 00:00:00+00:00,318.0,319.5,303.70001220703125,305.6700134277344,577000
2024-07-19 00:00:00+00:00,307.92999267578125,310.489990234375,303.6199951171875,308.45001220703125,269800
2024-07-22 00:00:00+00:00,310.5,317.0,306.80999755859375,316.760009765625,455900
2024-07-23 00:00:00+00:00,318.0,324.8599853515625,317.510009765625,319.54998779296875,763100
2024-07-24 00:00:00+00:00,318.0199890136719,318.8800048828125,310.010009765625,313.1099853515625,451000
2024-07-25 00:00:00+00:00,312.45001220703125,316.8399963378906,307.989990234375,310.80999755859375,379000
2024-07-26 00:00:00+00:00,314.07000732421875,314.07000732421875,308.010009765625,310.5899963378906,347900
2024-07-29 00:00:00+00:00,312.3999938964844,312.3999938964844,307.6499938964844,309.0,271100
2024-07-30 00:00:00+00:00,309.9599914550781,314.3699951171875,304.4800109863281,304.7200012207031,350200
2024-07-31 00:00:00+00:00,307.489990234375,308.55999755859375,299.0,300.010009765625,662400
2024-08-01 00:00:00+00:00,300.0,302.7200012207031,296.0899963378906,299.6300048828125,872700
2024-08-02 00:00:00+00:00,294.1000061035156,295.3599853515625,287.1400146484375,292.3599853515625,929200
2024-08-05 00:00:00+00:00,279.6400146484375,291.75,279.0199890136719,286.1600036621094,684600
2024-08-06 00:00:00+00:00,289.3999938964844,298.70001220703125,286.19000244140625,295.0,1070700
2024-08-07 00:00:00+00:00,330.0,367.95001220703125,323.8900146484375,349.239990234375,3407100
2024-08-08 00:00:00+00:00,350.8999938964844,371.989990234375,344.0,368.4599914550781,1518800
2024-08-09 00:00:00+00:00,367.2699890136719,370.3599853515625,359.30999755859375,365.0,997500
2024-08-12 00:00:00+00:00,368.1000061035156,375.95001220703125,366.1400146484375,368.0299987792969,545400
2024-08-13 00:00:00+00:00,368.0299987792969,370.82000732421875,364.7799987792969,368.9700012207031,516300
2024-08-14 00:00:00+00:00,368.79998779296875,371.92999267578125,365.989990234375,370.57000732421875,400300
2024-08-15 00:00:00+00:00,366.1499938964844,378.25,366.1499938964844,373.69000244140625,495400
2024-08-16 00:00:00+00:00,374.989990234375,377.19000244140625,372.0,373.69000244140625,486300
2024-08-19 00:00:00+00:00,373.75,376.4200134277344,370.9599914550781,373.07000732421875,430100
2024-08-20 00:00:00+00:00,374.45001220703125,375.7300109863281,370.0400085449219,373.04998779296875,345700
2024-08-21 00:00:00+00:00,373.05999755859375,378.8900146484375,371.45001220703125,375.1000061035156,573200
2024-08-22 00:00:00+00:00,375.94000244140625,377.25,372.44000244140625,372.69000244140625,295500
2024-08-23 00:00:00+00:00,375.69000244140625,376.04998779296875,369.42999267578125,370.70001220703125,464500
2024-08-26 00:00:00+00:00,369.1099853515625,370.6400146484375,358.1000061035156,360.489990234375,568500
2024-08-27 00:00:00+00:00,360.489990234375,364.4599914550781,357.8500061035156,363.42999267578125,286000
2024-08-28 00:00:00+00:00,363.42999267578125,368.1300048828125,361.5899963378906,362.45001220703125,323600
2024-08-29 00:00:00+00:00,364.0299987792969,368.8599853515625,361.9700012207031,362.0,316800
2024-08-30 00:00:00+00:00,363.1300048828125,366.2799987792969,361.44000244140625,364.9700012207031,454800
2024-09-03 00:00:00+00:00,361.3500061035156,363.2200012207031,354.5199890136719,355.1600036621094,584900
2024-09-04 00:00:00+00:00,351.7200012207031,356.7300109863281,349.0199890136719,355.3500061035156,681100
2024-09-05 00:00:00+00:00,353.5299987792969,356.3399963378906,352.1099853515625,354.8599853515625,236400
2024-09-06 00:00:00+00:00,356.4200134277344,357.5,346.7099914550781,354.6199951171875,509100
2024-09-09 00:00:00+00:00,358.6099853515625,369.44000244140625,358.6099853515625,364.3900146484375,755900
2024-09-10 00:00:00+00:00,364.8900146484375,366.9800109863281,357.1099853515625,359.3500061035156,324800
2024-09-11 00:00:00+00:00,357.82000732421875,364.489990234375,353.9100036621094,361.7099914550781,471500
2024-09-12 00:00:00+00:00,364.8800048828125,384.7300109863281,364.6000061035156,384.510009765625,976600
2024-09-13 00:00:00+00:00,382.9800109863281,385.0,375.7099914550781,379.6099853515625,506400
2024-09-16 00:00:00+00:00,380.989990234375,386.5400085449219,379.9800109863281,385.7699890136719,480100
2024-09-17 00:00:00+00:00,384.0299987792969,386.1400146484375,376.5299987792969,382.57000732421875,379000
2024-09-18 00:00:00+00:00,383.5,387.6099853515625,380.510009765625,383.010009765625,402100
2024-09-19 00:00:00+00:00,390.0,391.54998779296875,383.0299987792969,389.739990234375,461800
2024-09-20 00:00:00+00:00,387.07000732421875,393.5799865722656,387.05999755859375,393.2900085449219,1202600
2024-09-23 00:00:00+00:00,394.2900085449219,397.32000732421875,392.0,393.94000244140625,473100
2024-09-24 00:00:00+00:00,395.5899963378906,395.69000244140625,388.3599853515625,393.6600036621094,279600
2024-09-25 00:00:00+00:00,394.3900146484375,395.79998779296875,392.0199890136719,395.260009765625,534500
2024-09-26 00:00:00+00:00,396.2300109863281,398.739990234375,391.9700012207031,393.25,448900
2024-09-27 00:00:00+00:00,394.1199951171875,395.5899963378906,388.3699951171875,395.3399963378906,400700
2024-09-30 00:00:00+00:00,395.5,400.3299865722656,394.239990234375,399.6000061035156,548900
2024-10-01 00:00:00+00:00,399.8699951171875,400.7799987792969,395.3699951171875,399.2200012207031,749200
2024-10-02 00:00:00+00:00,400.0,406.0,397.5299987792969,404.510009765625,588000
2024-10-03 00:00:00+00:00,404.1700134277344,415.1099853515625,403.1600036621094,415.04998779296875,927100
2024-10-04 00:00:00+00:00,418.0,422.3299865722656,413.67999267578125,421.79998779296875,611900
2024-10-07 00:00:00+00:00,421.0,425.2300109863281,416.8800048828125,420.8299865722656,682900
2024-10-08 00:00:00+00:00,424.05999755859375,433.4800109863281,420.489990234375,426.989990234375,787500
2024-10-09 00:00:00+00:00,424.3999938964844,432.8599853515625,422.2099914550781,432.1400146484375,470800
2024-10-10 00:00:00+00:00,430.7799987792969,432.9100036621094,424.3399963378906,428.760009765625,494200
2024-10-11 00:00:00+00:00,430.19000244140625,436.54998779296875,428.7699890136719,434.9800109863281,334500
2024-10-14 00:00:00+00:00,437.1400146484375,440.8900146484375,435.44000244140625,437.9800109863281,326200
2024-10-15 00:00:00+00:00,437.9800109863281,438.0400085449219,424.57000732421875,434.1199951171875,625200
2024-10-16 00:00:00+00:00,433.3599853515625,435.3999938964844,428.5,433.8299865722656,376100
2024-10-17 00:00:00+00:00,436.0,437.8999938964844,432.7300109863281,434.4800109863281,397400
2024-10-18 00:00:00+00:00,438.7799987792969,438.7799987792969,434.0,438.04998779296875,228800
2024-10-21 00:00:00+00:00,439.0,444.1600036621094,435.2900085449219,443.9800109863281,335500
2024-10-22 00:00:00+00:00,445.1000061035156,455.1700134277344,443.44000244140625,449.6099853515625,624900
2024-10-23 00:00:00+00:00,447.5199890136719,449.20001220703125,440.6700134277344,442.69000244140625,388900
2024-10-24 00:00:00+00:00,442.5799865722656,446.75,438.1700134277344,443.1199951171875,263400
2024-10-25 00:00:00+00:00,446.1199951171875,449.8299865722656,442.7099914550781,444.5199890136719,331900
2024-10-28 00:00:00+00:00,449.1000061035156,449.1000061035156,443.25,444.7699890136719,447200
2024-10-29 00:00:00+00:00,444.9599914550781,447.6300048828125,443.70001220703125,444.0,488900
2024-10-30 00:00:00+00:00,443.3299865722656,445.4800109863281,438.760009765625,439.0,428100
2024-10-31 00:00:00+00:00,435.9599914550781,436.8999938964844,422.3800048828125,423.5,877500
2024-11-01 00:00:00+00:00,426.82000732421875,430.1600036621094,424.57000732421875,425.8399963378906,600500
2024-11-04 00:00:00+00:00,425.8399963378906,435.5,424.989990234375,431.57000732421875,479000
2024-11-05 00:00:00+00:00,433.9700012207031,442.7699890136719,433.9700012207031,441.0899963378906,656100
2024-11-06 00:00:00+00:00,459.0299987792969,462.6400146484375,450.7200012207031,459.5199890136719,723900
2024-11-07 00:00:00+00:00,465.5,471.0,462.80999755859375,468.75,832600
2024-11-08 00:00:00+00:00,540.0,611.8800048828125,515.0,603.1799926757812,3967000
2024-11-11 00:00:00+00:00,611.0599975585938,624.8400268554688,588.02001953125,616.1400146484375,1792700
2024-11-12 00:00:00+00:00,609.1099853515625,609.3599853515625,591.739990234375,595.1799926757812,1390100
2024-11-13 00:00:00+00:00,600.0,617.1500244140625,599.719970703125,601.2899780273438,850600
2024-11-14 00:00:00+00:00,601.0,609.3699951171875,592.2100219726562,604.5599975585938,727300
2024-11-15 00:00:00+00:00,599.530029296875,602.0,594.4199829101562,599.3499755859375,682800
2024-11-18 00:00:00+00:00,601.0399780273438,610.3300170898438,592.0,600.0,669600
2024-11-19 00:00:00+00:00,598.2999877929688,618.0700073242188,598.010009765625,610.2000122070312,1064600
2024-11-20 00:00:00+00:00,609.1799926757812,613.25,598.9500122070312,609.8200073242188,572300
2024-11-21 00:00:00+00:00,621.989990234375,640.510009765625,611.0,631.27001953125,885100
2024-11-22 00:00:00+00:00,635.5,641.2000122070312,623.510009765625,636.9500122070312,698900
2024-11-25 00:00:00+00:00,639.5399780273438,639.989990234375,607.2000122070312,619.0,1499700
2024-11-26 00:00:00+00:00,622.5999755859375,633.0,621.219970703125,632.1599731445312,619200
2024-11-27 00:00:00+00:00,632.0999755859375,636.3699951171875,625.8099975585938,634.9600219726562,505600
2024-11-29 00:00:00+00:00,639.3800048828125,652.22998046875,639.0,646.9600219726562,397600
2024-12-02 00:00:00+00:00,649.2000122070312,649.3900146484375,634.9500122070312,636.3900146484375,866800
2024-12-03 00:00:00+00:00,652.8200073242188,675.47998046875,638.0,669.8699951171875,1383700
2024-12-04 00:00:00+00:00,667.0900268554688,689.3900146484375,667.0900268554688,687.3900146484375,924900
2024-12-05 00:00:00+00:00,688.010009765625,695.9400024414062,677.4000244140625,689.780029296875,732400
2024-12-06 00:00:00+00:00,689.72998046875,698.6699829101562,680.239990234375,687.6900024414062,938600
2024-12-09 00:00:00+00:00,687.6900024414062,687.969970703125,631.030029296875,642.5900268554688,1177500
2024-12-10 00:00:00+00:00,647.219970703125,659.6799926757812,633.3099975585938,637.4500122070312,928100
2024-12-11 00:00:00+00:00,646.6799926757812,651.1400146484375,633.8599853515625,642.4500122070312,639200
2024-12-12 00:00:00+00:00,648.010009765625,657.75,635.8099975585938,636.4099731445312,667200
2024-12-13 00:00:00+00:00,635.2899780273438,648.9099731445312,635.0,644.9099731445312,557700
2024-12-16 00:00:00+00:00,652.0,654.0,603.3300170898438,649.2999877929688,1741600
2024-12-17 00:00:00+00:00,642.9299926757812,648.6900024414062,632.0,635.760009765625,1497300
2024-12-18 00:00:00+00:00,637.0,638.8699951171875,604.1400146484375,609.9600219726562,1614000
2024-12-19 00:00:00+00:00,620.5399780273438,626.5800170898438,608.0,615.6799926757812,1316300
2024-12-20 00:00:00+00:00,607.9500122070312,633.2100219726562,605.0999755859375,631.6900024414062,7032800
2024-12-23 00:00:00+00:00,634.6400146484375,642.530029296875,616.969970703125,624.1400146484375,626700
2024-12-24 00:00:00+00:00,619.6699829101562,631.780029296875,619.0700073242188,631.25,260500
2024-12-26 00:00:00+00:00,630.0,630.0,620.9600219726562,623.7999877929688,525800
2024-12-27 00:00:00+00:00,620.9500122070312,622.4600219726562,606.5499877929688,610.97998046875,392100
2024-12-30 00:00:00+00:00,601.2000122070312,607.239990234375,591.1400146484375,604.3200073242188,648900
2024-12-31 00:00:00+00:00,607.1699829101562,607.1699829101562,592.280029296875,594.3200073242188,510300
2025-01-02 00:00:00+00:00,604.0700073242188,612.25,588.1900024414062,596.489990234375,516500
2025-01-03 00:00:00+00:00,595.3599853515625,608.9500122070312,594.1799926757812,601.0599975585938,434600
2025-01-06 00:00:00+00:00,604.4000244140625,606.3099975585938,543.47998046875,570.7100219726562,1614500
2025-01-07 00:00:00+00:00,570.719970703125,573.5,554.760009765625,562.030029296875,935300
2025-01-08 00:00:00+00:00,565.02001953125,577.739990234375,559.22998046875,577.3400268554688,590300
2025-01-10 00:00:00+00:00,572.0,574.8300170898438,562.7100219726562,570.0,482800
2025-01-13 00:00:00+00:00,561.4000244140625,569.3300170898438,556.6799926757812,568.6799926757812,422400
2025-01-14 00:00:00+00:00,571.9000244140625,584.22998046875,569.9500122070312,579.7999877929688,509000
2025-01-15 00:00:00+00:00,589.4000244140625,594.8400268554688,577.530029296875,580.0,702100
2025-01-16 00:00:00+00:00,585.0,592.219970703125,581.7999877929688,585.8400268554688,466000
2025-01-17 00:00:00+00:00,595.8400268554688,603.0,591.1900024414062,593.8900146484375,533600
2025-01-21 00:00:00+00:00,603.1199951171875,609.5,592.5900268554688,605.5800170898438,531100
2025-01-22 00:00:00+00:00,607.97998046875,612.1400146484375,602.7100219726562,607.5999755859375,362100
2025-01-23 00:00:00+00:00,609.5900268554688,614.5999755859375,602.8099975585938,613.3800048828125,368600
2025-01-24 00:00:00+00:00,613.969970703125,615.5,605.2000122070312,610.3200073242188,309800
2025-01-27 00:00:00+00:00,597.7899780273438,608.010009765625,587.1400146484375,604.6799926757812,458300
2025-01-28 00:00:00+00:00,606.5800170898438,639.3400268554688,604.3699951171875,637.530029296875,548200
2025-01-29 00:00:00+00:00,640.0,644.8599853515625,632.1400146484375,639.969970703125,422400
2025-01-30 00:00:00+00:00,646.5,657.0,643.5499877929688,653.4299926757812,536700
2025-01-31 00:00:00+00:00,655.4400024414062,671.0599975585938,649.760009765625,652.1799926757812,611300
2025-02-03 00:00:00+00:00,640.75,671.219970703125,635.5499877929688,658.1099853515625,1001800
2025-02-04 00:00:00+00:00,657.1400146484375,674.0,652.5800170898438,662.9099731445312,511500
2025-02-05 00:00:00+00:00,662.9099731445312,680.969970703125,662.9099731445312,680.52001953125,459700
2025-02-06 00:00:00+00:00,680.989990234375,684.3599853515625,661.0,677.4000244140625,559200
2025-02-07 00:00:00+00:00,680.0,689.5399780273438,677.9299926757812,679.239990234375,556200
2025-02-10 00:00:00+00:00,684.3200073242188,686.0800170898438,672.0,677.8499755859375,432400
