"('date', '')","('open', 'CLDT')","('high', 'CLDT')","('low', 'CLDT')","('close', 'CLDT')","('volume', 'CLDT')"
2010-05-21 00:00:00+00:00,9.654053315324365,9.749690769129817,9.329948835963485,9.377767562866211,66500
2010-05-24 00:00:00+00:00,9.43090287511421,9.669996592804875,9.43090287511421,9.478721618652344,10600
2010-05-25 00:00:00+00:00,9.2874410957947,9.505281458028348,9.282127792641566,9.356513023376465,41700
2010-05-26 00:00:00+00:00,9.5584143079955,9.664678353488128,9.298068511288507,9.600919723510742,65200
2010-05-27 00:00:00+00:00,9.590292509133237,9.590292509133237,9.37245214173262,9.542473793029785,6800
2010-05-28 00:00:00+00:00,9.521223863236022,9.563729286193848,9.521223863236022,9.563729286193848,5200
2010-06-01 00:00:00+00:00,9.48403549606826,9.60623850873112,9.35120587011047,9.5371675491333,9000
2010-06-02 00:00:00+00:00,9.510596152868642,9.606233596801758,9.510596152868642,9.606233596801758,1000
2010-06-03 00:00:00+00:00,9.5212248521738,9.643427829194211,9.5212248521738,9.590295791625977,6600
2010-06-04 00:00:00+00:00,9.563733068961012,9.590298588788722,9.52654093583837,9.5371675491333,6600
2010-06-07 00:00:00+00:00,9.563730279546522,9.622175622212513,9.55310366935101,9.590295791625977,5000
2010-06-08 00:00:00+00:00,9.484032223263176,9.590295279313763,9.388394763431158,9.436213493347168,7400
2010-06-09 00:00:00+00:00,9.351203226281648,9.563730365045231,9.351203226281648,9.414960861206055,5400
2010-06-10 00:00:00+00:00,9.356515358359005,9.569042470477118,9.356515358359005,9.377767562866211,5200
2010-06-11 00:00:00+00:00,9.430900165958773,9.489345505362724,9.324636096753277,9.383081436157227,6400
2010-06-14 00:00:00+00:00,9.430899712774488,9.590294795514032,9.404334203454306,9.563729286193848,15600
2010-06-15 00:00:00+00:00,9.521224994413892,9.611549155606468,9.489346176760435,9.574357032775879,9200
2010-06-16 00:00:00+00:00,9.622172328808189,9.66999104491164,9.52122159332213,9.542473793029785,5600
2010-06-17 00:00:00+00:00,9.510594986763811,9.595605812412394,9.446837374231864,9.542473793029785,5000
2010-06-18 00:00:00+00:00,9.590295421372646,9.638114151996984,9.27150523508945,9.340576171875,101900
2010-06-21 00:00:00+00:00,9.484030187817464,9.643425244388894,9.484030187817464,9.531848907470703,66700
2010-06-22 00:00:00+00:00,9.531854517718134,9.701876281707948,9.489349076720682,9.680623054504395,14600
2010-06-23 00:00:00+00:00,9.669991221951037,9.669991221951037,9.484029657411787,9.579667091369629,22200
2010-06-24 00:00:00+00:00,9.579666915983898,9.590292509133237,9.446837374231864,9.542473793029785,20600
2010-06-25 00:00:00+00:00,9.505282984245849,9.818760826751596,9.361827829713194,9.792195320129395,619200
2010-06-28 00:00:00+00:00,9.739065628338508,9.797510973010096,9.40433550296797,9.505285263061523,20800
2010-06-29 00:00:00+00:00,9.430898355730625,9.505282581851118,9.282128890080564,9.314008712768555,26800
2010-06-30 00:00:00+00:00,9.345886165081225,9.8772043051613,9.31400736043092,9.49465560913086,39300
2010-07-01 00:00:00+00:00,9.526535920754055,9.526535920754055,9.175865973902539,9.218371391296387,17300
2010-07-02 00:00:00+00:00,9.260877453183225,9.38308041001888,9.23962423630268,9.303382873535156,12500
2010-07-06 00:00:00+00:00,9.39370925385167,9.43621468431849,8.81988543584491,8.830512046813965,13000
2010-07-07 00:00:00+00:00,8.857074783623222,8.88364028930664,8.729558532206466,8.88364028930664,25600
2010-07-08 00:00:00+00:00,8.947394561481977,9.197113638804076,8.910202466285982,8.95802116394043,26200
2010-07-09 00:00:00+00:00,8.920831688814502,8.931457280985128,8.846446463166803,8.894265174865723,38800
2010-07-12 00:00:00+00:00,8.894263623301116,8.894263623301116,8.724242017323974,8.740181922912598,38300
2010-07-13 00:00:00+00:00,8.888951872075966,8.968649387104536,8.83050756820642,8.894265174865723,42600
2010-07-14 00:00:00+00:00,8.81456959620169,8.81456959620169,8.692366645418689,8.718932151794434,19000
2010-07-15 00:00:00+00:00,8.76675047980993,8.76675047980993,8.490464766925019,8.522344589233398,73700
2010-07-16 00:00:00+00:00,8.50640629556277,8.575477230213227,8.426708244750921,8.479840278625488,18000
2010-07-19 00:00:00+00:00,8.501090269537306,8.501090269537306,8.400140045536515,8.437332153320312,12800
2010-07-20 00:00:00+00:00,8.368265004982243,8.368265004982243,8.203556073997593,8.256688117980957,92600
2010-07-21 00:00:00+00:00,8.26731517552377,8.336386127042264,7.921957884407545,7.943210601806641,28600
2010-07-22 00:00:00+00:00,8.012277789668943,8.065409808200904,7.906014259309504,8.022904396057129,396100
2010-07-23 00:00:00+00:00,7.980401140677209,8.304505122541174,7.937895210341402,8.267313003540039,114600
2010-07-26 00:00:00+00:00,8.251371260798187,8.309816585365587,8.214179150040392,8.246058464050293,23400
2010-07-27 00:00:00+00:00,8.315131225096662,8.34169724154231,7.571285804846247,8.267313003540039,16600
2010-07-28 00:00:00+00:00,8.235430966306136,8.293875777846964,8.054782722101546,8.097288131713867,24100
2010-07-29 00:00:00+00:00,8.145109575595539,8.145109575595539,8.028219406611328,8.038846015930176,38400
2010-07-30 00:00:00+00:00,7.975087801180575,8.091977462303,7.9485217848510725,8.060098648071289,18200
2010-08-02 00:00:00+00:00,8.166359403205592,8.240744122051293,8.086661888281544,8.139793395996094,25500
2010-08-03 00:00:00+00:00,8.139799081488029,8.756128447061144,8.139799081488029,8.633925437927246,41700
2010-08-04 00:00:00+00:00,8.671113995457517,8.80925686712647,8.633921878740718,8.72424602508545,8400
2010-08-05 00:00:00+00:00,8.687055838959925,8.936775116276312,8.687055838959925,8.830512046813965,40800
2010-08-06 00:00:00+00:00,8.926143195239108,8.963336311505008,8.437331035659868,8.554221153259277,17900
2010-08-09 00:00:00+00:00,8.612667712213286,8.612667712213286,8.501091374361145,8.522344589233398,29000
2010-08-10 00:00:00+00:00,8.458587646484375,8.490466461747173,8.40545561210687,8.458587646484375,10600
2010-08-11 00:00:00+00:00,8.416080937002743,8.469212456565428,8.251372060937948,8.288564682006836,22400
2010-08-12 00:00:00+00:00,8.235430966306136,8.368260498020751,8.044156623050693,8.097288131713867,13500
2010-08-13 00:00:00+00:00,8.07603948093709,8.325759267792742,7.969775903563847,8.033534049987793,36200
2010-08-16 00:00:00+00:00,8.04415561703462,8.293874740600586,7.927265501866994,8.293874740600586,10600
2010-08-17 00:00:00+00:00,8.315129692971501,8.357635108770747,8.235432165024047,8.261998176574707,13500
2010-08-18 00:00:00+00:00,8.272622038452324,8.341693447110268,8.076034416904818,8.293874740600586,13200
2010-08-19 00:00:00+00:00,8.235434473505313,8.293879309935864,8.139797007796531,8.155736923217773,15700
2010-08-20 00:00:00+00:00,8.139794421820294,8.38951411033358,8.086662907409801,8.246058464050293,38900
2010-08-23 00:00:00+00:00,8.277939081608276,8.463900689473089,8.208867641735763,8.214180946350098,30100
2010-08-24 00:00:00+00:00,8.187616001171653,8.750813189654478,8.097291837729273,8.580791473388672,28200
2010-08-25 00:00:00+00:00,8.543597579647406,8.766751289367676,8.543597579647406,8.766751289367676,19800
2010-08-26 00:00:00+00:00,8.772063824857977,8.86770126541559,8.756123913628686,8.777377128601074,24500
2010-08-27 00:00:00+00:00,8.830508524915514,9.186491743125785,8.69236567764193,9.122733116149902,37300
2010-08-30 00:00:00+00:00,9.058979788940821,9.058979788940821,8.607359886169434,8.607359886169434,10100
2010-08-31 00:00:00+00:00,8.628602791863004,8.756118969467856,8.596724000813914,8.644542694091797,10900
2010-09-01 00:00:00+00:00,8.745496192546462,8.995216369628906,8.745496192546462,8.995216369628906,16100
2010-09-02 00:00:00+00:00,8.91021039305364,8.91021039305364,8.80925960670693,8.873018264770508,19200
2010-09-03 00:00:00+00:00,8.9314546577943,8.97396005421952,8.91551576751521,8.95802116394043,23500
2010-09-07 00:00:00+00:00,8.958023024015308,9.106791435690074,8.904891014099121,8.904891014099121,11400
2010-09-08 00:00:00+00:00,8.979275839268135,9.043034458246971,8.958023641881102,8.963336944580078,46800
2010-09-09 00:00:00+00:00,9.043033888690214,9.043033888690214,8.931456565856934,8.931456565856934,2900
2010-09-10 00:00:00+00:00,8.936773143369917,9.032410594159426,8.915520939532902,8.979278564453125,41600
2010-09-13 00:00:00+00:00,9.053664224797139,9.112108548074387,8.995218888110665,9.027097702026367,29500
2010-09-14 00:00:00+00:00,8.98458614413488,9.032404839061417,8.98458614413488,9.005839347839355,7600
2010-09-15 00:00:00+00:00,8.958030171155663,9.037727742912038,8.899584812276505,9.032414436340332,32900
2010-09-16 00:00:00+00:00,9.043035093801441,9.043035093801441,8.963337574533318,8.968649864196777,6100
2010-09-17 00:00:00+00:00,9.021784397472214,9.096169647821148,8.979278974448203,9.027097702026367,66000
2010-09-20 00:00:00+00:00,9.00584891689141,9.069606568932667,8.989908997176292,9.032414436340332,119000
2010-09-21 00:00:00+00:00,9.032407800541455,9.441522985313519,9.02709449787325,9.26087474822998,27500
2010-09-22 00:00:00+00:00,9.250250888432824,9.414959266398345,9.22368538061583,9.329948425292969,33700
2010-09-23 00:00:00+00:00,9.266190014052077,9.33526093655453,9.053662929341746,9.058975219726562,17500
2010-09-24 00:00:00+00:00,9.138673146931989,9.27150269259432,9.106793326318543,9.255562782287598,27700
2010-09-27 00:00:00+00:00,9.282128136519896,9.36713896330153,9.27681483316992,9.298068046569824,40000
2010-09-28 00:00:00+00:00,9.356515700838877,9.361829005512465,9.308696972185825,9.3458890914917,40900
2010-09-29 00:00:00+00:00,9.287440590551746,10.0525389750287,9.287440590551746,9.956901550292969,27300
2010-09-30 00:00:00+00:00,10.02066123338179,10.041913433681835,9.739062232190912,9.887831687927246,19000
2010-10-01 00:00:00+00:00,9.962215472777975,10.05253960026752,9.611545569208907,9.988780975341797,29500
2010-10-04 00:00:00+00:00,9.935655585245756,9.935655585245756,9.81345156952655,9.882523536682129,26600
2010-10-05 00:00:00+00:00,9.972847092376846,10.339456076409794,9.951593868914921,10.18537425994873,29400
2010-10-06 00:00:00+00:00,10.137555226797605,10.158808449643644,9.919714759672933,9.962220191955566,68900
2010-10-07 00:00:00+00:00,10.047227164425694,10.084419276589335,9.526535567316609,9.707183837890625,20500
2010-10-08 00:00:00+00:00,9.659360235384268,9.988776788084955,9.659360235384268,9.87188720703125,25100
2010-10-11 00:00:00+00:00,9.83470016670411,10.015348438772637,9.654051894635582,9.786881446838379,22400
2010-10-12 00:00:00+00:00,9.739063426944103,10.041914665587724,9.616860473352666,9.978157043457031,49200
2010-10-13 00:00:00+00:00,9.980838805716505,10.27581212910882,9.980838805716505,10.195364952087402,77600
2010-10-14 00:00:00+00:00,10.227541517986017,10.227541517986017,10.05592063613326,10.082736015319824,17000
2010-10-15 00:00:00+00:00,10.270449204509372,10.318717716987962,9.294354437393691,9.937933921813965,43300
2010-10-18 00:00:00+00:00,9.991562476373815,10.17390992240659,9.943294997545058,10.141731262207031,9100
2010-10-19 00:00:00+00:00,10.039835701431622,10.104194075049604,9.97011506770865,10.061288833618164,24100
2010-10-20 00:00:00+00:00,10.125640246512145,10.1417300862168,9.97547250103288,10.109551429748535,14500
2010-10-21 00:00:00+00:00,10.173907759511325,10.173907759511325,9.943292883676758,10.002286911010742,15100
2010-10-22 00:00:00+00:00,10.002288191461389,10.002288191461389,9.696588388067712,9.932567596435547,162300
2010-10-25 00:00:00+00:00,9.964748213762586,10.15782224248619,9.900389863207627,10.147095680236816,4300
2010-10-26 00:00:00+00:00,10.07201105946069,10.232905389760276,10.07201105946069,10.17927360534668,27600
2010-10-27 00:00:00+00:00,10.14172767746839,10.19535944080485,10.14172767746839,10.173906326293945,8500
2010-10-28 00:00:00+00:00,10.184635622071841,10.184635622071841,9.932567596435547,9.932567596435547,46600
2010-10-29 00:00:00+00:00,9.88966178894043,9.921840444499104,9.777034960073543,9.88966178894043,13200
2010-11-01 00:00:00+00:00,9.954024697534901,9.954024697534901,9.583967393162148,9.750225067138672,20300
2010-11-02 00:00:00+00:00,9.830671517992966,9.911118707503768,9.691229245468202,9.862850189208984,27800
2010-11-03 00:00:00+00:00,9.841402511014747,9.868217911937212,9.723412291895164,9.77168083190918,24800
2010-11-04 00:00:00+00:00,9.787759510540257,9.964743614196777,9.755580861586564,9.964743614196777,22900
2010-11-05 00:00:00+00:00,10.002290690952153,10.039832637881423,9.78776454925537,9.787764549255371,104400
2010-11-08 00:00:00+00:00,9.782396234476225,9.782396234476225,9.546417088558236,9.648317337036133,48100
2010-11-09 00:00:00+00:00,9.712681433464704,9.927207592346845,9.669776201688276,9.72877025604248,23400
2010-11-10 00:00:00+00:00,9.777032224588151,9.814574149393037,9.632226780677255,9.760943412780762,38200
2010-11-11 00:00:00+00:00,9.734129905700684,9.825303617072821,9.728766625862201,9.734129905700684,23400
2010-11-12 00:00:00+00:00,9.519605269187895,9.54642064950209,9.385526321734545,9.508878707885742,53100
2010-11-15 00:00:00+00:00,9.600052967822265,9.600052967822265,9.337258338928223,9.337258338928223,65000
2010-11-16 00:00:00+00:00,9.197814811200324,9.208541371593405,8.640046968994415,8.795578002929688,138100
2010-11-17 00:00:00+00:00,9.514242078378699,9.573237143156437,9.063736728846076,9.165637016296387,80900
2010-11-18 00:00:00+00:00,9.240722836095914,9.240722836095914,9.069101909452403,9.112007141113281,37500
2010-11-19 00:00:00+00:00,9.112005169190963,9.12273173052021,8.876025934653521,8.897479057312012,47600
2010-11-22 00:00:00+00:00,8.886750726638,8.886750726638,8.704403312110815,8.822393417358398,54800
2010-11-23 00:00:00+00:00,8.752674674308793,8.913570046124677,8.752674674308793,8.849211692810059,19700
2010-11-24 00:00:00+00:00,8.854577991837004,8.924298627326008,8.81167274931877,8.908209800720215,27300
2010-11-26 00:00:00+00:00,8.913572902511437,8.918935162643132,8.86530437779298,8.902846336364746,3700
2010-11-29 00:00:00+00:00,8.881387710571289,8.935019485189654,8.87602443081535,8.881387710571289,31400
2010-11-30 00:00:00+00:00,8.870665379034367,8.983291225778531,8.811670303344727,8.811670303344727,135000
2010-12-01 00:00:00+00:00,8.92966113661281,8.956477550201186,8.784855572060325,8.913572311401367,46900
2010-12-02 00:00:00+00:00,8.87602992099802,8.972566970434935,8.87602992099802,8.902846336364746,40100
2010-12-03 00:00:00+00:00,8.897480936276713,8.908207499871187,8.822397036998204,8.870665550231934,9300
2010-12-06 00:00:00+00:00,8.83311674041707,8.90820161301826,8.83311674041707,8.892111778259277,13800
2010-12-07 00:00:00+00:00,8.902845027122787,9.058376121610978,8.85457650950264,8.972565650939941,52700
2010-12-08 00:00:00+00:00,9.015466690063477,9.06909846500556,8.945746098697484,9.015466690063477,8200
2010-12-09 00:00:00+00:00,9.079828473102976,9.353349708544103,9.036923241442098,9.112007141113281,68300
2010-12-10 00:00:00+00:00,9.090557120485755,9.14418790514901,9.090557120485755,9.117372512817383,26400
2010-12-13 00:00:00+00:00,9.170999115608206,9.192451212710477,9.026193624138875,9.079825401306152,30900
2010-12-14 00:00:00+00:00,9.144185631156507,9.294354450517652,9.047649629004404,9.24072265625,22400
2010-12-15 00:00:00+00:00,9.251443632079894,9.288985558510564,9.21926498413086,9.21926498413086,38600
2010-12-16 00:00:00+00:00,9.197817396708809,9.299717703205076,9.197817396708809,9.213907241821289,39100
2010-12-17 00:00:00+00:00,9.224633839237638,9.374801635742188,9.101280405469968,9.374801635742188,97400
2010-12-20 00:00:00+00:00,9.321167727578807,9.444521133372247,9.321167727578807,9.342620849609375,24800
2010-12-21 00:00:00+00:00,9.401621083895307,9.401621083895307,9.213910254636529,9.272905349731445,28900
2010-12-22 00:00:00+00:00,9.278267610247598,9.283630893705475,9.25145221589994,9.272905349731445,8000
2010-12-23 00:00:00+00:00,9.235357651815901,9.246084213256836,9.229994371095435,9.246084213256836,7400
2010-12-27 00:00:00+00:00,9.272902346575426,9.272902346575426,9.154912194598316,9.24072265625,4500
2010-12-28 00:00:00+00:00,9.192451666563683,9.315805067020992,9.181726128953535,9.305078506469727,20000
2010-12-29 00:00:00+00:00,9.351127293226943,9.39988759867879,9.302366987775098,9.372797966003418,8500
2010-12-30 00:00:00+00:00,9.356551170349121,9.372803926926961,9.340297380406799,9.356551170349121,9100
2010-12-31 00:00:00+00:00,9.367388199067479,9.367388199067479,9.31862785652123,9.34571647644043,15600
2011-01-03 00:00:00+00:00,9.372806675793395,9.470327377319338,9.367389777588429,9.470327377319336,39400
2011-01-04 00:00:00+00:00,9.497413546253364,9.502831475832815,9.183180864196014,9.237358093261719,65300
2011-01-05 00:00:00+00:00,9.226517031776716,9.356544153712225,9.161502954127107,9.324036598205566,41500
2011-01-06 00:00:00+00:00,9.356548492558126,9.519082212007195,9.334876778837351,9.454069137573242,17600
2011-01-07 00:00:00+00:00,9.432398518903533,9.432398518903533,9.253610993407607,9.340295791625977,12600
2011-01-10 00:00:00+00:00,9.334880115218205,9.334880115218205,9.166928407311298,9.31862735748291,11400
2011-01-11 00:00:00+00:00,9.313209925864468,9.399894749643442,9.286120272580657,9.34571647644043,15700
2011-01-12 00:00:00+00:00,9.475742474457105,9.475742474457105,9.383639732051153,9.416146278381348,7900
2011-01-13 00:00:00+00:00,9.394475646850058,9.405311506811605,9.340297380406799,9.356551170349121,8400
2011-01-14 00:00:00+00:00,9.378219081562616,9.454069045482298,9.3511304730397,9.405308723449707,13100
2011-01-18 00:00:00+00:00,9.416142156822872,9.443231794710973,9.296950850207299,9.378217697143555,5400
2011-01-19 00:00:00+00:00,9.32945516228259,9.356544793724474,9.24277040839612,9.286112785339355,16800
2011-01-20 00:00:00+00:00,9.25902418726125,9.356544793724474,9.253606260972873,9.286112785339355,14100
2011-01-21 00:00:00+00:00,9.302372480913505,9.329461096221134,9.166927337646484,9.166927337646484,36200
2011-01-24 00:00:00+00:00,9.145253428795446,9.172343070980652,9.031480031710144,9.074822425842285,38500
2011-01-25 00:00:00+00:00,9.074821983624503,9.123582303817585,8.955630663910375,9.101910591125488,13100
2011-01-26 00:00:00+00:00,9.09107198392343,9.340290375958896,9.069400280252324,9.324036598205566,14500
2011-01-27 00:00:00+00:00,9.318629461873064,9.502835002478248,9.134423921267878,9.204854965209961,11600
2011-01-28 00:00:00+00:00,9.172347208781709,9.172347208781709,8.966469968756186,9.004395484924316,18200
2011-01-31 00:00:00+00:00,9.10191205527067,9.145254454262842,8.939378317391098,8.961050033569336,25300
2011-02-01 00:00:00+00:00,9.047738461939195,9.188600540161135,8.917710179424807,9.188600540161133,15400
2011-02-02 00:00:00+00:00,9.058565138364123,9.069400991048916,8.673901668328126,8.722661972045898,149500
2011-02-03 00:00:00+00:00,8.906871426607436,8.939377966233565,8.766008377075195,8.766008377075195,1203300
2011-02-04 00:00:00+00:00,8.798516355523695,9.091078360094338,8.728085335922113,9.009810447692871,141200
2011-02-07 00:00:00+00:00,8.803935638392897,9.231942851597463,8.803935638392897,9.145256996154785,117300
2011-02-08 00:00:00+00:00,9.194013065326224,9.275280952453613,9.069403820664927,9.275280952453613,117100
2011-02-09 00:00:00+00:00,9.204849452271533,9.215685308962014,9.139836378856998,9.194013595581055,87300
2011-02-10 00:00:00+00:00,9.101908788480364,9.372798943296612,9.0964918947443,9.367382049560547,42200
2011-02-11 00:00:00+00:00,9.345710340880583,9.416141326450568,9.204847336376682,9.313203811645508,27400
2011-02-14 00:00:00+00:00,9.307784914310172,9.383633819073566,9.204846376871405,9.372797966003418,54900
2011-02-15 00:00:00+00:00,9.372802164699369,9.459486961364746,9.237357040739179,9.459486961364746,34500
2011-02-16 00:00:00+00:00,9.448655092189691,9.448655092189691,8.993559250667772,9.34571647644043,48600
2011-02-17 00:00:00+00:00,9.351130033618814,9.459485495982898,9.15608875465368,9.43239688873291,73000
2011-02-18 00:00:00+00:00,9.421566009521484,9.508250838550511,9.340299111477355,9.421566009521484,52700
2011-02-22 00:00:00+00:00,9.351129092619479,9.557005173748925,9.275280173260843,9.378217697143555,211900
2011-02-23 00:00:00+00:00,9.34571451115581,9.437817246223515,9.166926970537839,9.242775917053223,415100
2011-02-24 00:00:00+00:00,9.296953517315178,9.41072796235674,9.19943285966936,9.280699729919434,121400
2011-02-25 00:00:00+00:00,9.372801748824713,9.535336510383786,9.372801748824713,9.481158256530762,143700
2011-02-28 00:00:00+00:00,9.529913137264575,9.773714623638345,9.394468096693291,9.464899063110352,518800
2011-03-01 00:00:00+00:00,9.567843732882206,9.567843732882206,9.361967593569895,9.389056205749512,117700
2011-03-02 00:00:00+00:00,9.40530910710235,9.40530910710235,9.118165091571319,9.22110366821289,62300
2011-03-03 00:00:00+00:00,9.264446660971737,9.296953201293945,9.096494997048671,9.296953201293945,101300
2011-03-04 00:00:00+00:00,9.286120515460558,9.313210169452903,9.074826381143454,9.172347068786621,43300
2011-03-07 00:00:00+00:00,9.166927580119646,9.188598266266071,8.917707972566749,8.939379692077637,63000
2011-03-08 00:00:00+00:00,8.939376382899388,9.248191038061297,8.923122599283047,9.02064323425293,39000
2011-03-09 00:00:00+00:00,9.047737094664035,9.10733226233212,8.874366421965837,9.053153991699219,21500
2011-03-10 00:00:00+00:00,8.993557637884008,9.123584850235137,8.896036970279555,8.955633163452148,43900
2011-03-11 00:00:00+00:00,8.955632104524778,8.982720716383271,8.912289705532604,8.961050033569336,30100
2011-03-14 00:00:00+00:00,8.912291727653248,8.95021620620559,8.738921058983973,8.744338989257812,23700
2011-03-15 00:00:00+00:00,8.635981187538942,8.776844762219087,8.635981187538942,8.738919258117676,82600
2011-03-16 00:00:00+00:00,8.717248621023403,8.80935135045743,8.668488291713368,8.67932415008545,40600
2011-03-17 00:00:00+00:00,8.733501749282771,8.81476861420982,8.679323494876655,8.71724796295166,23300
2011-03-18 00:00:00+00:00,8.722667721950756,8.755174268069368,8.608893777171147,8.668489456176758,45800
2011-03-21 00:00:00+00:00,8.717246506963136,9.047732873613498,8.700992723346795,9.02064323425293,37100
2011-03-22 00:00:00+00:00,9.009809109231707,9.009809109231707,8.885199844328746,8.923124313354492,39400
2011-03-23 00:00:00+00:00,8.896042615703593,8.896042615703593,8.76059738771381,8.803939819335938,83800
2011-03-24 00:00:00+00:00,8.82560573397672,8.841858489268002,8.717249209667647,8.755173683166504,119800
2011-03-25 00:00:00+00:00,8.76059163712392,8.76059163712392,8.652235629195186,8.700995445251465,199100
2011-03-28 00:00:00+00:00,8.700995421011967,8.831022630164215,8.679324736168793,8.755173683166504,48300
2011-03-29 00:00:00+00:00,8.752434472078866,8.81268310546875,8.670277909523714,8.81268310546875,26000
2011-03-30 00:00:00+00:00,8.801727994417497,8.889361794219203,8.768865580661183,8.861976623535156,28000
2011-03-31 00:00:00+00:00,8.834596046313752,8.900321960449219,8.670282827992029,8.900321960449219,119500
2011-04-01 00:00:00+00:00,8.927702959823804,9.037245750427246,8.818161213897838,9.037245750427246,54700
2011-04-04 00:00:00+00:00,9.031767845153809,9.141310627736896,8.99890542824984,9.031767845153809,39900
2011-04-05 00:00:00+00:00,9.004382097944685,9.042721756001935,8.911271052086791,8.949610710144043,59400
2011-04-06 00:00:00+00:00,8.966040856738365,8.998903265745247,8.872929827321244,8.905792236328125,38700
2011-04-07 00:00:00+00:00,8.916748046875,8.982472874662525,8.872931146790883,8.916748046875,54900
2011-04-08 00:00:00+00:00,8.955084158448589,8.966038640301944,8.735999222427461,8.779816627502441,26900
2011-04-11 00:00:00+00:00,8.768871176856248,8.955093381449116,8.768871176856248,8.900321960449219,94400
2011-04-12 00:00:00+00:00,8.883890220745862,8.955093381449116,8.801733611585,8.900321960449219,135000
2011-04-13 00:00:00+00:00,8.92222542375095,8.960565081314758,8.861976793477925,8.87840747833252,52700
2011-04-14 00:00:00+00:00,8.834583363440055,8.955080525590432,8.823629930707128,8.889354705810547,55200
2011-04-15 00:00:00+00:00,8.878403835000597,8.933175199620402,8.85101867502914,8.911267280578613,178600
2011-04-18 00:00:00+00:00,8.845543615917887,8.94960912989635,8.774341555623451,8.905792236328125,69100
2011-04-19 00:00:00+00:00,8.933174201335277,8.938651441652862,8.785292891467545,8.818155288696289,44800
2011-04-20 00:00:00+00:00,8.889361341522813,8.949609967572274,8.872930657820048,8.927700996398926,53700
2011-04-21 00:00:00+00:00,8.966038703918457,8.966038703918457,8.894835616043324,8.966038703918457,28100
2011-04-25 00:00:00+00:00,8.938655643378764,8.960564614947693,8.845544603565349,8.867453575134277,34500
2011-04-26 00:00:00+00:00,8.878405042106756,8.998902269588482,8.878405042106756,8.944130897521973,36000
2011-04-27 00:00:00+00:00,8.922221762437953,8.922221762437953,8.878403835000597,8.911267280578613,11500
2011-04-28 00:00:00+00:00,8.90579352343601,8.911270766508279,8.834590408173813,8.861976623535156,37800
2011-04-29 00:00:00+00:00,8.861976544133057,8.889361714571736,8.774342745116538,8.845544815063477,102000
2011-05-02 00:00:00+00:00,8.851019171316576,8.900313297770692,8.615503021519562,8.620980262756348,45000
2011-05-03 00:00:00+00:00,8.54430400193553,8.905793694219039,8.54430400193553,8.87840747833252,65000
2011-05-04 00:00:00+00:00,8.905795223971792,9.3549187948837,8.900317979853659,9.256330490112305,357500
