"('date', '')","('open', 'ATR')","('high', 'ATR')","('low', 'ATR')","('close', 'ATR')","('volume', 'ATR')"
2024-05-17 00:00:00+00:00,145.72672397811428,146.04212061977157,145.01706273481443,145.54930114746094,169500
2024-05-20 00:00:00+00:00,145.47044189007684,146.27867300849294,144.92833748621922,146.0421142578125,163400
2024-05-21 00:00:00+00:00,145.81542591554006,146.54478909938527,144.97762680799963,146.45608520507812,280400
2024-05-22 00:00:00+00:00,145.94356728984167,146.69264748138548,145.3521779009629,146.65321350097656,283300
2024-05-23 00:00:00+00:00,146.52509005636216,146.81091873468597,145.44088119446465,145.5985870361328,171700
2024-05-24 00:00:00+00:00,146.3476706931177,146.69265034998594,145.24375985459082,145.96327209472656,162300
2024-05-28 00:00:00+00:00,145.50000833996756,145.65771417211351,143.72587036712122,144.60308837890625,318400
2024-05-29 00:00:00+00:00,143.55829856765294,144.59322241192257,142.43467083264318,142.7599334716797,229700
2024-05-30 00:00:00+00:00,143.0457851028327,144.86920812986727,142.91764722711133,144.04127502441406,328100
2024-05-31 00:00:00+00:00,143.99198720421427,145.70700435109305,143.82443039141992,145.5690155029297,358900
2024-06-03 00:00:00+00:00,146.36738597670356,146.36738597670356,144.1792662761015,146.0322723388672,266200
2024-06-04 00:00:00+00:00,145.52957519376145,146.25895338213252,144.5932212619761,146.06182861328125,287900
2024-06-05 00:00:00+00:00,145.59857530686557,146.07167775410056,144.96776703066703,145.7957000732422,229200
2024-06-06 00:00:00+00:00,145.88440880600294,145.88440880600294,143.31189066428476,143.86386108398438,197600
2024-06-07 00:00:00+00:00,143.67658907927066,144.2285444662039,143.36117740693376,143.45974731445312,179100
2024-06-10 00:00:00+00:00,142.75009581206558,143.71601780497423,141.92216267528673,143.49917602539062,125800
2024-06-11 00:00:00+00:00,142.82893807831448,143.64702017849177,142.2769826949795,143.41046142578125,147700
2024-06-12 00:00:00+00:00,144.13983331840817,144.20882021847441,142.0009987818651,143.7357177734375,221300
2024-06-13 00:00:00+00:00,143.79485369911018,144.42566197237792,142.93735269754535,143.7357177734375,232400
2024-06-14 00:00:00+00:00,143.00636304985403,143.29220679035612,141.61660841001208,142.67124938964844,141500
2024-06-17 00:00:00+00:00,142.78950669021356,144.57351074359278,142.4938270435314,144.22854614257812,303800
2024-06-18 00:00:00+00:00,144.3763984719628,145.5690282956282,144.3665474961056,144.58338928222656,219900
2024-06-20 00:00:00+00:00,144.55378713835458,145.41128806458576,143.5779993315143,143.7159881591797,199900
2024-06-21 00:00:00+00:00,143.77515184732147,145.0269175512493,143.22319643005923,144.7410888671875,444100
2024-06-24 00:00:00+00:00,145.1057497127053,146.10123951643405,144.5636453484352,144.61293029785156,182900
2024-06-25 00:00:00+00:00,144.68193909619097,144.69180511136068,142.42483245194498,142.7796630859375,194500
2024-06-26 00:00:00+00:00,142.17841761130256,142.71065602338638,140.90694999153433,141.64617919921875,192400
2024-06-27 00:00:00+00:00,141.8038787841797,141.81374479960695,140.22686540055793,141.8038787841797,377300
2024-06-28 00:00:00+00:00,141.71516001919514,142.24741344807995,138.07815006722117,138.78781127929688,435100
2024-07-01 00:00:00+00:00,139.34964111843303,139.44819599073853,136.40257521077578,136.5504150390625,306400
2024-07-02 00:00:00+00:00,136.491272599644,138.48226741702817,135.78161137839135,138.38369750976562,259400
2024-07-03 00:00:00+00:00,138.8568114362274,139.3693328297382,138.5512657871117,139.19192504882812,143300
2024-07-05 00:00:00+00:00,138.96524481699842,139.40877934883025,137.7233300802806,138.87652587890625,207000
2024-07-08 00:00:00+00:00,139.61574152734963,140.45354059235936,139.46790171100946,139.47775268554688,249300
2024-07-09 00:00:00+00:00,138.8371161215429,139.24123173846667,137.7430561828335,138.0288848876953,238400
2024-07-10 00:00:00+00:00,138.7287020600608,139.596069272843,138.55129424271482,139.2609405517578,142000
2024-07-11 00:00:00+00:00,139.17222038959497,141.2420682548545,138.72868585837,140.0494384765625,244500
2024-07-12 00:00:00+00:00,141.35048778455212,143.40061863947534,141.35048778455212,142.51353454589844,263900
2024-07-15 00:00:00+00:00,142.68107974600557,143.59773173075385,141.0843495631189,141.37017822265625,319900
2024-07-16 00:00:00+00:00,141.78415260241513,143.21332590696588,141.78415260241513,142.48394775390625,178800
2024-07-17 00:00:00+00:00,142.26712660580225,143.67659816625988,142.26712660580225,142.7796630859375,242300
2024-07-18 00:00:00+00:00,142.53322997494314,145.13531585109473,142.5233790010456,144.1792449951172,434200
2024-07-19 00:00:00+00:00,144.48480601215567,144.48480601215567,142.58253011112916,143.84414672851562,251200
2024-07-22 00:00:00+00:00,143.89340836779806,145.44085340447666,143.1640302691908,145.076171875,235700
2024-07-23 00:00:00+00:00,145.74640885034253,146.3772170993977,143.5780064341938,143.94268798828125,234500
2024-07-24 00:00:00+00:00,143.97229844785738,144.52425389109206,141.83344854583623,142.07000732421875,250600
2024-07-25 00:00:00+00:00,141.21967933329532,142.4259257728754,139.627830512981,139.89479064941406,558100
2024-07-26 00:00:00+00:00,141.51630008001658,149.58428951716638,140.74509531827985,145.00650024414062,562800
2024-07-29 00:00:00+00:00,144.92740525288843,146.67745384948998,143.53329848802352,146.13365173339844,390900
2024-07-30 00:00:00+00:00,145.71840883903909,146.23253537707453,143.77061786481514,144.10678100585938,411000
2024-07-31 00:00:00+00:00,144.84832235848688,147.17183390542505,143.77061491193157,145.32290649414062,280600
2024-08-01 00:00:00+00:00,145.2240269005454,147.854025638271,143.7903626524537,145.37232971191406,335300
2024-08-02 00:00:00+00:00,144.92742013520137,145.34268313374403,142.12932449303202,144.04745483398438,213500
2024-08-05 00:00:00+00:00,141.81292895388046,141.81292895388046,137.90746520714976,139.09393310546875,448500
2024-08-06 00:00:00+00:00,139.7366018608207,144.44293065614994,139.5190810047534,143.29600524902344,476000
2024-08-07 00:00:00+00:00,144.36385107771335,145.59975834869604,141.85249414125033,141.9810333251953,353600
2024-08-08 00:00:00+00:00,142.83131040087508,144.5121409457321,142.83131040087508,143.9188995361328,268600
2024-08-09 00:00:00+00:00,143.7706029981527,143.7706029981527,141.85247278843903,142.32705688476562,263200
2024-08-12 00:00:00+00:00,142.346840835665,142.55446478495588,141.16037300801764,141.67449951171875,221100
2024-08-13 00:00:00+00:00,141.89202012155909,143.66184757745603,141.48665404950646,142.74232482910156,212000
2024-08-14 00:00:00+00:00,142.50505145879362,143.17737774735926,141.87226756324318,142.2776336669922,115700
2024-08-15 00:00:00+00:00,143.36523621957753,145.67885089360948,143.36523621957753,145.35256958007812,277500
2024-08-16 00:00:00+00:00,144.4627031750213,145.18446866448798,143.96834035737857,145.06582641601562,250600
2024-08-19 00:00:00+00:00,144.67035312206107,146.06444490716035,144.27485378602537,145.31301879882812,191200
2024-08-20 00:00:00+00:00,145.3228902292091,146.63789713979097,145.3228902292091,146.44015502929688,387200
2024-08-21 00:00:00+00:00,146.49948266773362,147.8837076762525,145.797495881253,147.6464080810547,267300
2024-08-22 00:00:00+00:00,147.8837043931481,148.70433341563083,146.99384224597927,147.31024169921875,200400
2024-08-23 00:00:00+00:00,147.97270682622252,148.83289344432845,147.75518594331507,148.74391174316406,221400
2024-08-26 00:00:00+00:00,148.9811827812875,150.94875237595002,148.44727753591675,148.46705627441406,235500
2024-08-27 00:00:00+00:00,148.31872961210144,149.83147865258644,148.15064806168712,149.4953155517578,208300
2024-08-28 00:00:00+00:00,149.22835866924996,150.25664181833932,149.22835866924996,149.83148193359375,249000
2024-08-29 00:00:00+00:00,150.83010101909915,151.1860428567918,149.50521226809275,150.56314086914062,187100
2024-08-30 00:00:00+00:00,150.48404676221847,151.71007204710835,149.93036279057682,151.462890625,178500
2024-09-03 00:00:00+00:00,150.39507346154718,150.6620336366097,148.04190136403116,148.34840393066406,362400
2024-09-04 00:00:00+00:00,147.9133594343612,149.19869067658468,147.9133594343612,149.03060913085938,175800
2024-09-05 00:00:00+00:00,149.3766785449895,150.049004770248,148.2594136913465,149.02073669433594,200600
2024-09-06 00:00:00+00:00,148.68459665967467,151.3936958059805,148.68459665967467,150.66204833984375,319100
2024-09-09 00:00:00+00:00,150.84990457654416,151.33437056953474,149.7326395797545,150.1973419189453,241500
2024-09-10 00:00:00+00:00,150.15776068761517,151.06738648156437,149.73261589678557,149.80181884765625,158100
2024-09-11 00:00:00+00:00,149.0899497330591,149.17894651681053,146.95431357142107,149.13938903808594,178000
2024-09-12 00:00:00+00:00,149.18882138814303,150.29618935268383,148.27919554773348,150.24676513671875,200400
2024-09-13 00:00:00+00:00,150.4741591814065,151.2849063697999,150.1874202941439,150.56314086914062,138600
2024-09-16 00:00:00+00:00,151.31457619369007,151.4431153638997,150.35552613370714,151.26515197753906,182900
2024-09-17 00:00:00+00:00,152.26375260320745,153.81605914087024,150.15776210632313,151.3046875,259900
2024-09-18 00:00:00+00:00,152.0264616154866,153.73696797737182,150.98831167657386,151.34425354003906,214200
2024-09-19 00:00:00+00:00,153.27224858899393,157.01951202011722,153.27224858899393,155.13104248046875,412400
2024-09-20 00:00:00+00:00,154.54770591003242,154.54770591003242,152.73833613702962,154.1522216796875,663300
2024-09-23 00:00:00+00:00,154.409284095707,155.14094651336768,152.99541364735992,154.20166015625,315800
2024-09-24 00:00:00+00:00,154.4191666074256,155.30902875503682,154.27086379286854,154.86410522460938,246200
2024-09-25 00:00:00+00:00,155.52656216623072,156.09012799381142,154.11267651067246,155.3683624267578,284100
2024-09-26 00:00:00+00:00,156.15933390398197,157.2667018207363,155.92203431321047,156.59437561035156,371600
2024-09-27 00:00:00+00:00,156.89097665107286,159.72862948488472,156.47571369443705,158.08734130859375,354300
2024-09-30 00:00:00+00:00,157.4941099866389,158.61137485449174,157.13816813145831,158.38397216796875,289800
2024-10-01 00:00:00+00:00,158.7300086444626,158.7300086444626,157.25681708676157,158.16644287109375,192200
2024-10-02 00:00:00+00:00,158.05769121001555,158.30487263533544,156.1791184122872,156.960205078125,186900
2024-10-03 00:00:00+00:00,156.20876968726492,158.65092323114067,154.87398403520925,157.14805603027344,367000
2024-10-04 00:00:00+00:00,158.1367779746566,159.6495269653402,157.53365474337548,158.76956176757812,350500
2024-10-07 00:00:00+00:00,157.59298385754613,157.84016527492022,156.22853760587918,156.90087890625,223300
2024-10-08 00:00:00+00:00,156.49550109976488,157.22716354203448,155.32881202651103,156.881103515625,205900
2024-10-09 00:00:00+00:00,156.5647197212444,158.24555038414007,156.33730194909901,157.8994903564453,152600
2024-10-10 00:00:00+00:00,156.26808906189396,157.5830959620816,156.26808906189396,157.42489624023438,168500
2024-10-11 00:00:00+00:00,159.12551442298704,160.09446137161007,158.54216988868643,159.7286376953125,194400
2024-10-14 00:00:00+00:00,163.12986016836592,165.8686195199857,161.61711104045096,165.3050537109375,469700
2024-10-15 00:00:00+00:00,165.43359154835622,167.74720606808984,164.61294740603904,166.7782440185547,397300
2024-10-16 00:00:00+00:00,166.79802860429376,167.2923914721706,164.04937226583914,164.1680145263672,330000
2024-10-17 00:00:00+00:00,165.09740265587808,166.42230647550423,164.64259731140308,165.9971466064453,238200
2024-10-18 00:00:00+00:00,167.1935230900163,167.1935230900163,165.88839791512035,166.72882080078125,171500
2024-10-21 00:00:00+00:00,166.57061476107143,166.59039349875482,164.42508186849375,164.45474243164062,217900
2024-10-22 00:00:00+00:00,163.8516310970508,164.49429679435704,162.95188705141607,163.94061279296875,228500
2024-10-23 00:00:00+00:00,164.63271048587404,166.0861384683725,164.28666554374772,165.75985717773438,318100
2024-10-24 00:00:00+00:00,166.8702374292665,166.8801458516532,164.71891470972054,165.115478515625,547300
2024-10-25 00:00:00+00:00,167.4650628414737,168.38706046694205,163.19218799053615,167.4551544189453,518900
2024-10-28 00:00:00+00:00,168.43660622549515,169.93360993018155,167.30642591243105,167.6435089111328,350000
2024-10-29 00:00:00+00:00,167.57410769776925,168.03015227664858,166.19608066645563,167.2469482421875,338100
2024-10-30 00:00:00+00:00,166.89996096877366,168.7340173310146,166.67193113064613,167.5740966796875,290300
2024-10-31 00:00:00+00:00,167.63358953292143,168.81334223932782,166.41418801075508,166.46376037597656,329900
2024-11-01 00:00:00+00:00,166.65212193451416,169.5172290920819,166.17624539365193,167.95083618164062,316300
2024-11-04 00:00:00+00:00,168.1689247386394,169.10083062364006,166.7314019732371,166.8107147216797,191800
2024-11-05 00:00:00+00:00,166.29522247706373,168.89265097732255,166.29522247706373,168.84307861328125,206200
2024-11-06 00:00:00+00:00,173.6413832769268,173.6413832769268,170.65731460415344,171.6685333251953,264100
2024-11-07 00:00:00+00:00,172.69958322912856,173.94874031983002,172.04526428898612,173.2052001953125,412300
2024-11-08 00:00:00+00:00,173.19527193268874,176.30822589753487,172.9870891748117,174.2461395263672,309200
2024-11-11 00:00:00+00:00,174.8013310536019,176.4965940414732,174.38493527786133,174.63278198242188,189100
2024-11-12 00:00:00+00:00,175.12845987623115,175.71338954396822,173.44310546000395,174.1866455078125,179800
2024-11-13 00:00:00+00:00,173.98837280273438,174.87070639589882,173.5422517953791,173.98837280273438,168400
2024-11-14 00:00:00+00:00,173.6413772997805,174.27586419308435,172.41206745314466,172.60043334960938,198200
2024-11-15 00:00:00+00:00,171.48016636418956,172.26335523611306,164.73873347777493,165.0559844970703,620500
2024-11-18 00:00:00+00:00,164.9568381563119,166.374529052943,162.91458390352122,165.25425720214844,384400
2024-11-19 00:00:00+00:00,164.9865714847788,166.22580484990965,164.76846520232692,165.46243286132812,287600
2024-11-20 00:00:00+00:00,165.56157762118974,167.48487022471176,164.22319953558326,167.27667236328125,221800
2024-11-21 00:00:00+00:00,167.23704111507786,168.7637701255857,166.29522668391402,168.4167938232422,205100
2024-11-22 00:00:00+00:00,168.71418395585027,170.5879193701139,168.71418395585027,170.03273010253906,241600
2024-11-25 00:00:00+00:00,170.5681001615967,172.52113334713098,170.26077267722485,171.01422119140625,270100
2024-11-26 00:00:00+00:00,171.37111088426272,171.37111088426272,169.68575646744296,170.55816650390625,140300
2024-11-27 00:00:00+00:00,171.1827451817615,172.38232978339846,170.04265649102177,170.25083923339844,167200
2024-11-29 00:00:00+00:00,171.1034372324088,171.99569439258877,170.60774385254038,171.4702606201172,117300
2024-12-02 00:00:00+00:00,171.49007895547842,171.6189640761211,169.36851187627968,171.27197265625,170900
2024-12-03 00:00:00+00:00,171.9560440443531,171.9560440443531,169.6163705013238,170.9150848388672,160100
2024-12-04 00:00:00+00:00,170.40945641929756,171.40084310278345,169.55686326640526,171.10342407226562,173400
2024-12-05 00:00:00+00:00,170.5284168587357,170.95472099605755,169.0611688124898,169.6262664794922,245000
2024-12-06 00:00:00+00:00,170.12197844051488,171.16292246338676,169.3784383513996,169.67584228515625,209200
2024-12-09 00:00:00+00:00,170.08231125491594,171.97586360965974,168.76376504007473,169.31893920898438,301700
2024-12-10 00:00:00+00:00,169.24954608563394,169.8939414180601,166.7413388343955,169.4379119873047,287000
2024-12-11 00:00:00+00:00,170.39956239165582,172.60044222508768,170.27067727116065,170.8258514404297,418600
2024-12-12 00:00:00+00:00,170.19136148604866,171.11335902939098,169.30902788401207,170.16162109375,178300
2024-12-13 00:00:00+00:00,169.43791530566537,169.52713648377429,168.35730736449344,168.73402404785156,153200
2024-12-16 00:00:00+00:00,168.67454788295373,169.45773679118838,166.1465085424201,166.18617248535156,236100
2024-12-17 00:00:00+00:00,165.46243795073002,165.47236149946696,161.43741027735823,161.6852569580078,511900
2024-12-18 00:00:00+00:00,162.2800846968912,163.00379272258945,156.54987101577174,156.8472900390625,468600
2024-12-19 00:00:00+00:00,157.14470235126,160.1783583984686,156.8671152819511,157.50160217285156,404700
2024-12-20 00:00:00+00:00,157.35290798166514,158.40377552838513,156.11367452989887,156.8175506591797,730200
2024-12-23 00:00:00+00:00,155.81626952760055,157.5313645438521,155.6080867602522,157.15464782714844,194900
2024-12-24 00:00:00+00:00,157.41238034244816,158.04686723070105,156.55978716816827,157.97747802734375,100500
2024-12-26 00:00:00+00:00,157.05549208244994,158.2550767438941,157.05549208244994,157.48179626464844,164500
2024-12-27 00:00:00+00:00,156.46066695799547,158.20550222350303,156.25246908071483,156.78781127929688,145000
2024-12-30 00:00:00+00:00,155.64772933382284,156.13351431708455,153.66495571173593,155.3800506591797,221700
2024-12-31 00:00:00+00:00,155.92529903439856,156.8869453440104,154.83476761297464,155.74685668945312,317100
2025-01-02 00:00:00+00:00,156.29212949156047,156.7481740946318,152.12830778326503,152.8321990966797,239400
2025-01-03 00:00:00+00:00,152.71321317414572,154.37875083338028,151.55329245501395,154.16064453125,250700
2025-01-06 00:00:00+00:00,152.67357436539373,153.30806134207748,150.13562645865872,151.60287475585938,369000
2025-01-07 00:00:00+00:00,154.5770178883761,154.7158114261659,151.28562179477737,152.10845947265625,361200
2025-01-08 00:00:00+00:00,151.5731237318188,152.93131877556544,150.78001128473923,152.822265625,228600
2025-01-10 00:00:00+00:00,151.4045877964353,152.97098069871626,151.2657942545806,152.1282958984375,350800
2025-01-13 00:00:00+00:00,151.61277617541046,153.3675350483744,151.61277617541046,152.56451416015625,349300
2025-01-14 00:00:00+00:00,153.47657937698537,154.11106628788028,152.15803319253664,153.27830505371094,196900
2025-01-15 00:00:00+00:00,154.7752974610105,155.56840990130098,152.8420962878635,154.22012329101562,206100
2025-01-16 00:00:00+00:00,154.54727983019419,155.8162536598229,153.97227369999345,155.06280517578125,346300
2025-01-17 00:00:00+00:00,155.61798490423345,156.58953971820048,154.3390874798286,154.7455596923828,231900
2025-01-21 00:00:00+00:00,155.37014033219427,158.87964294422474,155.37014033219427,158.45335388183594,270900
2025-01-22 00:00:00+00:00,157.96756893956675,159.36542795687828,156.9761821404571,157.6999053955078,280000
2025-01-23 00:00:00+00:00,157.09515057542757,158.43351360737364,156.3714273584646,158.24514770507812,149800
2025-01-24 00:00:00+00:00,158.27490184448052,159.08784630871037,155.86583910131836,156.93653869628906,329600
