"('date', '')","('open', 'ATR')","('high', 'ATR')","('low', 'ATR')","('close', 'ATR')","('volume', 'ATR')"
2024-01-02 00:00:00+00:00,120.1220862446278,121.58185013831563,119.80857975454884,120.38660430908203,313100
2024-01-03 00:00:00+00:00,122.61055386466067,124.67773996402705,120.65113632778902,122.81629180908203,531700
2024-01-04 00:00:00+00:00,122.63992889025884,123.36491119710013,121.6112318197348,121.69940948486328,353300
2024-01-05 00:00:00+00:00,121.26834134079236,121.84637335891131,120.49437057307142,121.67981719970703,423000
2024-01-08 00:00:00+00:00,121.55245735879679,122.6203437219808,119.88695556892361,121.82677459716797,352400
2024-01-09 00:00:00+00:00,121.19974414426487,122.1108733971592,120.4747619082297,122.10107421875,250300
2024-01-10 00:00:00+00:00,121.93455144243826,122.87507095562641,121.70922261327671,122.64974212646484,279600
2024-01-11 00:00:00+00:00,122.83589185748842,124.39363280227131,122.40482504994266,124.26626586914062,323100
2024-01-12 00:00:00+00:00,125.29493669804144,125.37331518272018,123.36490949168396,123.86456298828125,231700
2024-01-16 00:00:00+00:00,123.32573276089688,124.24666136284209,122.9632453130044,124.23686218261719,257500
2024-01-17 00:00:00+00:00,123.38451929806057,124.68752622246804,123.33553087194517,124.11930084228516,336900
2024-01-18 00:00:00+00:00,124.73652258996833,127.37193414698734,123.74701462119829,126.51959228515625,444200
2024-01-19 00:00:00+00:00,127.07801048425671,128.7925005531534,125.93173825435592,128.14588928222656,418000
2024-01-22 00:00:00+00:00,128.24386072930545,129.1353992193607,127.91076336461497,128.52798461914062,266200
2024-01-23 00:00:00+00:00,129.12562396976008,129.17461240002655,127.68545082511258,129.15501403808594,217800
2024-01-24 00:00:00+00:00,129.43911842509647,129.60566712276062,127.89117676842022,128.12631225585938,294400
2024-01-25 00:00:00+00:00,129.35093303258222,129.69383704284826,127.73441972513994,128.58676147460938,332300
2024-01-26 00:00:00+00:00,129.008020050622,129.8995584559787,128.7337028411533,129.02761840820312,219900
2024-01-29 00:00:00+00:00,128.39081991020947,129.8995646340438,127.84218546517883,129.56646728515625,187800
2024-01-30 00:00:00+00:00,129.35093018901313,130.38941895270224,128.95905271375335,129.56646728515625,228400
2024-01-31 00:00:00+00:00,130.0873253563179,130.48043650723613,126.93268897185581,127.64027404785156,537500
2024-02-01 00:00:00+00:00,128.210284392237,128.84906944537792,127.3749362498297,128.2495880126953,298800
2024-02-02 00:00:00+00:00,127.71889830338374,128.45596485292953,126.47079474736881,127.85648345947266,344800
2024-02-05 00:00:00+00:00,126.90322557467078,129.1832105919242,125.84184780959,128.39700317382812,319500
2024-02-06 00:00:00+00:00,128.22994377262134,129.13407710598773,127.07029938710578,128.86874389648438,369700
2024-02-07 00:00:00+00:00,129.14391707769028,130.13649483588839,127.13908725483611,129.52719116210938,393000
2024-02-08 00:00:00+00:00,129.3699410767649,132.51475586375486,129.27165952268467,129.84165954589844,620700
2024-02-09 00:00:00+00:00,129.83181003231815,136.80937902331937,129.24215082340154,136.56369018554688,650900
2024-02-12 00:00:00+00:00,136.76025826915549,138.04766556816827,135.13870270517623,135.2369842529297,491300
2024-02-13 00:00:00+00:00,134.3328565630816,134.96181950605146,132.6523379990828,133.58595275878906,275900
2024-02-14 00:00:00+00:00,133.91025435694849,135.08957291230726,132.83905449830064,134.8045654296875,335000
2024-02-15 00:00:00+00:00,134.80456234478305,135.43352522860715,132.24940718984803,132.71128845214844,471400
2024-02-16 00:00:00+00:00,133.03560180428352,135.62025346235794,132.71129070304673,135.12887573242188,453900
2024-02-20 00:00:00+00:00,134.77508324759495,137.72334962897358,134.5883573108023,137.28111267089844,373000
2024-02-21 00:00:00+00:00,136.68165155359478,137.69388862865245,136.59320714796695,137.58578491210938,276300
2024-02-22 00:00:00+00:00,138.04765534448416,139.96402541848155,137.65455917390028,139.03041076660156,295700
2024-02-23 00:00:00+00:00,139.5218142818624,139.6004365296517,138.17544390316425,138.92233276367188,190300
2024-02-26 00:00:00+00:00,139.0599007469087,139.6102414176971,138.3719749084232,139.47265625,199200
2024-02-27 00:00:00+00:00,139.4726636459914,139.72817468650427,137.38922671162328,137.8904266357422,244600
2024-02-28 00:00:00+00:00,137.24180469103877,138.80439739096937,136.92733071706255,137.98870849609375,189600
2024-02-29 00:00:00+00:00,138.2049084295745,139.18766391297748,137.41870104372035,138.037841796875,250600
2024-03-01 00:00:00+00:00,137.46783971131777,138.3621357908153,137.15335076352994,137.87075805664062,151400
2024-03-04 00:00:00+00:00,138.26385933644843,139.66919235759693,138.136096336105,139.511962890625,260300
2024-03-05 00:00:00+00:00,139.8166280215735,140.7404205832,139.2957688105558,140.06231689453125,190200
2024-03-06 00:00:00+00:00,140.4652288211007,141.16299178645747,140.0229918691475,140.6028289794922,184000
2024-03-07 00:00:00+00:00,142.0081712849515,142.63713421192352,141.35954904898247,142.15557861328125,250100
2024-03-08 00:00:00+00:00,142.2145564227456,142.5683490061037,140.50455643723834,140.6224822998047,185200
2024-03-11 00:00:00+00:00,140.32764445285224,140.9074815664798,139.53161493569797,140.2785186767578,226700
2024-03-12 00:00:00+00:00,140.33748240282063,140.38662317485273,139.04023800033278,139.95420837402344,242200
2024-03-13 00:00:00+00:00,140.5340510094949,140.5340510094949,138.49973971654538,138.7257843017578,336800
2024-03-14 00:00:00+00:00,138.92231800430977,139.17782903573368,137.939562504844,138.49972534179688,235200
2024-03-15 00:00:00+00:00,137.62507533186763,139.95421609285467,137.33026067473173,138.5685272216797,599500
2024-03-18 00:00:00+00:00,138.4997357748605,138.8633655341028,136.53422462786872,136.85853576660156,299700
2024-03-19 00:00:00+00:00,136.485076557359,137.9002467513978,136.485076557359,137.1042022705078,253000
2024-03-20 00:00:00+00:00,137.22215639904493,137.65457122192834,136.74060080162315,137.55628967285156,220000
2024-03-21 00:00:00+00:00,137.89042682846505,139.15818986721334,136.8978491357468,138.70611572265625,255800
2024-03-22 00:00:00+00:00,139.56110145274747,139.9935162667738,138.61766458183428,139.14834594726562,276000
2024-03-25 00:00:00+00:00,138.76506133465685,141.56592026033698,138.73557987191558,140.49472045898438,316300
2024-03-26 00:00:00+00:00,140.3669608484898,141.8214346962822,140.16057560865636,140.73057556152344,314200
2024-03-27 00:00:00+00:00,141.19248714565185,142.6469611513552,141.19248714565185,142.16542053222656,218200
2024-03-28 00:00:00+00:00,142.32264648168893,142.8435056522918,141.17280944928586,141.40867614746094,247800
2024-04-01 00:00:00+00:00,141.3104064401594,141.3104064401594,139.6692065582011,139.83627319335938,204400
2024-04-02 00:00:00+00:00,139.39403603157587,139.39403603157587,137.96904356071133,138.2049102783203,202600
2024-04-03 00:00:00+00:00,138.2442220352944,138.75525912235724,137.4580145926577,138.4506072998047,258700
2024-04-04 00:00:00+00:00,139.38422527297595,140.28835860425622,138.53905487700482,139.30560302734375,403600
2024-04-05 00:00:00+00:00,138.94197901660735,140.29817142544996,138.51938634891317,139.2859344482422,288300
2024-04-08 00:00:00+00:00,139.22697511947032,139.92473814879116,137.9690492318339,138.08697509765625,312500
2024-04-09 00:00:00+00:00,137.9985303443552,138.6668119055065,136.95681187717116,137.8904266357422,242600
2024-04-10 00:00:00+00:00,136.58333829055294,137.80196035819927,136.06247913965615,136.99609375,200700
2024-04-11 00:00:00+00:00,136.8585219403811,137.62507001061408,136.0624924055744,136.73077392578125,265300
2024-04-12 00:00:00+00:00,135.78731940104075,136.55386745619307,133.61543824332853,134.83404541015625,299200
2024-04-15 00:00:00+00:00,136.21975162430175,137.39905532186816,135.45320347110058,135.8168182373047,319600
2024-04-16 00:00:00+00:00,135.41388105938884,136.98629594256428,134.9913033694855,136.20008850097656,281700
2024-04-17 00:00:00+00:00,136.48506955254786,137.07471377269673,135.96421041003748,136.01333618164062,565400
2024-04-18 00:00:00+00:00,136.00352025357776,137.03541643065617,135.83645363377002,136.7111053466797,246600
2024-04-19 00:00:00+00:00,136.66197870493858,137.50714904264532,136.3769862053712,136.93714904785156,276600
2024-04-22 00:00:00+00:00,137.14354256824086,138.71594248027216,136.84871289859126,137.9002685546875,298800
2024-04-23 00:00:00+00:00,137.35973268378186,138.72576215188246,137.1140438226439,137.73316955566406,417200
2024-04-24 00:00:00+00:00,137.94017741981804,138.87653147802698,137.63463173089642,137.9993133544922,559200
2024-04-25 00:00:00+00:00,137.83172601752753,139.22148033338138,136.9249401273713,138.16683959960938,694400
2024-04-26 00:00:00+00:00,139.96072019609775,146.37722385560056,139.86215029277344,141.27162170410156,489500
2024-04-29 00:00:00+00:00,142.81907557977425,145.89427928209193,142.29668814771085,144.27783203125,676700
2024-04-30 00:00:00+00:00,143.64704938173992,144.00188006311416,141.99116785544027,142.30657958984375,585100
2024-05-01 00:00:00+00:00,142.90779197575267,145.0959115744454,142.50367641030576,143.2921905517578,359600
2024-05-02 00:00:00+00:00,143.66672653307114,144.62279750839605,143.20347502792788,143.82443237304688,356500
2024-05-03 00:00:00+00:00,144.99733957619893,145.01705656535643,142.75993505599067,144.70164489746094,303300
2024-05-06 00:00:00+00:00,145.6380109881033,146.93906166714925,145.0466366209839,146.89962768554688,260200
2024-05-07 00:00:00+00:00,146.18996631626726,148.22038000849503,146.18996631626726,147.56985473632812,392900
2024-05-08 00:00:00+00:00,147.5698554123631,148.70333411691598,147.33329666513077,148.62448120117188,223500
2024-05-09 00:00:00+00:00,148.83149683007565,149.55100912682533,146.49553708987045,146.93907165527344,299100
2024-05-10 00:00:00+00:00,146.81091416764426,146.8601991215895,145.96326409461795,146.35752868652344,186300
2024-05-13 00:00:00+00:00,146.39693944512024,147.33329335913,144.75092434499336,145.7464141845703,167500
2024-05-14 00:00:00+00:00,146.17026559736152,146.18011657300994,145.35218342881822,145.7760009765625,137600
2024-05-15 00:00:00+00:00,145.83512870330233,146.20966123378906,144.66221608283095,145.16488647460938,211100
2024-05-16 00:00:00+00:00,145.25360102734965,145.77598844530235,144.32709804768825,145.42115783691406,235500
