"('date', '')","('open', 'ALTI')","('high', 'ALTI')","('low', 'ALTI')","('close', 'ALTI')","('volume', 'ALTI')"
2024-02-27 00:00:00+00:00,6.159999847412109,6.329999923706055,5.979000091552734,6.079999923706055,60600
2024-02-28 00:00:00+00:00,5.940000057220459,6.140999794006348,5.769999980926514,5.929999828338623,50200
2024-02-29 00:00:00+00:00,6.0,6.104000091552734,5.830999851226807,5.860000133514404,49800
2024-03-01 00:00:00+00:00,5.860000133514404,6.039999961853027,5.71999979019165,5.869999885559082,80700
2024-03-04 00:00:00+00:00,5.800000190734863,6.599999904632568,5.633999824523926,6.489999771118164,131300
2024-03-05 00:00:00+00:00,5.960000038146973,6.570000171661377,5.960000038146973,6.260000228881836,100200
2024-03-06 00:00:00+00:00,6.329999923706055,6.514999866485596,5.940000057220459,6.300000190734863,102600
2024-03-07 00:00:00+00:00,6.349999904632568,6.599999904632568,6.119999885559082,6.449999809265137,81500
2024-03-08 00:00:00+00:00,6.5,6.610000133514404,6.050000190734863,6.329999923706055,130000
2024-03-11 00:00:00+00:00,6.460000038146973,6.940000057220459,6.269999980926514,6.610000133514404,86900
2024-03-12 00:00:00+00:00,6.739999771118164,6.800000190734863,5.789999961853027,6.0,215000
2024-03-13 00:00:00+00:00,5.800000190734863,6.309999942779541,5.800000190734863,6.090000152587891,922600
2024-03-14 00:00:00+00:00,6.0,6.429999828338623,5.920000076293945,6.360000133514404,353800
2024-03-15 00:00:00+00:00,6.130000114440918,6.889999866485596,5.960000038146973,6.320000171661377,565000
2024-03-18 00:00:00+00:00,6.210000038146973,6.989999771118164,6.010000228881836,6.570000171661377,401400
2024-03-19 00:00:00+00:00,6.449999809265137,6.570000171661377,6.15500020980835,6.349999904632568,343600
2024-03-20 00:00:00+00:00,6.360000133514404,6.360000133514404,6.099999904632568,6.139999866485596,70600
2024-03-21 00:00:00+00:00,6.139999866485596,6.320000171661377,5.849999904632568,5.980000019073486,128100
2024-03-22 00:00:00+00:00,5.980000019073486,5.980000019073486,5.409999847412109,5.46999979019165,194900
2024-03-25 00:00:00+00:00,5.480000019073486,5.5,5.03000020980835,5.260000228881836,103400
2024-03-26 00:00:00+00:00,5.28000020980835,5.28000020980835,5.059999942779541,5.070000171661377,43000
2024-03-27 00:00:00+00:00,5.179999828338623,5.389999866485596,5.054999828338623,5.309999942779541,69200
2024-03-28 00:00:00+00:00,5.539999961853027,5.690000057220459,5.510000228881836,5.659999847412109,50700
2024-04-01 00:00:00+00:00,5.75,5.829999923706055,5.565000057220459,5.659999847412109,54900
2024-04-02 00:00:00+00:00,5.429999828338623,5.429999828338623,4.849999904632568,4.980000019073486,310600
2024-04-03 00:00:00+00:00,5.0,5.050000190734863,4.809999942779541,4.920000076293945,193000
2024-04-04 00:00:00+00:00,4.989999771118164,5.40500020980835,4.989999771118164,5.130000114440918,69000
2024-04-05 00:00:00+00:00,5.159999847412109,5.199999809265137,4.579999923706055,4.929999828338623,142800
2024-04-08 00:00:00+00:00,4.909999847412109,5.150000095367432,4.730000019073486,4.880000114440918,105200
2024-04-09 00:00:00+00:00,4.900000095367432,5.099999904632568,4.650000095367432,4.849999904632568,69800
2024-04-10 00:00:00+00:00,4.449999809265137,5.0,4.289999961853027,4.630000114440918,118700
2024-04-11 00:00:00+00:00,4.619999885559082,5.380000114440918,4.619999885559082,4.929999828338623,224100
2024-04-12 00:00:00+00:00,4.900000095367432,4.900000095367432,4.650000095367432,4.699999809265137,55800
2024-04-15 00:00:00+00:00,4.679999828338623,4.769999980926514,4.449999809265137,4.510000228881836,80300
2024-04-16 00:00:00+00:00,4.449999809265137,4.75,4.21999979019165,4.400000095367432,82400
2024-04-17 00:00:00+00:00,4.460000038146973,4.75,4.394999980926514,4.570000171661377,75000
2024-04-18 00:00:00+00:00,4.550000190734863,4.71999979019165,4.449999809265137,4.630000114440918,109900
2024-04-19 00:00:00+00:00,4.610000133514404,4.760000228881836,4.449999809265137,4.639999866485596,108400
2024-04-22 00:00:00+00:00,4.71999979019165,5.159999847412109,4.71999979019165,4.869999885559082,144500
2024-04-23 00:00:00+00:00,4.849999904632568,5.139999866485596,4.789999961853027,4.96999979019165,408800
2024-04-24 00:00:00+00:00,5.019999980926514,5.079999923706055,4.864999771118164,4.989999771118164,91400
2024-04-25 00:00:00+00:00,4.929999828338623,5.010000228881836,4.880000114440918,4.989999771118164,75900
2024-04-26 00:00:00+00:00,4.940000057220459,5.119999885559082,4.710000038146973,4.75,61300
2024-04-29 00:00:00+00:00,4.760000228881836,5.119999885559082,4.679999828338623,4.96999979019165,85700
2024-04-30 00:00:00+00:00,4.869999885559082,4.869999885559082,4.599999904632568,4.599999904632568,70200
2024-05-01 00:00:00+00:00,4.650000095367432,4.860000133514404,4.5,4.78000020980835,57700
2024-05-02 00:00:00+00:00,4.85099983215332,4.901000022888184,4.769999980926514,4.809999942779541,30400
2024-05-03 00:00:00+00:00,4.849999904632568,4.849999904632568,4.46999979019165,4.5,52400
2024-05-06 00:00:00+00:00,4.510000228881836,4.605000019073486,4.400000095367432,4.559999942779541,78800
2024-05-07 00:00:00+00:00,4.639999866485596,4.980000019073486,4.599999904632568,4.650000095367432,73400
2024-05-08 00:00:00+00:00,4.610000133514404,4.710000038146973,4.559999942779541,4.579999923706055,23500
2024-05-09 00:00:00+00:00,4.610000133514404,4.829999923706055,4.610000133514404,4.71999979019165,64600
2024-05-10 00:00:00+00:00,4.730000019073486,4.809999942779541,4.489999771118164,4.610000133514404,60200
2024-05-13 00:00:00+00:00,4.690000057220459,4.75,4.519999980926514,4.619999885559082,22500
2024-05-14 00:00:00+00:00,4.690000057220459,4.699999809265137,4.440000057220459,4.690000057220459,88700
2024-05-15 00:00:00+00:00,4.659999847412109,4.659999847412109,4.349999904632568,4.440000057220459,151000
2024-05-16 00:00:00+00:00,4.449999809265137,4.71999979019165,4.400000095367432,4.550000190734863,162600
2024-05-17 00:00:00+00:00,4.690000057220459,4.802000045776367,4.409999847412109,4.429999828338623,94300
2024-05-20 00:00:00+00:00,4.429999828338623,4.610000133514404,4.369999885559082,4.53000020980835,89500
2024-05-21 00:00:00+00:00,4.610000133514404,4.610000133514404,4.329999923706055,4.409999847412109,141600
2024-05-22 00:00:00+00:00,4.429999828338623,5.090000152587891,4.369999885559082,4.769999980926514,151500
2024-05-23 00:00:00+00:00,4.769999980926514,4.769999980926514,4.429999828338623,4.539999961853027,84600
2024-05-24 00:00:00+00:00,4.559999942779541,4.639999866485596,4.480000019073486,4.519999980926514,55100
2024-05-28 00:00:00+00:00,4.5,5.050000190734863,4.5,5.039999961853027,258600
2024-05-29 00:00:00+00:00,4.980000019073486,5.25,4.949999809265137,5.070000171661377,189400
2024-05-30 00:00:00+00:00,5.150000095367432,5.150000095367432,4.789999961853027,4.949999809265137,128300
2024-05-31 00:00:00+00:00,4.96999979019165,4.980000019073486,4.599999904632568,4.769999980926514,515000
2024-06-03 00:00:00+00:00,4.849999904632568,5.0,4.659999847412109,4.989999771118164,120500
2024-06-04 00:00:00+00:00,4.940000057220459,5.099999904632568,4.670000076293945,4.710000038146973,173300
2024-06-05 00:00:00+00:00,4.71999979019165,4.829999923706055,4.550000190734863,4.78000020980835,181800
2024-06-06 00:00:00+00:00,4.849999904632568,4.949999809265137,4.570000171661377,4.599999904632568,171600
2024-06-07 00:00:00+00:00,4.599999904632568,4.820000171661377,4.565000057220459,4.659999847412109,57200
2024-06-10 00:00:00+00:00,4.679999828338623,4.940000057220459,4.644999980926514,4.840000152587891,88700
2024-06-11 00:00:00+00:00,4.820000171661377,5.050000190734863,4.760000228881836,5.03000020980835,140800
2024-06-12 00:00:00+00:00,5.039999961853027,5.429999828338623,5.0,5.179999828338623,211800
2024-06-13 00:00:00+00:00,5.230000019073486,5.230000019073486,4.690000057220459,4.989999771118164,271000
2024-06-14 00:00:00+00:00,4.900000095367432,5.110000133514404,4.630000114440918,4.699999809265137,115100
2024-06-17 00:00:00+00:00,4.670000076293945,5.070000171661377,4.590000152587891,5.010000228881836,119000
2024-06-18 00:00:00+00:00,4.940000057220459,5.150000095367432,4.869999885559082,4.989999771118164,111200
2024-06-20 00:00:00+00:00,4.949999809265137,5.369999885559082,4.861000061035156,4.960000038146973,94900
2024-06-21 00:00:00+00:00,4.960000038146973,5.309999942779541,4.900000095367432,5.300000190734863,695400
2024-06-24 00:00:00+00:00,5.21999979019165,5.449999809265137,4.921000003814697,5.0,101700
2024-06-25 00:00:00+00:00,4.989999771118164,5.010000228881836,4.849999904632568,4.929999828338623,92500
2024-06-26 00:00:00+00:00,4.840000152587891,5.010000228881836,4.699999809265137,4.980000019073486,175500
2024-06-27 00:00:00+00:00,5.019999980926514,5.289999961853027,4.869999885559082,4.909999847412109,171600
2024-06-28 00:00:00+00:00,4.880000114440918,5.320000171661377,4.829999923706055,5.210000038146973,2178000
2024-07-01 00:00:00+00:00,5.21999979019165,5.355000019073486,4.849999904632568,4.920000076293945,108400
2024-07-02 00:00:00+00:00,4.860000133514404,4.900000095367432,4.599999904632568,4.800000190734863,112800
2024-07-03 00:00:00+00:00,4.840000152587891,4.840000152587891,4.673999786376953,4.760000228881836,19100
2024-07-05 00:00:00+00:00,4.730000019073486,4.824999809265137,4.659999847412109,4.760000228881836,79200
2024-07-08 00:00:00+00:00,4.760000228881836,4.940000057220459,4.619999885559082,4.619999885559082,152900
2024-07-09 00:00:00+00:00,4.610000133514404,4.659999847412109,4.309999942779541,4.340000152587891,124400
2024-07-10 00:00:00+00:00,4.369999885559082,4.739999771118164,4.260000228881836,4.550000190734863,79200
2024-07-11 00:00:00+00:00,4.550000190734863,4.789999961853027,4.400000095367432,4.739999771118164,186000
2024-07-12 00:00:00+00:00,4.75,4.920000076293945,4.619999885559082,4.78000020980835,117800
2024-07-15 00:00:00+00:00,4.840000152587891,5.010000228881836,4.840000152587891,5.0,118500
2024-07-16 00:00:00+00:00,5.03000020980835,5.190000057220459,4.96999979019165,5.159999847412109,154600
2024-07-17 00:00:00+00:00,4.989999771118164,5.25,4.945000171661377,4.989999771118164,190300
2024-07-18 00:00:00+00:00,4.960000038146973,5.150000095367432,4.699999809265137,4.769999980926514,63700
2024-07-19 00:00:00+00:00,4.820000171661377,5.0,4.679999828338623,4.71999979019165,155700
2024-07-22 00:00:00+00:00,4.639999866485596,5.050000190734863,4.639999866485596,4.940000057220459,104200
2024-07-23 00:00:00+00:00,4.920000076293945,4.960000038146973,4.71999979019165,4.909999847412109,69700
2024-07-24 00:00:00+00:00,4.869999885559082,4.980000019073486,4.789999961853027,4.789999961853027,52300
2024-07-25 00:00:00+00:00,4.829999923706055,5.090000152587891,4.800000190734863,4.960000038146973,76600
2024-07-26 00:00:00+00:00,5.039999961853027,5.15500020980835,4.909999847412109,5.059999942779541,106200
2024-07-29 00:00:00+00:00,5.050000190734863,5.074999809265137,4.783999919891357,4.789999961853027,51900
2024-07-30 00:00:00+00:00,4.840000152587891,4.900000095367432,4.71999979019165,4.820000171661377,78100
2024-07-31 00:00:00+00:00,4.820000171661377,5.019999980926514,4.751999855041504,4.900000095367432,77700
2024-08-01 00:00:00+00:00,4.900000095367432,4.900000095367432,4.429999828338623,4.619999885559082,144500
2024-08-02 00:00:00+00:00,4.409999847412109,4.650000095367432,4.320000171661377,4.380000114440918,189900
2024-08-05 00:00:00+00:00,4.119999885559082,4.28000020980835,3.930000066757202,4.039999961853027,204200
2024-08-06 00:00:00+00:00,4.090000152587891,4.130000114440918,3.5799999237060547,3.680000066757202,484300
2024-08-07 00:00:00+00:00,3.7300000190734863,4.059999942779541,3.7100000381469727,3.805000066757202,157200
2024-08-08 00:00:00+00:00,3.8499999046325684,3.950000047683716,3.7200000286102295,3.809999942779541,186300
2024-08-09 00:00:00+00:00,3.869999885559082,4.039999961853027,3.7200000286102295,3.7699999809265137,53400
2024-08-12 00:00:00+00:00,3.740000009536743,3.890000104904175,3.559999942779541,3.630000114440918,97400
2024-08-13 00:00:00+00:00,3.6600000858306885,4.0,3.6600000858306885,3.869999885559082,128300
2024-08-14 00:00:00+00:00,3.880000114440918,3.9700000286102295,3.7100000381469727,3.9100000858306885,143400
2024-08-15 00:00:00+00:00,4.0,4.130000114440918,3.869999885559082,3.9700000286102295,187500
2024-08-16 00:00:00+00:00,3.950000047683716,4.199999809265137,3.940000057220459,4.099999904632568,136700
2024-08-19 00:00:00+00:00,4.110000133514404,4.119999885559082,3.9000000953674316,4.059999942779541,60000
2024-08-20 00:00:00+00:00,4.050000190734863,4.099999904632568,3.9000000953674316,4.019999980926514,247500
2024-08-21 00:00:00+00:00,4.059999942779541,4.139999866485596,4.0,4.119999885559082,42900
2024-08-22 00:00:00+00:00,4.119999885559082,4.199999809265137,4.070000171661377,4.159999847412109,108900
2024-08-23 00:00:00+00:00,4.199999809265137,4.730000019073486,4.164999961853027,4.639999866485596,192700
2024-08-26 00:00:00+00:00,4.650000095367432,4.75,4.289999961853027,4.409999847412109,139300
2024-08-27 00:00:00+00:00,4.360000133514404,4.375,4.130000114440918,4.230000019073486,67300
2024-08-28 00:00:00+00:00,4.230000019073486,4.329999923706055,4.099999904632568,4.119999885559082,50700
2024-08-29 00:00:00+00:00,4.139999866485596,4.209000110626221,3.940000057220459,4.019999980926514,79600
2024-08-30 00:00:00+00:00,3.990000009536743,4.054999828338623,3.940000057220459,4.019999980926514,56800
2024-09-03 00:00:00+00:00,3.9600000381469727,3.9600000381469727,3.700000047683716,3.809999942779541,119000
2024-09-04 00:00:00+00:00,3.8350000381469727,3.890000104904175,3.7799999713897705,3.799999952316284,74600
2024-09-05 00:00:00+00:00,3.799999952316284,3.940000057220459,3.7300000190734863,3.880000114440918,61400
2024-09-06 00:00:00+00:00,3.859999895095825,3.940000057220459,3.5350000858306885,3.559999942779541,145200
2024-09-09 00:00:00+00:00,3.549999952316284,4.184999942779541,3.549999952316284,3.950000047683716,315100
2024-09-10 00:00:00+00:00,3.930000066757202,4.0,3.7699999809265137,3.9100000858306885,178400
2024-09-11 00:00:00+00:00,3.890000104904175,4.260000228881836,3.799999952316284,4.179999828338623,239700
2024-09-12 00:00:00+00:00,4.210000038146973,4.25,3.990000009536743,4.090000152587891,135700
2024-09-13 00:00:00+00:00,4.179999828338623,4.260000228881836,3.875,4.25,342400
2024-09-16 00:00:00+00:00,4.269999980926514,4.389999866485596,4.190000057220459,4.360000133514404,174200
2024-09-17 00:00:00+00:00,4.360000133514404,4.650000095367432,4.315000057220459,4.440000057220459,201700
2024-09-18 00:00:00+00:00,4.380000114440918,4.5,4.309999942779541,4.309999942779541,174100
2024-09-19 00:00:00+00:00,4.489999771118164,4.579999923706055,4.335000038146973,4.449999809265137,107100
2024-09-20 00:00:00+00:00,4.389999866485596,4.550000190734863,4.304999828338623,4.489999771118164,1852200
2024-09-23 00:00:00+00:00,4.539999961853027,4.610000133514404,4.010000228881836,4.014999866485596,129700
2024-09-24 00:00:00+00:00,4.010000228881836,4.150000095367432,3.759999990463257,3.7899999618530273,164500
2024-09-25 00:00:00+00:00,3.7899999618530273,3.9100000858306885,3.740000009536743,3.7699999809265137,101300
2024-09-26 00:00:00+00:00,3.8499999046325684,3.944999933242798,3.7899999618530273,3.809999942779541,126200
2024-09-27 00:00:00+00:00,3.880000114440918,3.990000009536743,3.759999990463257,3.799999952316284,97000
2024-09-30 00:00:00+00:00,3.7799999713897705,3.809999942779541,3.619999885559082,3.740000009536743,109500
2024-10-01 00:00:00+00:00,3.7100000381469727,3.759999990463257,3.515000104904175,3.640000104904175,190600
2024-10-02 00:00:00+00:00,3.619999885559082,3.7300000190734863,3.569999933242798,3.569999933242798,61000
2024-10-03 00:00:00+00:00,3.549999952316284,3.700000047683716,3.509999990463257,3.509999990463257,134100
2024-10-04 00:00:00+00:00,3.630000114440918,3.6649999618530273,3.5,3.5299999713897705,114500
2024-10-07 00:00:00+00:00,3.5199999809265137,3.7850000858306885,3.509999990463257,3.569999933242798,447300
2024-10-08 00:00:00+00:00,3.5799999237060547,3.7100000381469727,3.4700000286102295,3.5,249000
2024-10-09 00:00:00+00:00,3.509999990463257,3.7899999618530273,3.494999885559082,3.700000047683716,183400
2024-10-10 00:00:00+00:00,3.6500000953674316,3.880000114440918,3.6500000953674316,3.8499999046325684,203100
2024-10-11 00:00:00+00:00,3.8499999046325684,3.950000047683716,3.7200000286102295,3.7300000190734863,113400
2024-10-14 00:00:00+00:00,3.740000009536743,3.9200000762939453,3.7049999237060547,3.7899999618530273,56400
2024-10-15 00:00:00+00:00,3.809999942779541,3.950000047683716,3.740000009536743,3.819999933242798,99300
2024-10-16 00:00:00+00:00,3.869999885559082,3.9800000190734863,3.819999933242798,3.9600000381469727,114600
2024-10-17 00:00:00+00:00,3.940000057220459,4.0,3.890000104904175,3.9800000190734863,69900
2024-10-18 00:00:00+00:00,4.0,4.039999961853027,3.9000000953674316,3.9000000953674316,78500
2024-10-21 00:00:00+00:00,3.9200000762939453,3.990000009536743,3.815000057220459,3.940000057220459,90100
2024-10-22 00:00:00+00:00,3.930000066757202,4.130000114440918,3.9100000858306885,4.090000152587891,121000
2024-10-23 00:00:00+00:00,4.070000171661377,4.170000076293945,3.880000114440918,4.150000095367432,83500
2024-10-24 00:00:00+00:00,4.170000076293945,4.210000038146973,4.019999980926514,4.110000133514404,67700
2024-10-25 00:00:00+00:00,4.139999866485596,4.190000057220459,3.930000066757202,3.990000009536743,78100
2024-10-28 00:00:00+00:00,4.059999942779541,4.150000095367432,3.990000009536743,4.050000190734863,99300
2024-10-29 00:00:00+00:00,3.9800000190734863,4.070000171661377,3.890000104904175,4.059999942779541,69700
2024-10-30 00:00:00+00:00,4.050000190734863,4.269999980926514,4.0,4.099999904632568,141900
2024-10-31 00:00:00+00:00,4.050000190734863,4.239999771118164,4.050000190734863,4.079999923706055,859600
2024-11-01 00:00:00+00:00,4.130000114440918,4.21999979019165,4.090000152587891,4.210000038146973,80200
2024-11-04 00:00:00+00:00,4.150000095367432,4.340000152587891,4.150000095367432,4.320000171661377,118400
2024-11-05 00:00:00+00:00,4.300000190734863,4.670000076293945,4.295000076293945,4.670000076293945,128700
2024-11-06 00:00:00+00:00,4.860000133514404,5.0,4.849999904632568,4.929999828338623,232900
2024-11-07 00:00:00+00:00,4.929999828338623,4.960000038146973,4.650000095367432,4.789999961853027,200000
2024-11-08 00:00:00+00:00,4.599999904632568,4.880000114440918,4.53000020980835,4.840000152587891,98900
2024-11-11 00:00:00+00:00,4.860000133514404,4.929999828338623,4.690000057220459,4.800000190734863,78600
2024-11-12 00:00:00+00:00,4.75,4.929999828338623,4.699999809265137,4.75,114100
2024-11-13 00:00:00+00:00,4.75,4.75,4.460000038146973,4.510000228881836,154000
2024-11-14 00:00:00+00:00,4.5,4.550000190734863,4.400000095367432,4.429999828338623,146400
2024-11-15 00:00:00+00:00,4.460000038146973,4.460000038146973,4.269999980926514,4.389999866485596,128200
2024-11-18 00:00:00+00:00,4.353000164031982,4.48199987411499,4.28000020980835,4.300000190734863,188000
2024-11-19 00:00:00+00:00,4.269999980926514,4.320000171661377,3.940000057220459,3.9800000190734863,305800
2024-11-20 00:00:00+00:00,3.9600000381469727,4.239999771118164,3.6700000762939453,4.099999904632568,356300
2024-11-21 00:00:00+00:00,4.130000114440918,4.360000133514404,4.130000114440918,4.289999961853027,121600
2024-11-22 00:00:00+00:00,4.309999942779541,4.385000228881836,4.28000020980835,4.309999942779541,44900
2024-11-25 00:00:00+00:00,4.380000114440918,4.610000133514404,4.230000019073486,4.480000019073486,153600
2024-11-26 00:00:00+00:00,4.449999809265137,4.510000228881836,4.300000190734863,4.340000152587891,57300
2024-11-27 00:00:00+00:00,4.389999866485596,4.639999866485596,4.389999866485596,4.550000190734863,104900
2024-11-29 00:00:00+00:00,4.570000171661377,4.849999904632568,4.570000171661377,4.75,109000
2024-12-02 00:00:00+00:00,4.75,4.849999904632568,4.670000076293945,4.829999923706055,111200
2024-12-03 00:00:00+00:00,4.849999904632568,4.849999904632568,4.46999979019165,4.550000190734863,91400
2024-12-04 00:00:00+00:00,4.570000171661377,4.730000019073486,4.25,4.329999923706055,210900
2024-12-05 00:00:00+00:00,4.320000171661377,4.480000019073486,4.289999961853027,4.440000057220459,87600
2024-12-06 00:00:00+00:00,4.5,4.820000171661377,4.420000076293945,4.639999866485596,153400
2024-12-09 00:00:00+00:00,4.650000095367432,4.800000190734863,4.619999885559082,4.619999885559082,82700
2024-12-10 00:00:00+00:00,4.590000152587891,4.710000038146973,4.489999771118164,4.639999866485596,73900
2024-12-11 00:00:00+00:00,4.699999809265137,4.699999809265137,4.510000228881836,4.510000228881836,48700
2024-12-12 00:00:00+00:00,4.579999923706055,4.579999923706055,4.454999923706055,4.519999980926514,46200
2024-12-13 00:00:00+00:00,4.510000228881836,4.559999942779541,4.46999979019165,4.539999961853027,41200
2024-12-16 00:00:00+00:00,4.5,4.550000190734863,4.269999980926514,4.329999923706055,93600
2024-12-17 00:00:00+00:00,4.289999961853027,4.650000095367432,4.289999961853027,4.480000019073486,115400
2024-12-18 00:00:00+00:00,4.449999809265137,4.599999904632568,4.170000076293945,4.179999828338623,112300
2024-12-19 00:00:00+00:00,4.25,4.361999988555908,3.9800000190734863,4.179999828338623,148000
2024-12-20 00:00:00+00:00,4.090000152587891,4.329999923706055,4.090000152587891,4.230000019073486,257800
2024-12-23 00:00:00+00:00,4.190000057220459,4.269999980926514,4.070000171661377,4.139999866485596,63100
2024-12-24 00:00:00+00:00,4.090000152587891,4.300000190734863,4.090000152587891,4.300000190734863,24000
2024-12-26 00:00:00+00:00,4.340000152587891,4.460000038146973,4.28000020980835,4.420000076293945,43500
2024-12-27 00:00:00+00:00,4.400000095367432,4.5,4.300000190734863,4.389999866485596,108600
2024-12-30 00:00:00+00:00,4.21999979019165,4.489999771118164,4.21999979019165,4.429999828338623,56800
2024-12-31 00:00:00+00:00,4.46999979019165,4.590000152587891,4.320000171661377,4.409999847412109,66600
2025-01-02 00:00:00+00:00,4.449999809265137,4.525000095367432,4.269999980926514,4.389999866485596,74100
2025-01-03 00:00:00+00:00,4.440000057220459,4.480000019073486,4.295000076293945,4.400000095367432,95500
2025-01-06 00:00:00+00:00,4.449999809265137,4.449999809265137,4.210000038146973,4.21999979019165,53000
2025-01-07 00:00:00+00:00,4.25,4.369999885559082,4.0,4.239999771118164,309200
2025-01-08 00:00:00+00:00,4.239999771118164,4.28000020980835,4.090000152587891,4.190000057220459,113700
2025-01-10 00:00:00+00:00,4.090000152587891,4.159999847412109,3.9800000190734863,4.039999961853027,73900
2025-01-13 00:00:00+00:00,3.9700000286102295,4.170000076293945,3.950000047683716,4.130000114440918,56000
2025-01-14 00:00:00+00:00,4.170000076293945,4.179999828338623,4.005000114440918,4.059999942779541,69400
2025-01-15 00:00:00+00:00,4.190000057220459,4.244999885559082,4.070000171661377,4.139999866485596,38900
2025-01-16 00:00:00+00:00,4.099999904632568,4.203999996185303,4.010000228881836,4.010000228881836,79000
2025-01-17 00:00:00+00:00,4.03000020980835,4.119999885559082,3.950000047683716,4.090000152587891,135900
2025-01-21 00:00:00+00:00,4.079999923706055,4.170000076293945,4.050000190734863,4.050000190734863,50200
2025-01-22 00:00:00+00:00,4.039999961853027,4.039999961853027,3.890000104904175,3.940000057220459,79100
2025-01-23 00:00:00+00:00,3.9000000953674316,4.064000129699707,3.9000000953674316,4.010000228881836,43500
2025-01-24 00:00:00+00:00,3.9700000286102295,4.230000019073486,3.9700000286102295,4.110000133514404,45300
2025-01-27 00:00:00+00:00,4.110000133514404,4.269999980926514,4.03000020980835,4.139999866485596,74300
2025-01-28 00:00:00+00:00,4.0,4.170000076293945,4.0,4.110000133514404,43900
2025-01-29 00:00:00+00:00,4.050000190734863,4.099999904632568,3.9749999046325684,4.019999980926514,42800
