"('date', '')","('open', 'CMCSA')","('high', 'CMCSA')","('low', 'CMCSA')","('close', 'CMCSA')","('volume', 'CMCSA')"
1980-03-17 00:00:00+00:00,0.06315907090902328,0.06596589694929311,0.06315907090902328,0.06315907090902328,138396
1980-03-18 00:00:00+00:00,0.06315907090902328,0.06596589694929311,0.06315907090902328,0.06315907090902328,530518
1980-03-19 00:00:00+00:00,0.06315909459749036,0.06526470456368516,0.06245722621679306,0.06245722621679306,738113
1980-03-20 00:00:00+00:00,0.06736966967582703,0.07017714366634788,0.06736966967582703,0.06736966967582703,1360895
1980-03-21 00:00:00+00:00,0.06947525590658188,0.07228208268900738,0.06947525590658188,0.06947525590658188,461320
1980-03-24 00:00:00+00:00,0.06947526470511294,0.07158022345107996,0.06877339631319046,0.06877339631319046,322924
1980-03-25 00:00:00+00:00,0.06877334756075182,0.06877334756075182,0.06596587598323822,0.06596587598323822,738113
1980-03-26 00:00:00+00:00,0.06596587598323822,0.06877334756075182,0.06596587598323822,0.06596587598323822,23066
1980-03-27 00:00:00+00:00,0.05614173718034656,0.05614173718034656,0.05333426222205162,0.05333426222205162,2168205
1980-03-28 00:00:00+00:00,0.05684294179081917,0.059650415874961095,0.05684294179081917,0.05684294179081917,553584
1980-03-31 00:00:00+00:00,0.05965036526322365,0.06245718571183041,0.05965036526322365,0.05965036526322365,392122
1980-04-01 00:00:00+00:00,0.06105411797761917,0.06386094402558071,0.06105411797761917,0.06105411797761917,253726
1980-04-02 00:00:00+00:00,0.06105411797761917,0.06386094402558071,0.06105411797761917,0.06105411797761917,46132
1980-04-03 00:00:00+00:00,0.06105411797761917,0.06386094402558071,0.06105411797761917,0.06105411797761917,92264
1980-04-07 00:00:00+00:00,0.061054101114262335,0.06245718571183041,0.05965036526322365,0.05965036526322365,230660
1980-04-08 00:00:00+00:00,0.059650418930301534,0.06175537334720219,0.058948550373315804,0.05894855037331581,23066
1980-04-09 00:00:00+00:00,0.058948550373315804,0.06175537334720219,0.058948550373315804,0.05894855037331581,184528
1980-04-10 00:00:00+00:00,0.06105411797761917,0.06386094402558071,0.06105411797761917,0.06105411797761917,691980
1980-04-11 00:00:00+00:00,0.06105411797761917,0.06386094402558071,0.06105411797761917,0.06105411797761917,415188
1980-04-14 00:00:00+00:00,0.061054122834145005,0.06315907610606536,0.060352254658937454,0.060352254658937454,253726
1980-04-15 00:00:00+00:00,0.060352254658937454,0.06315907610606536,0.060352254658937454,0.060352254658937454,599716
1980-04-16 00:00:00+00:00,0.060352254658937454,0.060352254658937454,0.060352254658937454,0.060352254658937454,0
1980-04-17 00:00:00+00:00,0.060352254658937454,0.060352254658937454,0.060352254658937454,0.060352254658937454,0
1980-04-18 00:00:00+00:00,0.060352254658937454,0.06315907610606536,0.060352254658937454,0.060352254658937454,46132
1980-04-21 00:00:00+00:00,0.060352254658937454,0.06315907610606536,0.060352254658937454,0.060352254658937454,23066
1980-04-22 00:00:00+00:00,0.060352254658937454,0.060352254658937454,0.060352254658937454,0.060352254658937454,0
1980-04-23 00:00:00+00:00,0.060352254658937454,0.06315907610606536,0.060352254658937454,0.060352254658937454,230660
1980-04-24 00:00:00+00:00,0.060352254658937454,0.06315907610606536,0.060352254658937454,0.060352254658937454,253726
1980-04-25 00:00:00+00:00,0.06245722621679306,0.06526470456368516,0.06245722621679306,0.06245722621679306,784245
1980-04-28 00:00:00+00:00,0.06315907090902328,0.06596589694929311,0.06315907090902328,0.06315907090902328,276792
1980-04-29 00:00:00+00:00,0.0645628347992897,0.06736965700803067,0.0645628347992897,0.0645628347992897,299858
1980-04-30 00:00:00+00:00,0.0645628347992897,0.0645628347992897,0.0645628347992897,0.0645628347992897,0
1980-05-01 00:00:00+00:00,0.0645628347992897,0.06736965700803067,0.0645628347992897,0.0645628347992897,253726
1980-05-02 00:00:00+00:00,0.0645628347992897,0.06736965700803067,0.0645628347992897,0.0645628347992897,161462
1980-05-05 00:00:00+00:00,0.0645628347992897,0.06736965700803067,0.0645628347992897,0.0645628347992897,92264
1980-05-06 00:00:00+00:00,0.06526470184326172,0.0680715239951614,0.06526470184326172,0.06526470184326172,161462
1980-05-07 00:00:00+00:00,0.06526470184326172,0.0680715239951614,0.06526470184326172,0.06526470184326172,299858
1980-05-08 00:00:00+00:00,0.06736966967582703,0.07017714366634788,0.06736966967582703,0.06736966967582703,484386
