"('date', '')","('open', 'BHB')","('high', 'BHB')","('low', 'BHB')","('close', 'BHB')","('volume', 'BHB')"
2024-01-02 00:00:00+00:00,27.01375463358069,27.935630217630553,27.01375463358069,27.451412200927734,30100
2024-01-03 00:00:00+00:00,27.48865953887158,27.60971315049889,26.669213421657815,26.687837600708008,39000
2024-01-04 00:00:00+00:00,26.874075546089458,27.0230654246681,26.58540610225632,26.73439598083496,29600
2024-01-05 00:00:00+00:00,26.6133459067671,27.078939783215862,26.6133459067671,26.94857406616211,58600
2024-01-08 00:00:00+00:00,26.427105573882155,26.85545283020474,26.296739867048977,26.538848876953125,23000
2024-01-09 00:00:00+00:00,26.26880152553549,26.538846783934822,25.505227972419235,25.672842025756836,49300
2024-01-10 00:00:00+00:00,25.663529954492308,25.961509704589844,25.421420963513206,25.961509704589844,25700
2024-01-11 00:00:00+00:00,25.67284231603925,25.700778583944526,25.281743445862507,25.626283645629883,22900
2024-01-12 00:00:00+00:00,25.97082412395148,26.045319068159714,25.356240390208676,25.663532257080078,25200
2024-01-16 00:00:00+00:00,25.263120489044613,25.430734552383644,24.993076990631355,25.021013259887695,30000
2024-01-17 00:00:00+00:00,24.685783306827453,25.272430709011328,24.685783306827453,25.225872039794922,28400
2024-01-18 00:00:00+00:00,25.18862472514744,25.36555087246496,24.90926914609827,25.328304290771484,24300
2024-01-19 00:00:00+00:00,25.60766033245066,25.7100915421323,24.760279714446614,25.523853302001953,24900
2024-01-22 00:00:00+00:00,25.868394183476013,26.13843768495045,25.41211243704715,26.129125595092773,31100
2024-01-23 00:00:00+00:00,26.35261034410228,26.35261034410228,25.67284377143275,25.719404220581055,27100
2024-01-24 00:00:00+00:00,25.616974143982393,25.719405360549228,24.909271270456173,25.114131927490234,27900
2024-01-25 00:00:00+00:00,25.188626740746493,25.36555290222168,24.872022778569676,25.36555290222168,39700
2024-01-26 00:00:00+00:00,25.6355949421143,25.90563841911612,25.328303109057398,25.561100006103516,22800
2024-01-29 00:00:00+00:00,25.672843810353477,25.952201177368252,25.644909316921673,25.924264907836914,28700
2024-01-30 00:00:00+00:00,25.84976892526783,25.95220013332913,25.69146695649103,25.82183265686035,21800
2024-01-31 00:00:00+00:00,25.589033657136238,25.65421650199375,24.415737121403005,24.499544143676758,54900
2024-02-01 00:00:00+00:00,24.583351580202383,24.713719048213537,23.63353982916086,24.490232467651367,73700
2024-02-02 00:00:00+00:00,24.089828224156168,24.331935479707745,23.680105110892477,23.847719192504883,31200
2024-02-05 00:00:00+00:00,23.614920155041077,23.931524108622508,23.223821258034576,23.726661682128906,29000
2024-02-06 00:00:00+00:00,23.51248766520927,23.810467422731058,23.195883728817506,23.54973602294922,21800
2024-02-07 00:00:00+00:00,23.493867908305685,23.512492090681064,22.59992846748492,23.00033950805664,33300
2024-02-08 00:00:00+00:00,22.907217391575625,23.279692110117594,22.907217391575625,23.2703800201416,34400
2024-02-09 00:00:00+00:00,23.261067800873064,23.894275706924617,22.88859308440143,23.810468673706055,27200
2024-02-12 00:00:00+00:00,23.763910243700757,24.35986979616236,23.763910243700757,24.136384963989258,51400
2024-02-13 00:00:00+00:00,23.465928749769393,23.465928749769393,22.665106827694423,22.85134506225586,67800
2024-02-14 00:00:00+00:00,23.26579874501776,23.501282530709847,22.794831173633586,23.378829956054688,37400
2024-02-15 00:00:00+00:00,23.47302064681148,24.650439415619044,23.47302064681148,24.575084686279297,40900
2024-02-16 00:00:00+00:00,24.311344240873364,24.499731978063146,23.783861091980032,23.91573143005371,34600
2024-02-20 00:00:00+00:00,23.614313089780456,23.943990739967067,23.614313089780456,23.680248260498047,36700
2024-02-21 00:00:00+00:00,23.66141042262902,23.953409799595697,23.341152345982234,23.717926025390625,33300
2024-02-22 00:00:00+00:00,23.783861698253496,23.97224944024546,23.350572406910093,23.680248260498047,42100
2024-02-23 00:00:00+00:00,23.774441914964463,23.962829655240657,23.604893308035617,23.63315200805664,17700
2024-02-26 00:00:00+00:00,23.66141150106112,23.95341089133645,23.359990747197735,23.510700225830078,17800
2024-02-27 00:00:00+00:00,23.548377482347423,23.802700390340444,23.388248443603516,23.388248443603516,18900
2024-02-28 00:00:00+00:00,23.27521605140571,23.538958532898206,23.256378714340915,23.35057258605957,16700
2024-02-29 00:00:00+00:00,23.793280148203884,24.08527951764677,23.670827582677187,23.75560188293457,31200
2024-03-01 00:00:00+00:00,23.73676551603317,23.73676551603317,23.2469588271255,23.50128173828125,18400
2024-03-04 00:00:00+00:00,23.54837693343685,24.07586007369823,23.284634465006867,23.29405403137207,29700
2024-03-05 00:00:00+00:00,23.218699811103505,23.830957265608326,23.218699811103505,23.65199089050293,29000
2024-03-06 00:00:00+00:00,23.981666084754732,24.132377349233412,23.48244164612634,23.75560188293457,19100
2024-03-07 00:00:00+00:00,23.991084894865885,24.217149089560436,23.52011737343594,23.812118530273438,28900
2024-03-08 00:00:00+00:00,24.10411842919955,24.10411842919955,23.586054862688155,23.708505630493164,33400
2024-03-11 00:00:00+00:00,23.99108703290436,23.99108703290436,23.69908764664297,23.859216690063477,22300
2024-03-12 00:00:00+00:00,23.70850710588319,23.73676580633454,23.341152983009007,23.416507720947266,21300
2024-03-13 00:00:00+00:00,23.56721654616418,23.661410415136103,23.350571905147785,23.520118713378906,27400
2024-03-14 00:00:00+00:00,23.407086642411876,23.407086642411876,22.775990079213052,22.87018394470215,39900
2024-03-15 00:00:00+00:00,22.69121728062766,23.501282062169945,22.69121728062766,23.35057258605957,95100
2024-03-18 00:00:00+00:00,23.40708877438883,23.40708877438883,22.983217239379883,22.983217239379883,27900
2024-03-19 00:00:00+00:00,22.93611870670616,23.35998839902729,22.93611870670616,23.218698501586914,32500
2024-03-20 00:00:00+00:00,23.17160288341755,24.160633979831086,23.17160288341755,24.038183212280273,59800
2024-03-21 00:00:00+00:00,24.3019245464566,24.55624745134476,23.943990003598106,24.37727928161621,44900
2024-03-22 00:00:00+00:00,24.292506752819822,24.292506752819822,23.70850620845523,23.736764907836914,24900
2024-03-25 00:00:00+00:00,23.878056038270117,24.07586155430825,23.878056038270117,23.906312942504883,14600
2024-03-26 00:00:00+00:00,24.01934555053711,24.01934555053711,23.548377990722656,23.548377990722656,26200
2024-03-27 00:00:00+00:00,23.830957322044963,24.480893044383972,23.727345682685577,24.42437744140625,31200
2024-03-28 00:00:00+00:00,24.377278635932115,25.017794766122663,24.377278635932115,24.942440032958984,35200
2024-04-01 00:00:00+00:00,25.008376486318518,25.008376486318518,24.113539208544747,24.141796112060547,21000
