"('date', '')","('open', 'BETR')","('high', 'BETR')","('low', 'BETR')","('close', 'BETR')","('volume', 'BETR')"
2024-03-19 00:00:00+00:00,24.25,24.5,23.5,23.600000381469727,7634
2024-03-20 00:00:00+00:00,23.5,24.399999618530273,22.5,23.200000762939453,15826
2024-03-21 00:00:00+00:00,24.0,25.0,23.25,23.600000381469727,14604
2024-03-22 00:00:00+00:00,23.899999618530273,24.549999237060547,23.5,24.450000762939453,13072
2024-03-25 00:00:00+00:00,24.5,24.5,23.149999618530273,23.549999237060547,10242
2024-03-26 00:00:00+00:00,23.5,26.5,23.25,26.0,16998
2024-03-27 00:00:00+00:00,25.200000762939453,29.0,24.649999618530273,27.200000762939453,26384
2024-03-28 00:00:00+00:00,25.5,27.549999237060547,23.5,24.850000381469727,42992
2024-04-01 00:00:00+00:00,25.5,25.5,22.5,22.5,22068
2024-04-02 00:00:00+00:00,22.649999618530273,23.450000762939453,21.299999237060547,22.950000762939453,14944
2024-04-03 00:00:00+00:00,22.700000762939453,22.950000762939453,22.100000381469727,22.5,11604
2024-04-04 00:00:00+00:00,23.0,24.950000762939453,22.200000762939453,22.649999618530273,13752
2024-04-05 00:00:00+00:00,22.799999237060547,23.899999618530273,21.799999237060547,23.149999618530273,7768
2024-04-08 00:00:00+00:00,23.049999237060547,23.5,22.0,23.100000381469727,6378
2024-04-09 00:00:00+00:00,23.5,23.5,22.350000381469727,23.5,9490
2024-04-10 00:00:00+00:00,22.200000762939453,23.200000762939453,21.950000762939453,22.649999618530273,10522
2024-04-11 00:00:00+00:00,22.899999618530273,23.149999618530273,22.25,22.75,4972
2024-04-12 00:00:00+00:00,22.700000762939453,23.5,22.0,22.25,14694
2024-04-15 00:00:00+00:00,22.0,22.299999237060547,20.5,21.049999237060547,16964
2024-04-16 00:00:00+00:00,20.75,21.5,20.649999618530273,21.5,15108
2024-04-17 00:00:00+00:00,21.5,22.950000762939453,20.899999618530273,22.600000381469727,7640
2024-04-18 00:00:00+00:00,22.399999618530273,22.850000381469727,21.5,22.5,10528
2024-04-19 00:00:00+00:00,22.299999237060547,22.600000381469727,21.5,21.649999618530273,13636
2024-04-22 00:00:00+00:00,22.0,22.899999618530273,21.0,21.049999237060547,11838
2024-04-23 00:00:00+00:00,20.899999618530273,21.950000762939453,20.5,20.799999237060547,10608
2024-04-24 00:00:00+00:00,20.549999237060547,21.350000381469727,20.5,21.149999618530273,8268
2024-04-25 00:00:00+00:00,21.200000762939453,21.600000381469727,20.649999618530273,21.0,9298
2024-04-26 00:00:00+00:00,20.600000381469727,21.25,19.049999237060547,19.850000381469727,24108
2024-04-29 00:00:00+00:00,19.399999618530273,21.649999618530273,19.399999618530273,20.899999618530273,13556
2024-04-30 00:00:00+00:00,20.700000762939453,21.0,19.649999618530273,19.850000381469727,8408
2024-05-01 00:00:00+00:00,19.649999618530273,20.299999237060547,19.25,19.399999618530273,10482
2024-05-02 00:00:00+00:00,20.0,20.600000381469727,19.0,20.600000381469727,16452
2024-05-03 00:00:00+00:00,20.149999618530273,21.149999618530273,19.350000381469727,19.399999618530273,14328
2024-05-06 00:00:00+00:00,20.0,21.25,19.299999237060547,19.299999237060547,16676
2024-05-07 00:00:00+00:00,19.0,20.5,18.700000762939453,19.100000381469727,12328
2024-05-08 00:00:00+00:00,19.049999237060547,20.5,19.049999237060547,20.350000381469727,11416
2024-05-09 00:00:00+00:00,20.299999237060547,21.299999237060547,20.0,20.799999237060547,7076
2024-05-10 00:00:00+00:00,20.649999618530273,21.700000762939453,20.649999618530273,21.5,7366
2024-05-13 00:00:00+00:00,21.200000762939453,22.850000381469727,21.0,22.25,12934
2024-05-14 00:00:00+00:00,23.25,23.25,18.549999237060547,20.850000381469727,58264
2024-05-15 00:00:00+00:00,21.299999237060547,21.5,19.5,19.75,18824
2024-05-16 00:00:00+00:00,19.549999237060547,20.25,19.450000762939453,19.600000381469727,17202
2024-05-17 00:00:00+00:00,19.850000381469727,20.049999237060547,18.75,19.25,36862
2024-05-20 00:00:00+00:00,19.600000381469727,20.549999237060547,19.399999618530273,20.0,19352
2024-05-21 00:00:00+00:00,20.200000762939453,20.25,19.0,19.5,21990
2024-05-22 00:00:00+00:00,19.450000762939453,19.5,18.549999237060547,19.049999237060547,23436
2024-05-23 00:00:00+00:00,18.600000381469727,19.200000762939453,17.600000381469727,18.350000381469727,50806
2024-05-24 00:00:00+00:00,18.450000762939453,19.0,15.0,15.899999618530273,44824
2024-05-28 00:00:00+00:00,17.75,17.799999237060547,16.950000762939453,17.200000762939453,30612
2024-05-29 00:00:00+00:00,16.950000762939453,17.700000762939453,16.0,17.549999237060547,38228
2024-05-30 00:00:00+00:00,17.549999237060547,17.75,16.049999237060547,16.100000381469727,48474
2024-05-31 00:00:00+00:00,16.899999618530273,17.100000381469727,16.100000381469727,16.5,31520
2024-06-03 00:00:00+00:00,16.549999237060547,17.75,16.5,17.200000762939453,19136
2024-06-04 00:00:00+00:00,17.149999618530273,17.149999618530273,16.450000762939453,16.549999237060547,10738
2024-06-05 00:00:00+00:00,16.649999618530273,18.25,16.649999618530273,17.549999237060547,21898
2024-06-06 00:00:00+00:00,17.450000762939453,17.950000762939453,16.0,17.149999618530273,41024
2024-06-07 00:00:00+00:00,17.0,17.149999618530273,16.049999237060547,17.0,33600
2024-06-10 00:00:00+00:00,17.200000762939453,17.649999618530273,16.549999237060547,17.25,17002
2024-06-11 00:00:00+00:00,17.5,17.950000762939453,16.299999237060547,16.75,28592
2024-06-12 00:00:00+00:00,16.5,17.600000381469727,16.25,17.200000762939453,44792
2024-06-13 00:00:00+00:00,17.100000381469727,17.5,16.799999237060547,17.25,18208
2024-06-14 00:00:00+00:00,17.399999618530273,17.5,16.600000381469727,17.0,23186
2024-06-17 00:00:00+00:00,17.25,17.5,16.399999618530273,16.5,19746
2024-06-18 00:00:00+00:00,16.700000762939453,17.899999618530273,16.0,17.850000381469727,99244
2024-06-20 00:00:00+00:00,17.5,22.0,17.25,20.549999237060547,78352
2024-06-21 00:00:00+00:00,20.25,21.649999618530273,19.600000381469727,20.700000762939453,46178
2024-06-24 00:00:00+00:00,20.850000381469727,23.600000381469727,20.0,23.600000381469727,69758
2024-06-25 00:00:00+00:00,23.5,24.850000381469727,22.25,23.100000381469727,44578
2024-06-26 00:00:00+00:00,23.399999618530273,23.5,22.100000381469727,23.0,14126
2024-06-27 00:00:00+00:00,23.399999618530273,23.75,22.700000762939453,23.700000762939453,13572
2024-06-28 00:00:00+00:00,24.0,24.450000762939453,22.75,22.950000762939453,18376
2024-07-01 00:00:00+00:00,23.450000762939453,23.5,21.200000762939453,22.649999618530273,15998
2024-07-02 00:00:00+00:00,22.299999237060547,23.100000381469727,21.399999618530273,22.200000762939453,8462
2024-07-03 00:00:00+00:00,22.100000381469727,23.75,22.100000381469727,22.75,11092
2024-07-05 00:00:00+00:00,22.149999618530273,23.450000762939453,22.149999618530273,23.149999618530273,7640
2024-07-08 00:00:00+00:00,23.25,25.0,22.649999618530273,25.0,52728
2024-07-09 00:00:00+00:00,25.0,27.549999237060547,24.5,27.100000381469727,38358
2024-07-10 00:00:00+00:00,27.100000381469727,28.899999618530273,25.200000762939453,28.350000381469727,45032
2024-07-11 00:00:00+00:00,28.200000762939453,29.5,27.0,27.0,14870
2024-07-12 00:00:00+00:00,27.5,27.950000762939453,26.299999237060547,27.25,13200
2024-07-15 00:00:00+00:00,27.25,29.0,26.799999237060547,28.950000762939453,69914
2024-07-16 00:00:00+00:00,29.950000762939453,30.0,28.100000381469727,29.049999237060547,17388
2024-07-17 00:00:00+00:00,29.799999237060547,29.799999237060547,27.200000762939453,28.200000762939453,21202
2024-07-18 00:00:00+00:00,28.149999618530273,28.5,26.25,26.450000762939453,11042
2024-07-19 00:00:00+00:00,26.25,28.950000762939453,26.200000762939453,28.0,16984
2024-07-22 00:00:00+00:00,28.0,29.25,26.299999237060547,26.850000381469727,17624
2024-07-23 00:00:00+00:00,26.600000381469727,28.0,26.25,26.450000762939453,10002
2024-07-24 00:00:00+00:00,26.299999237060547,27.25,24.299999237060547,25.200000762939453,22448
2024-07-25 00:00:00+00:00,25.299999237060547,26.600000381469727,25.0,25.549999237060547,4650
2024-07-26 00:00:00+00:00,26.049999237060547,27.799999237060547,25.700000762939453,27.649999618530273,18636
2024-07-29 00:00:00+00:00,28.100000381469727,28.100000381469727,26.549999237060547,27.350000381469727,3558
2024-07-30 00:00:00+00:00,26.549999237060547,27.450000762939453,25.549999237060547,25.549999237060547,15028
2024-07-31 00:00:00+00:00,25.899999618530273,27.049999237060547,25.200000762939453,25.450000762939453,9002
2024-08-01 00:00:00+00:00,25.600000381469727,25.899999618530273,23.350000381469727,24.049999237060547,17646
2024-08-02 00:00:00+00:00,24.0,24.0,21.299999237060547,23.0,10802
2024-08-05 00:00:00+00:00,22.0,24.299999237060547,21.75,23.850000381469727,26064
2024-08-06 00:00:00+00:00,24.299999237060547,25.200000762939453,23.350000381469727,23.950000762939453,9456
2024-08-07 00:00:00+00:00,24.0,24.899999618530273,23.149999618530273,23.850000381469727,15156
2024-08-08 00:00:00+00:00,20.5,20.649999618530273,15.949999809265137,19.399999618530273,89298
2024-08-09 00:00:00+00:00,19.5,21.450000762939453,19.350000381469727,20.700000762939453,21308
2024-08-12 00:00:00+00:00,20.450000762939453,20.700000762939453,18.600000381469727,19.25,22506
2024-08-13 00:00:00+00:00,19.350000381469727,19.950000762939453,18.649999618530273,18.899999618530273,14424
2024-08-14 00:00:00+00:00,19.5,19.950000762939453,18.75,19.450000762939453,9930
2024-08-15 00:00:00+00:00,19.5,20.700000762939453,18.75,19.149999618530273,16930
2024-08-16 00:00:00+00:00,18.700000762939453,20.5,18.700000762939453,19.899999618530273,22984
2024-08-19 00:00:00+00:00,19.959999084472656,22.65999984741211,17.597000122070312,20.280000686645508,43100
2024-08-20 00:00:00+00:00,19.989999771118164,20.139999389648438,19.149999618530273,20.049999237060547,23700
2024-08-21 00:00:00+00:00,20.190000534057617,21.75,19.59000015258789,21.020000457763672,33900
2024-08-22 00:00:00+00:00,20.1299991607666,21.100000381469727,19.3700008392334,19.40999984741211,20900
2024-08-23 00:00:00+00:00,19.469999313354492,20.100000381469727,18.790000915527344,18.950000762939453,50600
2024-08-26 00:00:00+00:00,18.8700008392334,19.173999786376953,17.209999084472656,17.25,60400
2024-08-27 00:00:00+00:00,17.200000762939453,17.676000595092773,16.75,16.84000015258789,27600
2024-08-28 00:00:00+00:00,16.790000915527344,16.854000091552734,16.059999465942383,16.34000015258789,39500
2024-08-29 00:00:00+00:00,16.3799991607666,16.825000762939453,15.390000343322754,16.100000381469727,79800
2024-08-30 00:00:00+00:00,16.5,16.815000534057617,15.4350004196167,15.739999771118164,102700
2024-09-03 00:00:00+00:00,15.720000267028809,15.96500015258789,14.859999656677246,15.619999885559082,37900
2024-09-04 00:00:00+00:00,15.020000457763672,16.5,15.020000457763672,16.399999618530273,75800
2024-09-05 00:00:00+00:00,16.010000228881836,17.5,16.010000228881836,16.959999084472656,30200
2024-09-06 00:00:00+00:00,16.549999237060547,17.0,16.280000686645508,16.979999542236328,19700
2024-09-09 00:00:00+00:00,17.059999465942383,17.7549991607666,16.43000030517578,16.899999618530273,28000
2024-09-10 00:00:00+00:00,16.969999313354492,17.440000534057617,16.969999313354492,17.059999465942383,9100
2024-09-11 00:00:00+00:00,16.864999771118164,17.174999237060547,16.020000457763672,16.299999237060547,47700
2024-09-12 00:00:00+00:00,16.299999237060547,17.1200008392334,15.84000015258789,16.329999923706055,30400
2024-09-13 00:00:00+00:00,16.316999435424805,17.100000381469727,16.049999237060547,16.3799991607666,14500
2024-09-16 00:00:00+00:00,16.690000534057617,17.270000457763672,15.880000114440918,16.200000762939453,14200
2024-09-17 00:00:00+00:00,16.530000686645508,16.530000686645508,15.949999809265137,16.43000030517578,18600
2024-09-18 00:00:00+00:00,16.1200008392334,18.399999618530273,15.553000450134277,17.450000762939453,67600
2024-09-19 00:00:00+00:00,18.229999542236328,21.799999237060547,18.139999389648438,20.059999465942383,103200
2024-09-20 00:00:00+00:00,20.739999771118164,20.739999771118164,18.948999404907227,19.25,69700
2024-09-23 00:00:00+00:00,19.194000244140625,19.809999465942383,18.770000457763672,19.420000076293945,56100
2024-09-24 00:00:00+00:00,19.420000076293945,19.65999984741211,18.486000061035156,18.5,43300
2024-09-25 00:00:00+00:00,18.510000228881836,18.510000228881836,17.440000534057617,18.059999465942383,39300
2024-09-26 00:00:00+00:00,18.389999389648438,18.520000457763672,17.7450008392334,18.219999313354492,17900
2024-09-27 00:00:00+00:00,18.469999313354492,19.459999084472656,18.299999237060547,18.299999237060547,15500
2024-09-30 00:00:00+00:00,18.239999771118164,18.709999084472656,17.649999618530273,17.809999465942383,20000
2024-10-01 00:00:00+00:00,17.579999923706055,18.364999771118164,17.454999923706055,18.15999984741211,65600
2024-10-02 00:00:00+00:00,18.18000030517578,18.200000762939453,16.3799991607666,16.700000762939453,37000
2024-10-03 00:00:00+00:00,17.295000076293945,17.295000076293945,15.609999656677246,15.890000343322754,64500
2024-10-04 00:00:00+00:00,16.6200008392334,16.639999389648438,15.779999732971191,16.06999969482422,31700
2024-10-07 00:00:00+00:00,16.0,16.81999969482422,15.470000267028809,15.739999771118164,136300
2024-10-08 00:00:00+00:00,15.710000038146973,15.824999809265137,15.100000381469727,15.149999618530273,16400
2024-10-09 00:00:00+00:00,15.859999656677246,15.859999656677246,14.779999732971191,14.899999618530273,30400
2024-10-10 00:00:00+00:00,14.510000228881836,15.079999923706055,14.199999809265137,14.925000190734863,21500
2024-10-11 00:00:00+00:00,15.220000267028809,16.60700035095215,14.890000343322754,16.040000915527344,66000
2024-10-14 00:00:00+00:00,16.6200008392334,16.6200008392334,15.3100004196167,15.40999984741211,47400
2024-10-15 00:00:00+00:00,15.430000305175781,15.72700023651123,14.800000190734863,15.420000076293945,44200
2024-10-16 00:00:00+00:00,15.732000350952148,16.1200008392334,15.210000038146973,15.260000228881836,56600
2024-10-17 00:00:00+00:00,15.430000305175781,15.574999809265137,14.635000228881836,14.75,74800
2024-10-18 00:00:00+00:00,15.149999618530273,16.235000610351562,15.010000228881836,15.3100004196167,42200
2024-10-21 00:00:00+00:00,15.010000228881836,15.279999732971191,14.88599967956543,15.279999732971191,8800
2024-10-22 00:00:00+00:00,15.350000381469727,15.550000190734863,14.760000228881836,15.180000305175781,44400
2024-10-23 00:00:00+00:00,14.779999732971191,15.173999786376953,14.399999618530273,14.829999923706055,51200
2024-10-24 00:00:00+00:00,14.949999809265137,15.039999961853027,14.5,14.970000267028809,12400
2024-10-25 00:00:00+00:00,14.789999961853027,15.300000190734863,14.380000114440918,14.8100004196167,63500
2024-10-28 00:00:00+00:00,15.020000457763672,16.15999984741211,14.819999694824219,16.15999984741211,66800
2024-10-29 00:00:00+00:00,15.979999542236328,15.979999542236328,15.210000038146973,15.699999809265137,52800
2024-10-30 00:00:00+00:00,15.520000457763672,16.229999542236328,15.399999618530273,16.15999984741211,18900
2024-10-31 00:00:00+00:00,16.100000381469727,16.100000381469727,15.140000343322754,15.579999923706055,60100
2024-11-01 00:00:00+00:00,15.579999923706055,15.906999588012695,14.710000038146973,14.949999809265137,21300
2024-11-04 00:00:00+00:00,15.0,15.25,13.960000038146973,14.100000381469727,26900
2024-11-05 00:00:00+00:00,14.210000038146973,14.819999694824219,14.168999671936035,14.550000190734863,12100
2024-11-06 00:00:00+00:00,15.539999961853027,15.539999961853027,14.579999923706055,15.0,34000
2024-11-07 00:00:00+00:00,14.949999809265137,15.381999969482422,14.4350004196167,14.829999923706055,46000
2024-11-08 00:00:00+00:00,14.729999542236328,15.329999923706055,14.520000457763672,14.9399995803833,41800
2024-11-11 00:00:00+00:00,14.729999542236328,15.199999809265137,14.369999885559082,14.6899995803833,58100
2024-11-12 00:00:00+00:00,14.6850004196167,14.859999656677246,13.6850004196167,14.800000190734863,56300
2024-11-13 00:00:00+00:00,14.369999885559082,14.470000267028809,13.880000114440918,14.0,63700
2024-11-14 00:00:00+00:00,14.100000381469727,14.109999656677246,13.350000381469727,13.609999656677246,45400
2024-11-15 00:00:00+00:00,13.4399995803833,13.510000228881836,12.40999984741211,12.75,96700
2024-11-18 00:00:00+00:00,12.649999618530273,13.074000358581543,12.197999954223633,13.0,66900
2024-11-19 00:00:00+00:00,13.09000015258789,13.753000259399414,12.859999656677246,13.319999694824219,25300
2024-11-20 00:00:00+00:00,13.050000190734863,13.15999984741211,12.289999961853027,12.449999809265137,25700
2024-11-21 00:00:00+00:00,12.430000305175781,13.520000457763672,11.899999618530273,13.020000457763672,50500
2024-11-22 00:00:00+00:00,13.15999984741211,13.15999984741211,12.75,12.890000343322754,15200
2024-11-25 00:00:00+00:00,12.84000015258789,13.630000114440918,12.720000267028809,13.130000114440918,52400
2024-11-26 00:00:00+00:00,12.729999542236328,13.449999809265137,12.710000038146973,13.430000305175781,14500
2024-11-27 00:00:00+00:00,13.630000114440918,14.399999618530273,13.210000038146973,14.3100004196167,28500
2024-11-29 00:00:00+00:00,14.3100004196167,15.770000457763672,14.194999694824219,15.770000457763672,34100
2024-12-02 00:00:00+00:00,15.25,15.390000343322754,13.170000076293945,13.609999656677246,97800
2024-12-03 00:00:00+00:00,13.699999809265137,13.75,13.1899995803833,13.4399995803833,22700
2024-12-04 00:00:00+00:00,13.579999923706055,13.696000099182129,12.949999809265137,13.34000015258789,26500
2024-12-05 00:00:00+00:00,13.029999732971191,13.239999771118164,12.710000038146973,12.989999771118164,29000
2024-12-06 00:00:00+00:00,12.5,12.989999771118164,12.399999618530273,12.720000267028809,63100
2024-12-09 00:00:00+00:00,12.979999542236328,13.100000381469727,12.229999542236328,12.680000305175781,36300
2024-12-10 00:00:00+00:00,12.40999984741211,12.960000038146973,12.1850004196167,12.329999923706055,53000
2024-12-11 00:00:00+00:00,12.369999885559082,12.609999656677246,11.970000267028809,12.350000381469727,25200
2024-12-12 00:00:00+00:00,12.111000061035156,12.180000305175781,11.75,12.170000076293945,18100
2024-12-13 00:00:00+00:00,11.899999618530273,12.050000190734863,10.854999542236328,10.859999656677246,75200
2024-12-16 00:00:00+00:00,11.039999961853027,11.255999565124512,10.300000190734863,10.970000267028809,27300
2024-12-17 00:00:00+00:00,10.9399995803833,11.359999656677246,10.470000267028809,11.359999656677246,22700
2024-12-18 00:00:00+00:00,11.489999771118164,11.489999771118164,10.25,10.319999694824219,39600
2024-12-19 00:00:00+00:00,10.505000114440918,10.505000114440918,9.5,10.300000190734863,42800
2024-12-20 00:00:00+00:00,10.130000114440918,10.357999801635742,9.847000122070312,10.329999923706055,12300
2024-12-23 00:00:00+00:00,10.050000190734863,10.649999618530273,10.050000190734863,10.630000114440918,21900
2024-12-24 00:00:00+00:00,10.34000015258789,10.699999809265137,10.244999885559082,10.5,9100
2024-12-26 00:00:00+00:00,10.491999626159668,10.5,10.180000305175781,10.210000038146973,13900
2024-12-27 00:00:00+00:00,10.277999877929688,10.4399995803833,9.850000381469727,10.010000228881836,31100
2024-12-30 00:00:00+00:00,10.300000190734863,10.300000190734863,9.100000381469727,9.149999618530273,44400
2024-12-31 00:00:00+00:00,9.0600004196167,9.770000457763672,8.789999961853027,8.920000076293945,56700
2025-01-02 00:00:00+00:00,9.154999732971191,9.199999809265137,8.880000114440918,9.140000343322754,19100
2025-01-03 00:00:00+00:00,8.989999771118164,10.109999656677246,8.984999656677246,9.850000381469727,26500
2025-01-06 00:00:00+00:00,9.970000267028809,10.260000228881836,9.359999656677246,9.850000381469727,24800
2025-01-07 00:00:00+00:00,10.050000190734863,10.180000305175781,9.407999992370605,9.4399995803833,14700
2025-01-08 00:00:00+00:00,9.460000038146973,9.829999923706055,9.020000457763672,9.170000076293945,123500
2025-01-10 00:00:00+00:00,8.890000343322754,9.5,8.135000228881836,8.420000076293945,62600
2025-01-13 00:00:00+00:00,8.239999771118164,8.46500015258789,7.706999778747559,8.119999885559082,33700
2025-01-14 00:00:00+00:00,8.199999809265137,8.395000457763672,7.889999866485596,7.960000038146973,23900
2025-01-15 00:00:00+00:00,7.869999885559082,9.479999542236328,7.764999866485596,9.479999542236328,145800
2025-01-16 00:00:00+00:00,9.880000114440918,11.010000228881836,9.460000038146973,10.479999542236328,149800
2025-01-17 00:00:00+00:00,10.460000038146973,10.970000267028809,9.90999984741211,9.949999809265137,53700
2025-01-21 00:00:00+00:00,10.050000190734863,10.069999694824219,9.13700008392334,9.40999984741211,28700
2025-01-22 00:00:00+00:00,9.40999984741211,9.795999526977539,9.109999656677246,9.399999618530273,26900
2025-01-23 00:00:00+00:00,10.390000343322754,11.59000015258789,9.920000076293945,10.960000038146973,180100
2025-01-24 00:00:00+00:00,10.869999885559082,11.180000305175781,10.699999809265137,10.899999618530273,41400
2025-01-27 00:00:00+00:00,10.789999961853027,10.789999961853027,10.300000190734863,10.34000015258789,19500
2025-01-28 00:00:00+00:00,10.279999732971191,10.425000190734863,9.770000457763672,9.930000305175781,31200
2025-01-29 00:00:00+00:00,9.930000305175781,10.34000015258789,9.725000381469727,10.34000015258789,18900
2025-01-30 00:00:00+00:00,10.739999771118164,11.069999694824219,10.470000267028809,10.739999771118164,12800
2025-01-31 00:00:00+00:00,10.890000343322754,10.890000343322754,10.180000305175781,10.180000305175781,13300
2025-02-03 00:00:00+00:00,9.960000038146973,10.899999618530273,9.819999694824219,10.449999809265137,27800
2025-02-04 00:00:00+00:00,10.190999984741211,12.0,10.190999984741211,11.550000190734863,50700
2025-02-05 00:00:00+00:00,11.4399995803833,12.489999771118164,11.390000343322754,11.760000228881836,44800
2025-02-06 00:00:00+00:00,11.838000297546387,11.996000289916992,11.4350004196167,11.710000038146973,15700
2025-02-07 00:00:00+00:00,11.760000228881836,11.760000228881836,11.289999961853027,11.449999809265137,17700
2025-02-10 00:00:00+00:00,11.90999984741211,11.949999809265137,11.0,11.029999732971191,25100
2025-02-11 00:00:00+00:00,11.680000305175781,11.779999732971191,11.039999961853027,11.609999656677246,18700
2025-02-12 00:00:00+00:00,11.401000022888184,11.859999656677246,11.399999618530273,11.710000038146973,20300
2025-02-13 00:00:00+00:00,11.640000343322754,12.4399995803833,11.359999656677246,11.359999656677246,73600
2025-02-14 00:00:00+00:00,11.65999984741211,11.850000381469727,11.0,11.050000190734863,41600
2025-02-18 00:00:00+00:00,11.09000015258789,11.635000228881836,10.960000038146973,11.34000015258789,37900
2025-02-19 00:00:00+00:00,11.25,11.260000228881836,10.899999618530273,11.010000228881836,16600
2025-02-20 00:00:00+00:00,11.279999732971191,11.329999923706055,10.690999984741211,11.220000267028809,8600
2025-02-21 00:00:00+00:00,11.1899995803833,11.550000190734863,10.90999984741211,11.281000137329102,18700
2025-02-24 00:00:00+00:00,10.979999542236328,11.494000434875488,10.670000076293945,10.930000305175781,27600
2025-02-25 00:00:00+00:00,11.0,11.050000190734863,10.460000038146973,10.899999618530273,27500
2025-02-26 00:00:00+00:00,11.069999694824219,11.239999771118164,10.800000190734863,10.970000267028809,10900
