"('date', '')","('open', 'ALB')","('high', 'ALB')","('low', 'ALB')","('close', 'ALB')","('volume', 'ALB')"
2024-02-01 00:00:00+00:00,113.21032708269145,114.27469620274026,109.62049622944672,112.99745178222656,3398400
2024-02-02 00:00:00+00:00,110.63647401747365,111.83631519221494,108.85607596299319,110.54939270019531,2853800
2024-02-05 00:00:00+00:00,108.15941133933634,109.04961049368471,104.87921503920009,105.20820617675781,3891700
2024-02-06 00:00:00+00:00,106.24352602406594,110.33651007388096,106.04999969475371,109.35922241210938,3042900
2024-02-07 00:00:00+00:00,110.4332798944302,112.23303432315129,107.88846932930429,111.323486328125,2427500
2024-02-08 00:00:00+00:00,110.37523521363087,111.60409625136205,108.64321301136458,110.62681579589844,2473800
2024-02-09 00:00:00+00:00,109.82368237099813,112.42655438599557,109.46566418494507,112.02983093261719,2491700
2024-02-12 00:00:00+00:00,112.00081133394272,118.6773190583823,111.91373001333076,116.20023345947266,2865800
2024-02-13 00:00:00+00:00,110.30749615912333,111.10093574848565,107.56915917570774,108.5657958984375,3997300
2024-02-14 00:00:00+00:00,110.04624932528925,110.79130551153226,108.0626465793777,110.68486785888672,3134200
2024-02-15 00:00:00+00:00,108.37226978058511,120.15775441451474,108.37226978058511,113.69412231445312,6739200
2024-02-16 00:00:00+00:00,115.01974622556429,121.77365653671846,114.9229793678071,118.61924743652344,4406200
2024-02-20 00:00:00+00:00,118.14513378117516,118.14513378117516,109.72693299336973,111.10093688964844,3840200
2024-02-21 00:00:00+00:00,111.46862308552087,116.66468930066063,110.36554873093093,114.71012115478516,3681100
2024-02-22 00:00:00+00:00,114.12954311361034,116.5001909330811,112.97809277264882,114.35209655761719,2018300
2024-02-23 00:00:00+00:00,114.64238495480396,118.09675081998368,112.16529943883303,116.74209594726562,2762300
2024-02-26 00:00:00+00:00,116.11315989602878,120.2255009756798,114.90364781377848,117.58392333984375,2081000
2024-02-27 00:00:00+00:00,123.3121739566065,126.0988944235065,122.40261853951824,124.42491912841797,3540300
2024-02-28 00:00:00+00:00,126.42786144910689,129.4177712756468,125.76987930823327,127.78250885009766,2733100
2024-02-29 00:00:00+00:00,132.11741347880698,136.0846189005083,131.36267914231573,133.38499450683594,4563000
2024-03-01 00:00:00+00:00,133.89783427949865,138.5520345487557,133.4140294321405,138.17466735839844,3286300
2024-03-04 00:00:00+00:00,135.61047304489765,135.6782128006405,128.80817906356756,128.88558959960938,4216900
2024-03-05 00:00:00+00:00,118.10643322574217,118.47412962271945,103.23427741468971,105.85649871826172,19347700
2024-03-06 00:00:00+00:00,106.70798748351639,115.94866228760269,106.70798748351639,115.7164306640625,15606700
2024-03-07 00:00:00+00:00,115.1939326364665,119.29659551573988,114.45854722999623,118.68700408935547,4235500
2024-03-08 00:00:00+00:00,119.31593746455496,120.22549285127097,114.17793284869195,114.49724578857422,3479000
2024-03-11 00:00:00+00:00,115.50356020790036,121.7639880970154,115.50356020790036,120.70929718017578,4130100
2024-03-12 00:00:00+00:00,122.95414889486227,124.33783088797274,117.40974275959437,119.91585540771484,3443100
2024-03-13 00:00:00+00:00,118.89985934368414,122.78965388502736,118.26124087679611,121.71560668945312,2176900
2024-03-14 00:00:00+00:00,118.91029555901653,119.6383177767248,115.63904639468375,116.37677764892578,3010000
2024-03-15 00:00:00+00:00,115.5128660925694,119.39565150744568,113.34820996521267,118.56085205078125,3203700
2024-03-18 00:00:00+00:00,120.10425382152015,122.05534800950359,116.9689015827717,120.9293441772461,1886200
2024-03-19 00:00:00+00:00,117.93960379175968,119.7450995533835,116.72623338237943,117.00773620605469,2326600
2024-03-20 00:00:00+00:00,116.74563570707633,123.01634005174037,115.99820284687691,120.80314636230469,2529000
2024-03-21 00:00:00+00:00,122.16213631660032,123.83173525292023,120.48283574880396,121.2011489868164,2350900
2024-03-22 00:00:00+00:00,118.41524356496994,121.4632294575044,117.25041092793683,117.318359375,2454800
2024-03-25 00:00:00+00:00,117.0465605903609,118.64821095228048,114.78483645407914,114.88190460205078,2129300
2024-03-26 00:00:00+00:00,115.7555327854008,117.0077318903947,113.8432599058169,115.52256774902344,2506100
2024-03-27 00:00:00+00:00,116.14381541954724,125.23924254534042,116.13410638277885,125.02568817138672,4722600
2024-03-28 00:00:00+00:00,125.20042308607255,128.53962122026218,123.54053305704022,127.87955474853516,3988800
2024-04-01 00:00:00+00:00,128.1319173062885,128.9084773432022,123.16194936285653,125.39454650878906,2088100
2024-04-02 00:00:00+00:00,123.32696295451713,124.04527611421338,121.23996451165834,122.77366638183594,2335400
2024-04-03 00:00:00+00:00,123.55994093398168,126.18082555755605,121.72532540039238,125.09363555908203,1946300
2024-04-04 00:00:00+00:00,126.58850935567429,127.17091825474753,117.37659604057755,117.57073974609375,3032900
2024-04-05 00:00:00+00:00,116.71651674696413,120.113953672048,116.13410046954328,119.83245086669922,1901100
2024-04-08 00:00:00+00:00,121.52148968116589,129.18998563172892,120.86141580579964,127.83101654052734,3560800
2024-04-09 00:00:00+00:00,129.0249579266882,129.80151797420697,123.64729922305806,125.3751449584961,3003100
2024-04-10 00:00:00+00:00,125.55957385469034,127.87953744740231,121.73502801637389,123.90938568115234,3605200
2024-04-11 00:00:00+00:00,125.50131781897437,126.99619841203344,121.4341053673628,126.4914321899414,3169600
2024-04-12 00:00:00+00:00,126.07404715985834,127.02532543923397,118.53173234425292,118.98796081542969,2805200
2024-04-15 00:00:00+00:00,120.03632206865876,121.08466856698969,116.38650147964563,116.96891784667969,1943500
2024-04-16 00:00:00+00:00,113.45497682459838,115.56139334877135,110.55259706492012,110.76615142822266,3493100
2024-04-17 00:00:00+00:00,111.96982385645512,114.45481157871302,110.97971682594707,111.03795623779297,2080400
2024-04-18 00:00:00+00:00,111.26121276173743,111.5621262453863,107.27165036947136,108.52384948730469,2208200
2024-04-19 00:00:00+00:00,108.40736559864513,111.3874030126414,108.00937655160342,108.86359405517578,1976100
2024-04-22 00:00:00+00:00,108.49472260538317,110.44582424944035,105.12641265245594,108.9994888305664,2281900
2024-04-23 00:00:00+00:00,107.98996014157366,112.53281898578477,107.04838357383426,110.86322021484375,1782700
2024-04-24 00:00:00+00:00,110.95059688956495,112.33869298033818,108.89271794065291,111.89216613769531,2235300
2024-04-25 00:00:00+00:00,110.20315781561327,112.14455055762939,107.7958349627756,111.61067199707031,1421100
2024-04-26 00:00:00+00:00,112.61048548860772,114.61011759710625,111.46506350088542,113.45498657226562,1723600
2024-04-29 00:00:00+00:00,118.91029442131867,122.20095422140997,118.60938094407562,122.04564666748047,3866300
2024-04-30 00:00:00+00:00,119.38594378677382,120.78374892140734,116.1147017783961,116.78447723388672,3574600
2024-05-01 00:00:00+00:00,116.98831832080104,119.45388788533467,114.289783710922,115.51286315917969,2700200
2024-05-02 00:00:00+00:00,114.05681597182348,123.74436836569545,113.91121004473699,121.62825012207031,4490000
2024-05-03 00:00:00+00:00,124.34620666503906,127.09326426384872,123.64729671180649,124.34620666503906,2600100
2024-05-06 00:00:00+00:00,126.65646572170412,127.64658022508522,123.90940046011676,126.94767761230469,1959500
2024-05-07 00:00:00+00:00,126.53025874092393,131.77201242660442,126.20021076786415,127.6950912475586,2429600
2024-05-08 00:00:00+00:00,124.35590456631249,127.04473748578246,123.0842947731468,126.63704681396484,1810400
2024-05-09 00:00:00+00:00,127.3650791417628,129.96653834292408,125.70518180695365,129.63650512695312,1963900
2024-05-10 00:00:00+00:00,129.9762265563378,129.9762265563378,125.27806009464364,125.82164764404297,1920500
2024-05-13 00:00:00+00:00,127.26799266290774,130.35479979161946,126.64674762250759,127.65626525878906,1562500
2024-05-14 00:00:00+00:00,129.10260493176744,132.9853900424973,128.9764096759408,131.4905242919922,2161800
2024-05-15 00:00:00+00:00,133.237776347032,133.4707488044122,122.93869483446551,123.83173370361328,3929700
2024-05-16 00:00:00+00:00,124.84126068566053,126.61763681941156,123.03576484575383,125.40426635742188,1743400
2024-05-17 00:00:00+00:00,125.87018047797503,130.80131918648496,125.46248983193453,127.2776870727539,2283300
2024-05-20 00:00:00+00:00,127.16121840527768,127.16121840527768,122.59894864619704,126.33612060546875,2202900
2024-05-21 00:00:00+00:00,125.05481297940248,126.96708598043288,122.92898559570312,122.92898559570312,1655300
2024-05-22 00:00:00+00:00,120.36633639536574,124.58887105647587,119.2015038441921,122.77366638183594,2423500
2024-05-23 00:00:00+00:00,123.04547273251175,123.04547273251175,119.07532076697616,119.34711456298828,1754400
2024-05-24 00:00:00+00:00,120.32751782331992,123.95792007352675,120.01689528970584,123.85114288330078,1445700
2024-05-28 00:00:00+00:00,124.52092552612356,125.7051762479085,122.21067089901588,124.01616668701172,2105200
2024-05-29 00:00:00+00:00,121.0555272435185,122.65717752123669,119.79362657457735,119.82274627685547,1765900
2024-05-30 00:00:00+00:00,119.94894092155594,122.2494938076591,119.70626684771564,120.15278625488281,1557400
2024-05-31 00:00:00+00:00,120.55077007654464,121.62824351025722,116.68739572954802,118.99765014648438,3525200
2024-06-03 00:00:00+00:00,121.18172050283275,121.18172050283275,116.27970871362164,117.34747314453125,2123800
2024-06-04 00:00:00+00:00,116.24089139845883,117.09510154597866,114.58100147887929,114.84308624267578,2119400
2024-06-05 00:00:00+00:00,115.57110788289093,116.75535864373737,114.03741324087194,115.17312622070312,1645800
2024-06-06 00:00:00+00:00,113.57146650351719,115.046921613205,111.07677732185242,114.71688842773438,3002600
2024-06-07 00:00:00+00:00,113.35791606873025,114.11505802010457,110.88264487430078,111.57183837890625,2056800
2024-06-10 00:00:00+00:00,110.65938143976831,111.52330057959523,109.1256794634682,110.71762084960938,1701200
2024-06-11 00:00:00+00:00,110.21285695455292,110.81469131662337,108.85388067602845,110.63025665283203,1957100
2024-06-12 00:00:00+00:00,113.5714732709432,115.31872966821096,108.50443712469213,109.34894561767578,2723600
2024-06-13 00:00:00+00:00,108.3297058491229,109.97018496977714,104.514869085076,105.05846405029297,4262400
2024-06-14 00:00:00+00:00,104.34722585020276,105.7989265581598,100.66438372175877,100.84950256347656,3910600
2024-06-17 00:00:00+00:00,100.0992934062797,101.48280109561325,96.40670608350709,98.04352569580078,4291400
2024-06-18 00:00:00+00:00,97.7804679038889,99.86546332398936,96.16313097865894,96.9815444946289,3526900
2024-06-20 00:00:00+00:00,95.18882366095501,95.4713707118446,91.32087041937618,91.37932586669922,5663800
2024-06-21 00:00:00+00:00,90.60963760296781,93.5325291385474,89.91788749820967,92.22697448730469,5565300
2024-06-24 00:00:00+00:00,91.14551079143037,94.04891243635126,90.79476318645631,93.92225646972656,3280600
2024-06-25 00:00:00+00:00,92.75308620786696,93.63970018714046,90.2296601437145,90.38554382324219,3217500
2024-06-26 00:00:00+00:00,93.06485824533765,98.04351715602634,92.58745473471326,97.7025146484375,4847600
2024-06-27 00:00:00+00:00,95.94878892729359,96.55284841761842,92.44131315567675,93.79558563232422,4049900
2024-06-28 00:00:00+00:00,94.01968734497301,94.11711558613197,91.13576829353751,93.06487274169922,4489200
2024-07-01 00:00:00+00:00,92.80181021300272,94.93552350364205,92.38286211103468,94.90629577636719,2451700
2024-07-02 00:00:00+00:00,96.27030484479211,99.92391937862399,93.53253206609605,94.5652847290039,4115200
2024-07-03 00:00:00+00:00,95.57856079051462,98.77425464980189,94.50683527916314,97.51741027832031,2309100
2024-07-05 00:00:00+00:00,96.24107638994107,97.76097764586424,94.61400184717228,95.82212829589844,2229800
2024-07-08 00:00:00+00:00,96.60157012939453,99.03731316123354,96.56259734888937,96.60157012939453,2194000
2024-07-09 00:00:00+00:00,94.36068201836538,95.50060795456886,87.99852251292985,88.14466857910156,6421000
2024-07-10 00:00:00+00:00,88.70001870651357,94.79912130979304,88.41747162420359,94.4094009399414,4153900
2024-07-11 00:00:00+00:00,95.83186896684616,97.62457216792416,94.41914106237267,95.43240356445312,2705800
2024-07-12 00:00:00+00:00,96.43593978211648,97.1374275196402,94.34119932294077,95.3544692993164,1968400
2024-07-15 00:00:00+00:00,91.19420832289335,94.45810216595618,90.72654987113174,93.03562927246094,2640000
2024-07-16 00:00:00+00:00,92.90898096289084,95.56880813838654,91.846993156706,95.19857788085938,2586700
2024-07-17 00:00:00+00:00,94.80885559777713,96.70873954654449,90.26863463347335,92.63617706298828,2469000
2024-07-18 00:00:00+00:00,92.17825201725596,95.69546524943752,91.04806377904599,91.39881134033203,2324900
2024-07-19 00:00:00+00:00,90.35632478882687,90.54144364478793,87.70623508228104,89.72303009033203,2235700
2024-07-22 00:00:00+00:00,90.73630011794312,91.57419634669674,89.0507700399211,91.16499328613281,2075700
2024-07-23 00:00:00+00:00,90.00557709167312,90.64861684331777,88.7195050216819,89.12871551513672,1896500
2024-07-24 00:00:00+00:00,88.66104676001314,90.77526993722196,88.41747245572739,88.54412841796875,2100600
2024-07-25 00:00:00+00:00,88.22261810423628,92.28543581329747,87.88160812340877,88.66104888916016,2776600
2024-07-26 00:00:00+00:00,90.16147553552308,90.76554255427035,88.27133634242571,90.414794921875,1868500
2024-07-29 00:00:00+00:00,89.06051558051372,90.07377818364886,87.9595549258814,89.31382751464844,1915100
2024-07-30 00:00:00+00:00,88.69027710089294,90.76553499187581,88.15441807565131,90.13224029541016,2449400
2024-07-31 00:00:00+00:00,89.55740048490428,93.48381717137784,89.41125441229674,91.26242065429688,5757000
2024-08-01 00:00:00+00:00,91.5839370165914,96.91334390252283,89.5184242717194,90.7752685546875,4807500
2024-08-02 00:00:00+00:00,86.50785019553172,86.50785019553172,80.1359455481004,84.75411224365234,5807200
2024-08-05 00:00:00+00:00,78.23606791379254,83.24395491307683,77.84634754822653,81.37329864501953,5285400
2024-08-06 00:00:00+00:00,81.88969067081739,81.94814612989953,77.41766221857159,77.4858627319336,3707800
2024-08-07 00:00:00+00:00,80.1262044207042,82.29889057680677,76.96948338594585,77.02793884277344,3367700
2024-08-08 00:00:00+00:00,77.94377985724279,81.16870137018081,77.05716579338356,79.72674560546875,3296800
2024-08-09 00:00:00+00:00,80.15542822649778,80.48669314333847,77.94377682960867,79.5513687133789,2165700
2024-08-12 00:00:00+00:00,79.48316508756743,79.56111064533042,72.896914122545,74.04658508300781,4590200
2024-08-13 00:00:00+00:00,74.92346228943558,75.92698729811642,73.52047182812734,75.23523712158203,3969300
2024-08-14 00:00:00+00:00,75.02087333267355,75.02087333267355,70.12016032897051,70.9775390625,4528400
2024-08-15 00:00:00+00:00,72.24413973236926,77.27150947929798,71.69852823918868,77.10588073730469,6098800
2024-08-16 00:00:00+00:00,76.92076842986147,77.82686521110675,75.49829527184279,77.3299789428711,2921300
2024-08-19 00:00:00+00:00,77.70020889131384,81.22716775772831,77.20331519200195,80.65232849121094,2947300
2024-08-20 00:00:00+00:00,80.67180534029728,83.64340712692868,80.47694145431177,82.05530548095703,3463400
2024-08-21 00:00:00+00:00,83.39983939826756,86.5663053197163,82.72757938035632,86.3227310180664,3287700
2024-08-22 00:00:00+00:00,85.6309767213225,85.6309767213225,83.39009028200321,84.64693450927734,2588100
2024-08-23 00:00:00+00:00,85.57252504394997,88.49541665023342,84.76385658222009,88.17389678955078,2203800
2024-08-26 00:00:00+00:00,88.91436863915074,89.32357169796313,86.10838781689867,86.65399932861328,2020000
2024-08-27 00:00:00+00:00,86.6929702758789,87.43343081426148,86.26427711859579,86.6929702758789,1165700
2024-08-28 00:00:00+00:00,85.78686938244738,86.39092887469583,85.29972079409345,85.73815155029297,1802100
2024-08-29 00:00:00+00:00,86.67348753600679,90.60964954815921,84.55926416387473,89.29434967041016,1875000
2024-08-30 00:00:00+00:00,90.6096458540729,92.25621061437761,87.22883314739428,87.93032836914062,2063100
2024-09-03 00:00:00+00:00,85.05614331608115,85.73814834092872,80.60360568252617,81.95787811279297,2748100
2024-09-04 00:00:00+00:00,80.9933291710769,84.94898113175941,80.9933291710769,82.57169342041016,2158200
2024-09-05 00:00:00+00:00,82.63989268978575,83.01986802373516,80.38926841434728,80.4769515991211,1421600
2024-09-06 00:00:00+00:00,79.1519085184451,79.36625510821533,73.42304321896917,74.9234619140625,3495900
2024-09-09 00:00:00+00:00,75.99518786738535,77.70995316212681,74.79679894190222,76.3946533203125,2238700
2024-09-10 00:00:00+00:00,76.00492131910966,76.6674436659441,73.50097798817451,76.5992431640625,2058300
2024-09-11 00:00:00+00:00,87.89135209606975,89.45022617510028,82.571690120148,87.00474548339844,6391800
2024-09-12 00:00:00+00:00,87.00474439632795,87.56009351233439,84.51053846774472,86.22530364990234,2865000
2024-09-13 00:00:00+00:00,87.01321043210079,87.90389293972645,84.0475195787073,85.58419799804688,2181700
2024-09-16 00:00:00+00:00,86.12253023370482,88.20732866956763,85.12418162746017,87.45366668701172,1566200
2024-09-17 00:00:00+00:00,88.5890467092594,89.9495451950518,87.8549644701281,87.91368865966797,1925600
2024-09-18 00:00:00+00:00,88.63798645998565,88.81416650683958,84.27264470735085,84.75224304199219,3200600
2024-09-19 00:00:00+00:00,88.28562027209976,88.45201792026042,85.97570758056189,87.43408966064453,1976000
2024-09-20 00:00:00+00:00,86.59234102805715,87.08172918129137,83.63643240073895,84.2041244506836,4531400
2024-09-23 00:00:00+00:00,85.47653896814046,88.35413630978722,84.1062506082049,86.8272476196289,2005300
2024-09-24 00:00:00+00:00,90.73256466021209,92.83693530625732,88.54010772705078,88.54010772705078,3650500
2024-09-25 00:00:00+00:00,88.69671170875732,88.91203622381653,84.61520882960245,84.7424545288086,2170500
2024-09-26 00:00:00+00:00,90.04742714557386,93.50250657929885,88.5890524272603,93.150146484375,4339600
2024-09-27 00:00:00+00:00,95.13705375552968,96.16477186165004,92.8075688404529,94.01146697998047,2592800
2024-09-30 00:00:00+00:00,94.14850539941965,96.01796446205417,92.20073496421087,92.69991302490234,1743200
2024-10-01 00:00:00+00:00,92.16158356793493,92.93481030355935,90.7423533973914,92.31818389892578,1269900
2024-10-02 00:00:00+00:00,92.38670210106571,93.60038272387327,90.59553952978386,92.07349395751953,1271200
2024-10-03 00:00:00+00:00,90.09636620636483,92.98375345834614,89.94954826004167,92.30839538574219,1785600
2024-10-04 00:00:00+00:00,97.09461561800327,99.93306866345799,96.31159898070386,99.92327880859375,4783300
2024-10-07 00:00:00+00:00,97.76017471503191,103.00641631044519,97.47632869031145,102.25276184082031,4527200
2024-10-08 00:00:00+00:00,97.73080874194801,99.34579107558709,96.84990860837486,98.13211059570312,4295000
2024-10-09 00:00:00+00:00,100.02115550462489,101.18589425888969,97.6427287251595,99.75688171386719,3759100
2024-10-10 00:00:00+00:00,99.15982834099722,102.45830728594531,98.96407606052807,100.77481079101562,1840700
2024-10-11 00:00:00+00:00,98.51384040572584,101.22504758985367,98.20063227469876,99.8547592163086,2426000
2024-10-14 00:00:00+00:00,99.02280068898418,99.83518684471754,95.92008147825803,97.48612213134766,2352800
2024-10-15 00:00:00+00:00,95.52857057372513,97.95593921521873,93.54165577163057,93.70804595947266,2645400
2024-10-16 00:00:00+00:00,95.76347016397408,97.55463259557318,94.57915173018998,96.1647720336914,1875900
2024-10-17 00:00:00+00:00,95.42090809097729,95.73411623681837,91.22195648526726,92.66075897216797,2992300
2024-10-18 00:00:00+00:00,94.657451753783,95.56771397952542,92.44541530254878,93.12077331542969,2082000
2024-10-21 00:00:00+00:00,92.49436941880987,92.93481581000617,91.01641497000888,91.84837341308594,2276700
2024-10-22 00:00:00+00:00,91.68197859964592,94.82384977633475,90.9674760483663,94.41276550292969,2363600
2024-10-23 00:00:00+00:00,93.02290822647831,94.26595094573192,91.45686750902335,91.96582794189453,1958700
2024-10-24 00:00:00+00:00,93.4241978770456,94.06040398616703,91.16322694033015,93.13056945800781,1422100
2024-10-25 00:00:00+00:00,93.21865421048129,94.15827857739738,91.09471139773956,91.52537536621094,2046400
2024-10-28 00:00:00+00:00,91.90709657391062,97.38824239085668,91.68197473797333,96.0571060180664,2383300
2024-10-29 00:00:00+00:00,95.28387242565196,97.2707871430895,94.56936990008086,94.5987319946289,1409500
2024-10-30 00:00:00+00:00,94.36383175223625,96.89885892145182,93.37526554507502,93.49271392822266,1318200
2024-10-31 00:00:00+00:00,93.49270912947892,94.63788307868604,92.16158022814663,92.719482421875,2197600
2024-11-01 00:00:00+00:00,92.98375033675654,97.29036763532152,92.37690633047984,96.15498352050781,2431100
2024-11-04 00:00:00+00:00,97.38824882826171,100.42245408218066,96.72268059787223,98.43553924560547,2339600
2024-11-05 00:00:00+00:00,97.91678404420277,98.30829606607799,96.21371533663691,97.66230010986328,1548500
2024-11-06 00:00:00+00:00,93.96252796641487,95.30345423089173,91.31983485434777,94.53022003173828,3228300
2024-11-07 00:00:00+00:00,95.33282466339968,101.65571943134405,92.38670555257526,97.80912780761719,3377400
2024-11-08 00:00:00+00:00,96.6835292675532,98.77811011568524,95.00982255997879,98.6998062133789,2287100
2024-11-11 00:00:00+00:00,102.45830844849296,109.22164913280469,101.70465394591744,108.1449966430664,4581900
2024-11-12 00:00:00+00:00,104.3277576522352,105.83507398415485,100.53010846325562,100.61820220947266,2359400
2024-11-13 00:00:00+00:00,105.96232813167407,109.02589537233015,105.12057988606772,105.89381408691406,3822200
2024-11-14 00:00:00+00:00,106.08957167378044,106.84323367131121,99.07174679207051,99.93306732177734,2458300
2024-11-15 00:00:00+00:00,99.8351912219736,101.43059404046649,97.46655416360613,101.33271789550781,2498100
2024-11-18 00:00:00+00:00,100.94119761063794,102.69320809206438,100.06030491042615,101.82209777832031,1698700
2024-11-19 00:00:00+00:00,104.7290648189651,105.46314704900458,101.58719377049262,104.19073486328125,2168900
2024-11-20 00:00:00+00:00,103.70134446642378,107.84157143996289,103.70134446642378,107.22494506835938,2033500
2024-11-21 00:00:00+00:00,104.73885506697512,107.73390818721364,104.21031496326174,106.66704559326172,1598000
2024-11-22 00:00:00+00:00,104.62139082525644,107.15642514883739,102.33105802710851,106.07976531982422,1820200
2024-11-25 00:00:00+00:00,107.84158053369778,109.32931732749135,106.39298822325286,107.64582824707031,2087000
2024-11-26 00:00:00+00:00,106.20701784528055,107.32282222401416,104.11243717169494,104.52352142333984,1973300
2024-11-27 00:00:00+00:00,105.41420692592513,107.40112913289221,103.99498424556221,105.68827056884766,1071900
2024-11-29 00:00:00+00:00,104.7486392572631,106.29510764652075,104.36691708703087,105.4142074584961,748200
2024-12-02 00:00:00+00:00,105.4142119044651,109.09441314105678,104.67034724095602,108.93781280517578,1990000
2024-12-03 00:00:00+00:00,108.64416544377413,108.64416544377413,106.23637672733287,106.755126953125,1477900
2024-12-04 00:00:00+00:00,106.6376819129967,106.82365181182101,98.96407880058717,100.43224334716797,2526900
2024-12-05 00:00:00+00:00,99.83518485132755,101.13695915187607,98.66065625182964,98.95428466796875,2322100
2024-12-06 00:00:00+00:00,99.83518385161874,102.96726506389696,99.65900381671118,102.73236083984375,1557000
2024-12-09 00:00:00+00:00,104.10265375369605,111.49241822366726,103.82859756899005,107.3326187133789,2663200
2024-12-10 00:00:00+00:00,106.19723638802844,106.8530147652361,101.30335452682897,101.7731704711914,1535800
2024-12-11 00:00:00+00:00,102.23318544980569,102.23318544980569,99.4241021407764,101.6361312866211,1502100
2024-12-12 00:00:00+00:00,101.41102327449825,102.31149576917834,100.03094496783896,101.10760498046875,1136800
2024-12-13 00:00:00+00:00,100.22813855588869,100.23796694310401,96.33692937040126,97.65364837646484,1643700
2024-12-16 00:00:00+00:00,96.87737304947295,99.15707913908024,95.86526655095496,97.81087493896484,1634300
2024-12-17 00:00:00+00:00,97.07390351820688,98.56749604892458,94.74507048017186,95.8554458618164,1757300
2024-12-18 00:00:00+00:00,95.31499792833375,95.91440212330221,88.53485740106935,88.96721649169922,2536300
2024-12-19 00:00:00+00:00,89.91054290196021,92.20989089243393,87.19848508251704,87.37535858154297,2360700
2024-12-20 00:00:00+00:00,86.34359710666656,88.96721425664917,85.99967102219853,87.11004638671875,3685400
2024-12-23 00:00:00+00:00,87.48344470304647,88.29902844207922,86.57942796662765,87.6504898071289,2003000
2024-12-24 00:00:00+00:00,87.88632408883373,88.57416126431582,86.45168691078328,88.42676544189453,595100
2024-12-26 00:00:00+00:00,87.95511112415184,88.859127873704,86.92334782514645,87.60136413574219,1194900
2024-12-27 00:00:00+00:00,87.10021281763298,89.27182148087516,85.78349387574687,86.75629425048828,1397000
2024-12-30 00:00:00+00:00,85.48870762803061,85.6754095034558,83.66101741692368,84.64364624023438,1729000
2024-12-31 00:00:00+00:00,85.29218788605662,86.65804139913432,83.80841621113031,84.5846939086914,1609500
2025-01-02 00:00:00+00:00,84.9384382953005,86.46150848065413,82.943702973865,83.74945831298828,1866100
2025-01-03 00:00:00+00:00,84.5060776613086,86.72682087106459,83.71015072419239,86.26498413085938,2626700
2025-01-06 00:00:00+00:00,88.42676837631502,91.44343865494467,87.94528233749958,88.62329864501953,2319600
2025-01-07 00:00:00+00:00,89.41922453032548,90.13654688286984,87.45396684834031,88.41694641113281,1653500
2025-01-08 00:00:00+00:00,87.26725812615048,87.26725812615048,85.14478389441746,85.86209869384766,1553800
2025-01-10 00:00:00+00:00,84.21128700642161,85.86210372646742,83.40553167264109,85.02687072753906,1691100
2025-01-13 00:00:00+00:00,84.54539077034578,89.92037200927734,84.25059910398977,89.92037200927734,2824600
2025-01-14 00:00:00+00:00,91.040568946624,93.054953690458,89.94985026952523,91.02091217041016,1890700
2025-01-15 00:00:00+00:00,93.01565292731217,95.06934367803844,92.45554727144498,93.49713897705078,2289000
2025-01-16 00:00:00+00:00,93.03529604366405,93.20234114214028,91.26656118667195,92.68154907226562,2082700
