"('date', '')","('open', 'AOMR')","('high', 'AOMR')","('low', 'AOMR')","('close', 'AOMR')","('volume', 'AOMR')"
2024-01-02 00:00:00+00:00,8.467060552887427,8.742017745488301,8.458973395167682,8.733930587768555,51300
2024-01-03 00:00:00+00:00,8.70967102279706,8.895671047228655,8.547930932223958,8.677322387695312,92300
2024-01-04 00:00:00+00:00,8.75010407814089,8.75010407814089,8.539843377357759,8.547929763793945,25800
2024-01-05 00:00:00+00:00,8.483234771676132,8.632844116453054,8.410451888878379,8.418539047241211,37000
2024-01-08 00:00:00+00:00,8.378103309936272,8.59645193965038,8.378103309936272,8.564104080200195,20400
2024-01-09 00:00:00+00:00,8.483233868020589,8.628799618110063,8.483233868020589,8.596451759338379,23900
2024-01-10 00:00:00+00:00,8.604539871803176,8.612626258968215,8.450886947159368,8.580278396606445,36700
2024-01-11 00:00:00+00:00,8.580277205111525,8.580277205111525,8.394277215168595,8.458972930908203,31400
2024-01-12 00:00:00+00:00,8.572190027333773,8.580276412629033,8.410449981689453,8.410449981689453,23700
2024-01-16 00:00:00+00:00,8.426626023050348,8.49940890427134,8.22445169576264,8.450886726379395,38500
2024-01-17 00:00:00+00:00,8.337668833549705,8.491320968881846,8.337668833549705,8.42662525177002,24400
2024-01-18 00:00:00+00:00,8.42662678991499,8.515583224372868,8.38619176653089,8.47514820098877,16600
2024-01-19 00:00:00+00:00,8.564104488458952,8.782452357348102,8.475147292304914,8.669235229492188,55100
2024-01-22 00:00:00+00:00,8.758191879691818,8.81480044507587,8.69349615604323,8.790539741516113,28400
2024-01-23 00:00:00+00:00,8.879494420174705,8.879494420174705,8.60858161276554,8.758190155029297,20400
2024-01-24 00:00:00+00:00,8.879496729677781,8.879496729677781,8.65306168260291,8.677322387695312,21300
2024-01-25 00:00:00+00:00,8.798626357640387,8.895669937133789,8.709669935913222,8.895669937133789,25100
2024-01-26 00:00:00+00:00,8.895670891669889,8.92801875497206,8.855235869733702,8.879496574401855,15600
2024-01-29 00:00:00+00:00,8.89566957835717,8.976539610290294,8.814799546424046,8.960365295410156,29600
2024-01-30 00:00:00+00:00,8.96845318157417,8.96845318157417,8.830974578857422,8.830974578857422,12700
2024-01-31 00:00:00+00:00,8.879495145929711,8.919930161360991,8.620712281143552,8.628799438476562,31500
2024-02-01 00:00:00+00:00,8.628799320072531,8.84714716643125,8.628799320072531,8.814799308776855,25500
2024-02-02 00:00:00+00:00,8.782452542267102,8.782452542267102,8.620713233900405,8.636887550354004,31500
2024-02-05 00:00:00+00:00,8.547929895363524,8.547929895363524,8.329582033549595,8.361929893493652,31400
2024-02-06 00:00:00+00:00,8.361929893901914,8.468677908845894,8.361929893901914,8.370017051696777,13700
2024-02-07 00:00:00+00:00,8.467061187057098,8.467061187057098,8.224451835930335,8.248712539672852,29800
2024-02-08 00:00:00+00:00,8.40236377415449,8.426624473020917,8.256798038488492,8.386189460754395,46800
2024-02-09 00:00:00+00:00,8.386189704947855,8.556016144425374,8.386189704947855,8.515581130981445,43800
2024-02-12 00:00:00+00:00,8.588364963487765,8.620712823621597,8.515582085378185,8.531756401062012,49300
2024-02-13 00:00:00+00:00,8.418539008088977,8.458974028481219,8.232538994012081,8.264886856079102,61600
2024-02-14 00:00:00+00:00,8.394277216087858,8.701582251501529,8.331198777549767,8.467060089111328,49300
2024-02-15 00:00:00+00:00,8.596451462418138,8.855234323653288,8.539842904331387,8.814799308776855,65200
2024-02-16 00:00:00+00:00,8.863321719075204,9.025061011693882,8.66114741049341,8.952278137207031,77200
2024-02-20 00:00:00+00:00,9.097843999448031,9.38088834347993,9.057408982981503,9.300018310546875,212700
2024-02-21 00:00:00+00:00,8.642861435629134,9.138640338964091,8.617905538701038,8.684453010559082,95700
2024-02-22 00:00:00+00:00,8.667817620387583,8.771798157298846,8.567996400149795,8.584632873535156,38700
2024-02-23 00:00:00+00:00,8.651179663086126,8.651179663086126,8.501448241336494,8.592950820922852,34400
2024-02-26 00:00:00+00:00,8.559677897485388,8.626225378659909,8.46817530919756,8.484811782836914,21200
2024-02-27 00:00:00+00:00,8.434900245345604,8.584631657844179,8.409944348838819,8.46817398071289,39500
2024-02-28 00:00:00+00:00,8.41826217671275,8.54303926739998,8.409943545338598,8.443217277526855,26600
2024-02-29 00:00:00+00:00,8.56799518643893,8.7260452310995,8.551357922101802,8.7094087600708,33100
2024-03-01 00:00:00+00:00,8.751000857169323,8.76015087628692,8.55302122555621,8.701089859008789,23500
2024-03-04 00:00:00+00:00,8.701091493308382,8.701091493308382,8.484811782836914,8.484811782836914,42500
2024-03-05 00:00:00+00:00,8.210301785894703,8.617905234987507,8.210301785894703,8.360033988952637,57900
2024-03-06 00:00:00+00:00,8.409946022451358,8.45153839826462,8.376672280462465,8.426583290100098,20400
2024-03-07 00:00:00+00:00,8.592950631944593,8.60958789694448,8.468174317679264,8.518084526062012,37300
2024-03-08 00:00:00+00:00,8.65117993302256,8.684453671483858,8.459856135197219,8.601269721984863,32900
2024-03-11 00:00:00+00:00,8.609587669372559,8.626224140624247,8.534721565468868,8.609587669372559,19700
2024-03-12 00:00:00+00:00,8.61790661361442,8.676136253734533,8.426582806485793,8.584632873535156,50200
2024-03-13 00:00:00+00:00,8.559677368798258,8.817549437403514,8.559677368798258,8.80923080444336,36100
2024-03-14 00:00:00+00:00,8.80923153401049,8.80923153401049,8.498953480014816,8.559678077697754,27200
2024-03-15 00:00:00+00:00,8.459856596609395,8.784276159282717,8.459856596609395,8.759320259094238,107600
2024-03-18 00:00:00+00:00,8.734363070636855,8.84250289908936,8.5264020451455,8.817547798156738,58300
2024-03-19 00:00:00+00:00,8.850822627739717,9.033827781677246,8.684453152075122,9.033827781677246,67200
2024-03-20 00:00:00+00:00,8.925688428822024,9.150286757289015,8.875778218035023,9.083739280700684,28600
2024-03-21 00:00:00+00:00,9.22515255326411,9.22515255326411,8.992236393120532,9.108694076538086,36000
2024-03-22 00:00:00+00:00,9.150285253622258,9.150285253622258,9.01719032231709,9.067100524902344,34900
2024-03-25 00:00:00+00:00,9.133647990554927,9.133647990554927,9.042145423609718,9.067100524902344,14300
2024-03-26 00:00:00+00:00,9.125332006727843,9.12949132333991,8.967281148703483,9.025510787963867,24300
2024-03-27 00:00:00+00:00,9.083739506433698,9.15028698467575,9.052129335272447,9.12533187866211,40800
2024-03-28 00:00:00+00:00,9.150286377570149,9.150286377570149,8.925688058423546,8.934006690979004,123300
2024-04-01 00:00:00+00:00,9.150287079978883,9.150287079978883,8.89823788869784,8.925688743591309,103600
2024-04-02 00:00:00+00:00,8.934007593870867,8.934007593870867,8.60127019110993,8.759320259094238,40600
2024-04-03 00:00:00+00:00,8.784275716704224,9.017191886901855,8.767638450750141,9.017191886901855,40600
2024-04-04 00:00:00+00:00,9.06710063388276,9.140303164303793,8.934005700977881,8.967279434204102,45900
2024-04-05 00:00:00+00:00,8.967281128484954,9.133649826049805,8.900733649459013,9.133649826049805,50000
2024-04-08 00:00:00+00:00,9.133648982833176,9.354087982573548,9.067101509950884,9.275062561035156,37300
2024-04-09 00:00:00+00:00,9.308335842322997,9.416475678796077,9.241788372694703,9.324973106384277,56100
2024-04-10 00:00:00+00:00,9.233471891282433,9.233471891282433,8.74933790760309,8.784276008605957,31100
2024-04-11 00:00:00+00:00,8.909050599385312,9.00887179906397,8.751000564887862,8.967279434204102,39700
2024-04-12 00:00:00+00:00,9.241787873582242,9.258425136745009,8.992235272607699,9.166922569274902,64400
2024-04-15 00:00:00+00:00,9.29169881646109,9.29169881646109,8.975597957957133,9.067100524902344,28200
2024-04-16 00:00:00+00:00,8.98391757362463,9.083738783038315,8.934006572263561,9.033827781677246,31800
2024-04-17 00:00:00+00:00,9.15028591310402,9.316654589226044,9.1003749136132,9.225152015686035,31700
2024-04-18 00:00:00+00:00,9.17524090306641,9.474705309702145,9.17524090306641,9.324973106384277,45500
2024-04-19 00:00:00+00:00,9.316654886123724,9.682666778564453,9.316654886123724,9.682666778564453,37900
