"('date', '')","('open', 'BGSF')","('high', 'BGSF')","('low', 'BGSF')","('close', 'BGSF')","('volume', 'BGSF')"
2025-09-26 00:00:00+00:00,6.920000076293945,7.059999942779541,6.829999923706055,6.880000114440918,102724
