"('date', '')","('open', 'AI')","('high', 'AI')","('low', 'AI')","('close', 'AI')","('volume', 'AI')"
2025-09-26 00:00:00+00:00,17.299999237060547,17.678699493408203,17.049999237060547,17.139999389648438,5721633
