"('date', '')","('open', 'BKU')","('high', 'BKU')","('low', 'BKU')","('close', 'BKU')","('volume', 'BKU')"
2025-09-26 00:00:00+00:00,38.220001220703125,38.630001068115234,37.89500045776367,38.59000015258789,460677
