"('date', '')","('open', 'CDP')","('high', 'CDP')","('low', 'CDP')","('close', 'CDP')","('volume', 'CDP')"
1991-12-31 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,1000
1992-01-02 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,12000
1992-01-03 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-06 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-07 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-08 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-09 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-10 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-13 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,1000
1992-01-14 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,8000
1992-01-15 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-16 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,5000
1992-01-17 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-20 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-21 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-22 00:00:00+00:00,1.3503986597061157,1.4030115944998607,1.3503986597061157,1.3503986597061157,500
1992-01-23 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-24 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,21600
1992-01-27 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,2800
1992-01-28 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1300
1992-01-29 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1200
1992-01-30 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-01-31 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-03 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,500
1992-02-04 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1500
1992-02-05 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1000
1992-02-06 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,100
1992-02-07 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,400
1992-02-10 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,3000
1992-02-11 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-12 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,600
1992-02-13 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-14 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-18 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-19 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1900
1992-02-20 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-21 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1000
1992-02-24 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-25 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-02-26 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1000
1992-02-27 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,1300
1992-02-28 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-03-02 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-03-03 00:00:00+00:00,1.3503986597061157,1.4205492394311088,1.3503986597061157,1.3503986597061157,500
1992-03-04 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-03-05 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
1992-03-06 00:00:00+00:00,1.3503986597061157,1.3503986597061157,1.3503986597061157,1.3503986597061157,0
