"('date', '')","('open', 'BAP')","('high', 'BAP')","('low', 'BAP')","('close', 'BAP')","('volume', 'BAP')"
2024-04-01 00:00:00+00:00,156.77768175228601,156.77768175228601,154.10990929165024,155.86990356445312,282800
2024-04-02 00:00:00+00:00,154.75833555573925,158.48208477124572,153.27623661156085,157.472412109375,377500
2024-04-03 00:00:00+00:00,156.83325711637735,159.41766520681625,156.2404203655746,157.472412109375,273900
2024-04-04 00:00:00+00:00,158.28758690542915,161.84460783638727,156.16633271412056,158.04673767089844,415700
2024-04-05 00:00:00+00:00,158.11158232888545,160.18650408934332,157.5650637676466,160.17724609375,194100
2024-04-08 00:00:00+00:00,160.74229348965952,161.51113114806367,159.82524309688594,161.2425079345703,200300
2024-04-09 00:00:00+00:00,162.1780557271051,162.34478443339952,157.9726082111154,158.56544494628906,203600
2024-04-10 00:00:00+00:00,155.40676276149782,158.69516037738606,155.0455030542751,155.897705078125,301500
2024-04-11 00:00:00+00:00,156.7499116982654,157.6206438730892,154.93434097902173,157.25938415527344,298300
2024-04-12 00:00:00+00:00,155.8143256716687,156.24967756993811,152.47961013130643,152.94276428222656,466200
2024-04-15 00:00:00+00:00,154.36003374572564,154.77686970570255,148.1074519430377,148.51502990722656,290000
2024-04-16 00:00:00+00:00,148.07040073058937,148.7929201388468,146.6809381555798,147.87586975097656,153700
2024-04-17 00:00:00+00:00,148.68175035853272,150.4139566098822,147.6535475095252,149.1263885498047,244800
2024-04-18 00:00:00+00:00,149.60806195076748,150.38617173511338,148.12597701757545,149.9508056640625,193200
2024-04-19 00:00:00+00:00,150.7566966867753,152.95204313857855,150.7566966867753,152.8594207763672,190200
2024-04-22 00:00:00+00:00,153.51708257268896,155.35118332643958,152.06278577814084,154.9158172607422,134800
2024-04-23 00:00:00+00:00,155.40676082592427,157.93557874498717,155.26780608835736,156.3979034423828,199100
2024-04-24 00:00:00+00:00,155.58275805489183,157.20379768166376,154.35076624242387,155.82359313964844,392900
2024-04-25 00:00:00+00:00,154.7120282163166,156.39790210314095,154.40634475750002,155.3882293701172,183300
2024-04-26 00:00:00+00:00,158.3616802250247,158.3616802250247,153.8042307482606,154.7490692138672,390200
2024-04-29 00:00:00+00:00,154.78613603349612,156.36085745345906,153.38740133297702,155.6105499267578,175800
2024-04-30 00:00:00+00:00,155.17518194257718,155.58275988645872,153.22992871381322,153.4059295654297,291200
2024-05-01 00:00:00+00:00,154.21181042164713,154.69349472211067,151.7293108237653,152.64634704589844,71700
2024-05-02 00:00:00+00:00,154.00803649165036,155.42528727728325,152.58152770996094,152.58152770996094,199500
2024-05-03 00:00:00+00:00,153.64676828382807,157.35200184762664,153.45225143696146,156.212646484375,212900
2024-05-06 00:00:00+00:00,157.4168414826405,158.13936085673294,155.88842424179612,157.23158264160156,120300
2024-05-07 00:00:00+00:00,157.40757158060467,158.4079862975833,156.08295742080628,157.2686309814453,365200
2024-05-08 00:00:00+00:00,156.74991451356112,163.18775531043963,156.13854755417108,163.17849731445312,189200
2024-05-09 00:00:00+00:00,161.6778569955548,163.27110852580518,159.2416755890643,163.0302734375,349800
2024-05-10 00:00:00+00:00,166.93005645570094,166.93005645570094,159.3250576588052,162.02987670898438,712200
2024-05-13 00:00:00+00:00,161.73346112187238,162.76166406737008,157.31496585507472,157.805908203125,335800
2024-05-14 00:00:00+00:00,157.93558489138792,158.9823179242156,156.8795938627665,157.66696166992188,162500
2024-05-15 00:00:00+00:00,159.21388926866703,161.40923561167207,158.0282156701007,160.77008056640625,185400
2024-05-16 00:00:00+00:00,161.1591229052058,161.41848811266723,159.3250363283446,159.9086151123047,160000
2024-05-17 00:00:00+00:00,152.25179500111219,153.53709639555478,151.57189557595154,152.74542236328125,214300
2024-05-20 00:00:00+00:00,152.23315852745841,153.22973605975972,151.49737892874992,152.857177734375,130900
2024-05-21 00:00:00+00:00,152.17727904371202,154.44052646961885,151.29247611070898,154.30081176757812,223600
2024-05-22 00:00:00+00:00,152.92238254600247,154.01208901356543,151.53462941467163,152.08413696289062,332700
2024-05-23 00:00:00+00:00,152.10276020947754,155.120418564578,151.16207712465268,151.93511962890625,301400
2024-05-24 00:00:00+00:00,152.37286505578905,154.36600580183554,151.67433422126368,153.79786682128906,107600
2024-05-28 00:00:00+00:00,153.96550839219202,155.7630684746774,153.0434567801301,154.85031127929688,152800
2024-05-29 00:00:00+00:00,152.77336418006456,154.79444522012733,149.29934113602286,153.0620880126953,248400
2024-05-30 00:00:00+00:00,153.67680325301762,153.67680325301762,150.6125871867341,152.24249267578125,251400
2024-05-31 00:00:00+00:00,151.97237456661418,154.1517874730127,151.83267407709386,153.97483825683594,430100
2024-06-03 00:00:00+00:00,155.11109398934562,155.2414858433245,151.6836428495314,153.79786682128906,198800
2024-06-04 00:00:00+00:00,152.0561901038816,153.0620762319037,149.77432550599784,150.06304931640625,131900
2024-06-05 00:00:00+00:00,150.42628977643048,152.95962954321757,150.42628977643048,151.40423583984375,246600
2024-06-06 00:00:00+00:00,151.73021861707096,152.84786514094094,150.90129590560565,151.87924194335938,160700
2024-06-07 00:00:00+00:00,149.77434459283322,151.61846229005982,147.86502385312943,149.25277709960938,209700
2024-06-10 00:00:00+00:00,148.45177844872754,149.81159144860604,147.83706787844082,149.26206970214844,288200
2024-06-11 00:00:00+00:00,148.1816831232887,150.10962087652584,146.46794330617666,146.79393005371094,221300
2024-06-12 00:00:00+00:00,149.392461329112,151.06893824017445,147.63216412540814,150.7429656982422,248300
2024-06-13 00:00:00+00:00,150.6405210729673,150.7988530371173,147.52971935276548,148.0140380859375,282400
2024-06-14 00:00:00+00:00,145.9370702579952,147.19441728514957,142.92873465215996,145.2664794921875,401200
2024-06-17 00:00:00+00:00,145.46206141222413,146.16991512195463,142.85422420262836,145.9650115966797,199900
2024-06-18 00:00:00+00:00,147.13853104087957,149.51353872117159,145.96500435478472,146.1419677734375,154800
2024-06-20 00:00:00+00:00,147.39001635775247,148.63805479162943,146.15128655279204,148.06991577148438,273300
2024-06-21 00:00:00+00:00,146.57973181974532,147.86501904002472,145.07089537872054,147.54835510253906,465000
2024-06-24 00:00:00+00:00,148.4145390849594,151.0410079056892,148.08855231030907,150.8733673095703,257600
2024-06-25 00:00:00+00:00,150.97580978539744,151.97237309483396,148.87089435269692,151.8140411376953,296500
2024-06-26 00:00:00+00:00,151.5253260433935,153.02483961984356,149.04786635853728,152.34494018554688,342000
2024-06-27 00:00:00+00:00,152.54982130472,152.54982130472,146.4586383996036,148.16305541992188,429500
2024-06-28 00:00:00+00:00,149.35521731978434,150.78021918627934,146.61697398051248,150.25865173339844,220500
2024-07-01 00:00:00+00:00,151.08756304703988,151.08756304703988,145.7787315724685,147.24098205566406,401100
2024-07-02 00:00:00+00:00,147.12922743017873,149.2807002005477,145.76010581055363,148.93609619140625,193800
2024-07-03 00:00:00+00:00,149.5694324161221,152.71748287639045,149.178256818778,150.91061401367188,155600
2024-07-05 00:00:00+00:00,151.41356442293284,152.34493895452746,149.95129958673843,152.0096435546875,176100
2024-07-08 00:00:00+00:00,151.92579474155272,153.17384729723238,149.1968744425103,150.88265991210938,181200
2024-07-09 00:00:00+00:00,150.6870796113525,157.2346556604627,150.6870796113525,157.08563232421875,305500
2024-07-10 00:00:00+00:00,156.8341601526398,158.84593259459857,156.36847287690756,157.7375946044922,277600
2024-07-11 00:00:00+00:00,158.38023125810682,158.51993174376497,155.38120433170846,157.34640502929688,250700
2024-07-12 00:00:00+00:00,158.11013389712664,159.31161499023438,157.4302344746459,159.31161499023438,205100
2024-07-15 00:00:00+00:00,159.66553944801908,160.52241657871141,156.47093141978962,157.21603393554688,147400
2024-07-16 00:00:00+00:00,156.9086665348127,159.46994646503276,156.9086665348127,159.3302459716797,203200
2024-07-17 00:00:00+00:00,158.73414042420646,160.14983356507986,157.70963705792204,159.61895751953125,169100
2024-07-18 00:00:00+00:00,160.05670813915756,161.31405514498067,158.7714068245572,159.88905334472656,263100
2024-07-19 00:00:00+00:00,160.0846579716196,161.56554005619304,159.2091636438902,160.3826904296875,248700
2024-07-22 00:00:00+00:00,158.83660549144457,162.19886810047512,157.44886654245533,161.84495544433594,190100
2024-07-23 00:00:00+00:00,162.05915883030912,162.05915883030912,159.7959256751314,160.22434997558594,156800
2024-07-24 00:00:00+00:00,159.10670469271366,160.61552680798178,157.97042668611894,160.1964111328125,215000
2024-07-25 00:00:00+00:00,159.68417009115726,159.68417009115726,157.5885772705078,157.5885772705078,221000
2024-07-26 00:00:00+00:00,158.65966171920928,159.2650494975525,156.4057227814733,158.43612670898438,196800
2024-07-29 00:00:00+00:00,159.05082152253902,160.19640813634604,157.57924816100524,159.54444885253906,90600
2024-07-30 00:00:00+00:00,159.5351344661298,160.9508277085895,159.20916191277638,160.42926025390625,141700
2024-07-31 00:00:00+00:00,162.45034310621608,162.45034310621608,158.78072520021308,158.92974853515625,346700
2024-08-01 00:00:00+00:00,159.88906135255925,160.31749988276601,153.4439514114196,154.60816955566406,358900
2024-08-02 00:00:00+00:00,153.4811934589078,153.4811934589078,147.80912631781104,151.13414001464844,288100
2024-08-05 00:00:00+00:00,147.1571746757281,149.7091459856648,142.75177715995017,149.12237548828125,294600
2024-08-06 00:00:00+00:00,150.25865754797624,154.18905927782743,149.42041192771092,152.28904724121094,212500
2024-08-07 00:00:00+00:00,153.93757943730657,154.37532659837856,150.24934429881804,151.32041931152344,185700
2024-08-08 00:00:00+00:00,151.66502133681666,157.7934672993949,151.35766604405282,157.1787567138672,240800
2024-08-09 00:00:00+00:00,151.5439516842295,157.5326829188248,149.34590728798779,154.2821807861328,237000
2024-08-12 00:00:00+00:00,154.71062189036408,155.25082081667983,152.8851215803437,153.1365966796875,219400
2024-08-13 00:00:00+00:00,154.15179137386446,155.48366432479824,153.08071636271308,155.31600952148438,165200
2024-08-14 00:00:00+00:00,155.74443300284187,155.74443300284187,154.46845458407952,154.59884643554688,102300
2024-08-15 00:00:00+00:00,156.63856362674022,158.54788427986225,156.00523575987313,156.3312225341797,97900
2024-08-16 00:00:00+00:00,156.7689574100346,157.26258474156697,153.8444279348214,155.5302276611328,165500
2024-08-19 00:00:00+00:00,156.44297958512132,157.66307793498297,156.02386389258334,157.48611450195312,178100
2024-08-20 00:00:00+00:00,157.01111559342786,158.29641695670531,155.53023354282817,158.28709411621094,124400
2024-08-21 00:00:00+00:00,158.52926974769372,158.52926974769372,156.45229425126345,156.61062622070312,146300
2024-08-22 00:00:00+00:00,156.7968962383725,156.90865662599728,154.12384187062662,154.83169555664062,164000
2024-08-23 00:00:00+00:00,156.154249047357,159.26503640613186,156.154249047357,158.00767517089844,208500
2024-08-26 00:00:00+00:00,158.42681990583634,159.03220769115808,156.93661491045467,157.6630859375,163700
2024-08-27 00:00:00+00:00,157.37434735648915,158.27778174093802,156.28464091797434,157.2812042236328,71800
2024-08-28 00:00:00+00:00,158.37091707987867,160.57828435553267,157.27190196820106,160.41995239257812,177100
2024-08-29 00:00:00+00:00,160.66210581645495,162.44103457281224,159.98220639139154,161.84495544433594,112300
2024-08-30 00:00:00+00:00,162.75768772159893,166.21309323908466,162.75768772159893,166.1106414794922,378700
2024-09-03 00:00:00+00:00,164.99299227788197,164.99299227788197,159.15328420812233,160.37338256835938,195700
2024-09-04 00:00:00+00:00,160.3733647559906,160.65277992624033,157.3650293379736,159.33953857421875,268300
2024-09-05 00:00:00+00:00,159.8890625813988,161.91946643062255,158.99495099826976,160.4013214111328,205100
2024-09-06 00:00:00+00:00,159.62828143507846,160.52240724432338,157.9797445242209,159.2557373046875,372100
2024-09-09 00:00:00+00:00,160.87631251379926,162.70181277680294,160.55033996759477,161.6121063232422,142600
2024-09-10 00:00:00+00:00,162.0871009734548,164.03367024214418,157.40228843679438,160.18710327148438,259500
2024-09-11 00:00:00+00:00,160.2057331644807,162.28270866845554,158.09152314282895,161.33270263671875,224600
2024-09-12 00:00:00+00:00,161.31405790343717,164.9277954517044,160.92288232527113,162.74838256835938,170000
2024-09-13 00:00:00+00:00,164.33172914762565,164.9836884953416,162.68319220210626,163.53074645996094,132600
2024-09-16 00:00:00+00:00,164.3782919472788,164.3782919472788,161.89152371761497,162.27337646484375,196900
2024-09-17 00:00:00+00:00,163.0184856235888,165.8405493605893,161.71456694405472,163.2047576904297,132600
2024-09-18 00:00:00+00:00,163.33514530124535,168.99790409783168,163.1675047089522,168.03858947753906,247500
2024-09-19 00:00:00+00:00,170.21799991974132,170.28320295687428,166.93957188485604,167.73123168945312,193400
2024-09-20 00:00:00+00:00,167.20966050153564,169.25868153045136,163.45622245614118,167.0885772705078,437000
2024-09-23 00:00:00+00:00,166.69287605598728,167.6016887262057,164.11788274817354,166.3331298828125,124400
2024-09-24 00:00:00+00:00,168.51051247737348,169.69387281780448,166.5887364401389,168.36851501464844,202200
2024-09-25 00:00:00+00:00,168.60519759114283,168.60519759114283,165.50006101994796,165.80299377441406,199700
2024-09-26 00:00:00+00:00,167.29875790308054,171.82392683150246,165.11191023647578,170.1577606201172,301400
2024-09-27 00:00:00+00:00,170.88669358954036,176.424825720338,170.88669358954036,175.1373291015625,341500
2024-09-30 00:00:00+00:00,174.25692895094463,174.94800739157404,170.61217307901526,171.3221893310547,297300
2024-10-01 00:00:00+00:00,171.06656545337833,173.35754930593208,168.92705518908838,173.14927673339844,253700
2024-10-02 00:00:00+00:00,174.4935863308086,174.4935863308086,170.45122343181535,171.16123962402344,190800
2024-10-03 00:00:00+00:00,169.98735037239206,172.8842142853112,168.65251639045727,171.98486328125,319400
2024-10-04 00:00:00+00:00,173.54690056792165,174.6545241102418,171.77658368043313,174.20957946777344,291400
2024-10-07 00:00:00+00:00,174.20958779509465,174.89120453761433,171.47365914217875,172.74221801757812,129500
2024-10-08 00:00:00+00:00,172.83689258890868,174.62613292629698,172.83689258890868,173.509033203125,390100
2024-10-09 00:00:00+00:00,171.74818502056664,173.80249684272442,170.65949928305497,172.05113220214844,108700
2024-10-10 00:00:00+00:00,171.89965495070408,175.49707320613817,171.00976568040383,175.30772399902344,153700
2024-10-11 00:00:00+00:00,175.00479822459405,177.69338950680842,174.6639898616854,176.7751007080078,253000
2024-10-14 00:00:00+00:00,177.22004039229438,177.64604722265742,175.60121154785156,175.60121154785156,123300
2024-10-15 00:00:00+00:00,175.15626900662403,175.93254588198394,172.62861304117345,172.8084716796875,198700
2024-10-16 00:00:00+00:00,173.62262454715957,179.48262730395837,172.5055393119703,175.72427368164062,359300
2024-10-17 00:00:00+00:00,175.54439935086413,179.54890114222675,175.4781386833859,176.6614990234375,148200
2024-10-18 00:00:00+00:00,177.77859072173825,180.55239497134886,176.40589556637636,180.4387969970703,279700
2024-10-21 00:00:00+00:00,179.3500960595301,179.3500960595301,176.17869891263862,177.8354034423828,166300
2024-10-22 00:00:00+00:00,176.55736272865386,179.08501868146521,175.58227496411558,178.19512939453125,135200
2024-10-23 00:00:00+00:00,177.4945983345871,181.36655009689207,177.01177804633642,178.56434631347656,137700
2024-10-24 00:00:00+00:00,178.83888492374427,179.2364922645315,177.53245048593155,178.6590118408203,113000
2024-10-25 00:00:00+00:00,178.39394397001718,180.10744746646319,177.21058360558575,179.2364959716797,149600
2024-10-28 00:00:00+00:00,179.43529561803356,182.94751559813395,178.41288495684165,181.66001892089844,193400
2024-10-29 00:00:00+00:00,181.3192124259577,182.05762815851503,177.46619848251805,177.64605712890625,202900
2024-10-30 00:00:00+00:00,177.55138500756075,179.66249577025286,175.71480748271435,177.30523681640625,181300
2024-10-31 00:00:00+00:00,175.90415010791324,175.9420257291608,173.34809459575098,174.313720703125,254300
2024-11-01 00:00:00+00:00,174.001305242196,175.1373282662108,172.07005310058594,172.07005310058594,224700
2024-11-04 00:00:00+00:00,172.92208907900346,173.6983659767342,171.36004471018168,171.84286499023438,188100
2024-11-05 00:00:00+00:00,171.45472383587946,172.69488323556715,170.95298017715572,172.0984649658203,123100
2024-11-06 00:00:00+00:00,175.9798877644792,176.3206961307863,171.2275084468962,173.68890380859375,307000
2024-11-07 00:00:00+00:00,173.4616868316427,175.11839129616044,171.454712331414,172.67593383789062,219700
2024-11-08 00:00:00+00:00,170.19561520047688,175.42133847024996,166.42779994881838,175.1373291015625,279800
2024-11-11 00:00:00+00:00,175.13732786769816,177.00230489304977,174.62612256391546,175.6106719970703,140500
2024-11-12 00:00:00+00:00,177.3715242845207,178.93355423502348,175.28881286874451,177.49459838867188,161900
2024-11-13 00:00:00+00:00,176.9265779965863,179.13236349629517,172.61914328926872,177.04965209960938,242000
2024-11-14 00:00:00+00:00,176.32069024981493,178.6495497494565,174.5977106650312,178.50753784179688,198500
2024-11-15 00:00:00+00:00,178.92409351256313,182.08602905273438,176.56683438184524,182.08602905273438,189800
2024-11-18 00:00:00+00:00,181.4138883845741,185.55091174328766,180.5902597188161,182.85284423828125,293200
2024-11-19 00:00:00+00:00,181.1204168863506,184.992368660464,181.1204168863506,183.16525268554688,133200
2024-11-20 00:00:00+00:00,183.13685240057896,183.13685240057896,180.63759581651698,182.5593719482422,260400
2024-11-21 00:00:00+00:00,182.9664579450168,189.33766637380646,182.81498434504155,188.05963134765625,362300
2024-11-22 00:00:00+00:00,187.4442782017705,189.33765474926312,185.77811204029098,186.800537109375,317000
2024-11-25 00:00:00+00:00,186.6585337329288,187.63362154383157,181.64108276367188,181.64108276367188,344000
2024-11-26 00:00:00+00:00,181.09200134955475,182.92857899118692,178.37501050906937,182.41737365722656,168100
2024-11-27 00:00:00+00:00,182.22803273473568,182.48362817043306,179.30275496279205,181.0919952392578,183800
2024-11-29 00:00:00+00:00,180.2683794593621,181.57481390040175,175.1373307460772,175.582275390625,399800
2024-12-02 00:00:00+00:00,177.49458929696658,183.67646255678284,177.49458929696658,180.65652465820312,426800
2024-12-03 00:00:00+00:00,180.01276625514868,183.44924924988652,179.3879629840916,181.4517364501953,308700
2024-12-04 00:00:00+00:00,184.74621090725103,184.74621090725103,179.20809317111303,180.3441162109375,400300
2024-12-05 00:00:00+00:00,181.65056046587932,183.7238102093638,180.51452291936033,182.85284423828125,253300
2024-12-06 00:00:00+00:00,183.39245529013803,186.03370924307376,178.53593977712433,180.32518005371094,224900
2024-12-09 00:00:00+00:00,181.129879539223,183.70487294714408,179.39743816545362,180.70387268066406,281400
2024-12-10 00:00:00+00:00,181.1298679681824,182.08601791811716,179.63409877197904,180.8174591064453,356300
2024-12-11 00:00:00+00:00,181.76415182921352,185.21009662982968,179.30275649506615,184.76515197753906,301100
2024-12-12 00:00:00+00:00,184.96395875590136,185.76863511795383,180.54292626985435,182.5025634765625,329200
2024-12-13 00:00:00+00:00,182.59724354766925,184.88822749547813,179.1512987206312,179.52996826171875,211900
2024-12-16 00:00:00+00:00,178.5643435800777,180.2115864321387,174.64505457269962,174.7586669921875,439100
2024-12-17 00:00:00+00:00,175.60121279576703,176.30175287213282,174.3137161678718,174.6639862060547,504500
2024-12-18 00:00:00+00:00,175.99882059075625,177.17270480621085,170.46068840644003,171.1233673095703,270400
2024-12-19 00:00:00+00:00,173.0735673351237,175.43081203060518,170.09149042997058,170.56483459472656,264600
2024-12-20 00:00:00+00:00,170.7447067424538,174.20958947614406,170.73524505952543,172.42034912109375,415300
2024-12-23 00:00:00+00:00,172.14580227133186,172.57180913030064,170.2524256134105,172.0984649658203,163700
2024-12-24 00:00:00+00:00,173.05462563412433,173.58476877548426,171.99432490608726,173.21556091308594,93800
2024-12-26 00:00:00+00:00,172.87474678092482,175.04265657856484,172.41086432504144,172.96942138671875,130100
2024-12-27 00:00:00+00:00,170.55535972658538,173.1492763039164,169.9400036927836,171.46417236328125,199000
2024-12-30 00:00:00+00:00,171.18018943795533,172.01326533908428,168.4915836231468,170.5742950439453,259800
2024-12-31 00:00:00+00:00,172.93154945741668,174.09597201788884,170.2997571477189,173.54690551757812,284700
2025-01-02 00:00:00+00:00,173.09248144019134,175.6106757288394,172.95048397648878,174.19064331054688,164900
2025-01-03 00:00:00+00:00,174.83439472443877,176.2355038604699,172.3067386041441,174.55039978027344,187200
2025-01-06 00:00:00+00:00,175.33614731517997,179.12290053496812,175.33614731517997,177.825927734375,200300
2025-01-07 00:00:00+00:00,179.1323640079165,179.1323640079165,174.39892243587624,175.20361328125,181600
2025-01-08 00:00:00+00:00,174.11491188394777,174.94800221753724,173.0167499797284,173.9823760986328,168500
2025-01-10 00:00:00+00:00,171.82392100738508,173.21555391992973,168.36851459996376,170.51748657226562,395100
2025-01-13 00:00:00+00:00,170.52697012860236,171.94700259548267,169.27733462399542,170.44175720214844,434000
2025-01-14 00:00:00+00:00,171.8902036553914,178.5643446953129,169.76961663728528,177.81646728515625,436300
2025-01-15 00:00:00+00:00,181.14881407917784,182.3416361506657,179.26489914006515,180.11691284179688,248900
2025-01-16 00:00:00+00:00,179.91811108846252,181.30974402021582,176.79403686523438,176.79403686523438,131400
2025-01-17 00:00:00+00:00,176.88871790164288,177.13485166387673,171.07605221005022,172.4298095703125,374200
2025-01-21 00:00:00+00:00,173.9255672045149,174.6450450773403,171.22749990211588,173.0072784423828,376200
2025-01-22 00:00:00+00:00,172.8179515037585,174.52199332739573,171.28430663982647,173.08302307128906,248000
2025-01-23 00:00:00+00:00,173.01674135961406,174.65452245157852,171.37897471296608,172.533935546875,169200
2025-01-24 00:00:00+00:00,173.52796027401553,174.1811774821326,171.0381655373712,171.9280548095703,296200
