"('date', '')","('open', 'BEPC')","('high', 'BEPC')","('low', 'BEPC')","('close', 'BEPC')","('volume', 'BEPC')"
2024-01-02 00:00:00+00:00,26.287370200663148,27.14925167822985,26.103990567533963,26.58077621459961,1266400
2024-01-03 00:00:00+00:00,26.195681255801972,26.892521436508442,26.103991436186256,26.883352279663086,920800
2024-01-04 00:00:00+00:00,26.88335210235973,27.04839342681196,26.635790115681385,26.727479934692383,1025700
2024-01-05 00:00:00+00:00,26.727477752402514,27.488500215032236,26.562436441425856,27.176755905151367,1665000
2024-01-08 00:00:00+00:00,27.15842235276885,28.056978757882817,26.925529611072577,28.047809600830078,798900
2024-01-09 00:00:00+00:00,27.763571608936743,28.2678629846541,27.690220104308075,28.130329132080078,707900
2024-01-10 00:00:00+00:00,28.056976665476007,28.121159011220776,27.64437337306284,27.891935348510742,626900
2024-01-11 00:00:00+00:00,27.73606440185912,27.768155576136063,26.644959229929572,26.920028686523438,1261500
2024-01-12 00:00:00+00:00,27.29595449775426,27.369306000734664,26.361637914122166,26.424903869628906,565500
2024-01-16 00:00:00+00:00,26.18651093029176,26.37905971777539,25.96645642233745,26.204849243164062,836600
2024-01-17 00:00:00+00:00,25.728066040051765,26.0581487076878,25.49976049385225,25.84726333618164,661600
2024-01-18 00:00:00+00:00,25.97562630372755,26.172758800512142,25.70055859831724,26.00313377380371,656900
2024-01-19 00:00:00+00:00,25.82892329433034,26.048977808426155,25.269616977979844,26.00313377380371,729400
2024-01-22 00:00:00+00:00,26.058144146545,26.736645928826558,25.966454338379897,26.048974990844727,649900
2024-01-23 00:00:00+00:00,26.28737288415766,26.42490674862552,26.09482407483227,26.186513900756836,667300
2024-01-24 00:00:00+00:00,26.58077779312707,26.58077779312707,25.746403735630903,25.792247772216797,773500
2024-01-25 00:00:00+00:00,26.03063818092834,26.159004619298898,25.572190862496562,25.929780960083008,1057600
2024-01-26 00:00:00+00:00,26.131498329399797,26.204849833704248,25.544686294964183,25.654712677001953,613200
2024-01-29 00:00:00+00:00,25.71889413787662,26.287369588263456,25.397982410633304,26.17734146118164,585100
2024-01-30 00:00:00+00:00,25.966457121459197,26.08106895674024,25.69138941631982,25.874767303466797,669800
2024-01-31 00:00:00+00:00,25.96645846991208,26.351554326408145,25.590531770575193,25.599700927734375,984000
2024-02-01 00:00:00+00:00,25.801413803100125,26.04897576787933,25.425487152363267,25.783077239990234,1045800
2024-02-02 00:00:00+00:00,25.70972810966498,25.7739104585569,24.494841938195275,24.884521484375,1406000
2024-02-05 00:00:00+00:00,24.508594462295417,24.572776810305577,23.61920724917011,23.74757194519043,1494800
2024-02-06 00:00:00+00:00,23.756740182729434,24.499424357714666,23.446830393397505,24.462749481201172,2160200
2024-02-07 00:00:00+00:00,24.646128319895332,24.829507956107424,24.08682375224031,24.22435760498047,1209500
2024-02-08 00:00:00+00:00,24.077655458091836,24.151006965436817,23.27078712845917,23.289125442504883,1527500
2024-02-09 00:00:00+00:00,23.22494333265472,23.467919875343654,22.949875614472454,23.380815505981445,947800
2024-02-12 00:00:00+00:00,23.545854627802058,23.958456166373036,23.325800124129987,23.83009147644043,923500
2024-02-13 00:00:00+00:00,23.151587392075157,23.289121224834822,22.72981673843384,22.97737693786621,1227600
2024-02-14 00:00:00+00:00,23.16075903626947,23.252448850908,22.940704530439657,23.096576690673828,742400
2024-02-15 00:00:00+00:00,23.096579251758637,23.77508115717963,23.096579251758637,23.59170150756836,1415600
2024-02-16 00:00:00+00:00,23.279959643475067,23.646718981940666,23.151594924314992,23.234115600585938,1082800
2024-02-20 00:00:00+00:00,23.234110572493393,23.389982732957545,22.738986622017464,22.904027938842773,1098000
2024-02-21 00:00:00+00:00,22.83067615615223,23.197433661901464,22.81233784365533,23.004886627197266,2454700
2024-02-22 00:00:00+00:00,23.004889816747255,23.08282503240791,22.647301417668046,22.794004440307617,1227400
2024-02-23 00:00:00+00:00,22.81233819737849,23.014056140296667,22.28053936858671,22.491426467895508,1981900
2024-02-26 00:00:00+00:00,22.473090325791905,22.473090325791905,22.032981269558416,22.106332778930664,1014800
2024-02-27 00:00:00+00:00,22.271372592946292,22.41807560168318,21.932120792218605,22.225526809692383,1259600
2024-02-28 00:00:00+00:00,22.230181400889727,22.397675730672212,21.85332093370991,21.92310905456543,1084000
2024-02-29 00:00:00+00:00,22.1650435629339,22.458158619574796,21.932412960006666,22.071990966796875,1827000
2024-03-01 00:00:00+00:00,22.062684789648035,22.83502006929731,21.643950783323067,22.6954402923584,1263800
2024-03-04 00:00:00+00:00,22.695438766378437,22.72335507485532,22.05337964488435,22.276704788208008,1466400
2024-03-05 00:00:00+00:00,22.29531388569546,22.63960792425514,22.12782135932557,22.276704788208008,1080800
2024-03-06 00:00:00+00:00,22.57447556839573,22.732664460923203,22.313928635164956,22.5279483795166,984500
2024-03-07 00:00:00+00:00,22.807102437253214,23.635266739956315,22.676829879478927,23.625961303710938,1143500
2024-03-08 00:00:00+00:00,23.756236812643646,23.821373094756115,23.282600200834914,23.504995346069336,1050400
2024-03-11 00:00:00+00:00,23.421249060925916,23.821373980006925,23.346807339340888,23.486385345458984,801400
2024-03-12 00:00:00+00:00,23.402637904506328,23.402637904506328,22.821061407004528,22.844324111938477,602400
2024-03-13 00:00:00+00:00,22.79779793722957,23.03042852842579,22.537251036150803,22.54655647277832,1015500
2024-03-14 00:00:00+00:00,22.462810803116216,22.658221435552733,22.044076776176265,22.18365478515625,1032700
2024-03-15 00:00:00+00:00,22.099907624802125,22.313927356893476,21.79283529511389,22.18365478515625,1097500
2024-03-18 00:00:00+00:00,22.18365222397941,22.230177629990997,21.704433797704258,21.746307373046875,835100
2024-03-19 00:00:00+00:00,21.68117260828595,22.0812975500629,21.56020546941026,21.73700523376465,732300
2024-03-20 00:00:00+00:00,21.709087995324943,22.434896122122026,21.616035398325728,22.323232650756836,602900
2024-03-21 00:00:00+00:00,22.44420207868552,22.481422053448114,21.992898126435648,22.332538604736328,834200
2024-03-22 00:00:00+00:00,22.453504396337966,22.78849302328976,22.23948467348792,22.555862426757812,958400
2024-03-25 00:00:00+00:00,22.695439388174186,22.80710285031054,22.38371525504568,22.537250518798828,864000
2024-03-26 00:00:00+00:00,22.61169305628411,22.835019988665554,22.16039091022179,22.30462074279785,763400
2024-03-27 00:00:00+00:00,22.5093365287442,22.862934246871287,22.360453092182208,22.723356246948242,795100
2024-03-28 00:00:00+00:00,22.65821983218645,22.928070393808195,22.50933639649917,22.862934112548828,660700
