"('date', '')","('open', 'AGIO')","('high', 'AGIO')","('low', 'AGIO')","('close', 'AGIO')","('volume', 'AGIO')"
2024-01-02 00:00:00+00:00,22.200000762939453,23.219999313354492,22.0,22.829999923706055,422700
2024-01-03 00:00:00+00:00,23.579999923706055,25.43000030517578,21.75,24.020000457763672,2689900
2024-01-04 00:00:00+00:00,24.139999389648438,24.329999923706055,23.350000381469727,23.469999313354492,919800
2024-01-05 00:00:00+00:00,23.170000076293945,23.239999771118164,22.43000030517578,23.139999389648438,684200
2024-01-08 00:00:00+00:00,23.040000915527344,24.459999084472656,22.649999618530273,24.450000762939453,636500
2024-01-09 00:00:00+00:00,24.149999618530273,24.219999313354492,23.510000228881836,24.0,475400
2024-01-10 00:00:00+00:00,23.989999771118164,24.399999618530273,23.1299991607666,23.399999618530273,651200
2024-01-11 00:00:00+00:00,22.93000030517578,23.1299991607666,22.399999618530273,22.59000015258789,618400
2024-01-12 00:00:00+00:00,22.940000534057617,23.31999969482422,22.440000534057617,22.739999771118164,615700
2024-01-16 00:00:00+00:00,22.56999969482422,22.700000762939453,21.760000228881836,21.940000534057617,865300
2024-01-17 00:00:00+00:00,21.770000457763672,22.110000610351562,21.399999618530273,21.709999084472656,716400
2024-01-18 00:00:00+00:00,21.799999237060547,21.799999237060547,21.020000457763672,21.31999969482422,674000
2024-01-19 00:00:00+00:00,21.40999984741211,21.799999237060547,20.959999084472656,21.729999542236328,4586200
2024-01-22 00:00:00+00:00,21.889999389648438,22.309999465942383,21.290000915527344,21.6200008392334,527400
2024-01-23 00:00:00+00:00,22.149999618530273,22.149999618530273,21.3700008392334,21.709999084472656,353500
2024-01-24 00:00:00+00:00,21.799999237060547,21.989999771118164,21.18000030517578,21.510000228881836,580800
2024-01-25 00:00:00+00:00,21.770000457763672,23.450000762939453,21.65999984741211,23.420000076293945,1124400
2024-01-26 00:00:00+00:00,23.479999542236328,23.65999984741211,22.90999984741211,23.3799991607666,648600
2024-01-29 00:00:00+00:00,23.270000457763672,24.079999923706055,22.719999313354492,23.8700008392334,595100
2024-01-30 00:00:00+00:00,23.729999542236328,23.860000610351562,22.65999984741211,22.860000610351562,615800
2024-01-31 00:00:00+00:00,22.790000915527344,23.34000015258789,22.510000228881836,22.6200008392334,612900
2024-02-01 00:00:00+00:00,22.709999084472656,23.0,22.229999542236328,22.959999084472656,491000
2024-02-02 00:00:00+00:00,22.600000381469727,23.280000686645508,22.5,23.09000015258789,633000
2024-02-05 00:00:00+00:00,22.850000381469727,23.809999465942383,22.40999984741211,23.729999542236328,539700
2024-02-06 00:00:00+00:00,23.889999389648438,24.479999542236328,23.709999084472656,24.149999618530273,537200
2024-02-07 00:00:00+00:00,24.079999923706055,24.079999923706055,23.40999984741211,23.690000534057617,414700
2024-02-08 00:00:00+00:00,23.760000228881836,24.309999465942383,23.700000762939453,24.18000030517578,529000
2024-02-09 00:00:00+00:00,24.25,25.170000076293945,24.25,25.139999389648438,690200
2024-02-12 00:00:00+00:00,25.270000457763672,25.979999542236328,24.75,25.8799991607666,970900
2024-02-13 00:00:00+00:00,25.1200008392334,25.420000076293945,24.690000534057617,25.149999618530273,1256500
2024-02-14 00:00:00+00:00,25.440000534057617,26.229999542236328,25.200000762939453,25.899999618530273,933600
2024-02-15 00:00:00+00:00,24.93000030517578,27.0,24.8799991607666,26.799999237060547,1093000
2024-02-16 00:00:00+00:00,26.40999984741211,26.90999984741211,26.020000457763672,26.510000228881836,638400
2024-02-20 00:00:00+00:00,26.190000534057617,27.1299991607666,26.190000534057617,27.100000381469727,984700
2024-02-21 00:00:00+00:00,27.110000610351562,27.3700008392334,26.5,26.799999237060547,634700
2024-02-22 00:00:00+00:00,26.729999542236328,30.049999237060547,26.65999984741211,29.780000686645508,1504400
2024-02-23 00:00:00+00:00,29.8700008392334,33.90999984741211,29.8700008392334,32.9900016784668,2568900
2024-02-26 00:00:00+00:00,32.86000061035156,33.75,32.22999954223633,32.869998931884766,957000
2024-02-27 00:00:00+00:00,33.0,35.5,32.900001525878906,34.810001373291016,1606100
2024-02-28 00:00:00+00:00,34.54999923706055,35.47999954223633,33.47999954223633,33.66999816894531,1017300
2024-02-29 00:00:00+00:00,34.25,34.25,32.2400016784668,32.31999969482422,857900
