"('date', '')","('open', 'ARDT')","('high', 'ARDT')","('low', 'ARDT')","('close', 'ARDT')","('volume', 'ARDT')"
2025-09-26 00:00:00+00:00,13.25,13.289999961853027,13.0600004196167,13.260000228881836,222145
