"('date', '')","('open', 'AVK')","('high', 'AVK')","('low', 'AVK')","('close', 'AVK')","('volume', 'AVK')"
2025-09-26 00:00:00+00:00,12.680000305175781,12.720000267028809,12.550000190734863,12.640000343322754,124914
