"('date', '')","('open', 'AMAL')","('high', 'AMAL')","('low', 'AMAL')","('close', 'AMAL')","('volume', 'AMAL')"
2024-01-02 00:00:00+00:00,25.877003300928962,26.10986699990462,25.51800394169388,25.760570526123047,141600
2024-01-03 00:00:00+00:00,25.624732331928865,25.624732331928865,24.74179016431214,24.770898818969727,140300
2024-01-04 00:00:00+00:00,24.85822700969722,25.372467038544087,24.85822700969722,25.02317237854004,78900
2024-01-05 00:00:00+00:00,25.12989771387898,25.72176077060934,25.081385137368954,25.323951721191406,172600
2024-01-08 00:00:00+00:00,25.31425091191054,25.450087617788192,24.916441829866297,25.139602661132812,93800
2024-01-09 00:00:00+00:00,24.955251064396222,25.042575188176375,24.57684776177309,24.897035598754883,110400
2024-01-10 00:00:00+00:00,26.119571500565197,26.138977272672243,24.63506324582923,24.984359741210938,128700
2024-01-11 00:00:00+00:00,24.964951400883013,24.964951400883013,24.489521136987037,24.838817596435547,149000
2024-01-12 00:00:00+00:00,25.110493690293723,25.129899462502518,24.39249677429494,24.6253604888916,147400
2024-01-16 00:00:00+00:00,24.935847969080168,24.935847969080168,24.402200322672908,24.596254348754883,119400
2024-01-17 00:00:00+00:00,24.25665964766458,24.547738823182048,23.994687279317098,24.29547119140625,77200
2024-01-18 00:00:00+00:00,24.34398482363758,24.431308950197966,24.082012443956426,24.421606063842773,134200
2024-01-19 00:00:00+00:00,24.62536032283103,24.91644135209118,24.33428114420716,24.809711456298828,81100
2024-01-22 00:00:00+00:00,25.11049175960473,25.595624923706055,25.032870527373962,25.595624923706055,88900
2024-01-23 00:00:00+00:00,25.789679117977837,25.789679117977837,25.236627602964433,25.323951721191406,82900
2024-01-24 00:00:00+00:00,25.663548981324833,26.051655200854565,25.663548981324833,25.857601165771484,96100
2024-01-25 00:00:00+00:00,25.712057314111615,25.857596891045397,24.51863019236401,24.819412231445312,142600
2024-01-26 00:00:00+00:00,24.994061863601363,25.81878864658949,24.994061863601363,25.459789276123047,118000
2024-01-29 00:00:00+00:00,25.663547124122687,26.21659867825925,25.372466092562817,26.03224754333496,139600
2024-01-30 00:00:00+00:00,26.168083537232715,26.837567855944368,26.032246836574444,26.769649505615234,333800
2024-01-31 00:00:00+00:00,26.46886810973338,26.68232605191967,25.702356763936447,25.770275115966797,131100
2024-02-01 00:00:00+00:00,25.86730011802497,26.03224546756553,24.353685166770298,25.24633026123047,133700
2024-02-02 00:00:00+00:00,24.85822651562133,25.265738486390084,24.819414970483194,24.86792755126953,85600
2024-02-05 00:00:00+00:00,24.54648560312072,24.87766848398917,24.429596762508577,24.585447311401367,85500
2024-02-06 00:00:00+00:00,24.54648755849091,24.741299831183074,23.85489906703784,24.03997230529785,145900
2024-02-07 00:00:00+00:00,23.932823281714587,24.137378295498426,23.114606942349546,23.650344848632812,193600
2024-02-08 00:00:00+00:00,23.679564612984745,23.708787287335333,23.358122626668575,23.523714065551758,161900
2024-02-09 00:00:00+00:00,23.650343520939888,23.650343520939888,23.0464212632603,23.28993797302246,358100
2024-02-12 00:00:00+00:00,23.36786494213372,24.351672743934913,22.99772033389539,24.137378692626953,419700
2024-02-13 00:00:00+00:00,23.397084866279172,23.601638001483614,22.62757120629682,22.89056968688965,198000
2024-02-14 00:00:00+00:00,23.095124046344147,23.367863432292687,22.724979462021548,23.26071548461914,142900
2024-02-15 00:00:00+00:00,23.348381697427087,24.264005055527683,23.338640805992657,23.806194305419922,282900
2024-02-16 00:00:00+00:00,23.5626787940748,23.874379904321955,23.221755008035036,23.358123779296875,247900
2024-02-20 00:00:00+00:00,23.085384564208656,24.059451392101256,22.987977509842388,23.601638793945312,223800
2024-02-21 00:00:00+00:00,23.426306885585493,23.57241839868402,23.19253106566694,23.543195724487305,141700
2024-02-22 00:00:00+00:00,23.523712480095465,23.591896857766258,22.90031033237971,22.929533004760742,151000
2024-02-23 00:00:00+00:00,22.919794655881713,23.39708721039623,22.647055257065492,23.10486602783203,113900
2024-02-26 00:00:00+00:00,22.95875579127794,23.28019778353946,22.647054690646787,22.9197940826416,98100
2024-02-27 00:00:00+00:00,22.997720969765197,23.28019941530486,22.724981558653415,22.958757400512695,102400
2024-02-28 00:00:00+00:00,22.832126138138847,23.026938381922637,22.7152373055606,22.900310516357422,81900
2024-02-29 00:00:00+00:00,23.328901442600582,23.367863149902355,22.452239804747578,22.481462478637695,186100
2024-03-01 00:00:00+00:00,22.4132792042445,22.72498030959111,21.926245762669136,22.598352432250977,171500
2024-03-04 00:00:00+00:00,22.549651272843757,22.822390708872046,22.111322226020388,22.130802154541016,186100
2024-03-05 00:00:00+00:00,22.140536428251636,22.91979093054591,22.140536428251636,22.53990364074707,171800
2024-03-06 00:00:00+00:00,22.578869952954445,23.173051327890644,22.315871456715303,22.968496322631836,139300
2024-03-07 00:00:00+00:00,23.192532371897546,23.358123819235125,22.958756538812466,23.085386276245117,83000
2024-03-08 00:00:00+00:00,23.42630995106356,23.47501441443137,23.13409060239792,23.377607345581055,98700
2024-03-11 00:00:00+00:00,23.35812403656597,23.640604332016956,23.182791695649524,23.591899871826172,113900
2024-03-12 00:00:00+00:00,23.465270426086565,23.63086186392075,23.095123984864237,23.270456314086914,96300
2024-03-13 00:00:00+00:00,23.17305263427719,23.504233673759575,22.958756725459832,23.056163787841797,134100
2024-03-14 00:00:00+00:00,22.929535178620657,23.1048656558744,22.276910296651046,22.345094680786133,176800
2024-03-15 00:00:00+00:00,22.29639018918761,22.939274178488173,22.29639018918761,22.61783218383789,590300
2024-03-18 00:00:00+00:00,22.5691327349754,23.00746363338622,22.169765408816822,22.179506301879883,183800
