"('date', '')","('open', 'AVAH')","('high', 'AVAH')","('low', 'AVAH')","('close', 'AVAH')","('volume', 'AVAH')"
2024-01-02 00:00:00+00:00,2.490000009536743,2.8499999046325684,2.4700000286102295,2.759999990463257,367100
2024-01-03 00:00:00+00:00,2.759999990463257,2.7899999618530273,2.561000108718872,2.609999895095825,152200
2024-01-04 00:00:00+00:00,2.630000114440918,2.700000047683716,2.509999990463257,2.569999933242798,91800
2024-01-05 00:00:00+00:00,2.5199999809265137,2.630000114440918,2.2799999713897705,2.559999942779541,84700
2024-01-08 00:00:00+00:00,2.380000114440918,2.640000104904175,2.380000114440918,2.609999895095825,158400
2024-01-09 00:00:00+00:00,2.450000047683716,2.6080000400543213,2.450000047683716,2.509999990463257,85200
2024-01-10 00:00:00+00:00,2.490000009536743,2.5399999618530273,2.450000047683716,2.509999990463257,148200
2024-01-11 00:00:00+00:00,2.490000009536743,2.503999948501587,2.384999990463257,2.390000104904175,84500
2024-01-12 00:00:00+00:00,2.390000104904175,2.4600000381469727,2.3299999237060547,2.4000000953674316,68800
2024-01-16 00:00:00+00:00,2.3299999237060547,2.369999885559082,2.2200000286102295,2.2899999618530273,74500
2024-01-17 00:00:00+00:00,2.180000066757202,2.380000114440918,2.0899999141693115,2.309999942779541,79000
2024-01-18 00:00:00+00:00,2.2899999618530273,2.5,2.1700000762939453,2.25,54800
2024-01-19 00:00:00+00:00,2.25,2.3499999046325684,2.200000047683716,2.319999933242798,55900
2024-01-22 00:00:00+00:00,2.299999952316284,2.5799999237060547,2.299999952316284,2.559999942779541,69400
2024-01-23 00:00:00+00:00,2.559999942779541,2.559999942779541,2.4100000858306885,2.4200000762939453,42500
2024-01-24 00:00:00+00:00,2.450000047683716,2.450000047683716,2.319999933242798,2.380000114440918,55500
2024-01-25 00:00:00+00:00,2.430000066757202,2.490000009536743,2.2850000858306885,2.3399999141693115,39300
2024-01-26 00:00:00+00:00,2.319999933242798,2.4200000762939453,2.319999933242798,2.380000114440918,72600
2024-01-29 00:00:00+00:00,2.380000114440918,2.5220000743865967,2.3399999141693115,2.515000104904175,115500
2024-01-30 00:00:00+00:00,2.5,2.5199999809265137,2.390000104904175,2.450000047683716,39700
2024-01-31 00:00:00+00:00,2.319999933242798,2.440000057220459,2.299999952316284,2.299999952316284,59800
2024-02-01 00:00:00+00:00,2.2799999713897705,2.430000066757202,2.190000057220459,2.4200000762939453,82100
2024-02-02 00:00:00+00:00,2.390000104904175,2.619999885559082,2.3299999237060547,2.5299999713897705,75800
2024-02-05 00:00:00+00:00,2.450000047683716,2.4779999256134033,2.309999942779541,2.380000114440918,71500
2024-02-06 00:00:00+00:00,2.380000114440918,2.450000047683716,2.3499999046325684,2.4200000762939453,38100
2024-02-07 00:00:00+00:00,2.4200000762939453,2.5,2.380000114440918,2.4100000858306885,54400
2024-02-08 00:00:00+00:00,2.430000066757202,2.5999999046325684,2.359999895095825,2.4600000381469727,53200
2024-02-09 00:00:00+00:00,2.4700000286102295,2.5999999046325684,2.4700000286102295,2.5299999713897705,60000
2024-02-12 00:00:00+00:00,2.490000009536743,2.697999954223633,2.490000009536743,2.5199999809265137,105400
2024-02-13 00:00:00+00:00,2.390000104904175,2.4670000076293945,2.259999990463257,2.2699999809265137,96600
2024-02-14 00:00:00+00:00,2.200000047683716,2.450000047683716,2.200000047683716,2.4100000858306885,107200
2024-02-15 00:00:00+00:00,2.4000000953674316,2.5199999809265137,2.384000062942505,2.490000009536743,70400
2024-02-16 00:00:00+00:00,2.5,2.5399999618530273,2.380000114440918,2.390000104904175,56300
2024-02-20 00:00:00+00:00,2.3499999046325684,2.380000114440918,2.2799999713897705,2.2799999713897705,72000
2024-02-21 00:00:00+00:00,2.2799999713897705,2.2799999713897705,2.0,2.2300000190734863,60200
2024-02-22 00:00:00+00:00,2.190000057220459,2.246999979019165,2.0399999618530273,2.200000047683716,68400
2024-02-23 00:00:00+00:00,2.1600000858306885,2.299999952316284,2.109999895095825,2.2799999713897705,74200
2024-02-26 00:00:00+00:00,2.259999990463257,2.450000047683716,2.25,2.4100000858306885,216900
2024-02-27 00:00:00+00:00,2.369999885559082,2.490000009536743,2.364000082015991,2.430000066757202,81000
2024-02-28 00:00:00+00:00,2.4100000858306885,2.450000047683716,2.312000036239624,2.369999885559082,55100
2024-02-29 00:00:00+00:00,2.380000114440918,2.4100000858306885,2.3310000896453857,2.369999885559082,82400
2024-03-01 00:00:00+00:00,2.369999885559082,2.4000000953674316,2.319999933242798,2.390000104904175,29600
2024-03-04 00:00:00+00:00,2.380000114440918,2.380000114440918,2.0899999141693115,2.2200000286102295,225700
2024-03-05 00:00:00+00:00,2.190000057220459,2.3299999237060547,2.190000057220459,2.2300000190734863,24500
2024-03-06 00:00:00+00:00,2.2699999809265137,2.2899999618530273,2.1740000247955322,2.2699999809265137,32200
2024-03-07 00:00:00+00:00,2.299999952316284,2.299999952316284,2.130000114440918,2.2100000381469727,66000
2024-03-08 00:00:00+00:00,2.259999990463257,2.369999885559082,2.2300000190734863,2.3499999046325684,37700
2024-03-11 00:00:00+00:00,2.3399999141693115,2.5160000324249268,2.200000047683716,2.3499999046325684,112400
2024-03-12 00:00:00+00:00,2.390000104904175,2.5199999809265137,2.2799999713897705,2.509999990463257,91200
2024-03-13 00:00:00+00:00,2.450000047683716,2.609999895095825,2.450000047683716,2.5,219400
2024-03-14 00:00:00+00:00,2.4800000190734863,2.4800000190734863,2.130000114440918,2.424999952316284,287800
2024-03-15 00:00:00+00:00,2.3299999237060547,2.4820001125335693,2.299999952316284,2.4749999046325684,241100
2024-03-18 00:00:00+00:00,2.450000047683716,2.4800000190734863,2.299999952316284,2.4200000762939453,130000
2024-03-19 00:00:00+00:00,2.4100000858306885,2.5999999046325684,2.3499999046325684,2.4700000286102295,52300
2024-03-20 00:00:00+00:00,2.450000047683716,2.509999990463257,2.3499999046325684,2.440000057220459,52100
2024-03-21 00:00:00+00:00,2.440000057220459,2.5999999046325684,2.380000114440918,2.509999990463257,86700
2024-03-22 00:00:00+00:00,2.5299999713897705,2.5299999713897705,2.369999885559082,2.509999990463257,68500
2024-03-25 00:00:00+00:00,2.4800000190734863,2.569999933242798,2.4000000953674316,2.4600000381469727,50800
2024-03-26 00:00:00+00:00,2.430000066757202,2.4700000286102295,2.3399999141693115,2.3399999141693115,33000
2024-03-27 00:00:00+00:00,2.3499999046325684,2.5199999809265137,2.3499999046325684,2.450000047683716,117900
2024-03-28 00:00:00+00:00,2.430000066757202,2.5999999046325684,2.380000114440918,2.490000009536743,181000
2024-04-01 00:00:00+00:00,2.4700000286102295,2.619999885559082,2.359999895095825,2.609999895095825,260400
2024-04-02 00:00:00+00:00,2.549999952316284,2.6600000858306885,2.4600000381469727,2.490000009536743,141700
2024-04-03 00:00:00+00:00,2.4600000381469727,2.6600000858306885,2.4200000762939453,2.5,106500
2024-04-04 00:00:00+00:00,2.5,2.5999999046325684,2.4700000286102295,2.4700000286102295,89600
2024-04-05 00:00:00+00:00,2.4800000190734863,2.6600000858306885,2.4800000190734863,2.5999999046325684,108900
2024-04-08 00:00:00+00:00,2.5899999141693115,2.5899999141693115,2.3499999046325684,2.4700000286102295,284300
2024-04-09 00:00:00+00:00,2.5,2.5799999237060547,2.4600000381469727,2.5,39900
2024-04-10 00:00:00+00:00,2.390000104904175,2.484999895095825,2.3499999046325684,2.4000000953674316,82200
2024-04-11 00:00:00+00:00,2.365000009536743,2.4700000286102295,2.3499999046325684,2.4000000953674316,63800
2024-04-12 00:00:00+00:00,2.390000104904175,2.440000057220459,2.309999942779541,2.3399999141693115,73900
2024-04-15 00:00:00+00:00,2.309999942779541,2.390000104904175,2.25,2.2899999618530273,79600
2024-04-16 00:00:00+00:00,2.2899999618530273,2.315999984741211,2.259999990463257,2.2799999713897705,19400
2024-04-17 00:00:00+00:00,2.2899999618530273,2.309999942779541,2.200000047683716,2.2200000286102295,97800
2024-04-18 00:00:00+00:00,2.2200000286102295,2.2699999809265137,2.109999895095825,2.1600000858306885,85100
2024-04-19 00:00:00+00:00,2.140000104904175,2.2899999618530273,2.130000114440918,2.2899999618530273,150800
2024-04-22 00:00:00+00:00,2.240000009536743,2.3499999046325684,2.2100000381469727,2.2699999809265137,41200
2024-04-23 00:00:00+00:00,2.259999990463257,2.4000000953674316,2.259999990463257,2.2699999809265137,39500
2024-04-24 00:00:00+00:00,2.200000047683716,2.380000114440918,2.200000047683716,2.309999942779541,95400
2024-04-25 00:00:00+00:00,2.2799999713897705,2.4100000858306885,2.180000066757202,2.200000047683716,64100
2024-04-26 00:00:00+00:00,2.200000047683716,2.3480000495910645,2.1500000953674316,2.200000047683716,62700
2024-04-29 00:00:00+00:00,2.180000066757202,2.255000114440918,2.1610000133514404,2.25,22300
2024-04-30 00:00:00+00:00,2.200000047683716,2.3299999237060547,2.200000047683716,2.25,75500
2024-05-01 00:00:00+00:00,2.2699999809265137,2.299999952316284,2.190000057220459,2.2300000190734863,39200
2024-05-02 00:00:00+00:00,2.2300000190734863,2.299999952316284,2.200000047683716,2.2699999809265137,94300
2024-05-03 00:00:00+00:00,2.2699999809265137,2.390000104904175,2.2300000190734863,2.3299999237060547,72000
2024-05-06 00:00:00+00:00,2.319999933242798,2.430000066757202,2.2899999618530273,2.369999885559082,65200
2024-05-07 00:00:00+00:00,2.359999895095825,2.5,2.3399999141693115,2.359999895095825,50700
2024-05-08 00:00:00+00:00,2.309999942779541,2.440000057220459,2.309999942779541,2.4200000762939453,127700
2024-05-09 00:00:00+00:00,2.5,2.569999933242798,2.4000000953674316,2.4800000190734863,133000
