"('date', '')","('open', 'CMDB')","('high', 'CMDB')","('low', 'CMDB')","('close', 'CMDB')","('volume', 'CMDB')"
2025-05-01 00:00:00+00:00,16.0,16.0,13.5,13.5,1600
2025-05-02 00:00:00+00:00,13.5,13.5,13.5,13.5,0
2025-05-05 00:00:00+00:00,13.5,13.5,9.649999618530273,11.699999809265137,9400
2025-05-06 00:00:00+00:00,12.329999923706055,13.699999809265137,10.869999885559082,11.899999618530273,37200
2025-05-07 00:00:00+00:00,10.25,11.989999771118164,10.130000114440918,11.720000267028809,120200
2025-05-08 00:00:00+00:00,11.300000190734863,11.40999984741211,10.399999618530273,10.770000457763672,357900
2025-05-09 00:00:00+00:00,10.319999694824219,10.774999618530273,10.239999771118164,10.399999618530273,149100
2025-05-12 00:00:00+00:00,10.449999809265137,11.1899995803833,10.199999809265137,10.949999809265137,272600
2025-05-13 00:00:00+00:00,10.899999618530273,11.470000267028809,10.899999618530273,11.350000381469727,123800
2025-05-14 00:00:00+00:00,11.210000038146973,11.380000114440918,9.850000381469727,10.079999923706055,471700
2025-05-15 00:00:00+00:00,10.020000457763672,10.300000190734863,9.9399995803833,10.149999618530273,308100
2025-05-16 00:00:00+00:00,10.140000343322754,10.390000343322754,9.720000267028809,9.720000267028809,130000
2025-05-19 00:00:00+00:00,9.720000267028809,10.100000381469727,9.720000267028809,10.010000228881836,81000
2025-05-20 00:00:00+00:00,10.199999809265137,10.199999809265137,9.850000381469727,9.859999656677246,95700
2025-05-21 00:00:00+00:00,9.779999732971191,9.899999618530273,9.399999618530273,9.40999984741211,87200
2025-05-22 00:00:00+00:00,9.25,9.635000228881836,9.100000381469727,9.550000190734863,137200
2025-05-23 00:00:00+00:00,9.359999656677246,9.529999732971191,9.279999732971191,9.390000343322754,93700
2025-05-27 00:00:00+00:00,9.34000015258789,9.630000114440918,9.34000015258789,9.520000457763672,74300
2025-05-28 00:00:00+00:00,9.5,9.600000381469727,9.1899995803833,9.40999984741211,63600
2025-05-29 00:00:00+00:00,9.350000381469727,9.5,9.329999923706055,9.369999885559082,75800
2025-05-30 00:00:00+00:00,9.270000457763672,9.4399995803833,9.25,9.359999656677246,107900
2025-06-02 00:00:00+00:00,9.279999732971191,9.34000015258789,9.180000305175781,9.220000267028809,128800
2025-06-03 00:00:00+00:00,9.1899995803833,9.420000076293945,9.024999618530273,9.289999961853027,132500
2025-06-04 00:00:00+00:00,9.289999961853027,9.289999961853027,8.90999984741211,8.949999809265137,118600
2025-06-05 00:00:00+00:00,9.0,9.0,8.600000381469727,8.640000343322754,222800
2025-06-06 00:00:00+00:00,8.710000038146973,9.100000381469727,8.65999984741211,9.09000015258789,195300
2025-06-09 00:00:00+00:00,9.119999885559082,9.65999984741211,9.114999771118164,9.609999656677246,160000
2025-06-10 00:00:00+00:00,9.430000305175781,10.164999961853027,9.430000305175781,10.069999694824219,233400
2025-06-11 00:00:00+00:00,9.949999809265137,10.390000343322754,9.949999809265137,10.369999885559082,125200
2025-06-12 00:00:00+00:00,10.229999542236328,10.550000190734863,10.229999542236328,10.329999923706055,108300
2025-06-13 00:00:00+00:00,10.229999542236328,10.449999809265137,10.199999809265137,10.380000114440918,127400
2025-06-16 00:00:00+00:00,10.359999656677246,10.59000015258789,10.199999809265137,10.319999694824219,66200
2025-06-17 00:00:00+00:00,10.40999984741211,10.425000190734863,9.65999984741211,9.670000076293945,119100
2025-06-18 00:00:00+00:00,9.59000015258789,9.710000038146973,9.350000381469727,9.40999984741211,54300
2025-06-20 00:00:00+00:00,9.479999542236328,9.579999923706055,9.039999961853027,9.34000015258789,135200
2025-06-23 00:00:00+00:00,9.300000190734863,9.9350004196167,9.300000190734863,9.600000381469727,102800
2025-06-24 00:00:00+00:00,9.460000038146973,9.600000381469727,9.109999656677246,9.170000076293945,99800
2025-06-25 00:00:00+00:00,9.3100004196167,9.3100004196167,9.020000457763672,9.119999885559082,63300
2025-06-26 00:00:00+00:00,9.0600004196167,9.369999885559082,8.970000267028809,9.369999885559082,94600
2025-06-27 00:00:00+00:00,9.100000381469727,9.300000190734863,8.899999618530273,9.050000190734863,151200
2025-06-30 00:00:00+00:00,8.970000267028809,9.09000015258789,8.670000076293945,8.670000076293945,143400
2025-07-01 00:00:00+00:00,8.489999771118164,9.039999961853027,8.460000038146973,8.640000343322754,130500
2025-07-02 00:00:00+00:00,8.5600004196167,8.949999809265137,8.529999732971191,8.920000076293945,121000
2025-07-03 00:00:00+00:00,9.0,9.199999809265137,8.864999771118164,9.09000015258789,59200
2025-07-07 00:00:00+00:00,8.90999984741211,9.109999656677246,8.770000457763672,8.899999618530273,154400
2025-07-08 00:00:00+00:00,8.859999656677246,9.145000457763672,8.859999656677246,9.020000457763672,95700
2025-07-09 00:00:00+00:00,9.039999961853027,9.08899974822998,8.930000305175781,9.020000457763672,97100
2025-07-10 00:00:00+00:00,8.899999618530273,9.550000190734863,8.899999618530273,9.520000457763672,95300
2025-07-11 00:00:00+00:00,9.5,9.680000305175781,9.411999702453613,9.59000015258789,184800
2025-07-14 00:00:00+00:00,9.489999771118164,9.699999809265137,9.25,9.270000457763672,161800
2025-07-15 00:00:00+00:00,9.369999885559082,9.390000343322754,9.069999694824219,9.09000015258789,130000
2025-07-16 00:00:00+00:00,9.0,9.449999809265137,9.0,9.399999618530273,74700
2025-07-17 00:00:00+00:00,9.529999732971191,9.569999694824219,9.199999809265137,9.289999961853027,97300
2025-07-18 00:00:00+00:00,9.359999656677246,9.630000114440918,9.300000190734863,9.369999885559082,112400
2025-07-21 00:00:00+00:00,9.300000190734863,9.449999809265137,9.199999809265137,9.199999809265137,62100
2025-07-22 00:00:00+00:00,9.199999809265137,9.569999694824219,9.199999809265137,9.350000381469727,69600
2025-07-23 00:00:00+00:00,9.420000076293945,9.619999885559082,9.420000076293945,9.609999656677246,50200
2025-07-24 00:00:00+00:00,9.479999542236328,9.585000038146973,9.265000343322754,9.289999961853027,41700
2025-07-25 00:00:00+00:00,9.300000190734863,9.380000114440918,9.135000228881836,9.1899995803833,39000
2025-07-28 00:00:00+00:00,9.149999618530273,9.329999923706055,9.149999618530273,9.170000076293945,65700
2025-07-29 00:00:00+00:00,9.15999984741211,9.229000091552734,9.0600004196167,9.100000381469727,47700
2025-07-30 00:00:00+00:00,9.079999923706055,9.319999694824219,9.0600004196167,9.119999885559082,50200
2025-07-31 00:00:00+00:00,9.010000228881836,9.1899995803833,8.8100004196167,9.0,246800
2025-08-01 00:00:00+00:00,8.90999984741211,9.225000381469727,8.90999984741211,9.199999809265137,81400
2025-08-04 00:00:00+00:00,9.09000015258789,9.949999809265137,9.09000015258789,9.779999732971191,99600
2025-08-05 00:00:00+00:00,9.6899995803833,10.067000389099121,9.619999885559082,9.930000305175781,95100
2025-08-06 00:00:00+00:00,9.899999618530273,9.899999618530273,9.670000076293945,9.789999961853027,85400
2025-08-07 00:00:00+00:00,9.75,9.994999885559082,9.75,9.75,82000
2025-08-08 00:00:00+00:00,9.75,9.850000381469727,9.180000305175781,9.220000267028809,147200
2025-08-11 00:00:00+00:00,9.25,9.420000076293945,9.170000076293945,9.229999542236328,85000
2025-08-12 00:00:00+00:00,9.199999809265137,9.61299991607666,9.199999809265137,9.510000228881836,146000
2025-08-13 00:00:00+00:00,9.640000343322754,9.649999618530273,9.550000190734863,9.59000015258789,93700
2025-08-14 00:00:00+00:00,9.5,9.520000457763672,8.9399995803833,9.069999694824219,125600
2025-08-15 00:00:00+00:00,9.119999885559082,9.180000305175781,8.899999618530273,8.90999984741211,95800
2025-08-18 00:00:00+00:00,8.899999618530273,9.411999702453613,8.899999618530273,9.270000457763672,112200
2025-08-19 00:00:00+00:00,9.329999923706055,9.456999778747559,9.095000267028809,9.130000114440918,77000
2025-08-20 00:00:00+00:00,9.140000343322754,9.300000190734863,9.09000015258789,9.15999984741211,112200
2025-08-21 00:00:00+00:00,9.140000343322754,9.350000381469727,9.130000114440918,9.199999809265137,56800
2025-08-22 00:00:00+00:00,9.220000267028809,9.65999984741211,9.220000267028809,9.609999656677246,94600
2025-08-25 00:00:00+00:00,9.619999885559082,10.239999771118164,9.619999885559082,10.079999923706055,123800
2025-08-26 00:00:00+00:00,10.029999732971191,10.255000114440918,10.029999732971191,10.109999656677246,77700
2025-08-27 00:00:00+00:00,10.050000190734863,10.25,10.050000190734863,10.229999542236328,118800
2025-08-28 00:00:00+00:00,10.350000381469727,10.71500015258789,10.25,10.550000190734863,97900
2025-08-29 00:00:00+00:00,10.5,10.609999656677246,10.420000076293945,10.5600004196167,80700
2025-09-02 00:00:00+00:00,10.5600004196167,10.743000030517578,10.079999923706055,10.09000015258789,90000
2025-09-03 00:00:00+00:00,10.020000457763672,10.279999732971191,10.020000457763672,10.210000038146973,98800
2025-09-04 00:00:00+00:00,10.300000190734863,10.449999809265137,10.300000190734863,10.420000076293945,53800
2025-09-05 00:00:00+00:00,10.449999809265137,10.680000305175781,10.390000343322754,10.630000114440918,133100
2025-09-08 00:00:00+00:00,10.539999961853027,11.1899995803833,10.539999961853027,11.15999984741211,100800
2025-09-09 00:00:00+00:00,11.199999809265137,11.75,11.199999809265137,11.6899995803833,132600
2025-09-10 00:00:00+00:00,11.510000228881836,11.835000038146973,11.510000228881836,11.770000457763672,91600
2025-09-11 00:00:00+00:00,11.800000190734863,12.319999694824219,11.774999618530273,12.180000305175781,154200
2025-09-12 00:00:00+00:00,12.149999618530273,12.305000305175781,11.979999542236328,12.0,68500
2025-09-15 00:00:00+00:00,12.010000228881836,12.289999961853027,12.0,12.289999961853027,53300
2025-09-16 00:00:00+00:00,12.380000114440918,12.420000076293945,12.029999732971191,12.050000190734863,52800
2025-09-17 00:00:00+00:00,11.920000076293945,12.449999809265137,11.920000076293945,12.020000457763672,75800
2025-09-18 00:00:00+00:00,12.15999984741211,12.390000343322754,12.055000305175781,12.34000015258789,56800
2025-09-19 00:00:00+00:00,12.3100004196167,12.3100004196167,11.770000457763672,11.770000457763672,118200
2025-09-22 00:00:00+00:00,11.720000267028809,12.210000038146973,11.699999809265137,12.199999809265137,49300
2025-09-23 00:00:00+00:00,12.199999809265137,12.722000122070312,12.199999809265137,12.59000015258789,81900
2025-09-24 00:00:00+00:00,12.470000267028809,12.800000190734863,12.470000267028809,12.75,64000
2025-09-25 00:00:00+00:00,12.479999542236328,12.850000381469727,12.479999542236328,12.739999771118164,51300
2025-09-26 00:00:00+00:00,12.569999694824219,12.77299976348877,12.430000305175781,12.710000038146973,44600
