"('date', '')","('open', 'ARKO')","('high', 'ARKO')","('low', 'ARKO')","('close', 'ARKO')","('volume', 'ARKO')"
2025-09-26 00:00:00+00:00,4.630000114440918,4.664999961853027,4.565000057220459,4.590000152587891,255008
