"('date', '')","('open', 'ATOM')","('high', 'ATOM')","('low', 'ATOM')","('close', 'ATOM')","('volume', 'ATOM')"
2024-04-01 00:00:00+00:00,6.159999847412109,6.289999961853027,6.059999942779541,6.269999980926514,71900
2024-04-02 00:00:00+00:00,6.159999847412109,6.159999847412109,6.019999980926514,6.119999885559082,116800
2024-04-03 00:00:00+00:00,6.130000114440918,6.460000038146973,6.039999961853027,6.400000095367432,112600
2024-04-04 00:00:00+00:00,6.460000038146973,6.599999904632568,6.130000114440918,6.190000057220459,127600
2024-04-05 00:00:00+00:00,6.099999904632568,6.239999771118164,5.849999904632568,5.940000057220459,119300
2024-04-08 00:00:00+00:00,5.989999771118164,6.105000019073486,5.880000114440918,6.059999942779541,90300
2024-04-09 00:00:00+00:00,6.010000228881836,6.670000076293945,6.010000228881836,6.610000133514404,258500
2024-04-10 00:00:00+00:00,6.340000152587891,6.460000038146973,6.070000171661377,6.159999847412109,283700
2024-04-11 00:00:00+00:00,6.139999866485596,6.369999885559082,6.019999980926514,6.369999885559082,120800
2024-04-12 00:00:00+00:00,6.380000114440918,6.380000114440918,6.03000020980835,6.050000190734863,120600
2024-04-15 00:00:00+00:00,6.0,6.085000038146973,5.800000190734863,6.019999980926514,199900
2024-04-16 00:00:00+00:00,5.940000057220459,6.050000190734863,5.920000076293945,6.039999961853027,102900
2024-04-17 00:00:00+00:00,6.039999961853027,6.190000057220459,5.630000114440918,5.639999866485596,233800
2024-04-18 00:00:00+00:00,5.599999904632568,5.949999809265137,5.335000038146973,5.75,228100
2024-04-19 00:00:00+00:00,5.679999828338623,5.760000228881836,5.550000190734863,5.699999809265137,198600
2024-04-22 00:00:00+00:00,5.710000038146973,5.71999979019165,5.349999904632568,5.460000038146973,222200
2024-04-23 00:00:00+00:00,5.5,5.78000020980835,5.454999923706055,5.630000114440918,95800
2024-04-24 00:00:00+00:00,5.650000095367432,5.764999866485596,5.53000020980835,5.699999809265137,99900
2024-04-25 00:00:00+00:00,5.630000114440918,5.659999847412109,5.340000152587891,5.369999885559082,217200
2024-04-26 00:00:00+00:00,5.010000228881836,5.125,3.680000066757202,4.449999809265137,1142000
2024-04-29 00:00:00+00:00,4.5,5.230000019073486,4.429999828338623,4.929999828338623,466000
2024-04-30 00:00:00+00:00,4.860000133514404,4.940000057220459,4.619999885559082,4.639999866485596,332000
2024-05-01 00:00:00+00:00,4.650000095367432,4.699999809265137,4.380000114440918,4.400000095367432,425300
2024-05-02 00:00:00+00:00,4.480000019073486,4.5,4.010000228881836,4.449999809265137,912500
2024-05-03 00:00:00+00:00,4.559999942779541,4.683000087738037,4.349999904632568,4.5,209400
2024-05-06 00:00:00+00:00,4.480000019073486,4.650000095367432,4.199999809265137,4.25,328100
2024-05-07 00:00:00+00:00,4.25,4.28000020980835,4.059999942779541,4.239999771118164,264800
2024-05-08 00:00:00+00:00,4.130000114440918,4.28000020980835,4.03000020980835,4.199999809265137,220800
2024-05-09 00:00:00+00:00,4.199999809265137,4.260000228881836,4.099999904632568,4.21999979019165,127600
2024-05-10 00:00:00+00:00,4.289999961853027,4.639999866485596,4.289999961853027,4.420000076293945,325800
2024-05-13 00:00:00+00:00,4.449999809265137,4.789999961853027,4.449999809265137,4.639999866485596,246400
2024-05-14 00:00:00+00:00,4.699999809265137,4.78000020980835,4.420000076293945,4.690000057220459,213400
2024-05-15 00:00:00+00:00,4.71999979019165,4.769000053405762,4.349999904632568,4.53000020980835,246900
2024-05-16 00:00:00+00:00,4.579999923706055,4.614999771118164,4.480000019073486,4.539999961853027,125900
2024-05-17 00:00:00+00:00,4.579999923706055,4.579999923706055,4.389999866485596,4.449999809265137,128200
2024-05-20 00:00:00+00:00,4.510000228881836,4.525000095367432,4.300000190734863,4.369999885559082,178400
2024-05-21 00:00:00+00:00,4.349999904632568,4.429999828338623,4.130000114440918,4.21999979019165,246800
2024-05-22 00:00:00+00:00,4.170000076293945,4.239999771118164,4.059999942779541,4.110000133514404,185700
2024-05-23 00:00:00+00:00,4.210000038146973,4.236999988555908,3.990000009536743,4.099999904632568,192100
2024-05-24 00:00:00+00:00,4.099999904632568,4.25,4.059999942779541,4.21999979019165,122500
2024-05-28 00:00:00+00:00,4.28000020980835,4.579999923706055,4.28000020980835,4.510000228881836,225700
2024-05-29 00:00:00+00:00,4.46999979019165,4.599999904632568,4.340000152587891,4.340000152587891,227000
2024-05-30 00:00:00+00:00,4.300000190734863,4.355000019073486,4.079999923706055,4.090000152587891,164900
2024-05-31 00:00:00+00:00,4.090000152587891,4.179999828338623,3.9800000190734863,4.159999847412109,201500
2024-06-03 00:00:00+00:00,4.130000114440918,4.199999809265137,3.950000047683716,4.070000171661377,323400
2024-06-04 00:00:00+00:00,4.039999961853027,4.070000171661377,3.819999933242798,3.869999885559082,265000
2024-06-05 00:00:00+00:00,3.930000066757202,4.039999961853027,3.8399999141693115,4.0,176500
2024-06-06 00:00:00+00:00,4.0,4.0,3.690000057220459,3.880000114440918,363900
2024-06-07 00:00:00+00:00,3.819999933242798,3.8499999046325684,3.7100000381469727,3.759999990463257,182000
2024-06-10 00:00:00+00:00,3.759999990463257,3.990000009536743,3.5999999046325684,3.869999885559082,757800
2024-06-11 00:00:00+00:00,3.890000104904175,3.890000104904175,3.630000114440918,3.759999990463257,214300
2024-06-12 00:00:00+00:00,3.9000000953674316,4.099999904632568,3.8499999046325684,3.9000000953674316,159000
2024-06-13 00:00:00+00:00,3.859999895095825,3.9600000381469727,3.819999933242798,3.890000104904175,139300
2024-06-14 00:00:00+00:00,3.8399999141693115,3.869999885559082,3.6500000953674316,3.7100000381469727,186200
2024-06-17 00:00:00+00:00,3.680000066757202,3.950000047683716,3.6500000953674316,3.930000066757202,166000
2024-06-18 00:00:00+00:00,3.9800000190734863,3.9800000190734863,3.7300000190734863,3.8499999046325684,201300
2024-06-20 00:00:00+00:00,3.8299999237060547,4.039999961853027,3.809999942779541,3.9600000381469727,226100
2024-06-21 00:00:00+00:00,3.9600000381469727,3.984999895095825,3.809999942779541,3.880000114440918,231500
2024-06-24 00:00:00+00:00,3.890000104904175,3.930000066757202,3.8499999046325684,3.890000104904175,128500
2024-06-25 00:00:00+00:00,3.930000066757202,3.930000066757202,3.8399999141693115,3.9200000762939453,209500
2024-06-26 00:00:00+00:00,3.890000104904175,4.079999923706055,3.799999952316284,3.869999885559082,348000
2024-06-27 00:00:00+00:00,3.890000104904175,4.070000171661377,3.8399999141693115,4.019999980926514,198400
2024-06-28 00:00:00+00:00,3.9800000190734863,4.03000020980835,3.5999999046325684,3.809999942779541,2737000
2024-07-01 00:00:00+00:00,3.809999942779541,3.869999885559082,3.632999897003174,3.75,258100
2024-07-02 00:00:00+00:00,3.690000057220459,3.880000114440918,3.6600000858306885,3.859999895095825,221600
2024-07-03 00:00:00+00:00,3.9100000858306885,3.9200000762939453,3.819999933242798,3.869999885559082,56200
2024-07-05 00:00:00+00:00,3.869999885559082,4.079999923706055,3.7899999618530273,4.0,195400
2024-07-08 00:00:00+00:00,4.0,4.054999828338623,3.8350000381469727,3.990000009536743,150800
2024-07-09 00:00:00+00:00,3.9600000381469727,4.039999961853027,3.890000104904175,3.9600000381469727,141600
2024-07-10 00:00:00+00:00,4.010000228881836,4.050000190734863,3.9200000762939453,4.019999980926514,114700
2024-07-11 00:00:00+00:00,4.039999961853027,4.210000038146973,3.9800000190734863,4.210000038146973,164200
2024-07-12 00:00:00+00:00,4.25,4.320000171661377,4.099999904632568,4.159999847412109,105900
2024-07-15 00:00:00+00:00,4.119999885559082,4.130000114440918,4.0,4.119999885559082,196500
2024-07-16 00:00:00+00:00,4.21999979019165,4.239999771118164,4.019999980926514,4.099999904632568,243200
2024-07-17 00:00:00+00:00,4.0,4.079999923706055,3.859999895095825,3.940000057220459,129800
2024-07-18 00:00:00+00:00,3.9600000381469727,4.050000190734863,3.809999942779541,3.890000104904175,147800
2024-07-19 00:00:00+00:00,3.890000104904175,3.890000104904175,3.75,3.7699999809265137,219200
2024-07-22 00:00:00+00:00,3.7799999713897705,3.869999885559082,3.7200000286102295,3.859999895095825,154700
2024-07-23 00:00:00+00:00,3.8499999046325684,3.8499999046325684,3.5999999046325684,3.680000066757202,300800
2024-07-24 00:00:00+00:00,3.700000047683716,3.7149999141693115,3.5199999809265137,3.5299999713897705,214900
2024-07-25 00:00:00+00:00,3.569999933242798,3.6500000953674316,3.440000057220459,3.5,108200
2024-07-26 00:00:00+00:00,3.5299999713897705,3.5799999237060547,3.430000066757202,3.490000009536743,73200
2024-07-29 00:00:00+00:00,3.5,3.553999900817871,3.140000104904175,3.180000066757202,266800
2024-07-30 00:00:00+00:00,3.25,3.259999990463257,3.0199999809265137,3.0999999046325684,298600
2024-07-31 00:00:00+00:00,3.319999933242798,3.940000057220459,3.25,3.509999990463257,672000
2024-08-01 00:00:00+00:00,3.5,3.559999942779541,3.119999885559082,3.125,195200
2024-08-02 00:00:00+00:00,3.0999999046325684,3.119999885559082,2.930000066757202,3.0799999237060547,253800
2024-08-05 00:00:00+00:00,2.8399999141693115,3.109999895095825,2.759999990463257,2.890000104904175,248400
2024-08-06 00:00:00+00:00,3.059999942779541,3.059999942779541,2.930000066757202,2.9600000381469727,153600
2024-08-07 00:00:00+00:00,3.059999942779541,3.0799999237060547,2.799999952316284,2.819999933242798,187700
2024-08-08 00:00:00+00:00,2.9100000858306885,3.0999999046325684,2.8499999046325684,3.0999999046325684,156100
2024-08-09 00:00:00+00:00,3.0999999046325684,3.1700000762939453,2.990000009536743,3.0299999713897705,173800
2024-08-12 00:00:00+00:00,3.0299999713897705,3.0299999713897705,2.869999885559082,2.9200000762939453,98900
2024-08-13 00:00:00+00:00,2.950000047683716,3.065000057220459,2.950000047683716,2.9800000190734863,262400
2024-08-14 00:00:00+00:00,3.0399999618530273,3.0399999618530273,2.6700000762939453,2.759999990463257,219000
2024-08-15 00:00:00+00:00,2.819999933242798,3.009999990463257,2.819999933242798,3.005000114440918,111300
2024-08-16 00:00:00+00:00,3.0,3.009000062942505,2.880000114440918,2.9100000858306885,110300
2024-08-19 00:00:00+00:00,2.9000000953674316,3.059999942779541,2.9000000953674316,3.0199999809265137,176500
2024-08-20 00:00:00+00:00,2.990000009536743,3.059999942779541,2.9000000953674316,2.9600000381469727,66200
2024-08-21 00:00:00+00:00,2.950000047683716,2.9800000190734863,2.8499999046325684,2.940000057220459,134400
2024-08-22 00:00:00+00:00,2.950000047683716,2.9800000190734863,2.802999973297119,2.8399999141693115,135000
2024-08-23 00:00:00+00:00,2.9000000953674316,3.055000066757202,2.872999906539917,3.0199999809265137,122200
2024-08-26 00:00:00+00:00,3.0299999713897705,3.0299999713897705,2.930000066757202,2.9600000381469727,98500
2024-08-27 00:00:00+00:00,2.9100000858306885,3.006999969482422,2.890000104904175,2.9000000953674316,85700
2024-08-28 00:00:00+00:00,2.9000000953674316,2.940000057220459,2.7100000381469727,2.7100000381469727,200800
2024-08-29 00:00:00+00:00,2.7200000286102295,2.799999952316284,2.680000066757202,2.7300000190734863,209900
2024-08-30 00:00:00+00:00,2.740000009536743,2.7799999713897705,2.680000066757202,2.690000057220459,191500
2024-09-03 00:00:00+00:00,2.5799999237060547,2.609999895095825,2.430000066757202,2.490000009536743,321500
2024-09-04 00:00:00+00:00,2.490000009536743,2.630000114440918,2.4200000762939453,2.609999895095825,135900
2024-09-05 00:00:00+00:00,2.609999895095825,2.640000104904175,2.559999942779541,2.5799999237060547,109300
2024-09-06 00:00:00+00:00,2.5999999046325684,2.5999999046325684,2.4600000381469727,2.5399999618530273,122300
2024-09-09 00:00:00+00:00,2.559999942779541,2.630000114440918,2.509999990463257,2.569999933242798,94800
2024-09-10 00:00:00+00:00,2.549999952316284,2.5999999046325684,2.5199999809265137,2.5199999809265137,71600
2024-09-11 00:00:00+00:00,2.5399999618530273,2.630000114440918,2.490000009536743,2.609999895095825,144600
2024-09-12 00:00:00+00:00,2.630000114440918,2.75,2.5299999713897705,2.5399999618530273,139800
2024-09-13 00:00:00+00:00,2.5899999141693115,2.6389999389648438,2.4600000381469727,2.4700000286102295,114000
2024-09-16 00:00:00+00:00,2.450000047683716,2.569999933242798,2.309999942779541,2.569999933242798,213400
2024-09-17 00:00:00+00:00,2.569999933242798,2.7799999713897705,2.5199999809265137,2.740000009536743,197100
2024-09-18 00:00:00+00:00,2.7300000190734863,2.7669999599456787,2.5799999237060547,2.5799999237060547,107500
2024-09-19 00:00:00+00:00,2.6500000953674316,2.7300000190734863,2.6500000953674316,2.700000047683716,157100
2024-09-20 00:00:00+00:00,2.7200000286102295,2.734999895095825,2.549999952316284,2.609999895095825,103300
2024-09-23 00:00:00+00:00,2.609999895095825,2.6500000953674316,2.4159998893737793,2.450000047683716,110100
2024-09-24 00:00:00+00:00,2.490000009536743,2.5999999046325684,2.430000066757202,2.559999942779541,109000
2024-09-25 00:00:00+00:00,2.559999942779541,2.6600000858306885,2.430000066757202,2.5199999809265137,114100
2024-09-26 00:00:00+00:00,2.5299999713897705,2.6700000762939453,2.5299999713897705,2.6600000858306885,104200
2024-09-27 00:00:00+00:00,2.680000066757202,2.7100000381469727,2.4200000762939453,2.6600000858306885,128000
2024-09-30 00:00:00+00:00,2.6500000953674316,2.700000047683716,2.569999933242798,2.630000114440918,96400
2024-10-01 00:00:00+00:00,2.619999885559082,2.6500000953674316,2.430000066757202,2.490000009536743,113400
2024-10-02 00:00:00+00:00,2.5,2.5999999046325684,2.4200000762939453,2.4600000381469727,122000
2024-10-03 00:00:00+00:00,2.430000066757202,2.5399999618530273,2.430000066757202,2.4600000381469727,94300
2024-10-04 00:00:00+00:00,2.5299999713897705,2.5299999713897705,2.4200000762939453,2.5199999809265137,130300
2024-10-07 00:00:00+00:00,2.5399999618530273,2.680000066757202,2.430000066757202,2.6700000762939453,189900
2024-10-08 00:00:00+00:00,2.640000104904175,2.869999885559082,2.561000108718872,2.799999952316284,283200
2024-10-09 00:00:00+00:00,2.7699999809265137,3.253000020980835,2.7699999809265137,3.2300000190734863,609600
2024-10-10 00:00:00+00:00,3.359999895095825,3.6600000858306885,3.1600000858306885,3.619999885559082,819600
2024-10-11 00:00:00+00:00,3.6500000953674316,3.7300000190734863,3.5299999713897705,3.630000114440918,309600
2024-10-14 00:00:00+00:00,3.630000114440918,3.859999895095825,3.565000057220459,3.690000057220459,298300
2024-10-15 00:00:00+00:00,3.6600000858306885,3.7300000190734863,3.2100000381469727,3.4200000762939453,352900
2024-10-16 00:00:00+00:00,3.430000066757202,3.6630001068115234,3.380000114440918,3.619999885559082,227200
2024-10-17 00:00:00+00:00,3.619999885559082,3.619999885559082,3.3499999046325684,3.390000104904175,115600
2024-10-18 00:00:00+00:00,3.450000047683716,3.549999952316284,3.390000104904175,3.5199999809265137,153900
2024-10-21 00:00:00+00:00,3.509999990463257,3.549999952316284,3.299999952316284,3.4800000190734863,108600
2024-10-22 00:00:00+00:00,3.3299999237060547,3.5399999618530273,3.313999891281128,3.4600000381469727,180600
2024-10-23 00:00:00+00:00,3.4100000858306885,3.5199999809265137,3.259999990463257,3.369999885559082,108000
2024-10-24 00:00:00+00:00,3.369999885559082,3.390000104904175,3.25,3.319999933242798,94600
2024-10-25 00:00:00+00:00,3.319999933242798,3.377000093460083,3.2799999713897705,3.359999895095825,98100
2024-10-28 00:00:00+00:00,3.440000057220459,3.740000009536743,3.4000000953674316,3.690000057220459,280500
2024-10-29 00:00:00+00:00,3.759999990463257,3.759999990463257,3.319999933242798,3.3299999237060547,250300
2024-10-30 00:00:00+00:00,3.5,4.300000190734863,3.430000066757202,4.269999980926514,996700
2024-10-31 00:00:00+00:00,4.320000171661377,4.349999904632568,3.950000047683716,4.159999847412109,707000
2024-11-01 00:00:00+00:00,4.170000076293945,4.5,4.170000076293945,4.480000019073486,620400
2024-11-04 00:00:00+00:00,4.53000020980835,4.75,4.429999828338623,4.639999866485596,376500
2024-11-05 00:00:00+00:00,4.75,4.849999904632568,4.300000190734863,4.480000019073486,349100
2024-11-06 00:00:00+00:00,4.650000095367432,4.698999881744385,4.361000061035156,4.579999923706055,152800
2024-11-07 00:00:00+00:00,4.599999904632568,5.429999828338623,4.599999904632568,5.25,697300
2024-11-08 00:00:00+00:00,5.460000038146973,5.679999828338623,5.050000190734863,5.300000190734863,701500
2024-11-11 00:00:00+00:00,5.389999866485596,5.820000171661377,5.21999979019165,5.78000020980835,582600
2024-11-12 00:00:00+00:00,5.650000095367432,5.949999809265137,5.510000228881836,5.920000076293945,505100
2024-11-13 00:00:00+00:00,6.179999828338623,6.480000019073486,5.920000076293945,6.349999904632568,807600
2024-11-14 00:00:00+00:00,6.5,7.110000133514404,5.829999923706055,5.940000057220459,939300
2024-11-15 00:00:00+00:00,6.0,6.28000020980835,5.360000133514404,5.789999961853027,679200
2024-11-18 00:00:00+00:00,5.760000228881836,6.260000228881836,5.360000133514404,5.400000095367432,441000
2024-11-19 00:00:00+00:00,5.300000190734863,5.75,5.099999904632568,5.559999942779541,406500
2024-11-20 00:00:00+00:00,5.559999942779541,5.679999828338623,5.170000076293945,5.449999809265137,300800
2024-11-21 00:00:00+00:00,5.329999923706055,5.989999771118164,5.329999923706055,5.815000057220459,332700
2024-11-22 00:00:00+00:00,5.860000133514404,5.947999954223633,5.519999980926514,5.800000190734863,381400
2024-11-25 00:00:00+00:00,5.960000038146973,6.730000019073486,5.9120001792907715,6.699999809265137,709400
2024-11-26 00:00:00+00:00,6.650000095367432,6.710000038146973,5.926000118255615,6.150000095367432,670600
2024-11-27 00:00:00+00:00,6.210000038146973,6.489999771118164,5.650000095367432,5.840000152587891,515800
2024-11-29 00:00:00+00:00,5.920000076293945,6.349999904632568,5.920000076293945,6.179999828338623,183500
2024-12-02 00:00:00+00:00,6.059999942779541,6.409999847412109,6.010000228881836,6.369999885559082,295300
2024-12-03 00:00:00+00:00,6.449999809265137,6.449999809265137,6.053999900817871,6.199999809265137,247500
2024-12-04 00:00:00+00:00,6.150000095367432,6.557000160217285,6.090000152587891,6.329999923706055,413600
2024-12-05 00:00:00+00:00,6.369999885559082,6.7179999351501465,6.099999904632568,6.610000133514404,396400
2024-12-06 00:00:00+00:00,6.75,6.889999866485596,6.610000133514404,6.760000228881836,309400
2024-12-09 00:00:00+00:00,7.090000152587891,7.789999961853027,6.900000095367432,7.570000171661377,911400
2024-12-10 00:00:00+00:00,7.559999942779541,7.5879998207092285,6.800000190734863,7.170000076293945,514400
2024-12-11 00:00:00+00:00,7.429999828338623,7.989999771118164,7.050000190734863,7.340000152587891,735100
2024-12-12 00:00:00+00:00,7.199999809265137,7.339000225067139,7.058000087738037,7.099999904632568,181200
2024-12-13 00:00:00+00:00,7.070000171661377,7.699999809265137,7.070000171661377,7.480000019073486,327600
2024-12-16 00:00:00+00:00,7.429999828338623,8.010000228881836,7.039999961853027,7.739999771118164,500900
2024-12-17 00:00:00+00:00,7.789999961853027,8.093000411987305,7.460000038146973,7.989999771118164,412100
2024-12-18 00:00:00+00:00,8.100000381469727,9.239999771118164,8.0,8.539999961853027,1000900
2024-12-19 00:00:00+00:00,8.800000190734863,9.5,8.0600004196167,8.229999542236328,910900
2024-12-20 00:00:00+00:00,8.25,9.100000381469727,7.679999828338623,8.989999771118164,739700
2024-12-23 00:00:00+00:00,9.119999885559082,9.34000015258789,8.729999542236328,9.260000228881836,387200
2024-12-24 00:00:00+00:00,9.229999542236328,10.5,9.074999809265137,10.220000267028809,698500
2024-12-26 00:00:00+00:00,10.220000267028809,12.798999786376953,9.699999809265137,12.579999923706055,1758600
2024-12-27 00:00:00+00:00,13.5,14.550000190734863,12.663999557495117,14.270000457763672,1981400
2024-12-30 00:00:00+00:00,14.0,14.3100004196167,12.710000038146973,12.90999984741211,1168400
2024-12-31 00:00:00+00:00,12.8100004196167,13.0,11.225000381469727,11.600000381469727,1183600
2025-01-02 00:00:00+00:00,11.6899995803833,13.0,11.3100004196167,12.9399995803833,829100
2025-01-03 00:00:00+00:00,13.5,16.825000762939453,13.130999565124512,16.549999237060547,2176900
2025-01-06 00:00:00+00:00,16.799999237060547,17.549999237060547,16.0,16.549999237060547,1619900
2025-01-07 00:00:00+00:00,15.880000114440918,16.490999221801758,14.760000228881836,16.239999771118164,956500
2025-01-08 00:00:00+00:00,14.859999656677246,14.9350004196167,11.545000076293945,11.859999656677246,2022900
2025-01-10 00:00:00+00:00,11.600000381469727,12.0,10.35099983215332,10.970000267028809,1349800
2025-01-13 00:00:00+00:00,10.420000076293945,11.829999923706055,10.220000267028809,10.550000190734863,936900
2025-01-14 00:00:00+00:00,11.09000015258789,11.8100004196167,9.09000015258789,9.300000190734863,1049900
2025-01-15 00:00:00+00:00,9.899999618530273,11.678000450134277,9.600000381469727,11.170000076293945,1222100
2025-01-16 00:00:00+00:00,11.550000190734863,11.899999618530273,8.300000190734863,8.399999618530273,2114600
2025-01-17 00:00:00+00:00,8.819999694824219,9.34000015258789,8.399999618530273,8.640000343322754,912300
2025-01-21 00:00:00+00:00,8.739999771118164,9.960000038146973,8.739999771118164,9.9399995803833,913900
2025-01-22 00:00:00+00:00,10.010000228881836,10.84000015258789,9.619999885559082,10.710000038146973,809800
2025-01-23 00:00:00+00:00,10.319999694824219,10.800000190734863,10.100000381469727,10.710000038146973,444700
2025-01-24 00:00:00+00:00,10.890000343322754,11.739999771118164,10.600000381469727,11.039999961853027,763000
2025-01-27 00:00:00+00:00,9.800000190734863,10.013999938964844,8.600000381469727,8.720000267028809,1030900
