"('date', '')","('open', 'CTRA')","('high', 'CTRA')","('low', 'CTRA')","('close', 'CTRA')","('volume', 'CTRA')"
1990-02-08 00:00:00+00:00,0.9092370682782649,0.9092370682782649,0.8896132509691755,0.9026955962181091,9012000
1990-02-09 00:00:00+00:00,0.9157776789279712,0.9157776789279712,0.8961538672447203,0.8961538672447205,3483600
1990-02-12 00:00:00+00:00,0.8961540840509817,0.9026955558183769,0.8765302676201475,0.8896132111549377,1982400
1990-02-13 00:00:00+00:00,0.8896132522745271,0.8896132522745271,0.883071780204773,0.883071780204773,2212800
1990-02-14 00:00:00+00:00,0.8896128100535111,0.8896128100535111,0.87652987241745,0.87652987241745,657600
1990-02-15 00:00:00+00:00,0.8830725610407033,0.8830725610407033,0.8438248916611165,0.8569072484970093,1494000
1990-02-16 00:00:00+00:00,0.8634487263509099,0.8634487263509099,0.850366369515017,0.8569072484970093,638400
1990-02-20 00:00:00+00:00,0.8569068405997934,0.8569068405997934,0.8372830152511598,0.8372830152511597,1190400
1990-02-21 00:00:00+00:00,0.8438244899912454,0.8438244899912454,0.8372830152511598,0.8372830152511597,272400
1990-02-22 00:00:00+00:00,0.8372828116434962,0.8503657579421997,0.8372828116434962,0.8503657579421997,38400
1990-02-23 00:00:00+00:00,0.8372828825917231,0.8372828825917231,0.8111181855201721,0.8111181855201721,1143600
1990-02-26 00:00:00+00:00,0.8176586192104611,0.8176586192104611,0.8045762777328491,0.8045762777328491,316800
1990-02-27 00:00:00+00:00,0.8045767118165204,0.8111181855201721,0.8045767118165204,0.8111181855201721,325200
1990-02-28 00:00:00+00:00,0.8111180427638109,0.8438242077827454,0.8111180427638109,0.8438242077827454,475200
1990-03-01 00:00:00+00:00,0.8372834138072159,0.8569072484970093,0.8372834138072159,0.8569072484970093,428400
1990-03-02 00:00:00+00:00,0.8503659711125858,0.8634483218193055,0.8503659711125858,0.8634483218193054,1364400
1990-03-05 00:00:00+00:00,0.8569072484970093,0.8634487263509099,0.850366369515017,0.8569072484970093,241200
1990-03-06 00:00:00+00:00,0.8569064516005329,0.8699893951416016,0.8569064516005329,0.8699893951416016,430800
1990-03-07 00:00:00+00:00,0.8765306725260251,0.8765306725260251,0.8634483218193055,0.8634483218193054,202800
1990-03-08 00:00:00+00:00,0.8634483218193055,0.8634483218193055,0.8634483218193055,0.8634483218193054,793200
1990-03-09 00:00:00+00:00,0.8569065540160345,0.8569065540160345,0.8372827352303893,0.8438242077827454,171600
1990-03-12 00:00:00+00:00,0.8307416644005766,0.8307416644005766,0.8176587224006654,0.8176587224006653,1059600
1990-03-13 00:00:00+00:00,0.8242006646426118,0.8372830152511598,0.8242006646426118,0.8372830152511597,90000
1990-03-14 00:00:00+00:00,0.8372830565384423,0.8372830565384423,0.8307421803474426,0.8307421803474426,127200
1990-03-15 00:00:00+00:00,0.8242007052847902,0.8372830565384423,0.8242007052847902,0.8307421803474426,571200
1990-03-16 00:00:00+00:00,0.8307419373656219,0.8503657579421997,0.8307419373656219,0.8503657579421997,302400
1990-03-19 00:00:00+00:00,0.8438242847928479,0.8503657579421997,0.8438242847928479,0.8503657579421997,14400
1990-03-20 00:00:00+00:00,0.8503660066637472,0.8503660066637472,0.8307421803474426,0.8307421803474426,228000
1990-03-21 00:00:00+00:00,0.8242005340559476,0.8242005340559476,0.8111181855201721,0.8111181855201721,328800
1990-03-22 00:00:00+00:00,0.8111181855201721,0.8111181855201721,0.8111181855201721,0.8111181855201721,48000
1990-03-23 00:00:00+00:00,0.8176587224006654,0.8176587224006654,0.8176587224006654,0.8176587224006653,0
1990-03-26 00:00:00+00:00,0.8111180454921157,0.8242003917694092,0.8111180454921157,0.8242003917694092,50400
1990-03-27 00:00:00+00:00,0.8242007052847902,0.8307421803474426,0.8242007052847902,0.8307421803474426,204000
1990-03-28 00:00:00+00:00,0.8307421803474426,0.8307421803474426,0.8307421803474426,0.8307421803474426,2400
1990-03-29 00:00:00+00:00,0.8242003917694092,0.8242003917694092,0.8176589191950501,0.8242003917694092,8400
1990-03-30 00:00:00+00:00,0.8242003917694092,0.8242003917694092,0.8242003917694092,0.8242003917694092,0
1990-04-02 00:00:00+00:00,0.8111177479072578,0.8111177479072578,0.8045762777328491,0.8045762777328491,160800
1990-04-03 00:00:00+00:00,0.8111178502719905,0.8176587224006654,0.8111178502719905,0.8176587224006653,36000
1990-04-04 00:00:00+00:00,0.8242007052847902,0.8372830565384423,0.8242007052847902,0.8307421803474426,162000
1990-04-05 00:00:00+00:00,0.824200193400621,0.8372825365292516,0.8176587224006654,0.8176587224006653,151200
1990-04-06 00:00:00+00:00,0.8176589191950501,0.8307418643437684,0.8045765729177566,0.8242003917694092,273600
1990-04-09 00:00:00+00:00,0.8242006646426118,0.8372830152511598,0.8242006646426118,0.8372830152511597,64800
1990-04-10 00:00:00+00:00,0.8372830152511598,0.8372830152511598,0.8372830152511598,0.8372830152511597,60000
1990-04-11 00:00:00+00:00,0.8372827380467026,0.8372827380467026,0.8111180454921157,0.8242003917694092,297600
1990-04-12 00:00:00+00:00,0.8242005340559476,0.8242005340559476,0.8111181855201721,0.8111181855201721,19200
1990-04-16 00:00:00+00:00,0.8111177479072578,0.8111177479072578,0.8045762777328491,0.8045762777328491,289200
1990-04-17 00:00:00+00:00,0.8045762777328491,0.8045762777328491,0.8045762777328491,0.8045762777328491,0
1990-04-18 00:00:00+00:00,0.8045768231153488,0.8045768231153488,0.7849529981613159,0.7849529981613159,464400
