"('date', '')","('open', 'BCPC')","('high', 'BCPC')","('low', 'BCPC')","('close', 'BCPC')","('volume', 'BCPC')"
2024-03-04 00:00:00+00:00,155.95413261416482,156.77981490097102,155.49651989423933,156.17298889160156,61100
2024-03-05 00:00:00+00:00,155.09860371285598,156.77981090146903,153.33781104544357,153.69593811035156,68700
2024-03-06 00:00:00+00:00,155.37715629102024,156.6803363423736,154.10381889890556,156.23268127441406,78400
2024-03-07 00:00:00+00:00,156.69027174792626,158.68982090274574,155.1781931502994,156.17298889160156,85700
2024-03-08 00:00:00+00:00,157.39657707063785,158.58038638385972,155.47661347389385,155.60594177246094,75900
2024-03-11 00:00:00+00:00,156.5908010174907,156.5908010174907,154.71063767677376,155.22792053222656,66300
2024-03-12 00:00:00+00:00,154.83995251629963,155.36719304979172,153.30797373923133,154.77032470703125,86900
2024-03-13 00:00:00+00:00,154.2729309537046,155.60595365213624,153.2283923517417,154.46194458007812,109100
2024-03-14 00:00:00+00:00,153.78546695814197,153.78546695814197,151.92520381616245,153.1885986328125,92200
2024-03-15 00:00:00+00:00,152.2833392491721,155.6457538302828,152.2833392491721,155.57611083984375,360000
2024-03-18 00:00:00+00:00,155.37714929643434,156.59080131543686,154.8300086027236,155.05880737304688,104700
2024-03-19 00:00:00+00:00,155.05880404122078,157.27720942629088,154.53156352389544,155.97401428222656,86900
2024-03-20 00:00:00+00:00,155.45673039838866,157.22746555406295,154.73051859838378,156.09339904785156,92800
2024-03-21 00:00:00+00:00,156.929021006627,157.5557471523586,155.69546887930483,156.11328125,109100
2024-03-22 00:00:00+00:00,156.5808415046714,157.09813953342172,154.33260862412232,154.740478515625,61900
2024-03-25 00:00:00+00:00,155.22792105780275,155.77506175232492,152.78073203049027,152.83047485351562,58000
2024-03-26 00:00:00+00:00,153.34776072435236,153.78547328857215,152.43255044433764,152.64146423339844,66200
2024-03-27 00:00:00+00:00,153.79542924529292,154.84991031312504,152.85036113791645,153.65615844726562,117300
2024-03-28 00:00:00+00:00,154.0839151467789,155.456738157324,153.8650588645361,154.1436004638672,96000
2024-04-01 00:00:00+00:00,154.64099500551845,154.64099500551845,150.59218423022992,151.3283233642578,69300
2024-04-02 00:00:00+00:00,150.80107885947572,150.80107885947572,148.1250759562598,149.9654541015625,134200
2024-04-03 00:00:00+00:00,148.67222506237647,152.2733960783365,148.67222506237647,151.79588317871094,91000
2024-04-04 00:00:00+00:00,153.17863886745025,153.17863886745025,149.56754076939106,150.08482360839844,70600
2024-04-05 00:00:00+00:00,149.2691010082869,150.70160927557635,148.82144596960347,149.45811462402344,86100
2024-04-08 00:00:00+00:00,150.44294841796525,152.5021827887928,149.6172661711632,151.9948272705078,52200
2024-04-09 00:00:00+00:00,152.40270666118624,152.99959018605932,151.17911213251287,152.76083374023438,62100
2024-04-10 00:00:00+00:00,148.6722276896238,149.31885406035985,147.160133839513,148.21463012695312,96000
2024-04-11 00:00:00+00:00,148.04551253852844,149.46806319162147,147.31930070335326,148.52301025390625,76100
2024-04-12 00:00:00+00:00,147.528206932923,147.93607681736137,145.28991658384442,147.13027954101562,77400
2024-04-15 00:00:00+00:00,146.95122639971243,148.85128988641364,145.1705335431694,145.9962158203125,77700
2024-04-16 00:00:00+00:00,145.62814907649994,147.1800280161069,144.19564076936172,144.86215209960938,64900
2024-04-17 00:00:00+00:00,144.92184148062614,144.92184148062614,142.93224992699177,143.0516357421875,62600
2024-04-18 00:00:00+00:00,143.14116485111307,144.7726293308209,141.90761261352753,142.3751678466797,125000
2024-04-19 00:00:00+00:00,141.8976668292727,143.3600178131938,141.76833852286185,142.73329162597656,94600
2024-04-22 00:00:00+00:00,143.37991579754507,144.35481137886939,142.27569191177727,142.9720458984375,64300
2024-04-23 00:00:00+00:00,142.6139103953086,144.7626727237831,142.6139103953086,144.3150177001953,70600
2024-04-24 00:00:00+00:00,143.6087069918999,144.11604733126003,139.59968155946126,139.90806579589844,119500
2024-04-25 00:00:00+00:00,138.44571662395992,139.1520282543577,137.07289369186785,137.77920532226562,111200
2024-04-26 00:00:00+00:00,137.97816462300682,139.1918166271468,137.7991086778279,138.53524780273438,58500
2024-04-29 00:00:00+00:00,139.13212776222022,139.76879640557584,137.91847578904577,138.50540161132812,93200
2024-04-30 00:00:00+00:00,137.26191146272149,140.68401122474958,136.97342737808253,140.64422607421875,166400
2024-05-01 00:00:00+00:00,140.92277072277216,144.90195375481284,140.3557298546046,143.071533203125,142100
2024-05-02 00:00:00+00:00,143.66840181371313,145.6380931679586,142.7233488777465,145.5187225341797,118600
2024-05-03 00:00:00+00:00,146.28472230153844,149.61727905273438,144.35481606205653,149.61727905273438,102000
2024-05-06 00:00:00+00:00,151.2089570241979,153.26819155398454,150.63197365613274,152.5220947265625,106400
2024-05-07 00:00:00+00:00,152.55193279815708,156.41172994731414,152.55193279815708,154.67083740234375,115400
2024-05-08 00:00:00+00:00,153.3278669674422,154.19333437394664,151.73618776666967,152.48228454589844,81600
2024-05-09 00:00:00+00:00,153.05927486288596,154.53156832420586,151.50739591995705,154.21324157714844,78600
2024-05-10 00:00:00+00:00,153.6760418435512,155.81486179466359,153.11895865720436,155.6158905029297,66900
2024-05-13 00:00:00+00:00,155.81486340637787,155.81486340637787,153.16870306448084,153.65615844726562,46800
2024-05-14 00:00:00+00:00,155.06877061136103,155.46668285049978,153.7954332308623,154.46194458007812,58800
2024-05-15 00:00:00+00:00,154.95933879683278,155.9541345504863,153.88495756136157,155.5462646484375,75400
2024-05-16 00:00:00+00:00,155.4567380306881,156.2028348524411,154.14360033830096,155.8148651123047,69800
2024-05-17 00:00:00+00:00,156.29236508982996,156.29236508982996,154.21324555950716,155.01902770996094,81600
2024-05-20 00:00:00+00:00,154.5813130975776,155.24782443765963,152.90010582840446,153.58651733398438,124200
2024-05-21 00:00:00+00:00,153.5268256893723,154.9294913012798,152.72104358277207,154.69073486328125,55900
2024-05-22 00:00:00+00:00,154.611144474379,155.42688422710384,154.0142761674029,154.3922882080078,64900
2024-05-23 00:00:00+00:00,154.39229514120768,154.4818231143678,151.67650703303516,152.94984436035156,115500
2024-05-24 00:00:00+00:00,153.705884006032,153.9446404477161,151.68644987234435,152.22364807128906,156300
2024-05-28 00:00:00+00:00,152.66136589649798,152.66136589649798,149.81624938053713,151.23880004882812,80200
2024-05-29 00:00:00+00:00,149.82618339324657,150.68170831617775,148.46331811973377,148.85128784179688,55800
2024-05-30 00:00:00+00:00,149.41832285789175,152.16396892067561,148.26435611206603,150.73146057128906,65700
2024-05-31 00:00:00+00:00,151.2387920956247,153.7456815602236,150.3335243473837,152.80062866210938,132700
2024-06-03 00:00:00+00:00,153.7556266649481,154.82006538952152,152.09431960586795,153.8948974609375,82800
2024-06-04 00:00:00+00:00,153.1687053744482,153.1687053744482,151.7063543834184,152.30323791503906,56200
2024-06-05 00:00:00+00:00,152.60165695469544,156.3619835515575,152.5419716403608,154.6409912109375,89600
2024-06-06 00:00:00+00:00,153.84515883733903,155.08865354239148,151.0497851690817,153.02943420410156,94100
2024-06-07 00:00:00+00:00,151.68645563855162,152.1938111989947,150.65187471068182,151.45765686035156,57700
2024-06-10 00:00:00+00:00,149.69686258882732,150.4031742614789,148.4931682126496,150.24400329589844,75000
2024-06-11 00:00:00+00:00,149.72670629813962,150.6817169189453,148.40362609880262,150.6817169189453,110200
2024-06-12 00:00:00+00:00,154.34255321263495,154.8200660976785,152.22364860534546,152.4425048828125,56900
2024-06-13 00:00:00+00:00,151.96498902338536,151.96498902338536,149.21935829532745,151.517333984375,62700
2024-06-14 00:00:00+00:00,149.80629132880907,150.05499027125524,148.52301146471365,149.90577697753906,77800
2024-06-17 00:00:00+00:00,149.70681117031586,153.13885331807245,148.9905570480772,153.03936767578125,82500
2024-06-18 00:00:00+00:00,153.05926736682866,153.3577091134016,151.69640211204495,151.7063446044922,84200
2024-06-20 00:00:00+00:00,150.4827499103513,152.43254098346915,149.24919777678238,149.64710998535156,65300
2024-06-21 00:00:00+00:00,149.69685364314748,150.81103515625,148.5926298019104,150.81103515625,312400
2024-06-24 00:00:00+00:00,150.66181322045745,152.55193425206627,150.21415816907432,150.65187072753906,78000
2024-06-25 00:00:00+00:00,150.1544663470003,150.9005631267719,149.1895132974788,150.81103515625,80200
2024-06-26 00:00:00+00:00,150.5722877201411,151.15921357891798,149.90577637857402,150.24400329589844,122000
2024-06-27 00:00:00+00:00,151.01993375413446,151.139304381497,148.82144374352575,150.81103515625,111500
2024-06-28 00:00:00+00:00,151.84562369833685,153.6860019200175,150.58222883707833,153.1488037109375,359600
2024-07-01 00:00:00+00:00,152.94985007571964,154.0441314976064,151.00004368200652,153.29803466796875,155700
2024-07-02 00:00:00+00:00,153.78547226166788,158.32173847987536,152.24353580414578,157.99346923828125,116900
2024-07-03 00:00:00+00:00,158.4013143105589,159.16731124615677,157.69501786735557,158.89871215820312,80900
2024-07-05 00:00:00+00:00,158.12277323866974,159.8238805620091,157.4065191214087,159.67465209960938,91600
2024-07-08 00:00:00+00:00,160.97785777140612,162.18155214505623,160.71920115803633,161.43545532226562,72600
2024-07-09 00:00:00+00:00,161.146974533959,162.25119846150588,160.26160689326855,161.07733154296875,89000
2024-07-10 00:00:00+00:00,161.9825967870899,162.171610411783,161.29618527820605,162.0422821044922,59400
2024-07-11 00:00:00+00:00,163.4847330175277,167.16547432657188,162.89780715692922,163.54441833496094,167500
2024-07-12 00:00:00+00:00,165.2753683007823,167.12568903657672,164.48948632292985,165.21568298339844,186300
2024-07-15 00:00:00+00:00,166.409425449879,168.31943139494453,165.1062454961659,167.0659942626953,225200
2024-07-16 00:00:00+00:00,169.05559054941756,175.9793604020326,168.15032278261805,175.3824920654297,186600
2024-07-17 00:00:00+00:00,174.4871723939352,177.42183206579503,169.31423741372447,173.67144775390625,161000
2024-07-18 00:00:00+00:00,173.6316384487914,176.37728435330632,172.46772927685146,173.12429809570312,143000
2024-07-19 00:00:00+00:00,173.38295037152918,173.38295037152918,170.97554639775888,171.54258728027344,94400
2024-07-22 00:00:00+00:00,171.55252081944803,175.14373401646205,170.38861163540236,174.72592163085938,120100
2024-07-23 00:00:00+00:00,174.43744234556692,179.81927586336715,173.99972978307406,178.75485229492188,117000
2024-07-24 00:00:00+00:00,177.83963187209702,179.49098120086083,174.0395050048828,174.0395050048828,101000
2024-07-25 00:00:00+00:00,175.33274630798576,177.8794209320424,173.81071006502413,173.90023803710938,202300
2024-07-26 00:00:00+00:00,177.6008819520097,181.6397502209814,171.68185034474504,179.83917236328125,156600
2024-07-29 00:00:00+00:00,180.90361157002528,185.06185048124445,179.15276135108806,180.6151123046875,125200
2024-07-30 00:00:00+00:00,178.963753534151,179.65016504638731,175.96942372127455,177.23281860351562,164200
2024-07-31 00:00:00+00:00,175.5018572089715,180.08786603590963,174.63638979930218,176.5364532470703,179000
2024-08-01 00:00:00+00:00,177.00400296960063,177.76005746490284,171.73159756488116,175.07411193847656,172400
2024-08-02 00:00:00+00:00,169.93101032077345,171.8310585888967,168.7670859832314,170.57762145996094,194300
2024-08-05 00:00:00+00:00,165.62354784990933,167.73250995663167,162.97738754432632,163.41510009765625,268000
2024-08-06 00:00:00+00:00,163.54440637157126,167.6330172898294,163.24597980623523,164.3004608154297,148500
2024-08-07 00:00:00+00:00,166.2701540926723,166.32983940647506,161.71398792673327,162.0024871826172,89600
2024-08-08 00:00:00+00:00,163.61404973563214,167.60317502177264,162.42029793338804,167.3047332763672,83900
2024-08-09 00:00:00+00:00,166.70787076749423,167.4241249096467,162.1517044885602,162.8082733154297,145100
2024-08-12 00:00:00+00:00,163.29572150467604,164.28057479319804,161.5946292183132,161.80352783203125,78200
2024-08-13 00:00:00+00:00,162.97739316544832,164.45964433046078,161.91295440319436,163.76327514648438,66500
2024-08-14 00:00:00+00:00,164.3800550028534,164.56905344445502,162.49989164472146,163.9025421142578,72900
2024-08-15 00:00:00+00:00,167.57334033291897,168.31943714221904,166.47907412023926,166.85708618164062,91900
2024-08-16 00:00:00+00:00,166.28010074344687,167.9513654686083,164.85755013097986,165.42457580566406,94500
2024-08-19 00:00:00+00:00,166.07120225172315,168.39902062607905,165.70313268756843,168.0408935546875,63900
2024-08-20 00:00:00+00:00,168.37911506800026,168.40895772471217,166.1308822458953,166.409423828125,57600
2024-08-21 00:00:00+00:00,167.4042305876264,168.617882638668,166.00156491200602,168.3890838623047,36700
2024-08-22 00:00:00+00:00,168.51839492936622,168.51839492936622,166.59844640713172,166.95657348632812,41000
2024-08-23 00:00:00+00:00,168.02099156364002,173.05467067331753,168.02099156364002,171.8410186767578,92700
2024-08-26 00:00:00+00:00,172.6368504405199,174.92488373670872,171.95045411310414,172.28868103027344,69300
2024-08-27 00:00:00+00:00,171.74153986406043,172.2389377454067,170.39855951267407,171.5127410888672,96400
2024-08-28 00:00:00+00:00,171.36351019247903,173.6416009572678,170.5676857370869,170.80642700195312,53200
2024-08-29 00:00:00+00:00,171.86090229136894,173.17403992151904,171.14464816208306,171.57241821289062,52000
2024-08-30 00:00:00+00:00,172.55727546168313,177.0238986122942,172.23893353929373,176.1086883544922,103600
2024-09-03 00:00:00+00:00,175.4322380426443,175.87989309799002,170.29908828692086,170.90591430664062,104200
2024-09-04 00:00:00+00:00,170.99543293161625,172.0001711279523,169.79172345100324,171.6420440673828,59100
2024-09-05 00:00:00+00:00,172.11956793405827,172.11956793405827,170.1299763991625,171.00538635253906,79100
2024-09-06 00:00:00+00:00,171.00538203698048,171.8310643246504,166.1408314640992,167.75241088867188,130400
2024-09-09 00:00:00+00:00,167.35447783639805,167.88171834769668,165.56384252473381,166.29005432128906,89800
2024-09-10 00:00:00+00:00,166.98641365591553,167.38432588047954,165.00676466717042,166.80734252929688,86900
2024-09-11 00:00:00+00:00,165.80259881789766,166.17066837242803,162.73862621597138,163.1166534423828,124800
2024-09-12 00:00:00+00:00,163.86276287267108,167.5634044061627,163.49469328972768,167.25502014160156,98600
2024-09-13 00:00:00+00:00,168.796934306361,172.5174758479988,168.796934306361,170.92581176757812,80700
2024-09-16 00:00:00+00:00,171.6619543815196,172.6667078166414,169.97080462081806,171.5127410888672,56000
2024-09-17 00:00:00+00:00,172.94525070957417,175.48196777991322,172.29862435135968,172.3384246826172,82300
2024-09-18 00:00:00+00:00,172.8358222089744,178.75485399311228,172.27872382817728,175.12384033203125,126300
2024-09-19 00:00:00+00:00,178.75485378474548,178.96375239534444,174.43744379940728,177.35218811035156,153300
2024-09-20 00:00:00+00:00,177.64067521290838,177.64067521290838,173.47247880642152,173.82064819335938,482500
2024-09-23 00:00:00+00:00,175.06414582759695,176.08878420058707,172.31851511638718,174.74581909179688,137200
2024-09-24 00:00:00+00:00,175.22332801655884,176.4369800820557,173.8903053149078,174.49713134765625,105600
2024-09-25 00:00:00+00:00,174.97462922818926,174.97462922818926,172.05988487737253,172.82586669921875,121200
2024-09-26 00:00:00+00:00,174.98456197953152,175.89978740450866,173.7908101452449,174.2882080078125,95500
2024-09-27 00:00:00+00:00,175.83014638870398,176.30764409189575,173.9698832192486,174.2185821533203,105800
2024-09-30 00:00:00+00:00,173.97982156204208,175.27305902424268,172.97508335693485,175.08404541015625,109700
2024-10-01 00:00:00+00:00,175.0840475675951,175.0840475675951,171.0650795182653,171.67190551757812,107400
2024-10-02 00:00:00+00:00,170.45825796092018,173.46253019900016,170.45825796092018,173.25363159179688,92400
2024-10-03 00:00:00+00:00,172.08972237954669,172.16930786112874,169.48334719071443,170.08023071289062,53100
2024-10-04 00:00:00+00:00,172.47768541338957,172.47768541338957,170.3090228678345,171.3535614013672,62600
2024-10-07 00:00:00+00:00,170.19959238351973,170.19959238351973,167.68276048110553,168.9759979248047,85800
2024-10-08 00:00:00+00:00,169.6723663687152,170.0205509646172,168.3492861554181,168.92626953125,71200
2024-10-09 00:00:00+00:00,168.92625608117115,171.32371737105527,168.00110336247783,171.0849609375,99100
2024-10-10 00:00:00+00:00,169.2346414682775,170.66714972056704,167.90161885882165,169.29432678222656,101000
2024-10-11 00:00:00+00:00,169.5629315141912,171.68185130612818,169.5629315141912,171.31378173828125,93300
2024-10-14 00:00:00+00:00,170.87606259249998,173.41279467752733,170.17970863449077,171.47293090820312,110600
2024-10-15 00:00:00+00:00,170.9755363346333,173.2834697018747,170.9755363346333,171.11480712890625,83500
2024-10-16 00:00:00+00:00,172.54731069108152,174.2683029974867,172.31851193088812,172.87559509277344,106000
2024-10-17 00:00:00+00:00,173.49236556256514,173.49236556256514,170.63730673538757,171.13470458984375,50600
2024-10-18 00:00:00+00:00,172.05987589978875,172.05987589978875,169.22470200149112,169.66241455078125,86400
2024-10-21 00:00:00+00:00,169.33413389433315,169.4734046922526,166.74765887082546,166.90682983398438,59800
2024-10-22 00:00:00+00:00,165.9120343787483,167.05604342231086,164.9470812845245,166.7377166748047,58900
2024-10-23 00:00:00+00:00,165.50416588054833,166.61834745471376,164.76802673229795,165.8921356201172,55100
2024-10-24 00:00:00+00:00,166.1109821511226,166.4094238977444,164.56904577639156,165.29525756835938,120500
2024-10-25 00:00:00+00:00,181.1821569446096,181.1821569446096,170.11007525895042,170.56768798828125,178100
2024-10-28 00:00:00+00:00,171.04517774485868,171.85095984568065,168.86657269930126,169.90115356445312,200400
2024-10-29 00:00:00+00:00,168.2995343930847,169.74200034575398,167.881722007817,168.37911987304688,204400
2024-10-30 00:00:00+00:00,168.1304270192595,172.27872354373488,168.00111389160156,168.00111389160156,92200
2024-10-31 00:00:00+00:00,167.2052642607485,168.44875889454804,166.4293248236078,166.45916748046875,94900
2024-11-01 00:00:00+00:00,167.69272884400397,170.56768798828125,165.4942235316137,170.56768798828125,289700
2024-11-04 00:00:00+00:00,170.60747486978815,171.67191363175397,168.99591057681587,171.61221313476562,97900
2024-11-05 00:00:00+00:00,170.67711757726784,174.47722952610926,170.51794661098683,174.39764404296875,123700
2024-11-06 00:00:00+00:00,178.19776556421883,184.35555361662955,178.08833742576616,182.4554901123047,242000
2024-11-07 00:00:00+00:00,182.60469658018235,182.60469658018235,169.9011512189115,175.7107696533203,492600
2024-11-08 00:00:00+00:00,176.83488567657898,180.1575149919989,176.51655893233792,178.38677978515625,135800
2024-11-11 00:00:00+00:00,179.9685079609019,181.79892855059015,178.81454121460234,180.28683471679688,102100
2024-11-12 00:00:00+00:00,180.15752030012513,180.963302446383,176.86473354560417,177.4019317626953,92500
2024-11-13 00:00:00+00:00,179.16271850178333,179.82922982477834,176.45687287982793,176.665771484375,78900
2024-11-14 00:00:00+00:00,177.9689573782638,177.9689573782638,174.06935977707232,175.89979553222656,79500
2024-11-15 00:00:00+00:00,176.606092182964,177.5611028029791,174.08926009423763,176.8448486328125,191600
2024-11-18 00:00:00+00:00,177.05374210386015,178.217651301743,175.5715061614672,176.15843200683594,75800
2024-11-19 00:00:00+00:00,174.6065452125927,176.94430599592755,173.8902910954798,176.6060791015625,76800
2024-11-20 00:00:00+00:00,175.9395759083526,177.2626560695284,174.0892552171551,177.10348510742188,82200
2024-11-21 00:00:00+00:00,178.24748853594713,179.6203114770317,177.5610922447828,179.37161254882812,96000
2024-11-22 00:00:00+00:00,180.27688751814037,181.86856679420734,179.15276346019138,181.49053955078125,130400
2024-11-25 00:00:00+00:00,182.37591124250167,184.9922289880127,181.5104437756993,181.73924255371094,206500
2024-11-26 00:00:00+00:00,181.0428856219916,182.03768138086522,179.6800051103572,181.3711700439453,96900
2024-11-27 00:00:00+00:00,181.9282531936166,182.64450735417245,178.5857388374821,178.75485229492188,76300
2024-11-29 00:00:00+00:00,179.84911981627954,180.99314405455277,178.66532560568052,179.58053588867188,54800
2024-12-02 00:00:00+00:00,179.48105017034564,180.8439155115303,175.30291099157856,180.1376190185547,130600
2024-12-03 00:00:00+00:00,179.79939382539297,179.79939382539297,176.04900950368145,177.06370544433594,138500
2024-12-04 00:00:00+00:00,176.98410923781253,179.1627142816135,175.82020007318832,178.64541625976562,92000
2024-12-05 00:00:00+00:00,178.04854179086317,178.14802743912662,175.0840546610331,175.4620819091797,89100
2024-12-06 00:00:00+00:00,176.18826672980958,177.2029625922825,174.57670255599444,176.6060791015625,64200
2024-12-09 00:00:00+00:00,178.03859547114556,179.71980270676337,174.38769691315238,175.0442657470703,85800
2024-12-10 00:00:00+00:00,175.54165732164586,175.54165732164586,172.4378843905491,174.4772186279297,100800
2024-12-11 00:00:00+00:00,176.84484968488923,177.88938828754453,175.38249867704758,177.28256225585938,102500
2024-12-12 00:00:00+00:00,177.29249824953956,177.41186888110843,175.60134852500775,176.32754516601562,126000
2024-12-13 00:00:00+00:00,175.4023859484214,175.80029815857208,171.34361765149754,174.81544494628906,145600
2024-12-16 00:00:00+00:00,174.53691230571673,175.85004998937274,174.28821336678598,175.3625946044922,100900
2024-12-17 00:00:00+00:00,173.87039502367446,174.07930880415697,170.60746627086186,171.4530487060547,349300
2024-12-18 00:00:00+00:00,171.97033130143043,172.84575639264742,165.0664465742265,165.663330078125,148200
2024-12-19 00:00:00+00:00,166.58850071034888,172.35830383844691,164.97692129526936,165.6434326171875,157600
2024-12-20 00:00:00+00:00,163.85281419367473,166.4989593447931,163.08681721813545,164.62875366210938,571200
2024-12-23 00:00:00+00:00,163.70357703970527,168.40895642393235,162.74858167354478,164.46957397460938,99100
2024-12-24 00:00:00+00:00,164.27062640866785,166.33980338205322,164.13135561139086,166.3000030517578,43200
2024-12-26 00:00:00+00:00,165.39999389648438,167.1999969482422,164.83999633789062,166.9600067138672,55600
2024-12-27 00:00:00+00:00,165.72000122070312,167.47000122070312,163.16000366210938,165.16000366210938,76400
2024-12-30 00:00:00+00:00,164.36000061035156,165.5399932861328,162.4499969482422,163.97000122070312,73100
2024-12-31 00:00:00+00:00,164.42999267578125,165.57000732421875,162.77999877929688,163.0,88200
2025-01-02 00:00:00+00:00,163.32000732421875,163.32000732421875,157.91000366210938,158.5800018310547,169900
2025-01-03 00:00:00+00:00,159.2899932861328,159.58999633789062,156.9199981689453,159.0800018310547,88100
2025-01-06 00:00:00+00:00,159.22000122070312,160.35000610351562,157.10000610351562,157.16000366210938,129000
2025-01-07 00:00:00+00:00,157.2100067138672,158.0,153.99000549316406,155.05999755859375,133100
2025-01-08 00:00:00+00:00,155.05999755859375,157.19000244140625,153.91000366210938,157.08999633789062,137600
2025-01-10 00:00:00+00:00,154.30999755859375,155.14999389648438,152.67999267578125,154.22000122070312,140100
2025-01-13 00:00:00+00:00,152.64999389648438,156.5,152.60000610351562,156.3300018310547,121000
2025-01-14 00:00:00+00:00,157.57000732421875,158.83999633789062,156.47999572753906,158.6199951171875,108100
2025-01-15 00:00:00+00:00,161.5800018310547,161.5800018310547,158.77999877929688,160.17999267578125,141900
2025-01-16 00:00:00+00:00,160.57000732421875,161.00999450683594,159.7100067138672,160.50999450683594,120100
2025-01-17 00:00:00+00:00,162.14999389648438,162.32000732421875,159.5500030517578,160.14999389648438,126800
2025-01-21 00:00:00+00:00,160.86000061035156,163.22999572753906,160.83999633789062,163.02999877929688,128400
2025-01-22 00:00:00+00:00,162.1999969482422,162.8000030517578,161.05999755859375,162.10000610351562,130800
2025-01-23 00:00:00+00:00,161.52999877929688,162.36000061035156,160.5,162.2100067138672,118800
2025-01-24 00:00:00+00:00,162.1999969482422,162.92999267578125,159.75,160.22999572753906,96800
