"('date', '')","('open', 'AXS')","('high', 'AXS')","('low', 'AXS')","('close', 'AXS')","('volume', 'AXS')"
2024-01-02 00:00:00+00:00,53.62881186841905,54.36451233562534,53.35776121819539,53.51264572143555,569100
2024-01-03 00:00:00+00:00,53.415841896946965,54.809802363614324,53.29967944790911,54.05474090576172,681800
2024-01-04 00:00:00+00:00,54.219309606730235,55.30350488430754,54.219309606730235,54.28707504272461,748300
2024-01-05 00:00:00+00:00,54.316112676620776,55.167979307370295,54.190267861311234,54.56779861450195,851100
2024-01-08 00:00:00+00:00,54.66460201029495,54.71300272457953,53.48360537951464,54.13218307495117,340600
2024-01-09 00:00:00+00:00,53.890176301742116,53.890176301742116,52.931829594868155,53.66753005981445,353600
2024-01-10 00:00:00+00:00,53.30936171476434,54.02570486648996,53.222238948915795,54.006343841552734,440700
2024-01-11 00:00:00+00:00,54.05474598481377,54.30643193016748,53.628814503162104,54.190269470214844,454000
2024-01-12 00:00:00+00:00,54.4710044923647,54.50972654730806,53.55137599752105,53.657859802246094,492400
2024-01-16 00:00:00+00:00,53.319047571022814,53.37712695690624,52.15741184775822,52.534942626953125,561100
2024-01-17 00:00:00+00:00,52.24453223555975,53.028633451115084,52.24453223555975,52.922149658203125,536000
2024-01-18 00:00:00+00:00,52.87374903354936,53.60945322618627,52.57366237235152,53.53200912475586,457300
2024-01-19 00:00:00+00:00,54.21931593121914,54.30643871024527,53.68690058949879,53.7449836730957,457600
2024-01-22 00:00:00+00:00,53.74497613492484,54.76140595250812,53.64817100917436,54.55812072753906,484700
2024-01-23 00:00:00+00:00,54.587161356245026,54.925973763082716,53.21256178162578,53.22224044799805,958000
2024-01-24 00:00:00+00:00,54.025704249005436,57.14275537351393,54.025704249005436,56.6103401184082,1339400
2024-01-25 00:00:00+00:00,56.678104165365674,57.31700323604356,56.49417996218529,57.191162109375,944900
2024-01-26 00:00:00+00:00,57.52997223674274,57.68485675184008,56.9104341763534,57.578372955322266,662300
2024-01-29 00:00:00+00:00,57.36540123353602,57.839737104047515,57.30732185251598,57.684852600097656,550000
2024-01-30 00:00:00+00:00,57.59773406988194,58.10110966790696,57.307326065220074,57.984947204589844,624800
2024-01-31 00:00:00+00:00,58.033348780769,58.778731675816026,57.617095947265625,57.617095947265625,848800
2024-02-01 00:00:00+00:00,56.80394707358484,58.188228962268646,53.78369735861012,55.332542419433594,2322800
2024-02-02 00:00:00+00:00,55.71007077667906,55.78751487275909,54.79044244578633,55.31317901611328,1172000
2024-02-05 00:00:00+00:00,55.44870757692457,57.258924715070705,55.10989885734539,56.620025634765625,725200
2024-02-06 00:00:00+00:00,56.45545849317381,57.06531787825181,56.15536813387617,56.36833572387695,596900
2024-02-07 00:00:00+00:00,56.52322174370864,57.29764432880611,56.097290245089575,56.95883560180664,679500
2024-02-08 00:00:00+00:00,57.30732508036965,57.44284856736695,56.136010722478055,56.92979431152344,732800
2024-02-09 00:00:00+00:00,56.65874475815367,58.67224715521686,56.50386024243635,58.23663330078125,686200
2024-02-12 00:00:00+00:00,58.23663025868846,59.0981755631578,58.15918985124411,58.43023681640625,892900
2024-02-13 00:00:00+00:00,58.652884407804656,59.04977619847835,57.626772213330646,58.004302978515625,578800
2024-02-14 00:00:00+00:00,58.19791382469893,59.078820239221365,57.8784661124651,58.91425704956055,557100
2024-02-15 00:00:00+00:00,58.97233624789188,60.327578585600605,58.97233624789188,60.0855712890625,627200
2024-02-16 00:00:00+00:00,60.28885382479216,60.569583162428174,59.81452161280949,59.96940612792969,496500
2024-02-20 00:00:00+00:00,59.75643855128167,60.63734492365821,59.224023261205836,59.76612091064453,482000
2024-02-21 00:00:00+00:00,59.998440607721506,60.14364644360378,59.32081952816725,59.63058853149414,678800
2024-02-22 00:00:00+00:00,59.68867853780591,60.04684829711914,59.398270525045504,60.04684829711914,478100
2024-02-23 00:00:00+00:00,60.317898976068655,60.4050217491706,59.92100716365718,60.04684829711914,696900
2024-02-26 00:00:00+00:00,60.06620535453114,60.58894195860071,59.659634902080136,59.79515838623047,414300
2024-02-27 00:00:00+00:00,59.6693174305616,60.57926721344871,59.42731013813217,60.40502166748047,446200
2024-02-28 00:00:00+00:00,60.366297384519235,60.86967297730647,59.96940558730559,60.63734436035156,449600
2024-02-29 00:00:00+00:00,60.70510738359442,60.753508102764734,59.95004582487063,60.569583892822266,838300
2024-03-01 00:00:00+00:00,60.5208346451672,60.67681602440157,59.253481755137315,59.33147430419922,458100
2024-03-04 00:00:00+00:00,59.18524474068533,59.77017774750806,58.75629684412709,58.775794982910156,493400
2024-03-05 00:00:00+00:00,58.71729754914154,59.39971749592104,58.71729754914154,59.18524169921875,570200
2024-03-06 00:00:00+00:00,59.43871565844701,59.818920060024254,58.55157081513689,59.15599822998047,669600
2024-03-07 00:00:00+00:00,59.15599743179333,59.64343972854912,59.00001604558707,59.40946578979492,435500
2024-03-08 00:00:00+00:00,59.38996816748932,60.06264092294414,59.272983056540944,59.64344024658203,432300
2024-03-11 00:00:00+00:00,59.49720285090369,60.16987556997792,59.49720285090369,59.9359016418457,520700
2024-03-12 00:00:00+00:00,59.770177633494825,60.75480946737813,59.70193600732914,60.6475715637207,531800
2024-03-13 00:00:00+00:00,60.78405431514474,61.24225127467251,60.59882757691996,61.018028259277344,393600
2024-03-14 00:00:00+00:00,61.02777124000306,61.46647003054455,60.69631034480388,61.44697189331055,457600
2024-03-15 00:00:00+00:00,61.45672628415755,62.08065183524306,61.16426164694741,61.57371139526367,609200
2024-03-18 00:00:00+00:00,61.57371327497231,62.285378610835394,61.27149769992508,61.54446792602539,760400
2024-03-19 00:00:00+00:00,61.67119751159504,62.28537584442982,61.42747636415627,61.7686882019043,474800
2024-03-20 00:00:00+00:00,61.76868940091717,62.80206470602742,61.76868940091717,62.412109375,426000
2024-03-21 00:00:00+00:00,62.46085559520034,62.53884814773132,61.85642818864362,62.187889099121094,415000
2024-03-22 00:00:00+00:00,62.3438693005235,62.470605336533076,61.26174682750293,61.300743103027344,386100
2024-03-25 00:00:00+00:00,61.32024481437881,62.29512944596582,61.26175039768329,62.148895263671875,696200
2024-03-26 00:00:00+00:00,62.00265362777027,62.49009588496623,61.563958571405344,62.20738220214844,504400
2024-03-27 00:00:00+00:00,62.460857865594924,63.435742494330775,62.460857865594924,63.357749938964844,600500
2024-03-28 00:00:00+00:00,63.2797591367349,63.67945793096494,63.13352496800537,63.38698959350586,811600
2024-04-01 00:00:00+00:00,63.542983094934634,63.611224724330775,62.71433261290161,63.377254486083984,480500
2024-04-02 00:00:00+00:00,63.367508677346486,63.5137428772349,62.763077455438555,63.114036560058594,632000
2024-04-03 00:00:00+00:00,63.15302087404205,63.89393522535597,62.772816489055195,63.728206634521484,1047100
2024-04-04 00:00:00+00:00,64.05966269154251,64.2058968611499,62.841057007779085,63.20176696777344,610000
2024-04-05 00:00:00+00:00,63.21151737745711,64.03042435423234,62.83131295752636,63.87443923950195,758000
2024-04-08 00:00:00+00:00,63.99142470283207,64.17665515736677,63.61122030294028,63.747703552246094,387000
2024-04-09 00:00:00+00:00,63.776951179570936,63.952430711775406,62.00266143740554,62.022159576416016,904700
2024-04-10 00:00:00+00:00,61.671201116506374,63.0457883196552,61.671201116506374,62.97754669189453,500700
2024-04-11 00:00:00+00:00,62.45110589441,62.45110589441,60.56958201373129,60.59882736206055,608900
2024-04-12 00:00:00+00:00,60.93028842524971,61.40798352281512,60.13088333862161,60.355106353759766,488100
2024-04-15 00:00:00+00:00,60.90104227566836,61.144763426163095,59.59469676026101,59.64344024658203,701300
2024-04-16 00:00:00+00:00,59.77991917095983,60.189372607991004,59.31197504213089,59.71167755126953,573300
2024-04-17 00:00:00+00:00,59.770174675982396,59.770174675982396,58.93177334584384,59.18524169921875,591500
2024-04-18 00:00:00+00:00,59.72142270472106,60.745054402621925,59.614188533819586,59.926151275634766,739200
2024-04-19 00:00:00+00:00,60.03339622805407,61.3007454806367,60.03339622805407,60.90104293823242,605700
2024-04-22 00:00:00+00:00,61.105766576201,61.33973679590243,60.579328003538386,60.618324279785156,938700
2024-04-23 00:00:00+00:00,60.82304864600918,60.93028654535133,60.072387069503705,60.68656539916992,813200
2024-04-24 00:00:00+00:00,60.5013374727479,61.17400648413176,60.13088029657485,61.008277893066406,539400
