"('date', '')","('open', 'ACV')","('high', 'ACV')","('low', 'ACV')","('close', 'ACV')","('volume', 'ACV')"
2024-01-02 00:00:00+00:00,17.739799844575668,17.739799844575668,17.38550917236159,17.5294132232666,48100
2024-01-03 00:00:00+00:00,17.74820919985489,17.74820919985489,17.47891467702232,17.63880729675293,44400
2024-01-04 00:00:00+00:00,17.651437598150096,18.345712475535638,17.445258005941685,17.941770553588867,78400
2024-01-05 00:00:00+00:00,17.95860268422096,17.987215599478095,17.781877082138266,17.790292739868164,22100
2024-01-08 00:00:00+00:00,17.756635144947513,18.223693805903537,17.537832817061677,18.06800651550293,36700
2024-01-09 00:00:00+00:00,18.034345030412467,18.114291384602364,17.689311031096068,18.009098052978516,27500
2024-01-10 00:00:00+00:00,18.000680534578,18.261561125747747,17.891280187243005,18.14374351501465,30100
2024-01-11 00:00:00+00:00,17.957044246039874,18.18617516293382,17.957044246039874,18.135257720947266,30800
2024-01-12 00:00:00+00:00,18.143741607666016,18.22181652511571,17.965529761263788,18.143741607666016,47000
2024-01-16 00:00:00+00:00,17.965531465810855,18.245579835753716,17.703304282199074,18.126771926879883,59200
2024-01-17 00:00:00+00:00,18.18617189870137,18.18617189870137,17.846719648658723,17.931581497192383,44200
2024-01-18 00:00:00+00:00,17.99947257184143,18.1556207741435,17.94940330252372,18.075849533081055,33600
2024-01-19 00:00:00+00:00,18.101314649916773,18.44925352806821,18.02493766508972,18.228609085083008,44000
2024-01-22 00:00:00+00:00,18.245581863251704,18.56806120258817,18.15223185668533,18.25406837463379,48300
2024-01-23 00:00:00+00:00,18.38136100769043,18.53411496033304,18.186176120929936,18.38136100769043,21200
2024-01-24 00:00:00+00:00,18.483196134364746,18.669894496621914,18.288009643554688,18.288009643554688,29600
2024-01-25 00:00:00+00:00,18.279523133124183,18.400027354812174,18.203146169276,18.220117568969727,17900
2024-01-26 00:00:00+00:00,18.118285416440845,18.237093325314675,18.06736797244297,18.126771926879883,34700
2024-01-29 00:00:00+00:00,18.19465961223103,18.330440521240234,18.19465961223103,18.330440521240234,38000
2024-01-30 00:00:00+00:00,18.517143722259068,18.62746675140686,18.33893183944014,18.534116744995117,38300
2024-01-31 00:00:00+00:00,18.55957326042192,19.05177950925529,18.423790719254807,19.043292999267578,96700
2024-02-01 00:00:00+00:00,18.882054663236794,19.450637947055,18.754760236425412,19.297883987426758,45400
2024-02-02 00:00:00+00:00,19.30636996413812,19.41669136601889,19.051781117560093,19.11118507385254,33400
2024-02-05 00:00:00+00:00,19.49306730443239,19.510040324935705,18.82264918091467,18.907512664794922,24600
2024-02-06 00:00:00+00:00,19.13664129250252,19.96830146285047,18.992373860582227,19.75614356994629,86700
2024-02-07 00:00:00+00:00,19.883436660688602,19.883436660688602,19.22150349610458,19.229990005493164,34500
2024-02-08 00:00:00+00:00,19.357291144161238,19.518531641373475,19.19690043122884,19.43366813659668,38600
2024-02-09 00:00:00+00:00,19.502090354955104,19.827126118698324,19.502090354955104,19.690269470214844,28200
2024-02-12 00:00:00+00:00,19.93832418717001,19.93832418717001,19.502092950278136,19.69882583618164,30500
2024-02-13 00:00:00+00:00,19.41655281497914,19.553409439792027,19.288248301689862,19.31390953063965,30200
2024-02-14 00:00:00+00:00,19.10862695360521,19.47642979001605,19.10862695360521,19.296804428100586,21100
2024-02-15 00:00:00+00:00,19.31391443915848,19.668031005071995,19.26259359967567,19.42510986328125,35400
2024-02-16 00:00:00+00:00,19.33101701660617,19.52689332598181,19.26258870419973,19.31390953063965,15400
2024-02-20 00:00:00+00:00,19.331023753972904,19.459326680519446,19.185613335497425,19.25404167175293,21900
2024-02-21 00:00:00+00:00,19.219825993622646,19.536308057034805,19.219825993622646,19.51064682006836,36300
2024-02-22 00:00:00+00:00,19.784355319116358,19.784355319116358,19.450767477395594,19.544857025146484,30200
2024-02-23 00:00:00+00:00,19.75014680404135,19.75014680404135,19.484987214562082,19.51064682006836,17600
2024-02-26 00:00:00+00:00,19.536308816008013,19.62184464442568,19.43366549561477,19.493541717529297,22800
2024-02-27 00:00:00+00:00,19.58762852166186,19.58762852166186,19.296807700826083,19.408004760742188,24000
2024-02-28 00:00:00+00:00,19.450771493403792,19.536307315250692,19.20442917484398,19.2369327545166,36600
2024-02-29 00:00:00+00:00,19.313916514816096,19.561970256651364,19.14284485620831,19.211273193359375,39500
2024-03-01 00:00:00+00:00,19.262590970135513,19.262590970135513,19.04875226477822,19.125734329223633,52900
2024-03-04 00:00:00+00:00,19.168503000565423,19.25489370109508,18.99743136956927,19.219823837280273,47100
2024-03-05 00:00:00+00:00,19.219826679923237,19.45077292648736,18.74082832633337,18.988882064819336,40100
2024-03-06 00:00:00+00:00,19.031648321687797,20.143609144078752,18.82636332208301,20.058074951171875,115900
2024-03-07 00:00:00+00:00,20.015308879149632,20.075183474713448,19.67316716774185,19.733041763305664,61500
2024-03-08 00:00:00+00:00,19.76752270424734,20.00028502906056,19.61234782103853,19.853731155395508,35000
2024-03-11 00:00:00+00:00,19.88821052276099,20.165801068385317,19.862349142354645,20.077869415283203,51200
2024-03-12 00:00:00+00:00,20.17270149923357,20.31925538170496,19.948560170495583,20.198564529418945,28800
2024-03-13 00:00:00+00:00,20.21580551766964,20.288220025345005,20.05200962343528,20.155458450317383,16300
2024-03-14 00:00:00+00:00,20.129594640273258,20.207182073230847,19.888211332817505,19.931316375732422,15300
2024-03-15 00:00:00+00:00,19.870973241831834,20.155460004123192,19.827869834689647,20.12959861755371,18100
2024-03-18 00:00:00+00:00,20.25890554065845,20.25890554065845,19.974418847773965,19.98303985595703,24500
2024-03-19 00:00:00+00:00,19.983043190750724,20.319254344551744,19.94855915226372,20.155458450317383,36000
2024-03-20 00:00:00+00:00,20.17269856701449,20.34511545460946,20.095111132025682,20.33649444580078,25500
2024-03-21 00:00:00+00:00,20.43994559413023,20.46580862350598,20.258909321368446,20.35373878479004,40300
2024-03-22 00:00:00+00:00,20.44856313254308,20.46580514919988,20.224421848872275,20.379596710205078,30500
2024-03-25 00:00:00+00:00,20.27615062544141,20.370978441227205,20.155458136903096,20.23304557800293,16800
2024-03-26 00:00:00+00:00,20.345118826039673,20.457188670545214,20.146840523450877,20.21580696105957,29200
2024-03-27 00:00:00+00:00,20.310630080989824,20.370975494384766,20.114938291224917,20.370975494384766,21100
2024-03-28 00:00:00+00:00,20.46580696154185,20.67270624687774,20.319253095559425,20.6468448638916,46800
2024-04-01 00:00:00+00:00,20.61235945787859,21.120987450473958,20.552014042534942,21.052021026611328,39700
2024-04-02 00:00:00+00:00,20.93133260930624,21.008920050633687,20.595119815457497,20.983057022094727,31800
2024-04-03 00:00:00+00:00,20.92271337766889,20.94340347340028,20.698572044153472,20.784780502319336,23400
2024-04-04 00:00:00+00:00,20.87098358481453,20.88908885409596,20.60373889213983,20.628740310668945,18200
2024-04-05 00:00:00+00:00,20.62960253407179,20.870984207839278,20.508911697188047,20.543394088745117,18000
2024-04-08 00:00:00+00:00,20.672709037241564,20.813228380255683,20.508914775256187,20.603742599487305,23000
2024-04-09 00:00:00+00:00,20.629606567232614,20.888230309485156,20.58219183081873,20.836505889892578,28000
2024-04-10 00:00:00+00:00,20.714907616110832,20.714907616110832,20.306688257175768,20.350116729736328,34900
2024-04-11 00:00:00+00:00,20.393543476445878,20.454341681197448,20.07218106372277,20.298004150390625,15700
