"('date', '')","('open', 'AACT')","('high', 'AACT')","('low', 'AACT')","('close', 'AACT')","('volume', 'AACT')"
2025-09-24 00:00:00+00:00,9.25,9.850000381469727,8.470000267028809,9.489999771118164,918480
