"('date', '')","('open', 'ALEX')","('high', 'ALEX')","('low', 'ALEX')","('close', 'ALEX')","('volume', 'ALEX')"
2024-01-02 00:00:00+00:00,17.264599956562197,17.520913146193436,17.246291372730635,17.475143432617188,688400
2024-01-03 00:00:00+00:00,17.35613807571031,17.392755240613866,17.08151632294373,17.099824905395508,323900
2024-01-04 00:00:00+00:00,17.191366874425903,17.273753753303545,16.93505194613961,16.94420623779297,344200
2024-01-05 00:00:00+00:00,16.761123762206015,17.09982556665153,16.687891175569497,16.742816925048828,288700
2024-01-08 00:00:00+00:00,16.651276744598412,16.953361400672918,16.578044153610737,16.916744232177734,267300
2024-01-09 00:00:00+00:00,16.687891054817644,16.73366251238589,16.578043048659012,16.651275634765625,221300
2024-01-10 00:00:00+00:00,16.587198377586358,16.751970397129647,16.587198377586358,16.73366355895996,195500
2024-01-11 00:00:00+00:00,16.678735790599053,16.75196837243474,16.468192336071766,16.697044372558594,220900
2024-01-12 00:00:00+00:00,16.962514446855437,16.962514446855437,16.61465835571289,16.61465835571289,161900
2024-01-16 00:00:00+00:00,16.449884396252248,16.449884396252248,16.29426493552632,16.340036392211914,201600
2024-01-17 00:00:00+00:00,16.0837231232107,16.275959769011454,15.891488223412672,16.102031707763672,244100
2024-01-18 00:00:00+00:00,16.12949273116598,16.19357102373547,16.019642982473624,16.120338439941406,213500
2024-01-19 00:00:00+00:00,16.23018559577681,16.340035338737454,16.037950728098718,16.257648468017578,166800
2024-01-22 00:00:00+00:00,16.422422433064654,16.587196176747963,16.422422433064654,16.532270431518555,323600
2024-01-23 00:00:00+00:00,16.66043160812873,16.697047031877027,16.303421187066977,16.413270950317383,222700
2024-01-24 00:00:00+00:00,16.614658138918607,16.614658138918607,16.2301866329898,16.285112380981445,180200
2024-01-25 00:00:00+00:00,16.568888446940253,16.578042738282512,16.312573527364577,16.394960403442383,231000
2024-01-26 00:00:00+00:00,16.513968134097837,16.513968134097837,16.221035983712284,16.23019027709961,199300
2024-01-29 00:00:00+00:00,16.19357013379021,16.340035293329098,16.14779868018279,16.29426383972168,235300
2024-01-30 00:00:00+00:00,16.202724398674516,16.3125723951523,16.120337528314963,16.184415817260742,168100
2024-01-31 00:00:00+00:00,16.19357359495624,16.275960483056295,15.845717457199836,15.85487174987793,324900
2024-02-01 00:00:00+00:00,15.873178573618977,15.973874035899975,15.61686364508671,15.955565452575684,296000
2024-02-02 00:00:00+00:00,15.690094947814941,15.82740756550258,15.525321203391744,15.690094947814941,265300
2024-02-05 00:00:00+00:00,15.46124291829835,15.745020698680985,15.35139491931359,15.589401245117188,228400
2024-02-06 00:00:00+00:00,15.552784178987883,15.799944797257272,15.461243015258205,15.671788215637207,282300
2024-02-07 00:00:00+00:00,15.717555831000231,15.717555831000231,15.55278210743435,15.616860389709473,199600
2024-02-08 00:00:00+00:00,15.616863352131732,15.763328523973332,15.552785057701355,15.75417423248291,342400
2024-02-09 00:00:00+00:00,15.781636197843602,15.799944779769767,15.516168743924078,15.717557907104492,457500
2024-02-12 00:00:00+00:00,15.763327887871906,16.120338257581526,15.763327887871906,16.010488510131836,299300
2024-02-13 00:00:00+00:00,15.561940170777627,15.745022518246666,15.360550985363817,15.607709884643555,359300
2024-02-14 00:00:00+00:00,15.763329356191438,15.781637940138873,15.470398997043109,15.607709884643555,209600
2024-02-15 00:00:00+00:00,15.763325100809327,16.028794258374546,15.763325100809327,16.01963996887207,253800
2024-02-16 00:00:00+00:00,15.845715635316576,16.037952267448293,15.754174465063503,15.882332801818848,230900
2024-02-20 00:00:00+00:00,15.71755893292365,15.93725669236898,15.71755893292365,15.845715522766113,167800
2024-02-21 00:00:00+00:00,15.836561195007604,15.955565239020098,15.717558896997694,15.781637191772461,242700
2024-02-22 00:00:00+00:00,15.754173411404878,15.763327702418195,15.571092829145982,15.745020866394043,234900
2024-02-23 00:00:00+00:00,15.708403535017755,15.799944698173364,15.589401245117188,15.589401245117188,341700
2024-02-26 00:00:00+00:00,15.571096420288086,15.6626376055308,15.47040094192081,15.571096420288086,301200
2024-02-27 00:00:00+00:00,15.616863156592053,15.690095741595902,15.525321988836602,15.534476280212402,279800
2024-02-28 00:00:00+00:00,15.415472825831383,15.64432485502009,15.30562308357974,15.314777374267578,445400
2024-02-29 00:00:00+00:00,15.39716284574939,15.39716284574939,14.500063391864394,14.88453483581543,949500
2024-03-01 00:00:00+00:00,14.921153456901518,15.397166155743214,14.84792086831069,15.259855270385742,715000
2024-03-04 00:00:00+00:00,15.214084634862102,15.26900863647461,15.122543468172902,15.26900863647461,251000
2024-03-05 00:00:00+00:00,15.17746739451154,15.461243438438373,15.17746739451154,15.296469688415527,326800
2024-03-06 00:00:00+00:00,15.433784318023049,15.580249504647002,15.296471677810688,15.323934555053711,238400
2024-03-07 00:00:00+00:00,15.397164172471614,15.442935625696819,15.19577501628795,15.241544723510742,214200
2024-03-08 00:00:00+00:00,15.388010959667678,15.497860709100095,15.250700082379055,15.278162956237793,318100
2024-03-11 00:00:00+00:00,15.177466421643288,15.305622998556272,15.085925261275836,15.186620712280273,267800
2024-03-12 00:00:00+00:00,15.159158610058585,15.159158610058585,14.976078026030383,15.07677173614502,313400
2024-03-13 00:00:00+00:00,15.04015634631482,15.177467221097471,15.01269347295729,15.085926055908203,295300
2024-03-14 00:00:00+00:00,14.84744002544729,14.8938375675457,14.698965766789039,14.773202896118164,625600
2024-03-15 00:00:00+00:00,14.643287820468174,14.875279961278894,14.643287820468174,14.810321807861328,998900
2024-03-18 00:00:00+00:00,14.763921651785019,15.005192742009573,14.698964390946218,14.949515342712402,355700
2024-03-19 00:00:00+00:00,14.921678009310526,15.107271728238302,14.903118283427172,15.014474868774414,331300
2024-03-20 00:00:00+00:00,14.884561684268494,15.283585207415493,14.884561684268494,15.27430534362793,367000
2024-03-21 00:00:00+00:00,15.357821194229059,15.524855189953115,15.265026103229388,15.376380920410156,661200
2024-03-22 00:00:00+00:00,15.413499136405933,15.413499136405933,14.930956914121126,14.958796501159668,256300
2024-03-25 00:00:00+00:00,15.023753608737366,15.107270599016942,14.847439765930176,14.847439765930176,198300
2024-03-26 00:00:00+00:00,14.930957639011165,14.930957639011165,14.69896637895189,14.791762351989746,669200
2024-03-27 00:00:00+00:00,14.93095761835626,15.144389152526855,14.93095761835626,15.144389152526855,295200
2024-03-28 00:00:00+00:00,15.144386403444098,15.302140502227996,15.144386403444098,15.283580780029297,482300
2024-04-01 00:00:00+00:00,15.265023647379406,15.265023647379406,15.023752555699767,15.033032417297363,209300
2024-04-02 00:00:00+00:00,14.866000175476074,14.95879703227992,14.680406461868385,14.866000175476074,435300
2024-04-03 00:00:00+00:00,14.782481966582086,14.921676355372997,14.773202104669002,14.88455867767334,222900
2024-04-04 00:00:00+00:00,15.02375414519052,15.07015168813467,14.745364462643595,14.754643440246582,257900
2024-04-05 00:00:00+00:00,14.736084945162318,14.847440643793599,14.717525219568891,14.791762351989746,277500
2024-04-08 00:00:00+00:00,14.884558615299321,14.949515878466029,14.865998891550925,14.912396430969238,184200
2024-04-09 00:00:00+00:00,14.921679369465709,15.27430534362793,14.903119641890582,15.27430534362793,210100
2024-04-10 00:00:00+00:00,14.866000369387026,14.866000369387026,14.60616952093761,14.791762351989746,395500
2024-04-11 00:00:00+00:00,14.847439593844442,15.014473572467628,14.773202466673329,15.005193710327148,261200
2024-04-12 00:00:00+00:00,14.912397654042584,15.014474373078132,14.828880660277651,14.893837928771973,256300
2024-04-15 00:00:00+00:00,14.903117779209206,14.958796954975469,14.726804814164751,14.810321807861328,328200
