"('date', '')","('open', 'BMN')","('high', 'BMN')","('low', 'BMN')","('close', 'BMN')","('volume', 'BMN')"
2025-09-26 00:00:00+00:00,25.09000015258789,25.09000015258789,24.959999084472656,25.049999237060547,8545
